#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b0880//
asnC	b2130//
asnC-mioC	b0514//b3383//
asnC-mioC-mnmG	b3909//b0582//b0238//
asnS	b2575//
asnT	b0295//
asnU	b4159//
asnV	b0424//
asnW	b0525//
aspA	b2724//
aspA-dcuA	b3196//b0872//
aspC	b0632//
aspS	b3603//
aspT	b1922//
aspU	b2248//
aspV	b3946//
asr	b3895//
astCADBE	b0704//b0329//b0620//b0539//b4123//
atl	b3319//
atoDAEB	b3617//b1590//b2315//b0456//
atoSC	b2938//b3902//
atpBEFHAGDC	b1611//b2355//b1520//b3236//b4542//b3223//b0058//b2569//
atpIBEFHAGDC	b0566//b3669//b0283//b0809//b1595//b2129//b2593//b2504//b4401//
avtA	b0852//
azoR	b0528//
azuC	b2413//
bacA	b4129//
baeSR	b3240//b3456//
bamA	b2741//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b3368//b1060//b4625//b0644//b3471//b2758//b2239//b3891//
bamB-der	b0743//b1418//
bamC	b1811//
bamD	b0578//
bamE	b4551//
barA	b0656//
basRS	b2790//b2527//
bax	b2101//
bcp	b0422//
bcr	b3283//
bcsABZC	b0561//b4078//b1775//b1621//
bcsBZ	b4598//b1957//
bcsEFG	yhiK//b3058//b0867//
bcsQ	b4099//
bdcA	b4257//
bdcR	b0096//
bdm-sra	b3868//b0119//
bepA-yfgD	b4170//b4035//
betIBA	b1454//b2125//b0576//
betT	b0415//
bfd-bfr	b3348//b4248//
bglA	b3123//
bglG	b2936//
bglGFB	b2267//molR_1//b2777//
bglH-yieLK	b4382//b1668//b1981//
bglX	b3959//
bhsA	b0726//
bioA	b3573//
bioBFCD	b1797//b1981//b3953//b1501//
bioH	b1722//
bipA	b3156//
bisC	b2808//
blc	b2667//
blr	b3863//
bluF	b0936//
bluR	b2210//
bolA	b0117//
borD	b0184//
brnQ-proY	b3455//b0699//
bsmA	b0409//
bssR	b4279//
bssS	b1805//
btuB-murI	b4362//b3290//
btuCED	b1809//b4277//b0522//
cadA	b4445//
cadBA	b4270//b1986//
cadC	b1495//
caiCDE	b1358//b2545//b4186//
caiF	b1776//
caiTABCDE	b3554//b2207//b3330//b2209//b1029//b0534//
can	b3401//
carAB	yncK_1//b0253//
carB	b3477//
cas2	b1186//
cas3	b4364//
casABCDE12	b3338//b2886//b2305//b3821//b1718//b0033//b4179//
casDE12	b4281//b2056//b2129//b2282//
cbl	b0171//
cbpAM	b3584//b0596//
cbrA	b2505//
cbrB	b0226//
cbrBC	b1175//b2887//
cbrC	b1824//
ccmABCDEFGH	b0727//b0232//b1359//b2037//b1816//gpr//b1215//b2349//
cdaR	b4180//
cdd	b1252//
cdgI	b0134//
cdh	b2881//
cdsA	b1202//
cecR-ybhGFSR	b3119//b2600//b2482//b1917//b1243//
cedA	b4128//
cfa	b4611//
chaA	b1337//
chaBC	b4592//b2156//
chaC	b0361//
chbBCARFG	b3988//b2571//b4017//b1411//b2319//b1443//
chiA	b2326//
chiP-ybfN	b3516//b2857//
chiX	b2576//
cho	b3125//
chpSB	b0937//b0957//
cirA	b0750//
citCDEFXG	b4201//b4548//b3033//b2829//b3053//b3825//
citT	b3338//
clcA	b2171//
clcB	b2098//
clpA	b2603//
clpB	b3896//
clpPX	b1639//b2579//
clpS	b0199//
clpX-lon	b0037//b4139//
clsA-yciU	b2368//b0115//
clsC	b1220//
cmk-rpsA	b2689//b0249//
cmoM-mukFEB	b1794//b0058//b1624//b3904//
cmtBA-yggPFDC	b4384//b3562//b2880//b0256//b0218//b4106//
cnu	b2072//
coaA	b2371//
coaE-zapD-yacG	b1682//b3471//b4514//
cobUST	b4173//b3339//b0251//
codBA	b2321//b2677//
cof	b4257//
comR	b2456//
copA	b2901//
corA	b4038//
cpdB	b3164//
cpxPQ	b3669//b1820//
cpxRA	b1605//b4478//
cra	b0698//
crcB	b3400//
creABC	b0330//b2272//b0905//
creABCD	molR_1//b2071//b1196//b2678//
creD	b1920//
crfC-yjcZ	b2368//b1138//
crl	b1500//
crp	b3509//
crr	b0505//
csdAE	b2872//b1724//
csgBAC	b0523//b3039//b3985//
csgC	b2472//
csgDEFG	b3447//b1589//b2231//b0927//
csiD-lhgO-gabDTP	b2237//b3583//b1758//b3204//b3045//
csiE	b4172//
csiR	b1492//
cspA	b0983//
cspB	b1906//
cspD	b1787//
cspE	b3341//
cspF	b2323//
cspG	b1871//
cspH	b0220//
cspI	b4435//
csrA	b0389//
csrB	b2663//
csrC	b0300//
csrD	b3452//
cstA	b0274//
cueO	b0008//
cueR	b3079//
curA	b4114//
cusCFBA	b1198//b3532//b0471//b0776//
cusRS	b2048//b4197//
cutA	b0721//
cvpA-purF-ubiX	b3441//b3449//b3940//
cvrA	b1356//
cyaA	b3090//
cyaR	b4185//
cyaY	b3491//
cybB	b3487//
cybC	b2545//
cycA	b3472//
cydAB	b3465//b2616//
cydDC	b4527//b1985//
cydX-ybgE	b1157//b1157//
cynR	b3277//
cynTS	b4010//b4304//
cynTSX	b2788//b2204//b1684//
cyoABCDE	b3972//b2229//b3616//b2614//b1516//
cysB	gapC_1//
cysDNC	arpB_2//b0677//b1057//
cysE	b1443//
cysG	b1660//
cysH	b1457//
cysJIH	b2872//b1192//b0938//
cysK	b0221//
cysPUWAM	b1363//b1854//b1746//b1292//b3462//
cysQ	b0581//
cysS	b1843//
cysZ	b2487//
cytR	b2569//
dacA	b0727//
dacB	b2481//
dacC	b1725//
dacD	b3552//
dadAX	b2374//b1932//
dam-rpe-gph-trpS	b3547//b0814//b2775//b0154//
damX-dam-rpe-gph-trpS	b1829//b1915//b2790//b3919//insAB-1//
dapA-bamC	yghX_1//b3407//
dapB	b2892//
dapD	b0054//
dapE-ypfN	b3981//b4596//
dauA	b2513//
dcd	b0009//
dcm-vsr	b0283//b3842//
dcp	b0605//
dcrB	b1134//
dctA	b3446//
dcuA	b0857//
dcuB-fumB	b4326//b2291//
dcuC	b1584//
dcuD	sroG//
dcuR	b0442//
dcuSR	b0143//b2742//
dcyD-tcyLN	b4261//b2110//b2169//
ddlA	b1568//
ddpXABCDF	b1659//b3445//b0854//b1141//b3853//b1489//
deaD	b1772//
decR	b3552//
def-fmt	b4671//b4262//
degP	b3663//
degQ	b3810//
degQS	b2437//b1310//
degS	b3549//
deoABD	b2705//b2681//b1565//
deoBD	b3902//b0736//
deoCABD	b3448//b3538//b3135//b4313//
deoR	b1273//
dfp	b2112//
dgcC	b3727//
dgcE	b1262//
dgcF	b0556//
dgcJ	b1745//
dgcM	b2896//
dgcP	b1366//
dgcQ	b0104//
dgcT	b1481//
dgcZ	b3801//
dgkA	b0372//
dgoRKADT	b4231//b1670//msrQ//b4467//b4119//
dgt	b2950//
dhaKLM	b3012//b4100//b3502//
dhaM	b1477//
dhaR	b2442//
diaA	b0819//
dicA	b3273//
dicB-ydfDE-insD-intQ	b1642//b2694//b3497//b1296//b4141//
dicC-ydfXW	b1685//b3805//b4114//
dicF	b0065//
dinB-yafNOP	sroE//b1713//b1675//b0676//
dinD	b3442//
dinG	b1913//
dinI	b2669//
dinJ-yafQ	b4382//b1726//
dinQ	b3991//
djlA	b1138//
dkgA	b1273//
dkgB	b2815//
dksA-gluQ	b1278//b0324//
dld	b0104//
dmlA	b4431//
dmlR	b1246//
dmsABC	b2781//b1657//b0670//
dnaAN-recF	b2068//b4331//b4598//
dnaB	b0932//
dnaK-tpke11-dnaJ	b2043//b3808//b1547//
dnaN-recF	b0870//b1038//
dnaQ	b0204//
dnaTC	b1291//b3224//
dnaTC-yjjA	b3829//b1662//b0413//
dnaX	b1378//
dosCP	b2546//b3879//
dpiBA	b3135//b0974//
dppABCDF	gapC_1//b4122//b2202//b0127//b3027//
dps	b1250//
dsbA	b1588//
dsbB	b0252//
dsbC	b3470//
dsbC-recJ-prfB	b2046//b3672//b3745//
dsbD-yjdC	b1404//b2210//
dsbG	b3178//
dsdA	b4423//
dsdC	b0747//
dsdXA	b4116//b1673//
dsrA	b0777//
dsrB	b3274//
dtpA	b4207//
dtpB	b3138//
dtpC	b0035//
dtpD	b4001//
dusA	b3782//
dusB-fis	b0956//b1940//
dusC	yjgX_1//
dut-slmA	b3616//b1534//
dxr	b1074//
eaeH-insEF-1E-1F-1	b0728//b2056//b0032//b1512//
eamA	b2553//
eamB	b4071//
ebgAC	b3273//b4512//
ebgR	b4401//
ecnAB	b2071//ybfH//
ecnB	b0789//
eco	b2383//
ecpA	b3229//
ecpBCDE	b1333//b0881//b3856//b2791//
ecpR	b0129//
eda	b2274//
edd-eda	b0053//b1857//
efeOB	b3028//b0832//
efeU_1U_2	b0534//b1635//
efp	b4023//
elaA	b3611//
elaB	b2020//
elaD	b1741//
elbB-mtgA	b0919//b1309//
elfA	b0005//
elfDCG-ycbUVF	b1445//yncK_2//b1206//b1800//b0170//b0038//
elyC	b2406//
emrD	b3242//
emrE	b4281//
emrKY	b3834//b3129//
emtA	b1185//
endA	b4329//
eno	b3361//
entCEBAH	b2545//b1902//b2429//lfhA//b0293//
entH	b3790//
entS	b1171//
envR	b0243//
envY-ompT	b1711//b0293//
epd-pgk	b1148//b0407//
epd-pgk-fbaA	b1870//b0033//b2495//
epmA	b4157//
epmB	b1161//
eptA	b3205//
eptB	b0722//
eptC	b2545//
erpA	b3899//
esrE	b4288//
essD-rrrD-rzpD	b0655//b1996//b0642//
essQ-ydfR-rrrQ-rzpQ	b3658//b1581//b0061//b1063//
ettA	b1254//
eutBCLKR	b3536//b4502//b0115//b1320//b0399//
eutHA	b1917//b1843//
eutNEJG	b2736//b2078//b2971//b0696//
eutSPQTDM	b2708//b1438//b3019//b4189//rirA//b1577//
evgAS	b3917//b0528//
exbBD	b2412//b0908//
exbD	b3931//
exuR	b3541//
exuT	b1384//
fabA	b3169//
fabB	b3765//
fabDG-acpP	b0614//b3383//b1876//
fabF	b1484//
fabG-acpP	b0854//b0468//
fabHDG	b4439//b1792//b2708//
fabI	b1866//
fabR-yijD	b4267//b0999//
fabZ	b0685//
fadBA	b0190//b3734//
fadD-sroD	b2939//b1387//
fadE	b2008//
fadH	b1059//
fadIJ	b4394//b3808//
fadL	b2224//
fadM	b2217//
fadR	b4212//
fbaB	b0919//
fbp	b4171//
fdhD	b2126//
fdhF	b1760//
fdnGHI	yafF//b3057//b3299//
fdoGHI-fdhE	ychG_2//ecpB//b2908//b4002//
fdrA-ylbEF-ybcF	b1795//b0729//b0891//b4702//
feaB	b3047//
feaR	b1322//
fecABCDE	b1505//b0573//b2306//b2628//b2380//
fecIR	b2988//b3326//
feoABC	b0836//b4130//b3604//
feoC	b0945//
fepA-entD	b1478//b3579//
fepB	b2322//
fepDGC	b4360//b1315//b2174//
fes-ybdZ-entF-fepE	b0608//b0982//b0965//b2153//
fetAB	b4029//b1487//
ffh	b4047//
ffs	b3797//
fhuACDB	b2484//b1130//b2087//b3379//
fhuE	b1885//
fhuF	b1303//
ficA-fic-pabA	b4346//b0322//b1885//
fieF	b3115//
fimAICDFGH	b0134//b0847//b1897//b0754//b4609//b1211//b3898//
fimB	b1532//
fimE	b2204//
fimZ	b3052//
fiu	b1510//
fixABCX	b0826//b2748//b3494//b3089//
fklB	b1920//
fkpA	b2509//
fldA-uof-fur	b3541//b0792//b0175//
fldB	b0621//
flgAMN	b3839//b4476//b0036//
flgBCDEFGHIJ	b4204//b2957//b4315//b4670//b2209//b1356//b1863//b4352//b4258//
flgKL	b3920//b1328//
flgMN	b2951//b3801//
flhBAE	b0138//b1341//b3198//
flhDC	b4388//b3267//
fliAZ-tcyJ	b1805//b3405//b1133//
fliC	b3804//
fliDST	b1358//b0848//b3817//
fliE	b4518//
fliFGHIJK	b1282//b0257//b2225//molR_2//b4191//b3686//
fliLMNOPQR	b2139//b0740//b3883//b4413//b0723//b4043//b0547//
flk	b2527//
flu	b0163//
flxA	b3428//
fnr	b2022//
fnrS	b3907//
focA-pflB	b1180//b4193//
folA	b4045//
folB	b1597//
folC-dedD	b1428//b3586//
folD-ybcJ	b4020//b3411//
folE-yeiB	b1576//b2279//
folP-glmM	b2282//b1591//
folX-yfcH	b0907//b0927//
fpr	b2099//
frc	b2154//
frdABCD	b1827//b4174//b1616//b4133//
fre	b4671//
frlABCDR	b4210//b2466//b2979//b1948//b0931//
frmRAB	b1351//b4077//b3423//
frr	b4181//
frsA	b3323//
fruBKA	b2182//b1074//b4191//
frvABXR	b0113//b3573//b0442//b0082//
frwCB	b0969//b1691//
frwD	b0954//
fryBC-ypdFE-fryA	b1215//b2099//b4450//b4345//b0005//
fsaA	b1380//
fsr	b1155//
ftnA	b1308//
ftnB	b1562//
ftp	b1905//
ftsAZ	b2678//b1317//
ftsB	b3739//
ftsK	b0710//
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	b2180//b4390//b3909//b4315//b4006//b1047//b4335//b0457//b0044//b3608//b1996//b0761//b2687//b2987//
ftsP	yghX_2//
ftsQ	b4029//
ftsQAZ	b0445//b2727//b0357//
ftsYEX	b0791//b0271//b4608//
ftsZ	b3665//
fucAO	b2919//b0511//
fucPIKUR	b4222//b3148//b4020//b4303//b0552//
fucR	cybC//
fumA	b1698//
fumAC	b1309//b3976//
fumB	b0260//
fumC	b0919//
fur	b2864//
fusA-tufA	b1807//b1106//
fxsA	b1608//
gabDTP	b0563//b3663//b1662//
gadAX	b1815//b0028//
gadBC	b2930//b1596//
gadC	b1820//
gadEF	b1406//b3079//
gadEF-mdtEF	b2429//b2015//b0055//b3025//
gadW	b4104//
gadX	b2273//
gadXW	b1680//b1826//
gadY	b3524//
galE	b4102//
galET	b1274//insCD-4//
galETK	b4316//b0647//b4187//
galETKM	b4393//b3408//b0826//b3549//
galF	b2087//
galK	b3139//
galP	b0837//
galR	b1029//
galS	b2703//
galU	b1513//
gapA	b2705//
gapA-yeaD	b4637//b0330//
gapC_1C_2	b0270//b0430//
garD	b2795//
garPLRK-rnpB	b1327//b4289//yghX_2//b3992//yghX_2//
gatR_1	b3632//
gatR_2	b2088//
gatYZABCD	b3646//b0008//b3501//b2396//b4521//b2943//
gatZABCD	b1551//b3464//b0670//b0138//b1773//
gcd	b2603//
gcl-hyi-glxR-ybbW-allB-ybbY-glxK	b0632//b1236//b0727//b0781//eaeH//b3745//b4417//
gcvA	b2206//
gcvB	b2526//
gcvP	b4042//
gcvR	b1918//
gcvTHP	b1663//b2534//b1767//
gdhA	b3615//
gfcA	b2494//
gfcBCD	b0525//b2044//b1957//
gfcE-etp-etk	b3113//b3557//b2594//
ggt	b3209//
ghoST	b3867//b1284//
ghrA	b3363//
ghrB	b1110//
ghxP	b1495//
glcBA	b0572//b2342//
glcC	b4323//
glcDEFGBA	b1503//b3476//b0953//b2453//b2457//b1104//
glf-wbbH	b0994//b4230//
glgAP	b2253//b1513//
glgBXCAP	b2844//b3081//b0821//b1889//b4290//
glgCAP	b0466//b2254//b0927//
glgS	b0905//
glk	b0891//
glmUS	b1261//b3688//
glmY	b4030//
glmZ	b0409//
glnA	b2525//
glnALG	b0141//b0632//b0875//
glnB	b0019//
glnD	b4511//
glnHPQ	b3821//b2373//b3911//
glnK-amtB	b3612//b3310//
glnLG	b4255//b4468//
glnQ	b1662//
glnS	b2728//
glnW-metU-glnVX	yjhE//b1591//b4068//b2392//
gloA	b2512//
gloB	b3616//
glpABC	b3890//b2123//b3450//
glpD	b3783//
glpEGR	b0709//b3347//b0497//
glpFKX	b0987//b3749//b2997//
glpGR	b4370//b4383//
glpR	b0550//
glpTQ	b3668//b1440//
glrK	b3593//
glrR	b1768//
glrR-glnB	b1241//b1376//
gltA	b3492//
gltBDF	b4259//b2406//b2329//
gltI-sroC-gltJKL	b1221//b0610//b0734//b4064//b2951//
gltP	b3515//
gltS	b1560//
gltX	b1015//
glvCBG-ysdC	b4434//b0068//b2998//b3175//
glxK	b1957//
glyA	b1018//
glyQS	b1080//b3220//
glyU	b1826//
glyVXY	b1305//b3184//b2322//
glyW-cysT-leuZ-3'ETS<sup><i>leuZ</i></sup>	b1822//b0438//b1648//b3322//
gmhB	b4392//
gmk	b3677//
gnd	b0069//
gnsB	b0748//
gntK	b2542//
gntKU	b0263//b4016//
gntP	b4221//
gntR	b1222//
gntRKU	b3417//b4153//b3660//
gntT	b1857//
gntU	b1331//
gntX-nfuA	b2880//b3223//
gor	ecpE//
gpmA	b2366//
gpmM-envC-yibQ	b2811//b4511//b3455//
gpp	b1649//
gpr	b0382//
gpt	b3444//
grcA	b2834//
greA	b3690//
greB	b1538//
groL	b0688//
groSL	b1779//b4347//
grpE	b3303//
grxA	b1068//
grxB	b1395//
grxC	b2028//
grxD	b3831//
gshA	b0949//
gsk	b0010//
gspAB	b4197//b2023//
gspCDEFGHIJKLMO	b0355//b1955//b4347//b0718//b4082//b3555//b2422//b0409//b3098//b4215//b0054//b1442//
gss	b3775//
gstA	b2390//
gstB	b0558//
guaBA	b2966//b3517//
guaC	b0296//
gudPXD	b1386//b2292//b0393//
gyrA	b3973//
gyrB	b1313//
hcaEFCBD	b4415//b1682//b3688//b4671//b0350//
hcaR	b4119//
hcaT	b0183//
hchA	b1019//
hcp-hcr	b0212//b3546//
hda	b3142//
hdeAB-yhiD	b2729//b2457//b2319//
hdeD	b1685//
hdfR	b2804//
hdhA	b3685//
helD	b3142//
hemA	b0293//
hemA-prfA-prmC	b1533//b1202//b0536//
hemB	b2907//
hemCDXY	b1046//b2405//yjgX_3//b1438//
hemF	b2519//
hemH	b0246//
hemL	b2123//
hemN	b0858//
hflD-purB	b0225//b0956//
hfq-hflXKC	b2194//b1805//b4514//b4104//
hicAB	b0716//b2572//
higBA	b3047//b4390//
hinT-ycfL-lpoB-thiK-nagZ-ycfP	b0998//b4132//b2177//b3506//b2674//b2720//
hipBA	b3084//b0044//
hisBHAFI	b4261//b2304//b1986//b0463//b1378//
hisJQMP	b3766//b3034//b4477//b2581//
hisL	b1946//
hisLGDCBHAFI	b3220//b0834//b0371//b3080//b2865//b0379//b1057//b4516//b1603//
hisS	b3031//
hlyE	b1272//
hmp	b3324//
hns	b0764//
hofMNOP	b1537//b0986//yjhE//b1275//
hofQ	b2195//
hokA	insCD-5//
hokB	b0045//
hokD	b3386//
hokE	b3885//
holC	b1040//
holC-valS	b1238//b1029//
holD-rimI-yjjG	b1580//b2270//b2733//
holE	b1047//
hpt	b4450//
hrpA	b4140//
hrpB	b0777//
hscBA-fdx-iscX	eaeH//b4165//b3801//b0200//
hscC	b2565//
hsdMS	b3244//b1450//
hsdRMS	b2466//b3263//b2688//
hslJ	b1810//
hslO	b3627//
hslRO	micL//b2362//
hslVU	b1063//b2335//
hspQ	b2548//
htgA	b2708//
htpG	b1676//
htpX	b1037//
htrL	b0146//
hupA	b4542//
hupB	b3922//
hyaABCDEF	b2706//b3370//b3566//b2234//b1503//b3446//
hybOABCDEFG	b3729//b0767//b1676//b1059//b1660//b4020//b0096//b4339//
hycABCDEFGHI	b0789//b3612//b0153//b4205//b1615//b2673//b1123//b4356//b2212//
hydN-hypF	b0341//b1187//
hyfABCDEFGHIJR-focB	b2477//b0359//b4139//b2413//b0094//b1198//b2765//b0672//ilvG_2//b0209//b2939//b1707//
hypABCDE	b2633//b1264//b0282//b0498//b4073//
hypABCDE-fhlA	b1911//ybeM_2//b1434//b0650//b4461//b2768//
hypBCDE	b3883//b2096//b1360//b3736//
hypBCDE-fhlA	b0080//b1767//b3169//b1811//b4513//
hypF	b1350//
hypT	b1586//
hyuA	b2186//
iaaA-gsiABCD	b1041//b0325//b3866//b0556//ylbE//
iap	b3632//
ibaG	b1591//
ibaG-murA	b3380//b1008//
ibpAB	b0627//b3497//
ibpB	b1599//
icd	b0618//
icdC	b3559//
iclR	b4317//
idi	b4585//
idnDOTR	b2465//b2760//b1001//b1361//
idnK	b2903//
idnR	b4204//
ihfA	b3708//
ihfB	b1538//
ileS-lspA-fkpB-ispH	b3684//b3831//b1420//b3952//
ileX	b2200//
ileY	b0769//
ilvA	b0005//
ilvC	b2889//
ilvEDA	b3442//b0807//b0150//
ilvIH	b0293//b0852//
ilvL	b3512//
ilvLXG_1G_2MEDA	b0065//b4020//b2052//b1103//b3468//b3875//b1273//b3591//
ilvY	b0946//
inaA	b0083//
infA	b1937//
infC	b3556//
infC-rpmI-rplT	b1880//b1185//b1450//
insA-1AB-1B-1	b4597//b1154//b2397//
insA-2AB-2B-2-afuBC	b1352//b4595//b0323//b1805//b2756//
insA-3AB-3B-3	b4537//b1813//b2525//
insA-4AB-4B-4	b3953//b2253//b0877//
insA-5AB-5B-5	b3325//b1163//b0714//
insA-7	b2642//
insB-7_1B-7_2	b4325//b1772//
insC-1CD-1D-1	b1940//b2734//b3665//
insC-2CD-2D-2	b2755//b1024//b3742//
insC-3CD-3D-3	b2395//b2246//b3053//
insC-4CD-4D-4-ygeONM	b2141//b2569//b2499//b2057//b1521//b4372//
insC-5CD-5D-5-yqiGHI	b3655//b2512//b3453//b1629//b3646//b0402//
insC-6CD-6D-6	b0962//b0733//b2409//
insE-2EF-2F-2	b1585//b2437//b0051//
insE-3EF-3F-3	b2641//b2213//b0603//
insE-4EF-4F-4	b4286//b3835//b2241//
insE-5EF-5F-5	b4292//b1853//b1698//
insG	b1023//
insH-1	b1155//
insH-10	sdsN//
insH-11	b1874//
insH-2	b0326//
insH-3	b4361//
insH-4	b0315//
insH-5	b4514//
insH-6	b3433//
insH-7	b2805//
insH-8	b3917//
insH-9	b0113//
insI-2	b1356//
insJ	b0020//
insK	b4208//
insL-1	b3598//
insL-2	b1725//
insL-3	b0499//
insMI-3	qseG//b2564//
insN-1I-1O-1	b2604//b2904//b3313//
insN-2	b0147//
insO-2-yjhWV	b1674//b4002//b3614//
intA	b1545//
intB	b4551//
intD	b3836//
intF	b3874//
intG	b2217//
intS	b4347//
intZ	b2452//
iraD	b3304//
iraM	b3385//
iraP	b3544//
iscRSUA	b2705//b4347//b1273//b0635//
ispB	b2097//
ispDF	b3612//b4055//
ispG-sroE	b3266//b2894//
ispU	b0336//
isrB	b2186//
isrC	b0191//
isrC-flu	b3283//b0648//
istR-1	b2176//
istR-2	b0336//
ivbL	b4152//
ivbL-ilvBN	b2491//b0285//b1982//
ivbL-ilvBN-uhpABC	b2258//b2334//b2338//b3861//b1066//cybC//
ivy	b1042//
katE	b1014//
katG	b0321//
kbaZ-agaVWA	b0004//b3102//b0247//b2217//
kbl-tdh	b1173//b4443//
kbp	b3980//
kch	b2603//
kdgK	b3064//
kdgR	b3128//
kdgT	b2546//
kdpDE	b3214//b4470//
kdpFABC	b4139//b3779//b3555//b3463//
kdsA	b1539//
kdsC-lptCAB	b0430//b4527//b2945//ychE_2//
kduD	b4479//
kduI	b1096//
kefFC	b3519//b0028//
kefGB-yheV	b1525//b3192//b3549//
kgtP	b2997//
kilR-ydaE	b3806//b3666//
kptA	b1730//
kup	b1217//
lacI	b1360//
lacYA	b0921//b2757//
lacZYA	b0564//b0697//b0641//
lafU	b2363//
lapAB	b2951//b3172//
lapAB-pyrF-yciH	b4315//b2825//b4425//b0333//
ldcA	b2177//
ldcC	b0151//
ldhA	b4441//
ldrA	b0567//
ldrB	b3342//
ldrC	b3092//
ldrD	b0089//
ldtA	b3270//
ldtB	b3831//
ldtC	b2731//
ldtD	b1463//
ldtE	b0397//
lepAB	b4010//b0712//
leuE	b1752//
leuL	b4367//
leuLABCD	b1625//b2423//b0700//b0344//b2917//
leuO	b3769//
leuQPV	b2725//b0439//b1994//
leuS-lptE-holA-nadD-cobC	b3755//b2532//b3813//b3500//b1205//
leuU	b0598//
leuX	b2497//
lexA-dinF	b1473//b2425//
lfhA	b0112//
lgoD	b2299//
lgoR	b2979//
lgoT	b1798//
lgt	b2930//
lgt-thyA	b1001//b3281//
lhr	b2423//
ligA-ypeB	b3080//b0968//
ligB	b4349//
lipA	b0825//
lipB	b2245//
lit	b0340//
livJ	b1159//
