#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b4331//
csiR	b2428//
cspA	b2297//
cspB	C0664//
cspD	b3832//
cspE	b3706//
cspF	b0132//
cspG	b2100//
cspH	b2531//
cspI	b3852//
csrA	b0896//
csrB	b0264//
csrC	b3546//
csrD	b2906//
cstA	b0833//
cueO	b3805//
cueR	b1205//
curA	b3361//
cusCFBA	b0115//b3744//b1301//b1120//
cusRS	b3156//b0983//
cutA	b3265//
cvpA-purF-ubiX	b3582//b1160//b1846//
cvrA	b0190//
cyaA	b4443//
cyaR	b3068//
cyaY	b2477//
cybB	b0566//
cybC	b0998//
cycA	b0142//
cydAB	b2535//b3162//
cydDC	b1418//b1905//
cydX-ybgE	b1291//b0996//
cynR	b3147//
cynTS	b3082//b1309//
cynTSX	b0203//b1250//b3501//
cyoABCDE	b0390//b2643//b3169//b3120//b0719//
cysB	b3212//
cysDNC	b3478//b1927//b3421//
cysE	b2769//
cysG	b0645//
cysH	b1659//
cysJIH	b1422//b0106//b3929//
cysK	b1384//
cysPUWAM	b3657//b3593//b3096//b4550//b4476//
cysQ	b4288//
cysS	b1474//
cysZ	b1826//
cytR	b1001//
dacA	b3789//
dacB	b4598//
dacC	b2061//
dacD	b1483//
dadAX	b3201//b0552//
dam-rpe-gph-trpS	b2277//b4180//b0820//b3385//
damX-dam-rpe-gph-trpS	b2129//b3691//b2985//b4028//b3761//
dapA-bamC	b2752//b0210//
dapB	b2180//
dapD	b1082//
dapE-ypfN	b0702//b0440//
dauA	b0666//
dcd	b0312//
dcm-vsr	b3614//b4151//
dcp	b2781//
dcrB	b3697//
dctA	b4312//
dcuA	b3093//
dcuB-fumB	b4212//b3513//
dcuC	b0572//
dcuD	b2601//
dcuR	b2687//
dcuSR	b3648//b1539//
dcyD-tcyLN	b1656//b1665//b4116//
ddlA	b3895//
ddpXABCDF	b0493//b4257//b1394//b1957//b4663//b1274//
deaD	b0262//
decR	b1739//
def-fmt	b3012//b3655//
degP	b0794//
degQ	b0228//
degQS	b1108//b4533//
degS	b1578//
deoABD	b3650//b4108//b1560//
deoBD	b3315//b0562//
deoCABD	b1453//b0246//b3080//b2056//
deoR	ychG_1//
dfp	b0697//
dgcC	b3638//
dgcE	b4101//
dgcF	b1294//
dgcJ	b3817//
dgcM	b1802//
dgcP	b4334//
dgcQ	gapC_1//
dgcT	b4289//
dgcZ	b2275//
dgkA	b1850//
dgoRKADT	b1603//b0354//b1040//b3565//b4224//
dgt	b3658//
dhaKLM	b0128//b1633//b3136//
dhaM	b2771//
dhaR	b1422//
diaA	b4539//
dicA	b1633//
dicB-ydfDE-insD-intQ	b3081//b2308//b1833//b1668//b3357//
dicC-ydfXW	b2780//b1306//b1434//
dicF	b2838//
dinB-yafNOP	b1989//b1249//b0831//b3243//
dinD	b2983//
dinG	b2493//
dinI	b0468//
dinJ-yafQ	b2126//b2393//
dinQ	b1532//
djlA	b1085//
dkgA	b4470//
dkgB	b0913//
dksA-gluQ	b3331//b1459//
dld	b0818//
dmlA	b1195//
dmlR	b4062//
dmsABC	b3955//b1498//b4611//
dnaAN-recF	b4214//b3921//b2425//
dnaB	b2711//
dnaK-tpke11-dnaJ	b2065//b2459//b3141//
dnaN-recF	b3090//b1404//
dnaQ	b3029//
dnaTC	b0296//b2484//
dnaTC-yjjA	b2506//b3214//b1605//
dnaX	b1494//
dosCP	b0938//b1507//
dpiBA	b0133//b1580//
dppABCDF	b3572//b3789//b1844//b1835//b1542//
dps	b2062//
dsbA	b0146//
dsbB	b3416//
dsbC	b2980//
dsbC-recJ-prfB	b0385//b4322//b2197//
dsbD-yjdC	b3230//b2594//
dsbG	b1913//
dsdA	b2757//
dsdC	b0181//
dsdXA	b3076//b0473//
dsrA	b0175//
dsrB	b3366//
dtpA	b3811//
dtpB	sroE//
dtpC	b0612//
dtpD	b1359//
dusA	b2692//
dusB-fis	b1047//ycgH_2//
dusC	b2746//
dut-slmA	b3282//b3557//
dxr	b4414//
eaeH-insEF-1E-1F-1	b3995//b3036//b0537//b2381//
eamA	b0156//
eamB	b1473//
ebgAC	b0586//b3438//
ebgR	b2801//
ecnAB	b2380//b2659//
ecnB	b0974//
eco	b3549//
ecpA	b1464//
ecpBCDE	b1986//b0130//b0257//b1716//
ecpR	b2740//
eda	b0751//
edd-eda	b2736//b4072//
efeOB	b2232//b4315//
efeU_1U_2	b0485//b3677//
efp	b3427//
elaA	b1378//
elaB	b0578//
elaD	b3013//
elbB-mtgA	b2515//selU//
elfA	b0636//
elfDCG-ycbUVF	b3784//b1849//b0533//b3517//b0617//b4009//
elyC	b2511//
emrD	b1643//
emrE	b1494//
emrKY	b1614//b4053//
emtA	b3239//
endA	b0111//
eno	b2825//
entCEBAH	b0540//b3265//b0073//b1165//b0683//
entH	b0303//
entS	b1176//
envR	b1008//
envY-ompT	b1394//b2372//
epd-pgk	b2178//b2078//
epd-pgk-fbaA	b4184//b1815//b0758//
epmA	b3524//
epmB	b0718//
eptA	b1284//
eptB	b1626//
eptC	b1150//
erpA	b3232//
esrE	b2494//
essD-rrrD-rzpD	b3499//b3606//b0505//
essQ-ydfR-rrrQ-rzpQ	b1258//b1113//b3185//b1491//
ettA	b1000//
eutBCLKR	b3888//b1323//b3672//b3348//b2756//
eutHA	b1770//b1191//
eutNEJG	b3306//sraA//b0096//b1139//
eutSPQTDM	b0525//b3542//b4714//b2175//b2090//b4288//
evgAS	b1680//b4475//
exbBD	b1558//b3938//
exbD	b4152//
exuR	ecpC//
exuT	b1520//
fabA	b2141//
fabB	b1680//
fabDG-acpP	b3327//b1402//b3473//
fabF	b2513//
fabG-acpP	b1696//b1497//
fabHDG	b3544//ycgH_1//b0154//
fabI	b3538//
fabR-yijD	b3532//b0104//
fabZ	b0748//
fadBA	b1182//b1162//
fadD-sroD	b0239//b4078//
fadE	b3271//
fadH	b2098//
fadIJ	b1957//b0771//
fadL	b2751//
fadM	b4168//
fadR	b3810//
fbaB	b0812//
fbp	b1528//
fdhD	b1959//
fdhF	b2598//
fdnGHI	b3116//b1361//b4396//
fdoGHI-fdhE	b1968//b3491//b2129//b2533//
fdrA-ylbEF-ybcF	b3788//b0906//b1602//b0936//
feaB	b1530//
feaR	b2724//
fecABCDE	b0138//b2914//b3115//b3741//b1222//
fecIR	b0448//b3075//
feoABC	b3330//b2222//b1672//
feoC	b0978//
fepA-entD	b0752//b1376//
fepB	b2380//
fepDGC	b0337//b2336//b0213//
fes-ybdZ-entF-fepE	b1390//b2724//b1859//b3724//
fetAB	b1729//b1637//
ffh	b1833//
ffs	yjgX_2//
fhuACDB	efeU_2//b1206//b3526//b4065//
fhuE	b1663//
fhuF	b3140//
ficA-fic-pabA	ybcD//b0044//b2751//
fieF	b3459//
fimAICDFGH	b1241//b1468//b1841//b4251//b0852//b1408//b1480//
fimB	b4223//
fimE	b1430//
fimZ	b2573//
fiu	b1781//
fixABCX	b1754//b3014//b1206//b0406//
fklB	b4461//
fkpA	b0604//
fldA-uof-fur	b1266//b3751//b0805//
fldB	b1626//
flgAMN	b1210//b4093//b0190//
flgBCDEFGHIJ	b3346//b0271//b0366//b3668//yegZ//b3333//b3162//b3438//b4479//
flgKL	b3341//b2446//
flgMN	b3232//b0429//
flhBAE	b0098//b1573//b0898//
flhDC	b1252//b3003//
fliAZ-tcyJ	b2982//b3688//b1059//
fliC	b3796//
fliDST	b2387//b0600//b1948//
fliE	b2898//
fliFGHIJK	b3574//b3396//b3394//b1537//b0460//b4691//
fliLMNOPQR	b3847//yjgX_3//b2838//b0871//b0458//b2696//b4088//
flk	b1892//
flu	b2311//
flxA	b2135//
fnr	b2132//
fnrS	b3127//
focA-pflB	b4454//b3562//
folA	b2020//
folB	b2559//
folC-dedD	b4466//b1937//
folD-ybcJ	b3024//b2710//
folE-yeiB	b2788//b0539//
folP-glmM	b1286//b1008//
folX-yfcH	b0349//b2792//
fpr	b0928//
frc	b3540//
frdABCD	b3829//b1480//b3911//b1491//
fre	b3928//
frlABCDR	b0932//b2103//b0526//b1812//b0308//
frmRAB	b2516//b0566//b2019//
frr	b2291//
frsA	b2304//
fruBKA	b3968//b2278//b1810//
frvABXR	b4038//b3296//b1765//b2941//
frwCB	b1018//b3867//
frwD	b3978//
fryBC-ypdFE-fryA	b4550//b2208//b1398//b1115//b2793//
fsaA	b4005//
fsr	b1523//
ftnA	b1835//
ftnB	b1545//
ftp	b3633//
ftsAZ	b2181//b1236//
ftsB	b0234//
ftsK	b1728//
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	intG//ychG_2//b0278//b2763//b2209//b0078//b2249//b1370//b3952//b3308//insEF-4//b2262//b2262//b3386//
ftsP	b4305//
ftsQ	b3492//
ftsQAZ	b3779//b0598//b2416//
ftsYEX	b4551//b1684//b2298//
ftsZ	b4147//
fucAO	b0174//b3796//
fucPIKUR	b4669//b3433//b0222//b4073//b0572//
fucR	b3009//
fumA	b3405//
fumAC	b0279//b4222//
fumB	yedN_1//
fumC	b4101//
fur	b1228//
fusA-tufA	b1786//b2090//
fxsA	b0960//
gabDTP	b2352//b3292//b2312//
gadAX	b0859//b0403//
gadBC	b1607//b0520//
gadC	b2472//
gadEF	b0539//b2840//
gadEF-mdtEF	b4401//b1550//b1398//b0347//
gadW	b0793//
gadX	b4190//
gadXW	b2553//b1151//
gadY	b3273//
galE	b3241//
galET	b0956//b1818//
galETK	b3946//b2103//b3897//
galETKM	b0101//b0144//b4468//b2862//
galF	b3159//
galK	b1791//
galP	b3203//
galR	b2037//
galS	b1065//
galU	b3488//
gapA	b1799//
gapA-yeaD	b4153//b3517//
gapC_1C_2	b3159//b2520//
garD	b2015//
garPLRK-rnpB	b2899//b0364//b4295//b3356//b2201//
gatR_1	b1470//
gatR_2	b2733//
gatYZABCD	b1040//b0729//b3290//sroG//b2460//b4214//
gatZABCD	b2896//b0224//b4512//b0010//b3132//
gcd	b2463//
gcl-hyi-glxR-ybbW-allB-ybbY-glxK	b4156//b1252//b3263//b1595//b1738//b4152//b2905//
gcvA	b0847//
gcvB	b4271//
gcvP	b4463//
gcvR	b1330//
gcvTHP	b0304//b4060//b4281//
gdhA	b0243//
gfcA	b4539//
gfcBCD	b0876//b1322//b4015//
gfcE-etp-etk	b4278//b2941//b0693//
ggt	b3319//
ghoST	b2202//b2215//
ghrA	efeU_2//
ghrB	b1046//
ghxP	b0656//
glcBA	b3485//b2384//
glcC	b1357//
glcDEFGBA	b3689//b1723//b1106//b0672//b0419//b3322//
glf-wbbH	b4164//b1697//
glgAP	b3229//b4146//
glgBXCAP	b3526//b1027//b0848//b4618//b2827//
glgCAP	b3873//b2413//b0140//
glgS	b4465//
glk	b4152//
glmUS	b1341//b1867//
glmY	b4231//
glmZ	b2170//
glnA	b2985//
glnALG	b0767//b2017//b3548//
glnB	b0231//
glnD	b2080//
glnHPQ	b1767//b1372//b0722//
glnK-amtB	b0820//b1891//
glnLG	b3297//b1127//
glnQ	b1282//
glnS	b2950//
glnW-metU-glnVX	b2683//b3518//b1280//b2390//
gloA	b0336//
gloB	b2152//
glpABC	sraA//b1636//b2460//
glpD	b3836//
glpEGR	b2401//b0102//b3671//
glpFKX	b3773//b1652//b3353//
glpGR	b2252//b3241//
glpR	b3333//
glpTQ	b3751//b4535//
glrK	b1715//
glrR	b1243//
glrR-glnB	b0493//b1374//
gltA	b1173//
gltBDF	b1197//b1918//b3393//
gltI-sroC-gltJKL	b3810//b3325//b0022//wbbL_2//b1071//
gltP	b2033//
gltS	b2481//
gltX	b3026//
glvCBG-ysdC	b1370//b3776//b3785//b3619//
glxK	b4308//
glyA	b0563//
glyQS	b4383//b3459//
glyU	b1704//
glyVXY	b3635//b3326//b0582//
glyW-cysT-leuZ-3'ETS<sup><i>leuZ</i></sup>	b1766//b0971//b0062//b3934//
gmhB	b3379//
gmk	b2630//
gnd	b2669//
gnsB	b3654//
gntK	b3306//
gntKU	b1545//b2552//
gntP	b2452//
gntR	b2806//
gntRKU	yedS_3//b3517//b0962//
gntT	b1614//
gntU	b2737//
gntX-nfuA	b0576//arpB_1//
gor	b3844//
gpmA	b4332//
gpmM-envC-yibQ	b3136//b3859//gapC_1//
gpp	b0873//
gpr	b3352//
gpt	b3130//
grcA	b2711//
greA	b0977//
greB	b1327//
groL	b0500//
groSL	b0496//b3042//
grpE	b3289//
grxA	b2715//
grxB	b0599//
grxC	b1508//
grxD	b2889//
gshA	b4167//
gsk	b0564//
gspAB	C0362//b3236//
gspCDEFGHIJKLMO	b4029//b1597//b1710//b1430//b3898//b0905//b2384//b4204//b4194//b1623//b1629//b3556//
gss	b3432//
gstA	b2249//
gstB	b1780//
guaBA	b0301//b0256//
guaC	b3142//
gudPXD	b2187//b3856//b3920//
gyrA	b2340//
gyrB	b0976//
hcaEFCBD	b1282//b1515//b4009//b0617//b2235//
hcaR	b3010//
hcaT	b0131//
hchA	b4160//
hcp-hcr	b0855//b4685//
hda	b2002//
hdeAB-yhiD	b3479//b1748//b2455//
hdeD	b2025//
hdfR	b0633//
hdhA	b1045//
helD	b0265//
hemA	b4184//
hemA-prfA-prmC	b4179//b3669//b4095//
hemB	b1545//
hemCDXY	b0755//b0057//b0938//b0866//
hemF	b2708//
hemH	b0433//
hemL	b4239//
hemN	b2363//
hflD-purB	b3721//b0146//
hfq-hflXKC	b2154//b0805//b0615//b2361//
hicAB	b0266//b1550//
higBA	b2330//b4456//
hinT-ycfL-lpoB-thiK-nagZ-ycfP	b4042//b3817//b1988//b1126//b2187//b3473//
hipBA	b1681//b2342//
hisBHAFI	b3356//b2709//b1213//b1197//b1854//
hisJQMP	b0149//b2579//b3142//b4249//
hisL	b3329//
hisLGDCBHAFI	b1459//b0064//b3474//b0781//b3422//b3239//b2943//b2619//b2767//
hisS	b3462//
hlyE	b0895//
hmp	b0141//
hns	b2251//
hofMNOP	b3085//b1122//ynfP//b3230//
hofQ	b2223//
hokA	b3026//
hokB	b1812//
hokD	b2949//
hokE	b0226//
holC	b4191//
holC-valS	b0172//b3755//
holD-rimI-yjjG	b0016//b2592//b4698//
holE	b4192//
hpt	yjiV//
hrpA	b2688//
hrpB	b3424//
hscBA-fdx-iscX	b2231//b1883//b3540//b2926//
hscC	b1812//
hsdMS	b0436//b3611//
hsdRMS	b1243//b3542//b1261//
hslJ	b1025//
hslO	b0707//
hslRO	b0392//b1698//
hslVU	b1910//b0285//
hspQ	b3522//
htgA	b1173//
htpG	b1070//
htpX	b1512//
htrL	b4061//
hupA	b2167//
hupB	b0607//
hyaABCDEF	b2922//b3463//b3138//b2759//b2250//b1404//
hybOABCDEFG	b3606//yedN_1//b4038//b3239//b2243//b2402//b2785//b2507//
hycABCDEFGHI	b0106//b2850//b4258//b3104//b0228//b4512//b1386//b1232//b2594//
hydN-hypF	b3961//b0287//
hyfABCDEFGHIJR-focB	b3075//b2766//b0733//b4297//b1589//b4475//b2357//b2098//b4314//b0565//b3878//b0621//
hypABCDE	b2429//b1066//b2361//b4274//b4132//
hypABCDE-fhlA	b2032//b2578//b3178//b1422//b3249//b2536//
hypBCDE	b2843//b1302//wbbL_2//b3414//
hypBCDE-fhlA	b2002//b0940//b2682//b0445//b2736//
hypF	b2492//
hypT	b1215//
hyuA	b1779//
iaaA-gsiABCD	b0328//b3942//gadF//b3539//b2672//
iap	b0804//
ibaG	b2964//
ibaG-murA	b2546//b0093//
ibpAB	b1141//b3136//
ibpB	b1896//
icd	b2420//
icdC	b1717//
iclR	b2271//
idi	b0867//
idnDOTR	b2838//b2696//b4328//b1424//
idnK	b2287//
idnR	b2672//
ihfA	b1742//
ihfB	b3162//
ileS-lspA-fkpB-ispH	b4538//b2949//b2724//b3094//
ileX	b1496//
ileY	b1399//
ilvA	b0096//
ilvC	b0068//
ilvEDA	b3033//b0684//b3573//
ilvIH	b2457//b1981//
ilvL	b2850//
ilvLXG_1G_2MEDA	b3068//b2456//b3417//b0681//b1464//b0623//b1265//b2170//
ilvY	b0440//
inaA	b1058//
infA	b3141//
infC	b3492//
infC-rpmI-rplT	b0563//b1114//b2583//
insA-1AB-1B-1	b1943//b1999//b2251//
insA-2AB-2B-2-afuBC	b1482//b0720//b0855//b0296//b4336//
insA-3AB-3B-3	b1609//b2947//b1605//
insA-4AB-4B-4	b2186//b4469//b1041//
insA-5AB-5B-5	b1702//b3444//b1078//
insA-7	b4126//
insB-7_1B-7_2	b1137//b3124//
insC-1CD-1D-1	b3393//b2449//b2420//
insC-2CD-2D-2	b3808//b4597//b0065//
insC-3CD-3D-3	b1242//b2293//b1370//
insC-4CD-4D-4-ygeONM	b2529//b0675//b4180//b3552//b1341//b0513//
insC-5CD-5D-5-yqiGHI	b3337//b3978//b0936//b0733//b4388//b1379//
insC-6CD-6D-6	b1129//yrhA//b4116//
insE-2EF-2F-2	b3252//b4095//b2823//
insE-3EF-3F-3	b0274//b1526//b4523//
insE-4EF-4F-4	b1009//b0148//b4039//
insE-5EF-5F-5	b1061//b0431//b1502//
insG	b2859//
insH-1	b1801//
insH-10	b2857//
insH-11	b3819//
insH-2	b4178//
insH-3	b1951//
insH-4	insB-7_1//
insH-5	b2719//
insH-6	b1985//
insH-7	b2881//
insH-8	b2489//
insH-9	b3244//
insI-2	b3592//
insJ	b0935//
insK	b3630//
insL-1	b0996//
insL-2	b0057//
insL-3	b0819//
insMI-3	b0853//b0423//
insN-1I-1O-1	b1810//b1768//b3853//
insN-2	b1135//
insO-2-yjhWV	b3125//b0288//b2097//
intA	b3606//
intB	b2383//
intD	b3697//
intF	b0907//
intG	b2738//
intS	b4437//
intZ	b2897//
iraD	b3370//
iraM	b1016//
iraP	b2439//
iscRSUA	b1216//b3073//b2175//b1846//
ispB	b2605//
ispDF	b3541//b3028//
ispG-sroE	b3400//b4095//
ispU	b3171//
isrB	b3126//
isrC	b4052//
isrC-flu	b3696//b0175//
istR-1	b1575//
istR-2	b0915//
ivbL	b1008//
ivbL-ilvBN	b0011//b4468//b1653//
ivbL-ilvBN-uhpABC	b0216//b2941//b1754//b0534//b3319//b3219//
ivy	b0721//
katE	b3105//
katG	b4065//
kbaZ-agaVWA	b0141//b1271//b1504//b1168//
kbl-tdh	b2488//b2132//
kbp	b0469//
kch	b3776//
kdgK	b2203//
kdgR	b0070//
kdgT	b0369//
kdpDE	b1533//b2673//
kdpFABC	b0866//b3483//b2516//b0497//
kdsA	b2429//
kdsC-lptCAB	b2201//b4603//b2640//b4172//
kduD	b3588//
kduI	b2350//
kefFC	b4506//b0925//
kefGB-yheV	b1833//b4181//b0815//
kgtP	b4395//
kilR-ydaE	b1922//b1050//
kptA	b1871//
kup	b2735//
lacI	b3408//
lacYA	b0565//b0191//
lacZYA	b4469//b2024//insB-7_2//
lafU	b2316//
lapAB	b2012//b2501//
lapAB-pyrF-yciH	b4119//b3389//b2162//b3317//
ldcA	b4255//
ldcC	b1125//
ldhA	b1846//
ldrA	b2879//
ldrB	b3293//
ldrC	b3057//
ldrD	b0258//
ldtA	sraA//
ldtB	b0758//
ldtC	b4347//
ldtD	b2091//
ldtE	b0190//
lepAB	b0252//b2606//
leuE	b3780//
leuL	b3209//
leuLABCD	b1693//b2551//b3086//b3289//b0014//
leuO	b4637//
leuQPV	b2155//b0981//b4060//
leuS-lptE-holA-nadD-cobC	b2068//b4114//b1474//b4384//b0894//
leuU	b1117//
leuX	b2307//
lexA-dinF	b2271//b0470//
lfhA	b2840//
lgoD	b4085//
lgoR	b1206//
lgoT	b1207//
lgt	b2587//
lgt-thyA	b1290//b4616//
lhr	b3688//
ligA-ypeB	b4440//b4551//
ligB	b4185//
lipA	b2736//
lipB	b3256//
lit	b0312//
