#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0507//
Fur	b1858//b2580//b0863//b0862//b0652//b1704//b0664//b4099//b3157//b0153//b3661//b2597//b1945//b0216//b1410//b4094//efeU_2//b1131//b1102//b2605//b3060//b2404//b4270//b4159//
GadX	b2864//b1717//b4370//b1948//b3008//b4663//b0340//
GcvA	b0971//b2866//
H-NS	b4480//b0504//b3493//b3616//b1020//b1229//b1540//b1537//b3744//b2574//b3965//b4411//b0075//efeU_2//
HU	b2752//b0392//
HcaR	b4408//b2396//b0653//b0755//b1826//b3958//
IHF	b4417//b4175//b1483//b3532//b2497//b0152//b1230//
IlvY	b4106//b3013//
IscR	b1950//b3793//b2559//b4293//b1540//b4445//b0123//b3785//
KdpE	b0588//b2752//b0999//b3860//
LeuO	b2436//b1093//b4159//b0294//b0156//b3916//
LexA	sroA//b0778//b2839//b1111//b3456//b3012//b2105//b3791//b1702//b3797//b4399//b0670//b2061//b0523//b3156//b4241//b2665//b4013//b2469//b4671//cpxQ//b2167//b2189//b0067//b2852//b1200//b3012//b1882//b0353//b0922//b0067//b1263//b0237//b0891//b3799//b4089//b1127//
LrhA	b2211//
Lrp	b2060//b1546//b2697//b4567//b1890//b3859//b2937//b3688//b0346//b0786//b2528//b4134//b1327//b1575//
LysR	b0049//
MalT	b2868//
MarA	b1130//b1481//
MatA	b0293//b0232//
McbR	b4104//
MetJ	b0674//b0080//b4044//b4513//b2819//
MlrA	b0557//b1091//b1882//b1167//b3096//
MngR	b0745//b3607//b1409//
MntR	b3938//b1074//
MprA	b2291//b0779//b0273//
MqsA	b0959//b3441//
MurR	b3057//
Nac	b1082//b0862//b1076//b4480//b2374//
NadR	b0240//b3061//b1717//
NagC	b2311//b3501//b0346//b1165//b0106//
NanR	b0237//b3978//
NimR	b2059//b0987//
NsrR	b1408//yegZ//b2348//b2825//b4270//b1093//b1484//b2469//b1579//b3460//b3957//b3012//b2541//b0162//b2604//b1717//b1537//b2789//b4098//b0241//b0504//b1924//b1264//b1002//b2614//b1944//b1444//b1434//b0231//b0512//
NtrC	b2574//b4326//b1880//b4099//b0841//b1252//b3525//b0892//b1444//b4398//b1016//b1327//b4093//b4043//b1000//b1486//b0464//
OmpR	b2864//b1032//b3979//b3532//
OxyR	b1003//b2631//b1654//cpxQ//b3860//b3060//b2375//b2211//b4326//
PaaX	b0301//b0486//
PepA	b2965//
PgrR	b0751//b3671//b0190//b3680//b1714//b1846//b1717//
PhoB	b3022//b4044//b0786//b2895//b0516//b1164//b3356//b4042//b2503//b0523//b2751//b4106//b0403//b1857//b0049//b3978//b2609//b2171//b1885//b1265//b2397//b4393//b0399//b0475//b4279//b3793//b0672//b2097//b1567//b3190//b4370//
PhoP	b2808//b0557//b1655//b0557//b0191//b0052//b0744//b0156//b0912//b4484//b0107//b3243//b0447//b1718//b2105//b2665//
PspF	b1548//
PurR	b0123//b3392//b1220//b3137//b0924//b0665//b1378//b0995//b3157//b1263//b4094//b0384//b3501//
RbsR	b0441//
RcdA	b3021//b2063//b1707//
RclR	b2375//b4203//b1442//
RcnR	b1717//
RcsAB	b3813//b0670//b1261//b1877//b1261//
RcsB	b3005//b4522//b0666//b1567//
RcsB-BglJ	b3788//b2808//b1676//b1377//b2574//b1485//b2469//b0687//b2553//b0156//b4444//
Rob	b1950//
RutR	b3423//
SdiA	b1718//
SgrR	b0514//b1072//b0397//b3322//b1194//cpxQ//
SoxS	b2558//b1704//b0075//b4254//b4044//b2372//
SutR	b3525//b1229//
TorR	b1252//
TrpR	b3006//b0073//b2407//b2153//b1452//b3521//b2068//b2212//
TyrR	b0233//b0751//b3572//
UidR	b0565//
UvrY	b1566//b0475//
XapR	b1020//b0403//
YdeO	b1826//b1889//
YjjQ	b2558//b0110//b3157//b2212//b1262//b1081//b2402//
YpdB	b2509//
YqhC	b1377//b0970//
ZntR	b3065//
ZraR	b4042//
Zur	b3613//b0622//b1762//b4097//b0588//
