#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2211//
PgrR	b1714//b2217//b3323//b1926//b2407//b0392//b0072//
PhoB	b1287//b0774//b0464//b2821//b0304//b2540//b1944//b2407//b1729//b1885//b2058//b2374//b3617//b3008//b1132//b2401//b2313//b3027//b2316//b4241//b4567//b1914//b4089//b4292//b4417//b0588//b2290//b4150//b2127//b4426//b3959//
PhoP	b3271//b3670//b4087//b3062//b3242//b3493//b0405//b0849//b2601//b0207//b0106//b2375//b3609//b2059//b3454//b4260//
PspF	b0385//
PurR	b4002//b0399//b1184//b1860//b4702//b2313//b3457//b0233//b1902//b3617//b0485//b3458//b0345//
RbsR	b3863//
RcdA	b0696//b1798//b1262//
RclR	b4173//b0854//b0522//
RcnR	b3503//
RcsAB	b0049//b4393//b3096//b2168//b1201//
RcsB	b1887//b3965//b3157//b2371//
RcsB-BglJ	b3425//b4444//b2789//b2540//b0484//b3063//b4202//b0774//b2062//b3558//b1262//
Rob	b0862//
RutR	b1728//
SdiA	b2965//
SgrR	b0185//b1411//b4104//b0443//b1333//b1377//
SoxS	b3432//b4599//b0273//b1575//b3138//b2232//
SutR	b0588//b4355//
TorR	b1885//
TrpR	b2698//b4099//b2538//b1609//b3139//b0166//b4506//b2987//
TyrR	b1537//b0604//b1409//
UidR	b2400//
UvrY	b1925//b3806//
XapR	b1333//b0340//
YdeO	b1092//b1111//
YjjQ	b3157//b3141//b3393//b3859//b0151//b4085//b3957//
YpdB	b3395//
YqhC	b0447//b4249//
ZntR	b1954//
ZraR	b2435//
Zur	b0346//b4202//b0107//b4024//b2509//
