#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3607//
RbsR	b1020//
RcdA	b4095//b1954//b4099//
RclR	b1013//b2820//b3027//
RcnR	b2539//
RcsAB	b0072//b3065//b1609//b2558//b3919//
RcsB	b1784//b1407//b0156//b2685//
RcsB-BglJ	b1409//b2818//b1200//b2146//b3140//b1378//b0074//b2580//b3061//b4699//b4043//
Rob	b1442//
RutR	b3027//
SdiA	b1879//
SgrR	b4368//b4090//b2062//b0110//b0860//b4458//
SoxS	b3060//b0189//b1201//b4095//b2808//b2371//
SutR	b1717//b3392//
TorR	b3502//
TrpR	b1718//b4254//b1857//b3967//b0970//b2060//yegZ//b3912//
TyrR	b3680//b2937//b2821//
UidR	b1967//
UvrY	b3237//b3128//
XapR	b1676//b0925//
YdeO	b4567//b0069//
YjjQ	b4326//b0378//b3791//b3139//b2530//b1272//b3060//
YpdB	b1798//
YqhC	b1859//b4002//
ZntR	b2789//
ZraR	b1072//
Zur	b0666//b0732//b3156//b0598//b0151//
