#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1882//
NtrC	b0068//b0697//b2373//b3066//b2313//b4451//b2127//b1945//b0383//b4411//b3242//b1187//b0075//b4426//b0745//b3609//b1925//
OmpR	b2600//b4024//b1608//b4567//
OxyR	b2312//b0655//b2938//b0156//b0139//b1579//b1613//b3067//b4242//
PaaX	b3338//b1782//
PepA	b2582//
PgrR	b1002//b2580//b2372//b1782//b4054//b1634//b0957//
PhoB	b1166//b1443//b3432//b1443//b3186//b1434//b0664//b0892//b1078//b1857//b1377//b2348//b0231//b2824//b0152//b1568//b2631//b2826//b4567//b0192//b1082//phnE_2//b1287//b0855//b2464//b3322//b1287//b3061//b0296//b0398//b3788//
PhoP	b1567//b0792//b2397//b4370//b0971//b1003//b1859//b1102//b4279//b0775//b3686//b0688//b2866//b0049//b1946//b4094//
PspF	b1303//
PurR	b2404//b3012//b1386//b2528//b0857//b3157//b1781//b0924//b1322//b0511//b2414//b3458//b0588//
RbsR	b1077//
RcdA	b3976//b2435//b4025//
RclR	b3005//b0670//b2779//
RcnR	b3860//
RcsAB	b1198//b1889//b3503//b3431//b0051//
RcsB	b2169//b1082//b1264//b0523//
RcsB-BglJ	b1166//b2372//b0924//b4567//b0486//b2685//b0031//b2557//b2529//b2608//b2787//
Rob	b0303//
RutR	b1608//
SdiA	b0486//
SgrR	b0190//b1782//b1623//b3270//b1481//b1714//
SoxS	b0959//b0382//b4270//b1272//b0151//b2152//
SutR	b3796//b2168//
TorR	b3608//
TrpR	b2348//b3243//b2608//b1798//b1303//b0240//b1902//b2553//
TyrR	b2402//b0778//b3270//
UidR	b4088//
UvrY	b0708//b1741//
XapR	b4116//b3141//
YdeO	b2541//b3185//
YjjQ	b1002//sroA//b0443//b3730//b0708//b1075//b0796//
YpdB	b1409//
YqhC	b3241//b1072//
ZntR	b4025//
ZraR	b3744//
Zur	b0795//b2750//b3356//b4013//b2509//
