#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1575//
SgrR	b1741//b1783//b0591//b0591//b1546//b0793//
SoxS	b0439//b3966//b4203//b4406//b2603//b3977//
SutR	b1013//b3137//
TorR	b4417//
TrpR	b3547//b2397//b3966//b0191//b4242//b1982//b3978//b0166//
TyrR	b2597//b4219//b2290//
UidR	b0071//
UvrY	b3791//b0341//
XapR	b2826//efeU_2//
YdeO	b3392//b1229//
YjjQ	b4104//b4393//b1399//b0139//b3792//b0516//b0696//
YpdB	b0484//
YqhC	b1078//b1230//
ZntR	b4095//
ZraR	b0189//
Zur	b3922//b3787//b3022//b0775//b0779//
