#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1713//
GadX	b3612//b3423//b2600//b1576//b4513//b2400//b0050//
GcvA	b4370//b1400//
H-NS	b2085//b4416//b1714//b2348//b3671//b0684//b4102//b0237//b0953//b4663//b1676//b0696//b1857//b3799//
HU	b1410//b2379//
HcaR	b0405//b4096//b2060//b2060//b4270//b4355//
IHF	b0484//b1488//b1719//b2697//b3457//b0794//b0073//
IlvY	b0301//b2666//
IscR	b2213//b2893//b1002//b2601//b3960//b2616//b1166//b1859//
KdpE	b1791//b0891//b3096//b0557//
LeuO	b2374//b0514//b2582//b1399//b0106//b4525//
LexA	b1261//b3067//b2105//b1857//b1528//b4200//b0383//b1676//b0685//b3141//b1481//b0345//b2606//b0475//b1608//b2608//b3545//b0050//b0892//b2146//b0071//b0383//b4513//b0049//b0443//b0150//b0957//b1925//b1879//b0339//cpxQ//b2630//b1127//b3922//b4364//b1926//b2866//
LrhA	b3338//
Lrp	b1440//b0072//b0377//b0970//b1077//b1483//b1826//b0589//b2127//b1411//b3863//b0987//b3794//b2866//
LysR	b0153//
MalT	b1111//
MarA	b2631//b0397//
MatA	b1879//b0049//
McbR	b2316//
MetJ	b0839//b0857//b1924//b0687//b3323//
MlrA	b2965//b0166//b3545//b3744//b1167//
MngR	b4444//b3431//b3424//
MntR	b0150//b0484//
MprA	b0073//b3661//b2699//
MqsA	b3057//b3424//
MurR	b1264//
Nac	b0744//b1618//b1409//b4203//b3027//
NadR	b1913//b0080//b2686//
NagC	b0863//b0874//b0231//b0339//b0860//
NanR	b2789//b4408//
NimR	b0107//b4175//
NsrR	b1890//b0392//b2529//b4101//b4249//b4242//b4093//b2686//b4025//b0399//b1548//b1187//b0051//b2607//b4172//b1781//b4417//b3923//b4502//b0512//b4099//b2600//b0557//b2540//b0080//b3456//b3061//b3957//b2312//b3156//
NtrC	b2666//b2068//b1075//b2211//b3860//b0106//b1020//b1201//b2168//b1954//b1857//b2059//b0890//b1548//b1540//b0241//b3269//
OmpR	b0589//b3060//b0384//b0189//
OxyR	b0841//b2396//b1288//b1926//b3785//b2557//b2868//b3979//sroA//
PaaX	b3424//b3525//
PepA	b2465//
PgrR	b0512//b0110//b0185//b0654//b1783//b0655//b0382//
PhoB	b3469//b1327//b1081//b0777//b0925//b2580//b2559//b0922//b3547//b1078//b3356//b4002//b0751//b2684//b3458//b3806//b4106//b0922//b3431//b0231//b1325//b2895//b1080//b1634//b2601//b3186//b1434//b3790//b0995//b2823//b3006//
PhoP	b0777//b3614//b1618//b2105//b0860//b1205//b0139//b1333//b0777//b3096//b2895//b0145//b0708//b0397//b1262//b0244//
PspF	b3057//
PurR	b0156//b1790//b0922//b0814//b3785//b1982//b0565//b0151//b3460//b0075//b2541//b1860//b0294//
RbsR	b0730//
RcdA	b4415//b4013//b3958//
RclR	b3614//b0509//b1609//
RcnR	b3458//
RcsAB	b4698//b2497//b3612//b1707//b0473//
RcsB	b4090//b0294//b1536//b1575//
RcsB-BglJ	b3501//b3243//b4106//b0385//b1967//b2498//b0688//b0776//b2171//b1540//b0140//
Rob	b2171//
RutR	b0522//
SdiA	b2852//
SgrR	b0653//b2232//b0508//b3188//b0216//b1409//
SoxS	sroA//b3136//b1187//b1091//b2436//b1879//
SutR	b0153//b4260//
TorR	b3006//
TrpR	b2616//b3787//b0384//b1272//b0073//b0484//b4525//b2146//
TyrR	b1004//b2684//b1111//
UidR	b0049//
UvrY	b4100//b4201//
XapR	b2560//b1194//
YdeO	b2614//b2312//
YjjQ	b3773//b1982//b1706//b0786//b2348//b0216//b1321//
YpdB	b3966//
YqhC	b1861//b3789//
ZntR	b3558//
ZraR	b1378//
Zur	b2388//b4705//b0447//b3424//b2789//
