#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0970//
FadR	b2465//b1194//b0378//b0341//b1967//b3617//b0050//b0589//
FeaR	b1924//
Fis	b2097//b0731//b0241//b0673//b3431//b1262//b0123//b2750//b1877//b4042//b2938//b2153//b3022//b1878//b0856//b1326//b2825//b1784//b0953//b0779//b2686//b1002//b4280//b1878//b0166//b3531//b2609//b0777//b3157//b1945//b2607//b1083//b0475//b1400//b4369//b0922//b0447//b1717//b1713//b1198//b1884//b0341//b0779//b2542//b4513//b0392//b3190//b1578//b0166//b3787//b1782//b2402//b3607//b1113//b0237//b2414//
FlhDC	b2537//b3609//b3730//b0304//b4705//b1887//b1127//b1410//b1889//b0293//b2168//b2062//b2808//b0145//b3863//b1272//b2698//b1032//b0277//b3672//b2699//b1704//b0400//b1075//b3614//b1322//b0233//b3027//b0403//b0522//b1379//b0051//b4417//b4172//b0139//b2374//b3686//b0795//
FliZ	b0439//
Fur	b1536//b2404//b2937//b0237//b0591//b2232//b3096//b1728//b2289//b0730//b2213//b1488//b1379//b1798//b1608//b2465//b1576//b3785//b1568//b3958//b3136//b0031//b1782//b2597//
GadX	phnE_2//b0244//b4445//b1485//b1325//b4101//b4150//
GcvA	b1704//b4093//
H-NS	b0216//b2542//b0536//b1429//b4100//b3243//b3607//b4355//b2167//b0150//b1608//b1883//b2893//b0536//
HU	b1655//b1183//
HcaR	b2068//b4098//b4101//b4355//b0066//b3792//
IHF	b1194//b2685//b0860//b1717//b1814//b1207//b4242//
IlvY	b2699//b1127//
IscR	b3919//b0861//b1608//b3156//b3863//b0294//b1203//b0775//
KdpE	b2557//b0294//b3049//b4480//
LeuO	sroA//b0162//b3237//b2752//b3186//yegZ//
LexA	b4099//b2379//b4098//b4090//b0146//b3612//b0861//b3057//b3131//b3572//b4089//b2788//b2671//b2987//b4089//b3502//b1441//b3661//b2699//b0067//b1487//b1860//b4398//b2402//b1576//b3493//b0697//b2788//b0861//b3184//b1577//b1949//b3270//b3976//b1016//b4599//b3688//
LrhA	b4160//
Lrp	b0384//b0109//b0536//b3912//b3965//b1704//b2779//b0923//b3671//b1321//b4426//b0672//b2465//b0341//
LysR	b1333//
MalT	b0864//
MarA	b2167//b1861//
MatA	b3022//b2750//
McbR	b3525//
MetJ	b2400//b2537//b3729//b4444//b1902//
MlrA	b4392//b2541//b3186//b0786//b2152//
MngR	b2216//b1885//b0892//
MntR	b1167//b1411//
MprA	b0052//b1889//b1890//
MqsA	b0382//b4099//
MurR	b0670//
Nac	b0995//b4092//b1187//b1548//b3395//
NadR	b3672//b1717//b0673//
NagC	yegZ//b3008//b2938//b1741//b0443//
NanR	b3788//b0863//
NimR	b1578//b1442//
NsrR	b3912//b4279//b0874//b4002//b0066//b4093//b2216//b0189//b2540//b2737//b4663//b0377//b0863//b4671//b2310//b1784//b1164//b3364//b0775//b2058//b4663//b0664//b0589//b3139//b3967//b1220//b2609//b0067//b3787//b2127//
NtrC	b3613//b1924//b0108//b3460//b3785//b3423//b4043//b2601//b4013//b0664//b3645//b3061//b0190//b2600//b3956//b0536//b3813//
OmpR	b2372//b0515//b2605//b3729//
OxyR	b2574//b4502//b0536//b3237//b1913//b0670//b4013//b3395//b0536//
PaaX	b2604//b1783//
PepA	cpxQ//
PgrR	b2068//b3454//b0485//b1287//b4484//b0150//b3796//
PhoB	b0216//b0072//b2348//b1399//b1399//b2819//b2698//b3432//b1784//b2375//b2371//b3424//b2217//b3616//b2540//b2616//b0732//b1846//b2060//b0854//b0156//b0792//b0856//b4097//b0589//b3237//b0925//b1016//b1888//b1277//b1199//
PhoP	b0508//b4270//b1229//b1762//b2403//b1704//yegZ//b1719//b0588//b3190//b0668//phnE_2//b4406//b2427//b0439//b4202//
PspF	b0234//
PurR	b4401//b2058//b0794//b0340//b1230//b2189//b2169//b4392//b4270//b3493//b2528//b1655//b0152//
RbsR	b0778//
RcdA	b3941//b2893//b1967//
RclR	b0684//b4416//b0066//
RcnR	b1261//
RcsAB	b2290//b1166//b3863//b4406//b0382//
RcsB	b2146//b3521//b1676//b2867//
RcsB-BglJ	b2404//b4095//b0743//b2608//b0473//b2169//b3980//b4150//b3364//b3240//b0589//
Rob	b0696//
RutR	b2061//
SdiA	b1444//
SgrR	b4203//b3614//b2171//b4443//b4173//b4106//
SoxS	b4213//b0346//b1483//b3066//b0672//b3786//
SutR	b0241//b1967//
TorR	b3243//
TrpR	b2401//b0854//b0031//b0475//b2312//b0522//b1707//b4415//
TyrR	b1729//b4522//b0987//
UidR	b1569//
UvrY	b1079//b3469//
XapR	b3066//b0849//
YdeO	b4254//b3006//
YjjQ	b0745//b3607//b0861//b3938//b2311//b1714//b3049//
YpdB	b2310//
YqhC	b0864//b2686//
ZntR	b1333//
ZraR	b2698//
Zur	b1201//b3686//b0341//b0486//b4671//
