#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3066//
Fis	b3614//b4249//b2371//b3423//b0708//b2867//b4241//b3394//b0799//b1264//b0523//b0146//b0664//b1798//b0604//b0031//b0796//b1016//b3455//b2289//b3744//b3960//b3005//b1333//b1378//b3494//b1483//b1430//b0512//b0778//b4613//b0516//b3432//b1483//b1434//b2750//b0959//b0075//b1719//b3786//b3322//b4618//b4054//b0598//b0668//b3671//b1325//b1003//b3521//b2852//b0294//b2375//b1641//b2189//b1568//b2060//
FlhDC	b4100//b0516//b0296//b3967//b0207//b1810//b3729//b2059//b1886//b0244//b3912//b1579//b4106//b4134//b1408//b3237//b3322//yegZ//b1410//b4094//b2824//b1076//b2528//b4200//b0152//b2666//b1859//b4663//b0514//b4613//b0069//b3013//b3338//b1946//b1083//b3794//b0156//b3958//
FliZ	b2528//
Fur	b0744//b1729//b3864//b2937//b4444//b3006//b3394//b2559//b0665//b3967//b2464//b0240//b3356//b1547//b3460//b2146//b2614//b3670//b1618//b2614//b4522//b1859//b1486//b0697//
GadX	b1409//b3139//b1194//b1577//b3237//b2497//b2822//
GcvA	b4100//b3458//
H-NS	b2824//b0106//b2290//b0696//b1379//b3493//b1655//b1954//b1408//b0441//b0862//b2153//b4293//b2465//
HU	b2062//b2127//
HcaR	b3139//b0075//b0073//b0234//b0796//b2788//
IHF	b1741//b1860//b3011//b3787//b1452//b3967//b2574//
IlvY	b4087//b1441//
IscR	b0666//b1858//b2063//b3364//b3545//b2574//b1877//b0377//
KdpE	b3011//b3027//b4094//b1399//
LeuO	b3789//b4415//b3141//b3558//b1547//b3241//
LexA	b3062//b3136//b4401//b0140//b0750//b2737//b1884//b3457//b2311//b1654//b3067//b1913//b2000//b0071//b1528//b2058//b1092//b1798//b1111//b1429//b1386//b0139//b4042//b2063//b4417//b0750//b0522//b2531//b3190//b1944//b3670//b4347//b0398//b0301//b3616//b0151//b0073//
LrhA	b0523//
Lrp	b1889//b1207//b3665//b3157//b3830//b1882//b4116//b3270//b1378//b4370//b1885//b0536//b4368//b0925//
LysR	b1575//
MalT	b3938//
MarA	b1623//b0959//
MatA	b2211//b0814//
McbR	b2531//
MetJ	b0293//b2557//b3096//b0775//b3791//
MlrA	b1641//b0071//b4408//b0339//b3500//
MngR	b0400//b0140//b1902//
MntR	b0304//b0857//
MprA	b0841//b0891//b0191//
MqsA	b4502//b1634//
MurR	b2153//
Nac	b2291//b2606//b1076//b1429//b1132//
NadR	b2371//b3271//b2789//
NagC	b0970//b0516//b0075//b4159//b0146//
NanR	b0513//b0507//
NimR	b3791//b3977//
NsrR	b1386//b1079//b4097//b2559//b0794//b0484//b3141//b1164//b2808//b4260//b1879//b1783//b3558//b0405//b2401//b4355//b1429//b3012//b1576//sroC//b1576//b4042//b3966//b4450//b3500//b0786//b2826//b2404//b1004//b4241//
NtrC	b3978//b4096//b2061//b1569//b2414//b1780//b0536//b3661//b1859//b4618//b2530//b2788//b2217//b0031//b0441//b1485//b0066//
OmpR	b1020//b0185//b2631//b2603//
OxyR	b4241//b1187//b1485//b1274//b2311//b1641//b1091//b0796//b0652//
PaaX	b2789//b4089//
PepA	b1846//
PgrR	b3432//b0473//b0398//b3699//b1075//b2557//b0517//
PhoB	b4393//b3532//b4280//b1077//b2435//b2542//b2789//b4085//b2852//b3661//b1220//b2436//b1072//b0504//b0060//b2388//b0672//b2068//b0382//b2403//b2666//b4099//b0484//b3237//b4673//b0338//b1164//b3095//b0439//b1925//b4260//
PhoP	b0924//b0190//b3432//b3686//b3789//b4044//b1717//b0864//b2401//b2211//b2737//b1546//b0475//b4134//b3454//b1780//
PspF	b3960//
PurR	b4100//b1252//b0744//b0672//b4355//b2313//b3911//b0778//b0708//b3613//b0515//b2436//b1925//
RbsR	b1082//
RcdA	b2603//b1887//b3237//
RclR	b1078//b0674//b0864//
RcnR	b1546//
RcsAB	b1481//b0779//b3270//b1093//b4241//
RcsB	b3424//b3012//b0684//b0839//
RcsB-BglJ	b2607//b4355//b0475//b1083//b1781//b1566//b1013//b0731//b1379//b4106//b2699//
Rob	b3531//
RutR	b3729//
SdiA	b1882//
SgrR	b0234//b4326//b1762//b1484//b1483//b3469//
SoxS	b0341//b4663//b3136//b3186//b2401//b4458//
SutR	b2189//b2893//
TorR	b2665//
TrpR	b3979//b0486//b3067//b2374//b0345//b1078//b1889//b1379//
TyrR	b4102//b4270//b2059//
UidR	b1077//
UvrY	b0668//b0513//
XapR	b2750//b2213//
YdeO	b2404//b3322//
YjjQ	b2152//b4443//b0075//b2559//b3864//b1486//b1568//
YpdB	b1078//
YqhC	b3729//b1780//
ZntR	b0814//
ZraR	b3242//
Zur	b3188//b1377//b3607//b1484//b4670//
