#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0192//
NtrC	b1484//b1654//b3958//b1411//b1410//b2097//b1164//b1092//b1265//b1546//b0732//b0216//b1127//b3923//b1187//b3432//b2937//
OmpR	b2509//b0598//b0841//b3012//
OxyR	b0987//b0970//b1741//b0732//b0565//b0557//b1579//b2310//b4093//
PaaX	b1857//b4698//
PepA	b1548//
PgrR	b3661//b4089//b0957//b0338//b0892//b0066//b1333//
PhoB	b2404//b4104//b4174//b2396//b0486//b3269//b0862//b2967//b2631//b3141//b1902//b0598//b0296//b0441//b3157//b2937//b1200//b0304//b4401//b1002//b4368//b2503//b3729//b3012//sroA//b2750//b0856//b3323//b2580//b1486//b1274//
PhoP	b0776//b2542//b1201//b1528//b0874//b3011//b0857//b1706//b1016//b0697//b2427//b0190//b1075//b4159//b3665//b3190//
PspF	b3965//
PurR	b4102//b3270//b2539//b2509//b0066//b0590//b0484//b1386//b0750//b4105//b3744//b1889//b4416//
RbsR	b3241//
RcdA	b0857//b2616//b2540//
RclR	phnE_2//b2540//b4458//
RcnR	b3911//
RcsAB	b1262//b4599//b0108//b1762//b4506//
RcsB	b3978//efeU_2//b0345//b3922//
RcsB-BglJ	b4242//b1444//b0504//b0108//b0145//b1092//b1536//b1704//b0670//b2537//b0999//
Rob	b3730//
RutR	b3500//
SdiA	b4326//
SgrR	b3911//b3392//b4484//b2397//b2397//b0382//
SoxS	b0377//b0745//b2560//b0397//b2687//b0517//
SutR	b2553//b2987//
TorR	b4481//
TrpR	b1982//b1944//b3793//b0384//b4241//b1229//b0814//b2750//
TyrR	b3013//b4513//b1702//
UidR	b1846//
UvrY	b0588//b2685//
XapR	b2540//b3065//
YdeO	b3614//b0776//
YjjQ	b1283//b0080//b4280//b4451//b0399//b3141//b1729//
YpdB	b0294//
YqhC	b2867//b0140//
ZntR	b0166//
ZraR	b4090//
Zur	b1579//b3458//b3938//b3137//b2379//
