#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b4013//
NadR	b0109//b1386//b2822//
NagC	b1091//b2684//b1925//b2000//b3057//
NanR	b1016//b2553//
NimR	b4096//b0051//
NsrR	b4173//b0864//b1325//b2601//b1654//b4150//b4458//b0652//b3671//b3186//b1568//b0666//b0654//b0697//b2290//b2818//b4280//b2699//b3976//b4025//b2213//b1548//b4097//b3965//b1429//b1166//b4159//b0240//b3268//b1408//
NtrC	b1220//b3157//b3859//b3271//b1540//b1888//b1003//b1486//b3672//b2216//b3184//b0383//b0244//b0296//b3392//b0377//b0776//
OmpR	b3977//b4200//b2060//b1113//
OxyR	b2061//b3431//b0231//b1609//b4201//b4102//b2686//b3067//b3729//
PaaX	b0856//b3066//
PepA	b1947//
PgrR	b0153//b2789//b0403//b4202//b1967//b4129//b3791//
PhoB	efeU_2//b0511//b2867//b3545//b3393//b0777//b1719//b0598//b3269//b1728//b1547//b2787//b1166//b2697//b0107//b2601//b1002//b1165//b1717//b2127//b0964//b0240//b1081//b2671//b3680//b0073//b1252//b3157//b0665//b0590//b3060//
PhoP	b0392//b0068//b0862//b3941//b2375//b0052//b3791//b0049//b2823//b3923//b1075//b3268//b1706//b2167//b1946//b0665//
PspF	b0107//
PurR	b1113//b0857//b0814//b2540//b1130//b4013//b2397//b2105//b0923//b3532//b1613//b0666//b4241//
RbsR	b2605//
RcdA	b2609//b2400//b0060//
RclR	b3792//b0123//b1074//
RcnR	b3128//
RcsAB	b1881//b3790//b1618//b1013//b3614//
RcsB	b0839//b0145//b3425//b2808//
RcsB-BglJ	b4293//b3394//b2557//b0191//b0066//b1386//b1781//b0397//b0516//b1277//b0441//
Rob	b1183//
RutR	b1618//
SdiA	b1261//
SgrR	b4100//b2752//b1925//b1967//b2105//b0839//
SoxS	b1199//b3781//b1013//b0073//b1327//b2608//
SutR	b3774//b3095//
TorR	b2826//
TrpR	b3022//b3558//b2061//b0505//b1846//b3271//b0384//b2407//
TyrR	b2779//b0382//b1608//
UidR	b1016//
UvrY	b2605//b0664//
XapR	b3237//b0775//
YdeO	b4506//b4200//
YjjQ	b4094//b0522//b3128//b0892//b2987//b3136//b1410//
YpdB	b3612//
YqhC	b3141//b0684//
ZntR	b3965//
ZraR	b1102//
Zur	b0591//b4445//b1075//b0191//b1080//
