#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0666//
FliZ	b1982//
Fur	b1481//b1325//b1857//b3916//b0517//b0565//b2826//b1618//b0744//b3796//b3060//b1411//b0590//b3789//b0304//b1187//b0240//b3617//b2402//b3572//b1277//b0516//b0505//b2684//
GadX	b3978//b2684//b3237//b1717//b0240//b1944//b2698//
GcvA	b0166//b2819//
H-NS	b3456//b0152//b2213//b0536//b4618//b1408//b1814//efeU_2//b4175//b3062//b3356//b0849//b2699//b0190//
HU	b1791//b1623//
HcaR	b3136//b0405//b2839//b0400//b2820//b0377//
IHF	b3138//b1164//b1377//b3979//b4702//b0068//b0189//
IlvY	b1618//b2751//
IscR	b0338//b4044//b1704//b0744//b0237//b4445//b0778//b0405//
KdpE	b1714//b2313//b1945//b0806//
LeuO	b0052//b2938//b0068//b0673//b3967//b3532//
LexA	b2819//b1623//b1262//b1913//b4293//b0400//b2058//b4213//b4292//b2503//b0139//b4458//b0353//b3730//b1481//b1229//b1877//b1886//b1131//b1481//b2465//b2787//b0674//b0775//b3796//b2560//b1487//b0557//b0652//b2464//b1481//b0655//b4522//b3912//b1410//b2397//b2737//
LrhA	b0515//
Lrp	b3938//b1264//b1441//b2601//b1093//b4101//b0504//b0378//b1016//b1443//b3729//b2062//b0806//b1878//
LysR	b2503//
MalT	b1020//
MarA	b2213//b1077//
MatA	b0139//b0923//
McbR	b4369//
MetJ	b1714//b3532//b3672//b1947//b1252//
MlrA	b0505//b4213//b0775//b3979//b1676//
MngR	b0653//b3830//b1641//
MntR	b3789//b3645//
MprA	b2465//b1887//b2060//
MqsA	b2540//b3096//
MurR	b2825//
Nac	b4618//b4134//b2407//b0273//b2560//
NadR	b0755//b4085//b1229//
NagC	b1568//b1948//b4279//b0751//b0156//
NanR	b3062//b1443//
NimR	b0232//b1945//
NsrR	b0591//b2404//b1164//b1861//b1277//b1924//b2698//b2465//b1194//b0464//b1399//b1199//b3545//b2686//b1719//b1430//b0684//b0857//b0922//b1072//b3269//b1826//b2000//b2819//b0069//b2316//b0862//b1079//b2388//b2168//
NtrC	b3394//b1083//b1272//b1379//b3062//b3958//b0068//b3956//b1762//b1488//b1409//b0995//b0923//b1261//b1127//b1546//b1879//
OmpR	b0685//b0232//b4401//b0052//
OxyR	b2531//b1782//b4369//b2530//b0793//b0397//b4451//b0774//b3012//
PaaX	b4416//b1132//
PepA	b0598//
PgrR	b1205//b2686//b2789//b2379//b3966//b4203//b3911//
PhoB	b1081//b0604//b0588//b4408//b1430//b0399//b2614//b3493//b1888//b0507//b2310//b0793//b3938//b1082//b2407//b0665//b2685//b0921//b4102//b3608//b3859//b1798//b0156//b3454//b4523//b3190//b4326//b3141//b3794//b0441//b4105//
PhoP	b0150//b1400//b2059//b1483//b2476//b2823//b1488//b3665//b0697//b3457//b3183//b1183//b0273//b2153//b2169//b1165//
PspF	b2866//
PurR	b4445//b4042//b0075//b1618//b3271//b0673//b1578//b2189//b0475//b3139//b2631//b4219//b2316//
RbsR	b4159//
RcdA	b4088//b2540//b0912//
RclR	b3794//b2697//b4484//
RcnR	b4673//
RcsAB	b2580//b1717//b1536//b3392//b4445//
RcsB	b3356//b3923//b2864//b3791//
RcsB-BglJ	b1741//phnE_2//b3271//b1399//b2316//b3612//b0523//b4671//b2061//b3774//b0891//
Rob	b4087//
RutR	b0233//
SdiA	b2893//
SgrR	b0156//b3786//b1948//b1184//b2528//b2560//
SoxS	b4219//b0841//b1429//b2059//b0959//b2212//
SutR	b0774//b1399//
TorR	b3140//
TrpR	b4699//b1713//b1198//b1575//b0234//b0590//b2864//b0687//
TyrR	b0505//b1537//b1079//
UidR	b1000//
UvrY	b2372//b0922//
XapR	b3938//b0207//
YdeO	b0776//b1481//
YjjQ	b4013//b2537//b0957//b1481//b0111//b3065//b2893//
YpdB	b0303//
YqhC	b4241//b1707//
ZntR	b0923//
ZraR	b2821//
Zur	b3364//b1434//b2698//b0464//b0697//
