#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2606//
PspF	b1782//
PurR	b1546//b0799//b2601//b3269//b2312//b1277//b1654//b4260//b4086//b2666//b3612//b4702//b2085//
RbsR	b0403//
RcdA	b2684//b1093//b3793//
RclR	b1327//b0192//b1882//
RcnR	b3241//
RcsAB	b1857//b1092//b4347//b2606//b3431//
RcsB	b0473//b0399//b1303//b0814//
RcsB-BglJ	b2605//b1442//b1326//b3806//b1441//b3494//b0151//b0504//b1790//b1321//b2937//
Rob	b0340//
RutR	b0378//
SdiA	cpxQ//
SgrR	b3672//b0598//b1676//b4364//b1207//b3424//
SoxS	b0384//b1860//b3140//b4451//b3183//b0505//
SutR	b0652//b3558//
TorR	b0485//
TrpR	b3978//b2541//b1548//b2559//b2685//b4698//b0377//b0485//
TyrR	b1483//b1077//b0517//
UidR	b0207//
UvrY	b1132//b4202//
XapR	b4097//b4242//
YdeO	b3796//b0856//
YjjQ	b4523//b0140//b2406//b0397//b4347//b3395//b1408//
YpdB	b3965//
YqhC	b3671//b3616//
ZntR	b0987//
ZraR	b2671//
Zur	b1729//b1091//b2529//b0341//b2824//
