#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1861//
NsrR	b3061//b4525//b0604//b4150//b1407//b3957//b3425//b4368//b0075//b0060//b3423//b1623//b3959//b0504//b4044//b1881//b1130//b0891//b2699//b1229//b0672//phnE_2//b3614//b1877//b2313//b1798//b2937//b4364//b0152//b0839//
NtrC	b3730//efeU_2//b4435//b1198//b0067//b2529//b3978//b2396//b4450//b3967//b3066//b2063//b3798//b2217//b2062//b3061//b4406//
OmpR	b4426//b1132//b2582//b2169//
OxyR	b0924//b0277//b0403//b1132//b1967//b3423//b2291//b0439//b3136//
PaaX	b1877//b4450//
PepA	b1220//
PgrR	b4203//b0439//b3792//b2498//b1072//b4293//b0666//
PhoB	b1880//b1400//b2698//b1079//b1201//b1879//b3912//b3730//b0050//b4106//b0673//b1902//b2147//b1810//b0794//b1950//b0074//b1132//b3425//b2085//b1132//b2818//b1676//b2171//b0557//b2893//b0732//b3188//b1859//b1163//b2404//
PhoP	b1074//b4280//b1569//b3532//b1074//b0244//b0839//b0674//b0589//b3980//b2311//b2312//b1409//b3012//b4326//b2212//
PspF	b3188//
PurR	b1003//b3138//b0049//b2168//b0080//b4525//b1411//b2396//b2822//b0687//b2427//b4173//b2559//
RbsR	b1857//
RcdA	b0277//b2987//b2211//
RclR	b2414//b4219//b4613//
RcnR	b3323//
RcsAB	b4705//b0338//b3271//b1409//b1000//
RcsB	b1230//b1303//b1613//b2348//
RcsB-BglJ	b0750//b1205//b3976//b0745//b3136//b3240//b0971//b4397//b0146//b0921//b1272//
Rob	b0792//
RutR	b3787//
SdiA	b2823//
SgrR	b1567//b2289//b3190//b0345//b4213//b4203//
SoxS	b1165//b0277//b0685//b0655//b1481//b1704//
SutR	b2531//b1080//
TorR	b0511//
TrpR	b0339//b2606//b1546//b0514//b0304//b4443//b4086//b3799//
TyrR	b2559//b4260//b3008//
UidR	b2373//
UvrY	b0999//b0849//
XapR	b4104//b4102//
YdeO	b3797//b4426//
YjjQ	b0140//b3607//b4435//b4502//b2397//b4355//b4523//
YpdB	b2379//
YqhC	b2826//b1440//
ZntR	b1784//
ZraR	b2665//
Zur	b2684//b2436//b1264//b3680//b0957//
