#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0241//
RcsAB	b0464//b0589//b2403//b4484//b1020//
RcsB	b1528//b2371//b0924//b1167//
RcsB-BglJ	b1261//b0293//b0995//b3268//b1407//b1634//b4670//b4398//b4522//b3860//b0485//
Rob	b0786//
RutR	b3613//
SdiA	b0987//
SgrR	b2603//b1925//b2476//b3859//b0353//b2289//
SoxS	b0505//b3788//b0515//b1264//b0912//b0273//
SutR	b2938//b2396//
TorR	b2147//
TrpR	b0655//b0672//b1879//b1618//b3786//b3338//b2217//b0841//
TyrR	b0346//b1288//b2779//
UidR	b2584//
UvrY	b3941//b2290//
XapR	b1486//phnE_2//
YdeO	b4089//b2750//
YjjQ	b4613//b0863//b1641//b2465//b1568//b0957//b4024//
YpdB	b1676//
YqhC	b3005//b1220//
ZntR	b2529//
ZraR	b4088//
Zur	b0441//b2062//b3813//b2938//b0060//
