#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0708//
NtrC	b3966//b0688//b1163//b3458//b1283//b1846//b0924//b2779//b1702//b4326//b1488//b1407//b3558//b0890//b2737//b2608//b1577//
OmpR	b1016//b1207//b2348//b4481//
OxyR	b0856//b0341//b2530//b0514//b0857//b3774//b3128//b4254//b2316//
PaaX	b4098//b2821//
PepA	b2435//
PgrR	b4458//b2397//b1859//b3131//b1407//b2868//b4401//
PhoB	b0152//b2217//b3799//b1207//b3686//b1717//b3531//b0697//b2537//b0849//b3364//b2938//b2497//b0912//b4370//b3912//b2607//b4458//b3394//b2312//b0959//b4618//b0863//b4201//b2171//b0668//b1164//b1569//b2685//b1207//b3067//
PhoP	b1252//b0523//b2819//b3137//b0565//b4567//b1201//b1429//b1575//b1379//b2311//b0382//b1203//b1020//b0106//b0653//
PspF	b4663//
PurR	b1167//b0405//b2372//b1082//b2427//b2528//b1728//b0856//b3699//b3242//b4401//b4085//b3729//
RbsR	b1074//
RcdA	b3616//b2396//b1886//
RclR	b3049//b4095//b3139//
RcnR	b2402//
RcsAB	b3006//b3558//b2153//b2397//b2127//
RcsB	b0050//b3138//b2189//b2212//
RcsB-BglJ	b4567//b1220//b1881//b1879//b4699//b2823//b1887//b0565//b3457//b4242//b4401//
Rob	b2469//
RutR	b1203//
SdiA	b2558//
SgrR	b2538//b0346//b4671//b3607//b0698//b4445//
SoxS	b0857//b1954//b0072//b1200//b3860//b0925//
SutR	b0793//b0698//
TorR	b4201//
TrpR	b0598//b4513//b4044//b3139//b2821//b2062//b0863//b2289//
TyrR	b0795//b2538//b2823//
UidR	b2582//
UvrY	b1077//b2938//
XapR	b4411//b1729//
YdeO	b2779//b1609//
YjjQ	b2852//b2697//b2068//b3338//b2938//b1486//b4702//
YpdB	b1861//
YqhC	b0778//b3672//
ZntR	b3793//
ZraR	b0346//
Zur	b3240//b1878//b3469//b3784//b2867//
