#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3744//
IHF	b3013//b1860//b1608//b0590//b4025//b0377//b1578//
IlvY	b0730//b3423//
IscR	b1946//b0473//b0796//b1784//b0049//b2789//b4618//b0473//
KdpE	b0382//b3269//b3460//b3790//
LeuO	b1165//b2819//b2752//b0378//b3545//b3364//
LexA	b1982//b1884//b4102//b2967//b3425//b0513//b2312//b1878//b3136//b1782//b1947//b3237//b3022//b1566//b0514//b3916//b1858//b4347//b2063//b1890//b2580//b0111//b4116//b1252//b1781//efeU_2//b3156//b3458//b0277//b1013//b1400//b1102//b3531//b1706//b3612//b1484//b2291//
LrhA	b0397//
Lrp	b3688//b0240//b0384//b4089//b3774//b0795//b4293//b2105//b1536//b4416//b0304//b0622//b1080//b3864//
LysR	b2541//
MalT	b1032//
MarA	b0730//b1079//
MatA	b3864//b4129//
McbR	b2608//
MetJ	b1576//b0652//b2608//b2216//b1741//
MlrA	b3060//b2965//b1205//b0589//b4242//
MngR	b1111//b2808//b0670//
MntR	b2789//b4160//
MprA	b2687//b1902//b4043//
MqsA	b4095//b2826//
MurR	b0855//
Nac	b0684//b2698//b3242//b4671//b0591//
NadR	b4260//b1287//b0400//
NagC	b3493//b4241//b3547//b0751//b0294//
NanR	b2614//b0855//
NimR	b0123//b2316//
NsrR	b3978//b1441//b3425//b3095//b1429//b1704//b1167//b3799//b0377//b0857//b0666//b2685//b4116//b2614//b4159//b4567//b0523//b2559//b1634//b2530//b4393//b1321//b3941//b4567//b3608//b0953//b2427//b1568//b1484//b0384//
NtrC	b2232//b2498//b2560//b0068//b3959//b2397//b3006//b1826//b0067//b4599//b2665//b1200//b1265//b4450//b3469//b1655//b2316//
OmpR	b2574//b2538//b4525//b0237//
OxyR	b2614//b2465//b1877//b1080//b1283//b2789//b1407//b2825//b3781//
PaaX	b0849//b2687//
PepA	b0673//
PgrR	b0778//b2580//b1183//b2600//b3457//b1263//b0385//
PhoB	b0814//b1400//b0153//b1483//b2540//b0080//b1440//b1410//b4364//b0755//b0971//b3137//b2839//b1888//b1199//b1654//b1283//b1883//b2402//b1890//b2600//b1528//b4173//b3067//b4484//b0152//b3065//b3364//b4513//b0473//b0730//
PhoP	b2584//b3616//b1264//b0140//b1546//b0189//b3956//b1814//b1407//b0588//b3617//b1327//b0072//b0511//b2537//b3131//
PspF	b2818//
PurR	b3609//b2312//b4399//b4417//b1080//b3005//b3356//b2937//b1078//b2097//efeU_2//b0652//b1882//
RbsR	b0060//
RcdA	b2779//b2788//b3672//
RclR	b4671//b0486//b1264//
RcnR	b4101//
RcsAB	b1729//b0779//b1272//b1886//b0075//
RcsB	b1483//b4175//b4450//b0473//
RcsB-BglJ	b0166//b0557//b0192//b2967//b3792//b2560//b1982//b3797//b1203//b1321//b3794//
Rob	b0557//
RutR	b3240//
SdiA	b2217//
SgrR	b2407//b2530//b1231//b3137//b2407//b0397//
SoxS	b1321//b3157//b3431//b0970//b3243//b4160//
SutR	b1429//b3793//
TorR	b3521//
TrpR	b4280//b2967//b1399//b1274//b1077//b4134//b0162//b1165//
TyrR	b1577//b1790//efeU_2//
UidR	b2313//
UvrY	b0744//b4088//
XapR	b0066//b1783//
YdeO	b0303//b3670//
YjjQ	b2631//b0924//b0400//b3744//b4043//b4279//b4089//
YpdB	b0793//
YqhC	b0392//b1848//
ZntR	b0108//
ZraR	b4116//
Zur	b3680//b3460//b1783//b0166//b0854//
