#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2061//
Fur	b2372//b1781//b3271//b0377//b3699//b4106//b2750//b2217//b1861//b3156//b1888//b0294//b2808//b3645//b2000//b1706//b1877//b3813//b0475//b0383//b4435//b0857//b3774//b0241//
GadX	b4213//b0670//b2967//b2375//b2750//b4202//b1950//
GcvA	b2530//b1859//
H-NS	b3729//b3798//b2584//b4085//b0304//b4088//b4393//b0924//b4094//b2289//b0150//b4092//b0806//b0447//
HU	b2085//b4105//
HcaR	b0891//b4673//b0806//b2147//b2698//b2169//
IHF	b4663//b0685//b0505//b4443//b2435//b2607//b1946//
IlvY	b0912//b3781//
IscR	b0505//b0231//b2061//b2537//b1073//b3457//b1860//b0652//
KdpE	b0672//b3139//b1926//b2987//
LeuO	b0814//b4134//b4101//b2147//b2000//b1091//
LexA	b0971//b2609//b0786//b0863//b0792//b0777//b1846//b0139//b2822//b0067//b3558//b1882//b1762//b4599//b3793//b1641//b3785//b1487//b3976//b3645//b0779//b0231//b4202//b3958//b1762//b1890//b2539//b4426//b1264//b1886//b4025//b1199//b1729//b4525//b1207//b4099//b1187//
LrhA	b4249//
Lrp	b3614//b2400//b3131//b0670//b0240//b0971//b3730//b0745//b3188//b1429//b3532//b4024//b3863//b0743//
LysR	b3612//
MalT	b1203//
MarA	b2823//b4347//
MatA	b0751//b1889//
McbR	b3501//
MetJ	b0792//b1814//b0080//b2671//b1442//
MlrA	b1167//b2699//b3022//b0514//b1488//
MngR	b2937//b4105//b4705//
MntR	b0776//b3503//
MprA	b0864//b3392//b3613//
MqsA	b2402//b1714//
MurR	b0750//
Nac	b3057//b2826//b0345//b3671//b2289//
NadR	b3269//b3454//b0862//
NagC	b4175//b1945//b4024//b2825//b0185//
NanR	b1608//b1430//
NimR	b4426//b2211//
NsrR	b4401//b0080//b4054//b1484//b1488//b3067//b2503//b0185//b3096//b0511//b1654//b1229//b2584//b2498//b4484//b4160//b1080//b3797//b1926//b1004//b1890//b2388//b2348//b3614//b4280//b0145//b3057//b2868//b4175//b0067//
NtrC	b1877//b4260//b1379//b0786//b2289//b4092//b4054//b0652//b1784//b3799//b0622//b1889//b2965//b2372//b0589//b3128//b4443//
OmpR	b0110//b1536//b1274//b2147//
OxyR	sroA//b3021//b3680//b3139//b4104//b2819//b1220//b1944//b0399//
PaaX	b4254//b1889//
PepA	b1728//
PgrR	b0107//b2737//b3923//b1452//b2374//b1537//b3686//
PhoB	b3785//b4173//b0106//b0604//b0892//b4270//b0653//b3131//b3919//b4417//b1886//b1702//b1325//b0052//b1714//b2436//b2531//b4450//b4502//b4002//b0745//b0339//b1925//b0779//b4025//b0060//b1399//b1579//b0841//b1728//b1718//
PhoP	b3859//b1967//b1567//b3441//b3356//b0049//b1608//b2608//b2698//b0241//b2068//b1576//b2597//b1386//b2852//b1409//
PspF	b1003//
PurR	b4280//b3270//b0665//b4085//b1762//b0776//b0839//b1081//b4480//b1861//b3183//b2529//b3798//
RbsR	b0590//
RcdA	b0384//b0109//b2601//
RclR	b3096//b2167//b0839//
RcnR	b1890//
RcsAB	b0069//b0513//b3912//b2605//b3744//
RcsB	b0345//b2498//b0995//b0670//
RcsB-BglJ	b0755//b1878//b0684//b1252//b4613//b1575//b4369//cpxQ//b3008//b1198//b4094//
Rob	b2686//
RutR	b1203//
SdiA	b3799//
SgrR	b4670//b2699//b3066//b2401//b2291//b0439//
SoxS	b1263//b2171//b4173//b3957//b0191//b1762//
SutR	b3797//b1890//
TorR	b0397//
TrpR	b1399//b1814//b1199//b0970//b3680//b0473//b4618//b4254//
TyrR	b2169//b3912//b2868//
UidR	b2539//
UvrY	b0862//b3157//
XapR	b3061//b3916//
YdeO	b1676//b3137//
YjjQ	b2559//b3431//b3860//b0685//b4175//b2824//b0806//
YpdB	b0512//
YqhC	b2530//b2608//
ZntR	b3785//
ZraR	b1967//
Zur	b3785//b2167//b1399//b1578//b2404//
