#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3665//
CueR	b1272//b4254//
CynR	b2406//b1083//b3959//b2537//
CysB	b0162//b1187//b0109//b3799//b0398//b1220//b3364//b3911//b1004//b1074//
Dan	b4368//b3680//b2402//b3242//
DhaR	b3813//b2212//b4416//b1568//
DicA	b4213//b2316//b1199//b1926//b4670//b3967//phnE_2//b1704//
DnaA	b1888//b0233//
EvgA	b1902//b2290//b0775//b1442//b3456//b0191//b4099//
FNR	b3356//b4618//b0861//b1618//b1272//b0862//b4613//b4347//b3456//b1194//b2605//b4417//b2216//b2553//b0069//b2388//b2697//b4326//b2062//b2600//b1220//b4411//b1926//b0854//b3240//b3958//b3645//
FadR	b1481//b3137//b1165//b1714//b2823//b2750//b1861//b0751//
FeaR	b0234//
Fis	b4401//b0674//b4087//b2893//b4506//b3060//b0385//b0685//b4219//b0382//b4280//b1411//b4175//b1430//b2608//b0912//b2823//b2580//b3271//b4399//b3744//b0604//b4567//b1079//b2311//b0589//b0447//b3672//b3186//b1386//b2967//b2893//b2597//b2574//b1579//b1074//b0049//b1826//b2582//b2752//b3661//b3494//b2580//b0604//b1717//b0233//b3614//b2788//b1443//b3049//b1548//b1537//b0779//b1272//b4175//b4116//
FlhDC	b4134//b3793//b3139//b1229//b0152//b3609//b1165//b0231//b3608//b1485//b2058//b0922//b0153//b4702//b1781//b1288//b0346//b0244//b0731//b2531//b4043//b0050//b4426//b0652//b0799//b4513//b3184//b2528//b1954//b2213//b1884//b0066//b1579//b0750//b1183//b0241//b1102//b1220//
FliZ	b1567//
Fur	b4567//b3613//b1925//b2614//b4249//b0849//b2189//b0672//b4085//b0890//b3139//b2614//b1082//b4699//b1567//b3813//b0231//b1321//b2820//yegZ//b1861//b2553//b3067//b1399//
GadX	b3270//b1528//b4172//b0708//b1954//b3786//b3139//
GcvA	b2062//b1434//
H-NS	b0557//b3494//b2866//b1261//sroC//b1080//b2316//b0855//efeU_2//b4241//b4525//b1131//b4099//b1441//
HU	b3966//b1091//
HcaR	b0345//b1261//b0377//b1004//b1826//b0378//
IHF	b3938//b0514//b2396//b0233//b2779//b0696//b2607//
IlvY	b1481//b4450//
IscR	b1714//b0382//b0051//b4435//b0860//b1164//b1165//b0066//
KdpE	b1707//b4406//b3393//b1283//
LeuO	b1884//b3699//b1111//b3423//b4249//b2699//
LexA	b0339//b1252//b3393//b3730//b2528//b4613//b2348//b0152//b3441//b1784//sroC//b3027//b0957//b1782//b3455//b3269//b1783//b3469//b1887//b1004//b2826//b2375//b3773//b0668//b2808//b0775//b4002//b3241//b0598//b2539//b3859//b4150//sroC//b2601//b1200//b2396//b2868//
LrhA	b0514//
Lrp	b1579//b0598//b0890//b1073//b2311//b0796//b3941//b3006//b0523//b3531//b4044//b2895//b1486//b0795//
LysR	b1003//
MalT	b3773//
MarA	b3441//b0964//
MatA	b0031//b4201//
McbR	b3781//
MetJ	b0922//b1303//b1826//b4443//b2063//
MlrA	b0505//b0185//b4411//b3456//b0687//
MngR	b2397//b4013//b1072//
MntR	b2402//b1623//
MprA	b0392//b0443//b0863//
MqsA	b0513//b0793//
MurR	b0382//
Nac	b2606//b4002//b1954//b0776//b1878//
NadR	b2699//b3922//b1262//
NagC	b1260//b1546//b4699//b2987//b3322//
NanR	b2232//b4088//
NimR	b2604//b1486//
NsrR	b1880//b1277//b2435//b2407//b1483//b1790//b1728//b2061//b0755//b2530//b1537//b1902//b1741//b2153//b0864//b1102//b0970//b1488//b1080//b4671//b1717//b0383//b3013//b2866//b4416//b2616//b1274//b2058//b0277//b2788//
NtrC	b4202//b2631//b1261//b0515//b4089//b1944//b2822//b3185//b3065//b1386//b3911//b2503//b4292//b1848//b0441//b4445//b2465//
OmpR	b1442//b3095//b3441//b1207//
OxyR	b0924//b3062//b0591//b0731//b4393//b1967//b3503//b0794//b3609//
PaaX	b0073//b4347//
PepA	b3500//
PgrR	b0776//b4673//b1784//b1890//b2697//b3806//b2553//
PhoB	b2168//b2737//b4159//b4401//b4364//b1878//b1885//b1859//b4044//b0049//b0744//b0792//b2582//b0240//b4094//b2060//b0776//b4451//b2699//b0507//b3128//b1187//b1702//b1287//b0166//b2063//b4094//b0697//b1947//b0855//b4095//
PhoP	b4401//phnE_2//b3796//b3503//b3665//b1127//b2818//b0793//b0399//b1857//b1231//b0515//b1102//b2213//b1655//b2436//
PspF	b0668//
PurR	b2397//b3797//b3393//b1925//b2311//b0514//b2606//b1888//b0341//b3455//b1326//b3469//b3156//
RbsR	b2465//
RcdA	b1231//b0953//b1076//
RclR	b1704//b2373//b1263//
RcnR	b4044//
RcsAB	b1004//b0665//b1198//b3773//b1882//
RcsB	b3787//b3686//b1082//b2085//
RcsB-BglJ	b0216//b3792//b1888//b0192//b4213//b4355//b3785//b3441//b1913//b0108//b4087//
Rob	b2509//
RutR	b2605//
SdiA	b1655//
SgrR	b0277//b1409//b4705//b2476//b0340//b3794//
SoxS	b2312//b1407//b1877//b1079//b4451//b2560//
SutR	b0565//b3976//
TorR	b4426//
TrpR	b3021//b0923//b0959//b0237//b1719//b1914//b3784//b0156//
TyrR	b0207//b2068//b1654//
UidR	b1576//
UvrY	b1886//b2582//
XapR	b3006//b1443//
YdeO	b0874//b1566//
YjjQ	b3545//b1252//b2605//b3338//b0511//b3137//b2000//
YpdB	b0923//
YqhC	b3139//b1676//
ZntR	b0514//
ZraR	b3501//
Zur	b3067//b1198//b2232//b2600//b2290//
