#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0106//
RcsAB	b4174//b3139//b1883//b2537//b3027//
RcsB	b3062//b4398//b0146//b1846//
RcsB-BglJ	b1321//b2403//b1288//b3136//b1567//b3063//b1719//b1078//b2105//b1575//b1441//
Rob	b4480//
RutR	b0684//
SdiA	b3502//
SgrR	b2542//b1113//b0890//b3190//b3799//b3813//
SoxS	b3645//b0397//b0377//b4292//b2867//efeU_2//
SutR	b0925//b0672//
TorR	b3785//
TrpR	b0923//b0666//b0277//b3501//b4705//b1888//b3139//b1263//
TyrR	b4242//b0338//b0080//
UidR	b3979//
UvrY	b1075//b4523//
XapR	b3270//b1409//
YdeO	b1634//b2752//
YjjQ	b2818//b1187//b0241//b2498//b0066//b3156//b1073//
YpdB	b4134//
YqhC	b1882//b0107//
ZntR	b0591//
ZraR	b4408//
Zur	b3960//b2097//sroA//b4599//b1540//
