#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b4525//
LexA	b3525//b3394//b2169//b0301//b0890//b4280//b2189//b3773//b2105//b0775//b2312//b3967//b0473//b3965//b0156//b3469//b2153//b1577//b4369//b0591//b1579//b2348//b2540//b4618//b4567//b1486//b0156//b2557//b2476//b2540//b3271//b3188//b4086//b1784//b2061//b0970//b3774//
LrhA	b0050//
Lrp	b3432//b1783//b3423//b1326//b2171//b3027//b0672//b3494//b0664//b2559//b1201//b0778//b1020//b0814//
LysR	b1485//
MalT	b1203//
MarA	b2601//b2540//
MatA	b0795//b0522//
McbR	b1013//
MetJ	b1848//b0139//b2147//b3923//b1946//
MlrA	b1946//b0688//b2580//b1263//b1488//
MngR	b1165//b3919//b0666//
MntR	b4090//b1861//
MprA	b1326//b2697//b3977//
MqsA	b1092//b2538//
MurR	b0509//
Nac	b0995//b0439//b2822//b3061//b3057//
NadR	b3057//b0240//b3864//
NagC	b3469//b4219//b1082//b0052//b4406//
NanR	b0841//b0857//
NimR	b2401//b0071//
NsrR	b1577//b2313//b1704//b2105//b1729//b1000//b0473//b4426//b4399//b0774//b0708//b0151//b0080//b0862//b3813//b0892//b0400//b4260//b2852//b1002//b3469//b1982//b2699//b4175//b3242//b4417//b2614//b3460//b2316//b2614//
NtrC	b1914//b0400//b1194//b0066//b1167//b2127//b3441//b0377//b1252//b0731//b0855//b3572//b0486//b0672//b0959//b0106//b2665//
OmpR	b0385//b2557//b3957//b4368//
OxyR	b1200//b2685//b3665//b3919//b3729//b1608//b1201//b0140//b2374//
PaaX	b0696//b1163//
PepA	b2698//
PgrR	b3183//b1618//b0345//b2819//b1846//b0152//b0069//
PhoB	b2311//b2540//b0447//b0953//b2808//b0207//b2498//b0405//b3502//b0464//b0995//b3392//b1003//b3008//b0074//b4663//b1333//b2169//b3338//b0216//b2987//b4024//b1183//b0511//b2497//b1272//b0338//b0240//b2406//b3774//b0464//
PhoP	b4401//b4172//b4173//b3242//b2497//b1020//b3773//b3608//b0750//b2967//b1399//b3393//b0399//b3494//b2604//b4086//
PspF	b1163//
PurR	b4435//b4523//b0604//b4202//b1166//b2371//b2406//b4393//b3049//b0074//b0403//b2820//b0921//
RbsR	b2313//
RcdA	b1231//b1728//b0341//
RclR	b0654//b3096//b1265//
RcnR	b1618//
RcsAB	b4417//b2059//b3186//b1201//b0301//
RcsB	b0244//b3976//b4435//b0684//
RcsB-BglJ	b2580//b3141//b3243//b0303//b0953//b1016//b1546//b2614//b0666//b0755//b4522//
Rob	b2310//
RutR	b1200//
SdiA	b1113//
SgrR	b1950//b1002//b4102//b4443//b4219//b0792//
SoxS	b2171//b1184//b0403//b1890//b3128//efeU_2//
SutR	b4355//b2852//
TorR	b1566//
TrpR	b0598//b3680//b0405//b4086//b2582//b1077//b1488//b1132//
TyrR	b0517//b3686//b4202//
UidR	b0050//
UvrY	b1568//b4013//
XapR	b1883//b3786//
YdeO	b3977//b0277//
YjjQ	b0708//b0051//b1434//b4673//b3773//b3423//b2406//
YpdB	b1264//
YqhC	b2603//b2311//
ZntR	b3665//
ZraR	b2312//
Zur	b1676//b4663//b3457//b2105//b3729//
