#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3128//
Fis	b0755//b0514//b2538//b1618//b2311//b1882//b3394//b2168//b0708//b1536//b1326//b4705//b0207//b4105//b2967//b2379//b2372//b4242//b0732//b0806//b2403//b1887//b0857//b3672//b3061//b0922//b1113//b3140//b3013//b0505//b3395//b4159//b1814//b0654//b0108//b3976//b2063//b4096//b3788//b3699//b3922//b4401//b0240//b4355//b4369//b4450//b1264//b4670//b3980//b0792//b0987//cpxQ//b3095//b3057//b2497//b0890//
FlhDC	b4450//b3919//b4443//b1076//b3138//b2311//b1075//b1881//b3958//b1486//b0698//b1717//b0384//b1325//b0516//b3532//cpxQ//b0750//b3793//b1220//b4293//b0192//b4293//b0106//b1102//b0774//b3013//b3547//b3424//b0192//b3500//b4213//b2465//b0353//b1848//b0778//b1888//b3959//
FliZ	b0892//
Fur	b0775//b1272//b2808//b3774//b4444//b4417//b2316//b3572//b1078//b0051//b1950//b2699//b1083//b0999//b4393//b0652//b1102//b3095//b3424//b4089//b1274//b1577//b3912//b1810//
GadX	b0443//b1111//b4481//b1203//b2609//b0565//b2687//
GcvA	b2750//b1536//
H-NS	b1082//b0392//b2427//b3393//b3665//b1890//b3441//b2537//b0622//b3049//b2063//b3558//b2059//b3793//
HU	b2375//b4280//
HcaR	b2397//b4699//b4172//b2289//b1075//b0517//
IHF	b3729//b2085//b0751//b0340//b2824//b2436//b4443//
IlvY	b0622//b1577//
IscR	b0874//b0987//b3065//b3136//b1579//b4025//b4406//b3911//
KdpE	b1729//b0162//b4445//b1002//
LeuO	b4116//b0987//b1080//b2752//b1429//b3978//
LexA	b2630//b1484//b2374//b0189//b2867//b0216//b0861//b2808//b0779//b3241//b1274//b3494//b0957//b1982//b1283//b0508//b0509//b1004//b0795//b3501//b2216//b1950//b1618//b4279//b3938//b3062//b1444//b1378//b1434//b2826//b1091//b4355//b3787//b2560//b0484//b2062//b0799//
LrhA	b3393//
Lrp	b2153//b0796//b0953//b4398//b3243//b4411//b3813//b1411//b3960//b3532//b1609//b3395//b0957//b1127//
LysR	b2560//
MalT	b0841//
MarA	b3671//b1536//
MatA	b1430//b1220//
McbR	b3941//
MetJ	b2211//b0512//b1881//b1762//b2061//
MlrA	b1641//b3137//b1127//b3022//b1729//
MngR	b0999//b4090//b0590//
MntR	b4280//b1260//
MprA	b2464//b2397//b0346//
MqsA	b3976//b1440//
MurR	b1762//
Nac	b1399//b2687//b0237//b1399//b2509//
NadR	b4280//b0294//b2553//
NagC	b1790//b4411//b3794//b4098//b2823//
NanR	b1194//b1220//
NimR	b3671//b2609//
NsrR	b0796//b4613//b1782//b1704//b3966//b0708//b2559//b0296//b1091//b1762//b0953//b4417//b0383//b4393//b3661//b1220//b0398//b2063//b0403//b2497//b3863//b3456//b3455//b0405//b0486//b2557//b4450//b1452//b1442//b1111//
NtrC	b2866//b3140//b2401//b2825//b1848//b3188//b1914//b1016//b1201//b3521//b1386//efeU_2//b2684//b3545//b2537//b2068//b1205//
OmpR	b2553//b3021//b0384//b0153//
OxyR	b3976//b3456//b1577//b3049//b3393//b2406//b2379//b3013//b1579//
PaaX	b2825//b2752//
PepA	b1303//
PgrR	b0162//b4254//b1081//b3796//b1091//b1706//b3911//
PhoB	b0080//b3979//b3680//b3067//b4089//b1536//b1444//phnE_2//b2604//b0745//b0959//b4105//b3980//b2085//b2372//b0340//b4484//b0384//b3922//b4458//b2684//b4513//b0353//b0751//b1707//b3458//b0123//b1655//b2531//b1207//b1887//
PhoP	b1576//b1261//b3185//b3457//b3665//b0049//b3958//b0698//b0110//b0953//b3860//b1784//b4101//b3241//b2147//b4092//
PspF	b3793//
PurR	b4443//b0925//b3356//b3791//b3860//b1077//b0665//b2609//b1676//b1528//b3680//b0049//b2371//
RbsR	b3916//
RcdA	b0162//b0512//b1265//
RclR	b3131//b0856//b1575//
RcnR	b0688//
RcsAB	b4398//b4150//b4087//b4450//b1713//
RcsB	b2498//b1577//b0674//b4444//
RcsB-BglJ	b2671//b2435//b4406//b2539//b0304//b2605//b0604//b1326//b3645//b3781//b1274//
Rob	b4445//
RutR	b4093//
SdiA	b0293//
SgrR	b0049//b0377//b2211//b1946//b0108//b0192//
SoxS	b4173//b1187//b2687//b0068//b4116//b1954//
SutR	b1288//b0806//
TorR	b3425//
TrpR	b4159//b3859//b0123//b1713//b0234//b3960//b3061//b1783//
TyrR	b0591//b1072//b1655//
UidR	b4024//
UvrY	b1252//b1576//
XapR	b2407//b1091//
YdeO	b0697//b2538//
YjjQ	b0507//b2824//b0509//b0987//b0106//b2373//cpxQ//
YpdB	b3137//
YqhC	b1880//b0806//
ZntR	b0346//
ZraR	b1399//
Zur	b0672//b4201//b2348//b0921//b4203//
