#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2539//
NtrC	b4506//b2967//b1888//b4671//b3860//b2864//b1706//b2867//b2605//b3979//b2538//b3957//b1846//b0443//b1166//b4663//phnE_2//
OmpR	b3156//b1881//b1407//b2787//
OxyR	b2407//b2312//b0052//b2530//b3425//b3532//b3323//b2750//b1889//
PaaX	b2818//b2289//
PepA	b3141//
PgrR	b2388//b4242//b0241//b1074//b1252//b2789//b2604//
PhoB	b0294//b2893//b3095//b2435//b1272//b2630//b0146//b3958//b3792//b0507//b4411//b1261//b1886//b0776//b3607//b3730//b2289//b0923//b3958//b0080//b3796//b2062//b3799//b1728//b0294//b4698//b0392//b1579//b1130//b4175//b3011//
PhoP	b1578//b0806//b0779//b0244//b0509//b0504//b3672//b0237//b1859//b0508//b2601//b2540//b4416//b4292//b3061//b0066//
PspF	b3186//
PurR	b1288//b0864//b3912//b1798//b3796//b0795//b3980//b0231//b0052//b0192//b4280//b4160//b1002//
RbsR	b3680//
RcdA	b0665//b3798//b3128//
RclR	b4270//b4025//b3364//
RcnR	b0293//
RcsAB	b3458//b4099//b0839//b3186//b0511//
RcsB	b4699//b1537//b4219//b1200//
RcsB-BglJ	b0921//b1741//b1327//b4013//b1655//b3729//b0874//b3796//b0604//b3966//b0050//
Rob	b0111//
RutR	b2868//
SdiA	b2167//
SgrR	b4416//b1441//b1083//b0674//b4458//b2407//
SoxS	b1093//b0139//b4159//b2465//b2697//b0708//
SutR	b4502//b3956//
TorR	b0995//
TrpR	b2436//b2061//b4174//b1080//b1729//b1536//b0786//b2105//
TyrR	b0031//b1718//b3008//
UidR	b0146//
UvrY	b3502//b3395//
XapR	b0598//b3798//
YdeO	b3781//b2542//
YjjQ	b1481//b1442//b1729//b0303//b1702//b0152//b0346//
YpdB	b0301//
YqhC	b3469//b0231//
ZntR	b4160//
ZraR	b4408//
Zur	b0786//b1948//b1967//b1333//b1861//
