#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1003//
FlhDC	b1092//b1762//b2604//b4398//b4671//b2403//b0855//b2168//b0346//b3978//b4101//b4480//b1322//b4042//b1676//b0751//b3617//b0060//b0856//b3237//b0192//b3139//b3502//b3916//b2313//sroA//b0151//b0072//b4254//b3066//b4502//b4089//b3500//b2531//b0397//b0231//b1080//b4702//
FliZ	b0924//
Fur	b1131//b0814//b1003//b1408//b0234//b1327//b1262//b4159//b3005//b3671//b1814//b0664//b3095//b1569//b4254//b0849//b3958//b4401//b3607//b0673//b4280//b0441//b2085//b4106//
GadX	b2685//b0971//b4506//b0473//b0339//b1440//b0166//
GcvA	b0860//b3729//
H-NS	b1878//b0862//b3141//b1714//b0792//b0839//b0775//b2464//b0244//b3062//b2374//b3792//b1442//b4443//
HU	b0668//b1073//
HcaR	b1327//b2808//b0921//b4523//b2406//b3493//
IHF	b0924//b2291//b1704//b2375//b1784//b4093//b3980//
IlvY	b3356//b3773//
IscR	b3022//b2476//b3798//b2699//b3616//b1548//b0508//b4044//
KdpE	b4172//b3911//b0192//b1379//
LeuO	b4025//b2787//b2289//b0399//b2312//b2537//
LexA	b0050//b3922//b0589//b0743//b0796//b2751//b3787//b1020//b1706//b2171//b0156//b0403//b2498//b2476//b0750//b4100//b4172//b1230//b3959//b1967//b2435//b3394//b0475//b1411//b2146//b3062//b3672//b3967//b4481//b3268//b3157//b4101//b3183//b2213//b3699//b4092//b0731//
LrhA	b0397//
Lrp	sroC//b4415//b1702//b4159//b0755//b2528//b2665//b0863//b0777//b2687//b2560//b2371//b3364//b0231//
LysR	b3392//
MalT	b0777//
MarA	b4364//b3916//
MatA	b1203//b3670//
McbR	b3269//
MetJ	b0507//b2824//b2826//b3645//b0557//
MlrA	b4098//b0987//b3781//b2407//b2414//
MngR	b2153//b3013//b0508//
MntR	b0234//b1127//
MprA	b4100//b1199//b3140//
MqsA	b3185//b4254//
MurR	b2686//
Nac	b1167//b4393//b3545//b3271//b2388//
NadR	b1861//b0398//b1076//
NagC	b2373//b3791//b3916//b1576//b0890//
NanR	b3157//b2404//
NimR	b4671//b1890//
NsrR	b3797//b1187//b0874//b4213//b0750//b4513//b3798//b1003//b3799//b0874//b0698//b3670//b1016//b1729//b3503//b0777//b3188//b0504//b3859//b3744//b1528//b0473//b3773//b4172//b0234//b4415//b0598//b3012//b4368//b3784//
NtrC	b1272//b3457//b2290//b3661//b1080//b3532//b3394//b1399//b4279//b3863//b2609//b0730//b0861//b1883//b0776//b1707//b2824//
OmpR	b1484//b4292//b0244//b2895//
OxyR	b2217//b0557//b0074//b2752//b0684//efeU_2//b0776//b0146//b2825//
PaaX	b2787//b0841//
PepA	b2290//
PgrR	b1546//b2167//b4092//b0107//b4406//b0509//b2371//
PhoB	b3864//b0874//b2560//b2893//b1220//b4150//b4443//b3139//b1262//b4370//b4213//b0296//b3157//b2825//b2839//b1654//b4326//b1167//b0652//b0864//b1858//b0151//b1111//b4415//b0074//b2826//b1798//b4355//b0849//b3607//b0153//
PhoP	b0378//b1130//b2531//b3670//b2557//b4599//b3049//b2509//b1676//b1016//b1321//b3013//b2414//b1076//b3919//b0922//
PspF	b3188//
PurR	b3786//b1913//b3457//b2789//b0604//b4523//b0687//b3242//b3860//b0486//b1287//b1409//b0234//
RbsR	b3785//
RcdA	b2372//b1790//b0241//
RclR	b0874//b2789//b3791//
RcnR	b2000//
RcsAB	b1441//b0925//b2540//b1409//b1486//
RcsB	b2751//b1540//b3614//b0806//
RcsB-BglJ	b1077//b4506//b0052//b1798//b0957//b3243//b1944//b0925//b3240//b0841//b2818//
Rob	b3617//
RutR	b4435//
SdiA	b2600//
SgrR	b4415//b0995//b3185//b2465//b4416//b1947//
SoxS	b2313//b4411//b1608//efeU_2//b0795//b0793//
SutR	b1164//b2538//
TorR	b0508//
TrpR	b2600//b1093//b0653//b3965//b0346//b2498//b0075//b1890//
TyrR	b1810//b1378//b0670//
UidR	b1327//
UvrY	b0073//b1859//
XapR	b2316//b2407//
YdeO	b0273//b0971//
YjjQ	b3608//b0708//b2529//b2414//b2373//b0745//b1780//
YpdB	b1325//
YqhC	b3027//b0861//
ZntR	b0234//
ZraR	b2698//
Zur	b2606//b4090//b0536//b1287//b1262//
