#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0814//
PhoB	b3665//b0244//b4174//b4618//b0590//b3547//b3243//b1452//b4599//b4618//b3431//b0241//b1481//b3441//b1093//b0687//b0839//b4567//b3458//b0504//b0400//b2401//b2559//b4705//b0340//b3790//b4173//b1481//b0060//b4398//b3607//
PhoP	b4502//b4599//b0731//b2823//b1528//b0338//b3959//b1618//b1925//b1081//b0743//b1706//b3183//b1548//b4241//b1488//
PspF	b0166//
PurR	b1264//b3911//b0296//b0511//b1083//b0464//b1728//b3141//b1889//b2600//b0516//b4444//b3798//
RbsR	b2864//
RcdA	b3240//b1791//b0849//
RclR	b4293//b1857//b1783//
RcnR	b3919//
RcsAB	b1717//b3784//b2824//b1400//b3790//
RcsB	b0507//b3794//b2557//b1579//
RcsB-BglJ	b4173//b4525//b3613//b0152//b0207//b3521//b1706//b0743//b4292//b0234//b2372//
Rob	b2685//
RutR	b2671//
SdiA	b4399//
SgrR	b1378//b1924//b2631//b3425//b2211//b1488//
SoxS	b3792//b1379//b0995//b1326//b2068//b1130//
SutR	b1443//b2509//
TorR	b0485//
TrpR	b3188//b4280//b2580//b4173//b1261//b0855//b3787//b0598//
TyrR	yegZ//b1728//b1200//
UidR	b4097//
UvrY	b1203//b2316//
XapR	b0216//b0523//
YdeO	b1132//b0855//
YjjQ	b1924//b1183//b1443//b4613//b1924//b0068//b4219//
YpdB	b2538//
YqhC	b0392//b1567//
ZntR	b4416//
ZraR	b3614//
Zur	b3441//b3967//b2987//b3141//b0655//
