#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1914//
Fur	b3425//b3773//b1926//b4200//b3956//b3060//b4099//b0925//b1719//b1442//b4368//b2839//b4670//b1127//b1858//b2603//cpxQ//b0795//b2820//b0145//b2169//b2000//b3661//b2068//
GadX	b1013//b2559//b3863//b3956//b0273//b4093//b4129//
GcvA	b1194//b1880//
H-NS	b3501//b4200//b4347//b2061//b2609//b3781//b1885//b1947//b4523//b4159//b4292//b1260//b1814//b1073//
HU	b2893//b0277//
HcaR	b3730//b0398//b1926//b3609//b0921//b2751//
IHF	b0207//b1111//b1714//b1261//b1707//b4150//b3671//
IlvY	b2531//b0653//
IscR	b0673//b4280//b1076//b0557//b1093//b3959//b0730//b3392//
KdpE	b0509//b0107//b1641//b0384//
LeuO	b1618//b0507//b0443//b1265//b3270//b3977//
LexA	b4101//b3322//b1546//b4129//b0234//b0507//b0293//b4260//b3922//b1944//b0523//b1013//b3425//b2852//b1859//b1184//b0189//b0377//b2058//b1982//b4086//b2528//b1884//b4042//b1879//b4173//b0392//b0777//b4293//b0515//b4089//b3938//b2820//b1566//b3057//b4090//b4369//
LrhA	b0382//
Lrp	b1263//b1399//b2938//b2061//b1322//b1327//b0957//b4502//b0340//b1481//b1486//b0505//b0891//b4522//
LysR	b4002//
MalT	b0743//
MarA	b0443//b1623//
MatA	b1537//b1452//
McbR	b0857//
MetJ	b3063//b0670//cpxQ//b3729//b1618//
MlrA	b4408//b4599//b1798//b1889//b2582//
MngR	b1488//b2538//b3680//
MntR	sroC//b2289//
MprA	b2558//b0340//b1220//
MqsA	b0110//b0923//
MurR	b1608//
Nac	b2938//b3066//b3960//b2316//b1434//
NadR	b3269//b0507//b1003//
NagC	efeU_2//b3005//b3156//b3979//b0806//
NanR	b0338//b2822//
NimR	b2558//b3572//
NsrR	b3131//b1166//b1569//b3938//b3912//b0696//b4134//b0864//b0509//b1207//b0123//yegZ//b1884//b3785//b4481//b4698//b2808//b1102//b1569//b3960//b0107//b0296//b3798//b2211//b2699//b3859//b4024//b1887//b2216//b3502//
NtrC	b0398//b2476//b0806//b4481//b2062//b0504//b1131//b1566//b3912//b1613//b0892//b3185//b3269//b1443//b1946//b4101//b0484//
OmpR	b0397//b0515//b1714//b3686//
OxyR	b1948//b1546//b2597//b2212//b0443//b2614//b0652//b0166//b2529//
PaaX	b3141//b4481//
PepA	b0590//
PgrR	b1487//b1741//b1167//b1859//b2063//b3938//b2063//
PhoB	b1261//b1488//b1890//b2630//b0377//b4241//b2608//b4213//b3393//b1881//b2582//b0071//b0486//b3612//b4525//b1618//b4202//b4364//b0293//b4173//b0796//b4105//b3095//b2291//b4415//b0303//b0240//b1167//b0755//b0688//b3959//
PhoP	b1540//b1074//b4670//b1924//b0696//b0860//b0146//b0912//b3688//b4202//b0654//b1327//b2965//b2212//b1430//b0296//
PspF	b1093//
PurR	b3156//b3139//b1377//b2752//b0849//b4406//b3493//b1132//b1729//b2213//b2787//b0145//b0031//
RbsR	b0338//
RcdA	b1378//b1076//b2987//
RclR	b1810//b2541//b2289//
RcnR	b4160//
RcsAB	b0685//b0687//b1111//b1483//b1948//
RcsB	b2752//b0779//b2097//b2469//
RcsB-BglJ	b3501//b1729//b0786//b2808//b0232//b2574//b2539//b2821//b3799//b2414//b2604//
Rob	b2530//
RutR	b0080//
SdiA	b3393//
SgrR	b1623//b3096//b1882//b0673//b3441//b0864//
SoxS	b2604//b1183//b3965//b1441//b1719//b2146//
SutR	b1002//b3608//
TorR	b1434//
TrpR	b3141//b0398//b4671//b2059//b1578//b3787//b4513//b1914//
TyrR	b1655//b1826//b1641//
UidR	b2839//
UvrY	b1880//b2614//
XapR	b3494//b4450//
YdeO	b3531//b0668//
YjjQ	b2684//b4201//b0861//b4406//b0237//b0912//b0513//
YpdB	b2839//
YqhC	b1884//b4393//
ZntR	b3140//
ZraR	b4355//
Zur	b3502//b3607//b3237//b2818//b0049//
