#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2000//
RbsR	b1165//
RcdA	b0743//b3794//b1654//
RclR	b3532//b1704//b4260//
RcnR	b1704//
RcsAB	b0688//b1092//b3672//b0398//b4671//
RcsB	b0987//b1676//b1198//b1032//
RcsB-BglJ	b1762//b3013//b2868//b3240//b2684//b0777//b3237//b4368//b0162//b3190//b0512//
Rob	b2058//
RutR	b1634//
SdiA	b3441//
SgrR	b0750//b3185//b4249//b3957//b3502//b1784//
SoxS	b0664//b1076//b1717//b2699//b2582//b2825//
SutR	b0301//b2685//
TorR	b3237//
TrpR	b1272//b0066//b4599//b4393//b3460//b2789//b0051//b0922//
TyrR	b3830//b3830//b1729//
UidR	b0778//
UvrY	b4044//b0353//
XapR	b2152//b3864//
YdeO	b3128//b3156//
YjjQ	b4025//b4699//sroA//b4705//b2604//b3957//b3979//
YpdB	b1325//
YqhC	b1077//b3425//
ZntR	b2614//
ZraR	b4670//
Zur	b1861//b0511//b1000//b3139//b3469//
