#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0106//
Fis	b0067//b0598//b0957//b3237//b4522//b3270//b4435//b2169//b1199//b4254//b1578//b3243//b1566//b0071//b3137//b0666//b4426//b0924//b0708//b0536//b1167//b3441//b3547//b3021//b0964//b4013//b0590//b2560//b1949//b0839//b0152//b3012//b1032//b1485//b1410//b0511//b1487//b4175//b2825//b2867//b0814//b4090//sroA//b3242//b2600//b4054//b1890//b0745//b1321//b0304//b0273//b1076//b0925//b1481//b1083//b3798//
FlhDC	b1707//b2217//b0294//b4699//b1083//b0511//b0670//b1890//b0072//b0921//b4106//b2751//b3322//b1719//b1884//b1880//b3441//b2469//b0874//b0447//b0146//b1198//b1205//b1411//b2684//b0684//b3607//b2540//b0060//b3501//b4397//b0382//b1578//b1274//b3531//b0509//b0755//b0504//
FliZ	b0653//
Fur	b2788//b3864//b0673//b3941//b0233//b0652//b0855//b4355//b4370//b3729//b3979//b3923//b0964//b0339//b3057//b1713//b3572//b3978//b0156//b0504//b2213//b3061//b1076//b4129//
GadX	b4408//b1568//b4270//b0786//b2216//b0340//b1164//
GcvA	b4104//sroA//
H-NS	b1783//b3057//b0849//b4502//b2666//b0216//b3338//b4172//b4213//b4415//b0073//b0447//b1076//b1261//
HU	b2290//b4393//
HcaR	b1277//b2509//b0377//b0591//b0241//b1569//
IHF	b3240//b2232//b1444//b1252//b4175//b1377//b1913//
IlvY	b0708//b0277//
IscR	b4089//b3864//b2372//b2699//b2316//b0106//b0957//b3458//
KdpE	b3140//b1434//b0921//b0075//
LeuO	b3976//b3912//b4670//b1430//b2665//b0345//
LexA	b0400//b1164//b0588//b0464//b0050//b2291//b0857//b1002//b3661//b4406//b0340//b4086//b1130//b1483//b2097//b0464//b0447//b0439//b0664//b2965//b2839//b4089//b0957//b3269//b2403//b4025//b2542//b0301//b3128//b4415//b0957//b3140//b0697//b0957//b3456//b0475//b3616//
LrhA	b1020//
Lrp	b3979//b4670//b4705//b3501//b2558//b1877//b1111//b0921//b1440//b0806//b3138//b1880//b3011//b1826//
LysR	b3364//
MalT	b3502//
MarA	b3798//b3614//
MatA	b1288//b0751//
McbR	b1608//
MetJ	b4398//b3454//b2558//b4172//b1857//
MlrA	b0668//b0730//b1718//b3493//b1333//
MngR	b1184//b4698//b4698//
MntR	b3966//b4260//
MprA	b1187//b0697//b4445//
MqsA	b1303//b2597//
MurR	b3156//
Nac	b1080//b1860//b4370//b0441//b1782//
NadR	b4506//b0953//b2820//
NagC	b2867//b0953//b2605//b1201//b0666//
NanR	b2153//b4134//
NimR	b4369//efeU_2//
NsrR	b0398//b3614//b2063//b3392//b1782//b2867//b4522//b1623//b0109//b3049//b2823//b1914//b0339//b1578//b1444//b0921//b1091//b3830//b3916//b1091//b0075//b0891//b1325//b0339//b3424//b3977//b0591//b2603//b0698//b0145//
NtrC	b2167//b1081//b2737//b2614//b3830//b0484//b1377//b3457//b1886//b0776//b3501//b1264//b1077//b2839//b1780//b0139//b0779//
OmpR	b1079//b1004//b1780//b3671//
OxyR	b4219//b0353//b4134//b0151//b3786//b0504//b0441//b4097//b4172//
PaaX	b1092//b3912//
PepA	b1783//
PgrR	b1714//b0050//b2531//b0923//b0232//b4370//b3980//
PhoB	b4106//b3494//b0107//b0921//b1882//b3062//b4698//b0795//b2348//b3242//b2372//b1883//b0049//b2687//b3183//b1982//b0031//b3912//b1262//b2060//b0696//b1163//b2808//b4525//b2737//b1333//b4522//b3136//b0031//b1407//b3425//
PhoP	b0475//b3665//b4370//b0874//b3797//b3096//b0743//b2839//b1265//b2436//b2168//b0244//b3919//b1861//b1199//b2372//
PspF	b1577//
PurR	b3140//b3062//b3813//b0382//b0294//b0392//b2168//b1902//b4202//b3525//b1780//b1926//b3186//
RbsR	b0806//
RcdA	b3322//b3431//b3432//
RclR	b3141//b3558//b1400//
RcnR	b3268//
RcsAB	b1131//b2537//b3957//b1434//b1618//
RcsB	b1814//b1729//b4481//b3791//
RcsB-BglJ	b4254//b0670//b1579//b2687//b0688//b4254//b2058//b0233//b1002//b0152//b4523//
Rob	b1261//
RutR	b0655//
SdiA	b3613//
SgrR	b0273//b1707//b0339//b0536//b0674//b0622//
SoxS	b0777//b3616//b1655//b3432//b3793//b3960//
SutR	b3525//b1002//
TorR	b2671//
TrpR	b0653//b0588//b3138//b3790//b1430//b2823//b1411//b3572//
TyrR	b3157//b0338//b3457//
UidR	b1200//
UvrY	b1577//b0964//
XapR	b3022//b1623//
YdeO	sroA//b2058//
YjjQ	b4613//b1879//b1441//b2822//b2597//b1377//b4013//
YpdB	b3785//
YqhC	b2528//b0921//
ZntR	b0557//
ZraR	b1885//
Zur	b0923//b2371//b3128//b0340//b0382//
