#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1848//
H-NS	b1947//b1483//b1184//b1400//b4415//b4671//b3941//b0109//b4260//b1163//b4241//b4415//b4104//b1003//
HU	b4093//b0806//
HcaR	b2216//b4397//b3773//b4172//b0162//b2750//
IHF	b1378//b0522//b0778//b3425//b1728//b0377//b0732//
IlvY	b1377//b2895//
IscR	b0622//b2818//b1634//b1444//b4159//b1848//b3938//b1528//
KdpE	b2671//b3503//b1093//b0863//
LeuO	b1081//b2000//b3185//b0959//b0598//b4671//
LexA	b0839//b3558//b3394//b4671//b1729//b4106//b0750//b1272//b2824//sroC//b0072//b0588//b3243//b0066//b0655//b0779//b3916//b1714//b0301//b0151//b1272//b1950//b0304//b3393//b0384//b3860//b3457//b2397//b0304//b0338//b0795//b3138//b1102//b1166//b4200//b1327//b0513//
LrhA	b1083//
Lrp	b3977//b3609//b0674//b0777//b4260//b0484//b0688//b4416//b0512//b1782//b4502//b4426//b2212//b3922//
LysR	b2823//
MalT	b2403//
MarA	b0654//b0051//
MatA	b1857//b0953//
McbR	b2751//
MetJ	b2509//b4096//b2427//b3616//b0921//
MlrA	b1883//b2821//b3859//b3096//b0231//
MngR	b1481//b1265//b0786//
MntR	b0106//b1074//
MprA	b1536//b3022//b1444//
MqsA	b1220//b0150//
MurR	b3424//
Nac	b0146//b2967//b1848//b1944//b3268//
NadR	b0860//b0862//b2498//
NagC	b2105//b4663//b0779//b4254//b0475//
NanR	b0110//b3864//
NimR	b1093//b1205//
NsrR	b1131//b4129//b0067//b1163//b3190//b0957//b1982//b0854//b2631//b1948//b3958//b2987//b1884//b2893//b2061//b0110//b2168//b1880//b0378//b3012//b2539//b3067//b2582//cpxQ//b2698//b1288//b0779//b1440//b1487//b0240//
NtrC	b3919//b3356//b2313//b3008//b3672//b0779//b3532//b2699//b2666//b3456//b0861//b1780//b0385//b1287//b1707//b1003//b0383//
OmpR	b0296//b3547//b2085//b2169//
OxyR	b0473//b4445//b0793//b3786//b0237//b3242//b2825//b3457//b2600//
PaaX	b2068//b1608//
PepA	b0731//
PgrR	b2503//b2436//b1231//b4106//b1883//b0111//b3457//
PhoB	b2403//b3671//b1163//b4094//b3190//b4094//b2497//b1260//b4673//b2818//b3790//b0523//b3500//b1075//b1078//b1848//b1430//b0072//b1780//b1914//b2582//b3062//b0190//b0751//b0775//b1131//b1020//b2825//b1262//b4270//b1252//
PhoP	b3270//b2819//b1676//b0964//b1814//b0162//b0654//b0806//b4213//b3008//b1878//b3141//b3863//b0237//b4201//b2864//
PspF	b3665//
PurR	b3242//b2540//b0050//b1079//b1883//b0162//b0403//b0338//b1879//b3672//b0730//b0776//b4368//
RbsR	b2574//
RcdA	b4097//b1386//b3269//
RclR	b2852//b2388//b0684//
RcnR	b0995//
RcsAB	b1077//b2574//b4663//b0484//b3572//
RcsB	b4101//b1925//b0166//b1081//
RcsB-BglJ	b0353//b1654//b0398//b0856//b1567//b1163//b0513//b3139//b1429//b1200//b4203//
Rob	b1537//
RutR	b2167//
SdiA	b1201//
SgrR	b3784//b1914//b2823//b1164//b0912//b0244//
SoxS	b3785//b2787//b4401//b0111//b4219//b1704//
SutR	b0655//b2606//
TorR	b2291//
TrpR	b1198//b2560//b3356//b0192//b3798//b4370//b4481//b4270//
TyrR	b1878//b0730//b3608//
UidR	b3919//
UvrY	b3066//b3425//
XapR	b0151//b2603//
YdeO	b0484//b1167//
YjjQ	b3006//b1487//b2824//b0964//b0999//b0441//b2699//
YpdB	b0924//
YqhC	b1609//b3966//
ZntR	b3806//
ZraR	b2614//
Zur	b3688//b3799//b0192//b2553//b0505//
