#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2600//
IscR	b2603//b1111//b4458//b0796//b1020//b2609//b2348//b0145//
KdpE	b0971//b2213//b2750//b0145//
LeuO	b2068//b3186//b0107//b0150//b0511//b3860//
LexA	b1713//b2937//b0732//b0338//b1440//b3531//b1430//b0071//b1075//b0140//b1093//b0855//b3066//b0793//b0073//b0666//b3572//b0069//b0745//b0075//b2530//b1655//b4280//b1609//b3863//b1163//b2560//b1704//b1925//b0301//b2630//b4567//b4096//b0855//b3730//b0378//b3796//
LrhA	b0296//
Lrp	b0296//b0216//b1579//b3060//b2469//b2821//b1322//b0655//b0912//b0814//b1076//b2379//b0507//b0970//
LysR	b3792//
MalT	b0665//
MarA	b2000//b0863//
MatA	b0750//b0050//
McbR	b2153//
MetJ	b4159//b2402//b0166//b1283//b0339//
MlrA	b1719//b0970//b1164//b2750//b1166//
MngR	b4172//sroA//b0912//
MntR	b4411//b0241//
MprA	b4435//b0150//b0296//
MqsA	b0511//b2580//
MurR	b0795//
Nac	b3774//b1945//b1075//b0750//b3156//
NadR	b1032//b2616//b3645//
NagC	b2469//b1201//b2987//b0146//b1287//
NanR	b4200//b0743//
NimR	b0232//b0301//
NsrR	b1741//b1410//b3665//b1713//b3774//b4401//b0795//b3005//b2290//b4100//b4702//b4347//b2469//b1102//b1411//b1207//b0398//b1848//b1130//b1283//b3128//b0191//b2937//b1111//b4116//b1546//phnE_2//b1004//b3813//b1333//
NtrC	b1130//b2584//b0378//b3959//b0565//b3501//b2290//b0522//b2937//b0303//b0731//b2498//b0751//b0522//b2291//b0185//b0732//
OmpR	b1717//b1410//b3011//b0774//
OxyR	b1486//b0912//b3131//b3967//b4002//b4613//b1430//b4397//b1075//
PaaX	b1325//b1003//
PepA	b0891//
PgrR	b1848//b4450//b4445//b1205//b3967//b1579//b0339//
PhoB	b3665//b0999//b1485//b3790//b4618//b2826//b4698//b4599//b2671//b1288//b2698//b0073//b3608//b0234//b4392//b3922//b0794//b2574//b1883//b2216//b1277//b2559//b1288//b1262//b1132//b0839//b2469//b1198//b2584//b0439//b3458//
PhoP	b3729//b0777//b1877//b4025//b1187//b2372//b0523//b0189//b1540//b3790//b3796//b1741//b0891//b3455//b0806//b3500//
PspF	b3027//
PurR	b0777//b2152//b0591//b2597//b3617//b2737//b2529//b0652//b1131//b0485//b2436//b4270//b1230//
RbsR	b3966//
RcdA	b4613//b3242//b3270//
RclR	b0668//b4416//b0774//
RcnR	b2750//
RcsAB	b2169//b3393//b1411//b1741//b2189//
RcsB	b3049//b3424//sroA//b0447//
RcsB-BglJ	b2967//b2665//b0874//b1083//b4368//b3356//b2530//b0400//b2528//b2373//b0696//
Rob	b2697//
RutR	b1288//
SdiA	b1080//
SgrR	b3911//b0588//b4397//b1536//b1183//b0293//
SoxS	b3572//b3859//b1781//b3322//b3773//b2826//
SutR	b1718//b1945//
TorR	b2000//
TrpR	b2614//b0890//b4401//b4450//b1887//b2397//b1707//b1540//
TyrR	b3395//b3688//b1568//
UidR	b4105//
UvrY	b0397//b0925//
XapR	b2893//b0862//
YdeO	b1888//b3977//
YjjQ	b4160//b3531//b2665//b0050//b0031//b4522//b3616//
YpdB	b3558//
YqhC	b3425//b1399//
ZntR	sroA//
ZraR	b3138//
Zur	b2609//b4095//b0855//b3531//b1618//
