#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1618//
MntR	b1199//b2630//
MprA	b4044//b3425//b2062//
MqsA	b1111//b2171//
MurR	b0073//
Nac	b0912//b4525//b4093//b1861//b0346//
NadR	b1982//b2779//b1887//
NagC	b1091//b4444//b1483//b1949//b3670//
NanR	b1325//b0277//
NimR	b2607//b4450//
NsrR	b4445//b4090//b3184//b4159//b3699//b3957//b1091//b2751//b4096//efeU_2//b4105//b2062//b1889//b4415//b2217//b3797//b0232//b2737//b0241//b0378//b2373//b0921//b0233//b0162//b1231//b3013//b1264//b0303//b1860//b3157//
NtrC	b0074//b0075//b3645//b0652//b2866//b3916//b3688//b2404//b0106//b1016//b3790//b1081//b0779//b1076//b2614//b3425//b3454//
OmpR	efeU_2//b3005//b0849//b0385//
OxyR	b3609//b1569//b2379//b1074//b3431//b1399//b2603//b2068//b1379//
PaaX	b2864//b2216//
PepA	b1528//
PgrR	b0339//b0191//b0110//b1782//b2750//b0150//b4663//
PhoB	b2808//b3157//b2217//b3545//b1848//b0755//b0665//b0668//b1434//b1566//b2540//b3959//b1944//b3830//b2291//b1411//b1231//b3243//b3699//b3966//b2531//b2607//b1609//b2497//b1078//b0987//b1203//b4370//b1784//b3956//b3977//
PhoP	b2348//b3793//b1948//b3916//b2542//b1568//b0108//b0303//b3787//b1083//b2291//b3612//b0150//b0891//b3938//b0565//
PspF	b3062//
PurR	b4523//b1948//b1791//b2967//b4397//b4159//b4174//b2497//b1954//b3547//b0512//b0862//b2666//
RbsR	b0392//
RcdA	b0464//b4042//b2820//
RclR	b2868//b0513//b3425//
RcnR	b1252//
RcsAB	b2557//b1409//b2965//b2553//b3699//
RcsB	b1719//b0346//b2427//b2497//
RcsB-BglJ	b2407//b4097//b4201//b2559//b1013//b0067//b1613//b0588//b2374//b0508//b3493//
Rob	b2373//
RutR	b4355//
SdiA	b4369//
SgrR	b3532//b2868//b1443//cpxQ//b4426//b2171//
SoxS	b1881//b2557//b4116//b2560//b1263//b1486//
SutR	b3545//b1706//
TorR	b4671//
TrpR	b1718//b0244//b4242//b4673//b1879//b1623//b3128//b0744//
TyrR	b1547//b2697//b2060//
UidR	b2867//
UvrY	b0655//b3188//
XapR	b0698//b0400//
YdeO	b4095//b2868//
YjjQ	b1020//b1264//b0794//b0293//b0731//b1885//b4095//
YpdB	b2630//
YqhC	b0233//b2582//
ZntR	b1187//
ZraR	b3960//
Zur	b1091//b1442//b1548//b1713//b3699//
