#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2171//
Fur	b4481//b2531//b2823//b0516//b3785//b4102//b2779//b2289//b0922//b2937//b0190//b3270//b3532//b1199//b0109//b0652//b0140//b3785//b0743//b3493//b1163//b3916//b1857//b1272//
GadX	b1092//b0231//b1861//b2820//b2537//b4513//b0891//
GcvA	b1884//b1485//
H-NS	b4397//b3612//b0384//b0970//b2938//b1102//b4203//b3976//b2058//b3661//b3432//b2312//b2605//b3794//
HU	b2097//b0953//
HcaR	b1484//b2189//b2147//b4042//b0240//b0589//
IHF	b2603//b0730//b3613//b2866//b1540//b0923//b4416//
IlvY	b3185//b2396//
IscR	b1127//b2097//b0392//b1810//b2313//b3797//b0924//b1200//
KdpE	b3140//b4242//b3781//b2818//
LeuO	b1484//b2216//b2788//b0970//b0673//b0655//
LexA	b0924//b2062//b4670//b1528//b1728//b1205//b3672//b2825//b0486//b2597//b1704//b2476//b2671//b1076//b3616//b0237//b3323//b0814//b1194//b3786//b0216//b1781//b3008//b3457//b2396//b4702//b0296//b1946//b4705//b0923//b4523//b0050//b3680//b1814//b2752//b1826//b3976//
LrhA	b0854//
Lrp	b0857//b3241//b3699//b2684//b4043//b0874//b3425//b2169//b2605//b0622//b0473//b3794//b1230//b2396//
LysR	b3062//
MalT	b2401//
MarA	b2152//b4663//
MatA	b3616//b4525//
McbR	b4094//
MetJ	b2825//b2540//b3980//b0145//b2529//
MlrA	b1261//b2435//b3268//b1325//b4599//
MngR	sroA//b4260//b2289//
MntR	b1781//b2212//
MprA	b1540//b1261//b4599//
MqsA	b2608//b4393//
MurR	b0668//
Nac	b0698//b2313//b3190//b0655//b2153//
NadR	b1782//b2601//b0153//
NagC	b3956//b3139//b1322//b2062//b1488//
NanR	b0839//b2497//
NimR	b0190//b1443//
NsrR	b3067//b1483//b1288//b1618//b1655//b3057//b1444//b0515//b2557//b1444//b2559//b2171//b0855//b1410//b4702//b3096//b0731//b2436//b1326//b4241//b1623//b0664//b2316//b1434//b2397//b0698//b1826//b4525//b3057//b2168//
NtrC	b0860//b0216//b4242//b1579//b1634//b1810//b2396//b1634//b3786//b4104//b0995//b1429//b2538//b2697//b3923//b1878//b0674//
OmpR	b3460//b3338//b2557//b1486//
OxyR	b3774//b0774//b4025//b3729//b2839//b0995//b4417//b1486//b1926//
PaaX	b2397//b2168//
PepA	b1277//
PgrR	b1881//b2685//b3860//b0233//b1194//b1914//b1609//
PhoB	b3431//sroC//b0151//b3979//b1260//b1717//b0793//b4044//b3392//b1163//b4416//b3967//b3967//b3607//b2146//b4513//b3806//b0854//b2427//b1887//b3021//b4525//b3065//b2821//b0106//b0668//b0485//b3494//b0557//b4279//b4242//
PhoP	b1131//b0673//b2538//b0755//b3912//b0924//b2397//b1327//b3572//b4044//b0751//b3271//b1429//b1567//b1377//b2967//
PspF	b1229//
PurR	b0776//b3980//cpxQ//b2752//b0664//b2379//b0874//b3502//b1167//b3792//b3616//b0688//b1926//
RbsR	b2396//
RcdA	b0971//b4705//b1861//
RclR	b1950//b3830//b3785//
RcnR	b1780//
RcsAB	b0589//b4174//b3967//b4450//b4480//
RcsB	b1440//b0957//b1325//b4096//
RcsB-BglJ	b0382//b4097//b2503//b2631//b0146//b4445//b4523//b0775//b1949//b2630//b2687//
Rob	b2686//
RutR	b1576//
SdiA	b2582//
SgrR	b1947//b3919//b4451//b0405//b4085//b2560//
SoxS	b1083//b1488//b1858//b1548//b1261//b2310//
SutR	b1229//b2560//
TorR	b1548//
TrpR	b3912//b2465//b1274//b2737//b0923//b4099//b0074//b0684//
TyrR	b1201//b4173//b0923//
UidR	b3184//
UvrY	b0792//b0031//
XapR	cpxQ//b0775//
YdeO	b0793//b0860//
YjjQ	b4445//b1546//b0874//b3786//b4249//b1132//b2538//
YpdB	b1982//
YqhC	b2085//b2603//
ZntR	b1575//
ZraR	b0795//
Zur	b0892//b4618//b2987//b3609//b0674//
