#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3269//
FNR	b0031//b0589//b3139//b0665//b2820//b2465//b3830//b2372//b1434//b2538//b1618//b3128//b4292//b0473//b2375//b3912//b1946//b2839//b4513//b4134//b0241//b0598//b0232//b0339//b4129//b4401//b1488//
FadR	b1528//b2752//b0511//b1083//b1410//b1528//b1926//b1713//
FeaR	b4408//
Fis	b1274//b3431//b0516//b0074//b4134//b2530//b4129//b4013//b2582//b1890//b4219//b3067//b1484//b0674//b0855//b2821//b1408//b1483//b1926//b3270//b2541//b3128//b3011//b0517//b1220//b1265//b0382//b4087//b1082//b2469//b4450//b0234//b4042//b2375//b3956//b2406//b3532//b2167//b4444//b4355//b2372//b3013//b3547//b1714//b2528//b3923//b0841//b3774//b1925//b2310//b0755//b4702//b1546//b1706//b3670//b1948//
FlhDC	b0397//b4219//b3156//b0377//b3938//b3240//b2823//b0301//b1484//b1252//b2528//b2937//b0166//b4444//b4260//b4174//b2217//b1566//b0565//b0237//b0485//b2542//b1719//b4525//b3425//b1880//b1187//b4513//b2146//b4671//b3794//b0892//b1092//b0345//b3730//b2498//b2374//b0049//
FliZ	b1013//
Fur	b3957//b2864//b3392//b1946//b0273//b2403//b0190//b1913//b2060//b4444//b0400//b4134//b0557//b0670//b3791//b2824//b0304//b1718//b0589//b1443//b3916//b0156//b4097//b0071//
GadX	b0854//b3455//b3959//b1576//b0339//b4095//b0049//
GcvA	b3859//b4098//
H-NS	b4092//b2061//b4523//b0687//b1826//b0189//b4260//b0814//b2614//b2216//b4673//b0987//b2498//b0071//
HU	sroA//b3797//
HcaR	b3006//b4613//b1287//b1623//b4599//b1187//
IHF	b3532//b3911//b4293//b3185//b0153//b1781//b0486//
IlvY	b2152//b0384//
IscR	b0776//b2401//cpxQ//b0854//b2558//b0385//b4368//b1487//
KdpE	b1303//b2750//b4201//b3813//
LeuO	b1230//b1272//b1857//b1878//b0655//b2372//
LexA	b0755//b1444//b3395//b1410//b4673//b1729//b1072//b0145//b2607//b3617//b3006//b0111//b3268//b0796//b0189//b4025//b3393//b2574//b1262//b3785//b0912//b2061//b2614//b0864//b0293//b1882//b1540//b1704//b2213//b3138//b2665//b2603//b0912//b2538//b0068//b3531//b1880//
LrhA	b3680//
Lrp	b1706//b0971//b0399//b1262//b4523//b1676//b3979//b1925//b3141//b3271//b3789//b3688//b2404//b3184//
LysR	b4134//
MalT	b0665//
MarA	b3956//b2465//
MatA	b0304//b1002//
McbR	b4150//
MetJ	b3394//b1220//b1410//b4326//b4159//
MlrA	b2821//b1945//b2371//b4370//b3140//
MngR	b1887//b4370//b2217//
MntR	b1207//b1714//
MprA	b2379//b4699//b4398//
MqsA	b4698//b0776//
MurR	b3680//
Nac	b1848//b2232//b2498//b2232//b3501//
NadR	b0511//b1780//b1783//
NagC	b0068//b1890//b0273//b4445//b2597//
NanR	b2529//b3432//
NimR	b3392//b0957//
NsrR	b1260//b0353//b0074//b1443//b4116//b3859//b1575//b1655//b0403//b2068//b1537//b2866//b2541//b3006//b2000//b4443//b1072//b1000//b1452//b2616//sroC//b0346//b4435//b4095//b1859//b0123//b4663//b1949//b0067//b0522//
NtrC	b2396//b2400//b0052//b1163//b4116//b3959//b3790//b3796//b0400//b0732//b2895//b4699//b3503//b4086//b3784//b1444//b1400//
OmpR	b3242//b1073//b1707//b0849//
OxyR	b3699//b4481//b4406//b3241//b3661//b0447//b3796//b3785//b2684//
PaaX	b0653//b2560//
PepA	b0860//
PgrR	b0732//b1020//b0684//b3965//b0441//b3863//b3190//
PhoB	b2609//b1859//b3960//b2600//b3139//b1947//b3521//b4355//b2600//b3791//b0854//b2403//b3241//b4002//b4042//b0151//b2750//b1914//b0655//b2217//b1411//b0507//b1707//b1002//b2497//b3500//b4523//b3013//b4450//b4401//b4705//
PhoP	b2232//b3190//b3322//sroC//b4129//b4618//b0216//b4411//b3680//b2580//b2407//b2465//b0162//b4086//efeU_2//b4618//
PspF	b4417//
PurR	b1877//b0074//b4097//b0672//b2967//b2822//b0743//b0891//b0151//b4444//b1925//b2542//b2631//
RbsR	b0890//
RcdA	b2824//b0685//b1183//
RclR	b2189//b2553//b0861//
RcnR	b1440//
RcsAB	b2406//b3005//b1528//b0244//b2062//
RcsB	b1889//b2893//b0708//b3790//
RcsB-BglJ	b1203//b3791//b0237//b4106//b3338//b0957//b3798//b1575//b0670//b2127//b2584//
Rob	b3525//
RutR	b2538//
SdiA	b2400//
SgrR	b2687//b1127//b1540//b0664//b0799//b0511//
SoxS	b0861//b2061//b2539//b0590//b0892//b0303//
SutR	b2687//b0744//
TorR	b0405//
TrpR	b1729//b1950//b1093//b4326//b3469//b2822//b1814//cpxQ//
TyrR	b1883//b4523//b0514//
UidR	b0443//
UvrY	b3797//b3781//
XapR	b0240//b0051//
YdeO	b0687//b0861//
YjjQ	b0508//b2752//b0863//b1262//b3688//b0080//b2316//
YpdB	b3424//
YqhC	b1609//b4480//
ZntR	b0855//
ZraR	b2540//
Zur	b0151//b4416//b3469//b1127//b2698//
