#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0924//
FNR	b3005//b0123//b0400//b3021//b3665//b3796//b4254//b3670//b0922//b1004//b4522//b2541//b0523//b3794//b2825//b1881//b2169//b2597//b0400//b3521//b2965//b3502//b2820//b3791//b3156//b0557//b4106//
FadR	b3919//b3188//b2406//b4293//b3977//b2213//b3469//b3558//
FeaR	b0796//
Fis	b4213//b2560//b0999//b0557//b3521//b3959//b0841//b1288//b1283//b2553//b1288//b2557//b4355//b3661//b1198//b0185//b4043//b4280//b0849//b3794//b1252//b4522//b4480//b1576//b0792//b1537//b2373//b3013//b1265//b3786//b3364//b0439//b4054//b1967//b0156//b1434//b0745//b3456//b1163//b3958//b1288//b2557//b2464//b1728//b3978//b4249//b3860//b1075//b2396//b3063//b2867//b4326//b0557//b1888//b1540//b1002//
FlhDC	b4086//b2213//b3977//b4698//b1020//b1194//b2146//b0049//b0185//b4522//b4200//b2058//b0447//b4415//b2531//b3609//b2560//b3665//b0684//b1333//b4085//b0400//b4260//b0439//b4408//b3616//b0140//b0513//b1410//b4134//b2216//b4134//b0066//b1548//b2895//b2603//b4159//b0399//
FliZ	b0031//
Fur	b2372//b4613//b0523//b3791//b2750//yegZ//b1577//b0953//b1409//b3792//b0891//b0111//b3521//b0698//b3006//b1265//b3454//b0509//b3183//b1717//b0049//b3157//b4670//b4671//
GadX	b4172//b0439//b3785//b2374//b0964//b3860//b0672//
GcvA	b1230//b4087//
H-NS	b2146//b0066//b2498//b4088//b3011//b0162//b2373//b4095//b1429//b1229//b2465//b0051//b2584//b1127//
HU	b0241//b2465//
HcaR	b2529//b1567//b3441//b1654//b0536//b1013//
IHF	b2000//b2372//b3242//b2752//b1881//b0891//b3788//
IlvY	b1568//b3699//
IscR	b3424//b0111//b4086//b0273//b4054//b4092//b0378//b1713//
KdpE	b4095//b0730//b3791//b0110//
LeuO	b1704//b2787//b4042//b3959//b3671//b0384//
LexA	b0189//b3269//b0776//b2427//b0912//b2061//b0799//b0509//b1536//b1199//b0403//b4513//b3793//b4450//b4260//b1411//b0231//b3979//b2396//b2866//b0891//b3979//b2097//b4451//b0237//b2435//b3140//b1537//b0854//b3502//b0244//b2821//b0511//b1327//b0891//b2503//b1655//
LrhA	b1641//
Lrp	b0156//b1858//b3049//b0146//b4370//b1325//b0892//b1252//b3425//b0604//b2601//b0060//b1261//b1410//
LysR	b0505//
MalT	phnE_2//
MarA	b0922//b2821//
MatA	b2465//b1950//
McbR	b3911//
MetJ	b3773//b3061//b4201//b1798//b1183//
MlrA	b2751//b1946//b4618//b3922//b2374//
MngR	b0854//b4451//b1537//
MntR	b0293//b1728//
MprA	b2603//b2684//b3493//
MqsA	b2152//b0296//
MurR	b2601//
Nac	b4219//b1274//b1579//b4451//b1187//
NadR	b4406//b0507//b4102//
NagC	b3062//b4408//b1702//b0685//b1729//
NanR	b4401//b4087//
NimR	b1377//b0751//
NsrR	b1618//b4481//b0588//b1902//b3978//b4094//b0049//b2699//b0922//b3469//b4663//b1164//b3525//b2938//b4102//b1848//b1569//b0516//efeU_2//b1913//b4102//b2965//b0241//b3781//b2616//b0794//b4095//b0277//b3008//b2597//
NtrC	b0855//b1608//b0892//b1949//b4458//b2146//b0244//b3183//b1203//b1327//b1440//b0505//b2582//b2216//b3395//b3671//b3773//
OmpR	b1883//b3978//b0589//b1982//
OxyR	b4451//b2289//b0999//b3425//b2464//b1230//b1277//b1728//b3269//
PaaX	b0303//b1164//
PepA	b1925//
PgrR	b3916//b2464//b0923//b1183//b1882//b3798//b3665//
PhoB	cpxQ//b2435//b0745//b1203//b1547//b2062//b1080//b2603//b1184//b1220//b0486//b1167//b3784//b1440//b1914//b4369//b1888//b2464//b0849//b0385//b0473//b4095//b0971//b2819//b2063//b2168//b4024//b1887//b1717//b0111//b2558//
PhoP	b1887//b0959//b1547//b3786//b1386//b1826//b1826//b2217//b0921//b0999//b3392//b1032//b0684//b3558//b1947//b0207//
PspF	b0303//
PurR	b0708//b4426//b0273//b1483//b3469//b0069//b3394//b4098//b4450//b2375//b0514//b1780//b2379//
RbsR	b3240//
RcdA	b3680//b1548//b2987//
RclR	b2893//b1409//b3793//
RcnR	b1846//
RcsAB	b1950//b1265//b3140//b1707//b0241//
RcsB	b1485//b1080//b0190//b0857//
RcsB-BglJ	b3525//b0777//b2609//b3322//b2531//b2105//b0277//b3965//b1954//b2560//b2698//
Rob	b4523//
RutR	b3237//
SdiA	efeU_2//
SgrR	b4096//b0400//b2607//b4099//b1887//b0778//
SoxS	b4417//b4406//b0598//b1547//b3136//b1810//
SutR	b0796//b2528//
TorR	b2864//
TrpR	b4426//b0060//b0383//b3493//b1537//b0775//b1655//b1429//
TyrR	b1080//b3941//b1400//
UidR	b1003//
UvrY	b0774//b2819//
XapR	b0778//b3796//
YdeO	b0074//b4370//
YjjQ	b1577//b3062//b4406//b3688//b2373//b0190//b4699//
YpdB	b2605//
YqhC	b2542//b3967//
ZntR	b3671//
ZraR	b3157//
Zur	b0050//b0793//b0516//b1608//b0068//
