#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1676//
H-NS	b4134//b0153//b4673//b2574//b2189//b1781//b0923//b0485//b4326//b1083//b1860//b1003//b0051//b1947//
HU	b3063//b3157//
HcaR	b0485//b0688//b3916//b3532//sroA//b2153//
IHF	b0296//b3686//b2232//b1882//b3860//b0971//b0697//
IlvY	b1201//b3128//
IscR	b4150//b2604//b1946//b0745//b3424//b1074//b0743//b3532//
KdpE	b2685//b0207//b4093//b2937//
LeuO	b0892//b0670//b0339//b0071//b1947//b2698//
LexA	b3006//b1113//b4347//b3022//b4480//b1127//b2348//b3911//b1407//b0397//b3686//b3469//b1230//b1781//b0207//b2684//b3269//b3190//b0654//b1790//b2396//b0240//b1859//b2788//b1198//b1327//b0060//b4458//b1322//b0665//b4698//b4101//b3793//b1913//b0069//b4150//b2396//
LrhA	b3241//
Lrp	b1714//b4599//b3531//b1608//b3730//b1654//b1810//b3958//b1111//b2146//b4702//b3941//b0123//b4087//
LysR	b3794//
MalT	b0922//
MarA	b3066//b0777//
MatA	b4613//b0232//
McbR	b0139//
MetJ	b3065//b2631//b1488//b2789//b0696//
MlrA	b2400//b4094//b4242//b0377//b2666//
MngR	b2061//b0384//b3060//
MntR	b3139//b0987//
MprA	b4599//b1111//b2839//
MqsA	b1728//b4174//
MurR	b0523//
Nac	b2169//b4401//b3547//b1430//b2063//
NadR	b2216//b0484//b4094//
NagC	b2600//b1536//b4104//b3967//b3525//
NanR	b0145//b0670//
NimR	b2604//b3502//
NsrR	b2820//b2868//b0108//b4203//b1434//b2290//b1623//b0512//b3190//b0654//b3157//b0665//b3967//b1848//b2171//b3395//b0237//b0864//b2465//b1890//b0073//b4417//b0696//b3790//b2435//b2558//b4090//b0346//b1410//b2152//
NtrC	b1704//b1203//b2614//b4444//b0513//b3141//b3661//b3956//b1881//b0971//b4406//b3241//b1488//b1487//b0405//b1914//b4663//
OmpR	b3612//b4481//b1327//b3980//
OxyR	b1102//b0072//b4673//b0392//b1567//b0139//b2574//b0398//b3188//
PaaX	b2211//b2823//
PepA	b3493//
PgrR	b1325//b1016//b1926//b2601//b2152//b3957//b2146//
PhoB	b2147//b0743//b1386//b2541//b4097//b1131//b1925//b3788//b1609//b0855//b1945//b0475//b1377//b2402//b0517//b2464//b0730//b3241//b2824//b0536//b1092//b3432//b3067//b1567//b4484//b0378//b3958//b4280//b0447//b4102//b0839//
PhoP	b0604//b1924//b4241//b0231//b2687//b3521//b2061//b3919//b4200//b0794//b2824//b3980//b1102//b4279//b2311//b3423//
PspF	b1888//
PurR	b1078//b1264//b2232//b0796//b1540//b1200//b1327//b3431//b3789//b4085//b0237//b3501//b3356//
RbsR	b2779//
RcdA	b3460//b0484//b0786//
RclR	b2068//b0924//b2666//
RcnR	b1013//
RcsAB	b2559//b2402//b0793//b1083//b3022//
RcsB	b2608//b0922//b1111//b3270//
RcsB-BglJ	b3793//b4416//b0475//b0162//b3455//b2397//b0216//b1781//b1075//b0923//b1252//
Rob	b3060//
RutR	b3096//
SdiA	b2538//
SgrR	b4416//b2168//b3784//b3432//b1887//b3830//
SoxS	b3680//b0750//b3364//b0294//b0912//b3021//
SutR	b0069//b4567//
TorR	b1618//
TrpR	efeU_2//b0654//b3395//b4401//b0166//b3393//b4426//b1020//
TyrR	b1277//b1277//b0923//
UidR	b1262//
UvrY	b3067//b1163//
XapR	b4092//b1078//
YdeO	b0839//b2808//
YjjQ	b4087//b0777//b1655//b3612//b4435//b4523//b0162//
YpdB	b0293//
YqhC	b1887//b3455//
ZntR	b4445//
ZraR	b1220//
Zur	b1016//b0392//b1888//b1536//b1409//
