#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b3956//
PhoP	b1568//b3547//b1540//b3460//b0854//b0730//b2063//b0486//b3919//b2530//b3672//b3156//b2737//b1409//b1881//b2171//
PspF	b2541//
PurR	b3730//b0107//b4242//b2374//b0796//b4249//b1783//b0774//b1623//b0687//b3967//b1924//b3558//
RbsR	b0684//
RcdA	b3356//b0755//b0443//
RclR	b1704//b4370//b2538//
RcnR	b3022//
RcsAB	b0513//b3049//efeU_2//b1032//b1577//
RcsB	b1982//b2232//b3138//b1719//
RcsB-BglJ	b3912//b0399//b1082//b4098//b0653//b1676//b3616//b0523//b1003//b0068//b1618//
Rob	b2580//
RutR	b3395//
SdiA	b0166//
SgrR	b4025//b4002//b0146//b0234//b0060//b1567//
SoxS	b2310//b3774//b4043//b0745//b2787//b4451//
SutR	b2396//b2537//
TorR	b1783//
TrpR	b0109//b3494//b0072//b2465//b0507//b2608//b1618//b2818//
TyrR	b2737//b0775//b0403//
UidR	b3501//
UvrY	b3614//b0339//
XapR	b3241//b2895//
YdeO	b3138//b2787//
YjjQ	b2604//b0110//b1947//b3665//b1265//b3425//b3141//
YpdB	b2375//
YqhC	b2864//b0385//
ZntR	b3395//
ZraR	b4092//
Zur	b4054//b4705//b2821//b1203//b1411//
