#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2574//
NsrR	b1790//b2189//b0234//b1889//b0987//b0080//b1618//b1091//b3613//b4090//b0403//b2059//b1485//b1079//b1950//b1654//b0475//b3558//b2063//b1982//b3021//b0080//b1002//b0588//b2171//b1207//b1229//b0688//b0987//b3830//
NtrC	b1706//b0514//b3796//b3864//b2497//b3156//b2609//b3957//b4443//b3960//b2498//b3558//b3916//b2396//b0684//b2529//b4160//
OmpR	b0447//b1205//b1261//b0107//
OxyR	b3957//b0508//b0397//b1728//b2685//b1277//b4513//b0140//b1429//
PaaX	b0774//b3796//
PepA	b3423//
PgrR	b2558//b2310//b1163//b0744//b3661//b3494//b4242//
PhoB	b1203//b0774//b3830//b0403//b4213//b1714//b2553//b3186//b2537//b0744//b4104//b2497//b0792//b3469//b3011//b1409//b4203//b1537//b1321//b0513//b2436//b0745//b1077//b3141//b1913//b3141//b0443//b2146//b4241//b1846//b3781//
PhoP	b3062//b1784//b1020//b3670//b3431//b0517//b0485//b1954//b1924//b0403//b3356//b1729//b2058//b0151//b2895//b1879//
PspF	b4086//
PurR	b3137//b3185//b1322//b1729//b1528//b2895//b0050//b3432//b0069//b4174//b4159//cpxQ//b0398//
RbsR	b2580//
RcdA	b1400//b4364//b3013//
RclR	b1889//b1798//b2864//
RcnR	b0779//
RcsAB	b2686//b0397//b2152//b1888//b0385//
RcsB	b3813//b2666//b2967//b0745//
RcsB-BglJ	b0697//b0231//b1947//b1924//b0190//b4705//b1093//b1655//b3065//b1442//b4293//
Rob	b2171//
RutR	b4347//
SdiA	b1578//
SgrR	b3558//b3784//b3978//b3860//b4106//b4279//
SoxS	b2289//b3699//b2530//b1327//b0232//b3781//
SutR	b2211//b3912//
TorR	b3729//
TrpR	b1926//b2289//b2750//b2232//b3140//b2542//b1881//b1429//
TyrR	b0232//b2153//b2085//
UidR	b1091//
UvrY	b1609//b1714//
XapR	b0191//b1814//
YdeO	b0925//b3322//
YjjQ	b1081//b1536//b3959//b0403//b4150//b3959//b0814//
YpdB	b2000//
YqhC	b4054//b0156//
ZntR	b4481//
ZraR	b0778//
Zur	b2839//b4099//b4702//b4241//b2750//
