#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2824//
SoxS	b0341//b1888//b4523//b1536//b1846//b0050//
SutR	b0240//b4411//
TorR	b3066//
TrpR	b2750//b4450//b3572//b0123//b0892//b4292//b3792//b0293//
TyrR	b4458//b1613//b2313//
UidR	b0067//
UvrY	b0957//b3799//
XapR	b1578//b2171//
YdeO	b4406//b2607//
YjjQ	b1486//b0385//b3157//b0799//b0233//b2097//b3501//
YpdB	b2189//
YqhC	b2597//b0795//
ZntR	b2541//
ZraR	b1287//
Zur	b0861//b4160//b0664//b2414//b2542//
