#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b0565//
PhoB	b3006//b2684//b3469//b1205//b1203//b3781//b0216//b1441//b1488//b3242//b1111//b1949//b2531//b3967//b2597//b4106//b3460//b0166//b2584//b0755//b0971//b0922//b3793//b1452//b2604//b4101//b1263//b0051//b2821//b0793//b4202//
PhoP	b2153//b2414//b3616//b3967//b3500//b2818//b0384//b3060//b1322//b1925//b1322//b0080//b0751//b3670//b0377//b2686//
PspF	b4502//
PurR	b1032//b2608//b0109//b0166//b0855//b2464//b3063//b0068//b1713//b4086//b1252//b2751//b0814//
RbsR	b4671//
RcdA	b4399//b0673//b4663//
RclR	b4392//b4116//b2310//
RcnR	b1784//
RcsAB	b1540//b0523//b2787//b2388//b4451//
RcsB	b1287//b1859//b0864//b2498//
RcsB-BglJ	b1207//b0751//b4025//b0509//b3455//b1262//b1826//b1481//b2965//b3613//b3613//
Rob	b0664//
RutR	b3860//
SdiA	b1618//
SgrR	b1537//b3966//b1913//b4397//b2464//b4417//
SoxS	b3547//b0795//b0515//b1780//b2630//b1127//
SutR	b1252//sroC//
TorR	b0398//
TrpR	b1536//b4279//b1430//b2171//b1132//b3356//b2825//b3966//
TyrR	b0513//b4513//cpxQ//
UidR	b1484//
UvrY	b3392//b3424//
XapR	b0439//b2687//
YdeO	b4364//b1407//
YjjQ	b1288//b0697//b0743//b1409//b1967//b0814//b2609//
YpdB	b0303//
YqhC	b3798//b4101//
ZntR	b2671//
ZraR	b1485//
Zur	b4705//b3011//b2868//b1377//b1444//
