#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2062//
NtrC	b3798//b0523//b2063//b3730//b1263//b4086//b2605//b0776//b1288//b3774//b0516//b4054//b2609//b2058//b1081//b4102//b3494//
OmpR	b2553//b0301//b1782//b0484//
OxyR	b1889//b2216//b0052//b2541//b2750//b2666//b4370//b3469//b0743//
PaaX	b0507//b1546//
PepA	b0052//
PgrR	b1702//b0793//b0443//b2603//b3688//b0604//b3190//
PhoB	b4279//b2852//b3241//b3338//b1634//b3911//b2938//b2614//b1077//b3967//b0241//b0892//b0523//b3242//b3959//b1877//b0385//b2217//b2232//b1075//b3965//b3957//b2407//b1536//b4089//b4401//b4355//b3502//b2061//b4369//b4201//
PhoP	b0536//b2600//b0588//b1848//b0665//b0778//b1102//b2560//b1252//b0207//b4270//b0398//b1113//b2819//b0672//b1434//
PspF	b1079//
PurR	b3457//b0921//b0050//b0191//b2819//b0795//b3960//b0891//b0922//b0145//b3792//b2967//b4085//
RbsR	b1925//
RcdA	b0140//b3791//phnE_2//
RclR	b2787//b3864//b0685//
RcnR	b2820//
RcsAB	b0400//b1333//b1092//b3392//b3799//
RcsB	b3131//b2604//b4093//b1623//
RcsB-BglJ	b1885//b0139//b1810//b3958//b3798//b3269//b1287//b4417//b1379//b4451//b1949//
Rob	b0068//
RutR	b1878//
SdiA	b0400//
SgrR	b4270//b0508//b0971//b1707//b2465//b3612//
SoxS	b0303//b1729//b1411//b0522//b1409//b1848//
SutR	b4201//b3431//
TorR	b3617//
TrpR	b0970//b1546//b1079//b0508//b3558//b1567//b2310//b2538//
TyrR	b3458//b4506//b4397//
UidR	b1784//
UvrY	b2867//b0244//
XapR	phnE_2//b0397//
YdeO	b0139//b2698//
YjjQ	b2614//b2316//b0516//b1020//b1444//b0110//b4326//
YpdB	b0774//
YqhC	b3131//b0959//
ZntR	b1272//
ZraR	b3922//
Zur	b0841//b1947//b4506//b3614//b1220//
