#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1231//
FlhDC	b4203//b0841//b1131//b1408//b0153//b0341//b0507//b3432//b1634//b1444//b1714//b3356//b0854//b1004//b1287//b0730//b2987//b3661//b1536//b2852//b2059//b0856//b0074//b2529//b0068//b0673//b0684//b0995//b1003//b2374//b1890//b2169//b3572//b1283//b0774//b2580//b0652//b1861//
FliZ	b0591//
Fur	b3612//b2497//b3457//b3185//b2819//b4280//b4095//b0953//b0484//b1967//b0512//b0080//b0779//b1578//b0664//b1379//b4355//b1579//b3432//b0839//b3614//b3699//b1719//b1200//
GadX	b1198//b1634//b2311//b2372//b1641//b0536//b1784//
GcvA	b2826//b1283//
H-NS	b0672//b3938//b2671//b3454//b1205//b4175//b4129//b1430//b1568//b1091//b2631//b3005//b3572//b3393//
HU	b2396//b3242//
HcaR	b2168//b4670//sroC//b1166//b3140//b4116//
IHF	b0509//b1434//b1717//b2373//b3977//b2607//b3441//
IlvY	b2751//b3959//
IscR	b4443//b0750//b4088//b0399//b3671//b1719//b3500//b3730//
KdpE	b3049//b1883//b3140//b3965//
LeuO	b1566//b1741//b3531//b1783//b3616//b3671//
LexA	b2068//b4355//b2819//b3500//b3131//b0475//b1326//b0031//b0806//b0485//b1579//b4087//b4095//b4280//b3500//b0166//b3502//b0403//b4369//b0588//b4089//b1537//b2582//b1441//b1207//b1184//b0473//b1860//b3049//b1000//b3789//b3057//b3614//b0622//b0441//cpxQ//b2671//
LrhA	b0447//
Lrp	b4426//b3730//b1378//b3136//b0987//b2400//b3965//b0688//b1252//b0732//b2606//b1076//b0439//b3136//
LysR	b0066//
MalT	b2737//
MarA	b0687//b3186//
MatA	b1578//b1200//
McbR	b1568//
MetJ	b0071//b2212//b1003//b0912//b1566//
MlrA	b3322//b2751//b3787//b1945//b1707//
MngR	b3863//b1020//b2372//
MntR	b2967//b1487//
MprA	b4370//b0293//b3392//
MqsA	b2665//b2168//
MurR	b0517//
Nac	sroA//b3798//b2530//b3958//b0654//
NadR	b3547//b1784//b3608//
NagC	b2213//b0341//b0588//b1163//b3792//
NanR	b4097//b4567//
NimR	b4150//b3006//
NsrR	b3424//b3607//b1082//b1200//b4100//b1547//b1441//b3322//b3027//b1201//b2498//b2787//b0664//b1183//b2609//b0793//b3027//b0922//b4219//b3095//b2168//b2987//b0557//b4089//b2498//b1077//b1860//b4364//b3744//b1762//
NtrC	b1409//b1488//b4506//b3021//b2868//b1220//b0536//b0668//b4213//b0233//b3863//b3188//b2540//b2530//b1884//b4484//b1926//
OmpR	b1072//b1784//b4089//b3137//
OxyR	b3785//b0074//b0777//b2608//b2058//b4101//b3864//b1877//b2789//
PaaX	b0486//b4087//
PepA	b0106//
PgrR	b2097//b3322//b3242//b1283//b1488//b4370//b0484//
PhoB	b0237//b0377//b0107//b3911//b2372//b3060//b0345//b2574//b1261//b2435//b4024//b0398//b2839//b0106//b0068//b1579//b2063//b4702//b3788//b4699//b1949//b0755//b2597//b0517//b4618//b0517//b3441//b0383//b2291//b2509//b4087//
PhoP	b0987//b0666//b1481//b2436//b0786//b0447//b3503//b0166//b0708//b0152//b4254//b0515//b0698//b2147//b0513//b2580//
PspF	phnE_2//
PurR	b0684//b3027//b2146//b3813//b3060//b2403//b1131//b4201//b4254//b0622//b4134//b3067//b3789//
RbsR	b0922//
RcdA	b2059//b0399//b3786//
RclR	b3424//b0857//b0443//
RcnR	b3012//
RcsAB	b0241//b2171//b4202//b0398//b4054//
RcsB	b4201//b0730//b4086//b3242//
RcsB-BglJ	b3095//b1013//b1127//b1575//b4458//b4280//b4044//b1704//b2000//b4567//b0708//
Rob	b1325//
RutR	b1885//
SdiA	b4369//
SgrR	b0664//b2597//b1857//b1883//b1111//b4090//
SoxS	b0294//b0668//b3614//b3493//b3612//b0862//
SutR	b0392//b4673//
TorR	b1252//
TrpR	b2153//b0508//b0067//b2606//b0665//b3503//b1130//b1187//
TyrR	b4106//b2167//b2152//
UidR	b3923//
UvrY	b0995//b0378//
XapR	b0192//b0185//
YdeO	b1576//b1946//
YjjQ	b2938//b3773//b2787//b3156//b2605//sroC//b4673//
YpdB	b2685//
YqhC	b2822//b1861//
ZntR	b4513//
ZraR	b0652//
Zur	b2061//b0523//b3919//b3460//b0674//
