#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2469//
Lrp	b0398//b4392//b1263//b1547//b1719//b2537//b1078//b1883//b1728//b2211//b3432//b0995//b4506//b4242//
LysR	b1889//
MalT	b1092//
MarA	b4270//b0277//
MatA	b2374//b1410//
McbR	b0970//
MetJ	b1913//b1654//b4106//b3128//b1567//
MlrA	b3049//b3066//b0439//b0698//b0970//
MngR	b1165//b2059//b3612//
MntR	b2697//b2699//
MprA	b0190//b0849//b3956//
MqsA	b3008//b1283//
MurR	b3185//
Nac	b1400//b4219//b3395//b0953//b4670//
NadR	b0485//b1547//b1201//
NagC	b0067//b3608//b4426//b1016//b1444//
NanR	b3661//b1618//
NimR	b3788//b1261//
NsrR	b3323//b4393//b0731//b2373//b4129//b0382//b2787//b3672//b4100//b2401//b0190//b4481//b0515//b1846//b2542//b2427//b2189//b0240//b4292//b3645//b1194//b1925//b1859//b1948//b2893//b2789//b4522//b1887//b3425//b3521//
NtrC	b1409//b2503//b3699//b0475//b1540//b3912//b3271//b0244//b1608//b4085//b4201//b0486//b2965//b3190//b1430//b1200//b0341//
OmpR	b1287//b3607//b1200//b2528//
OxyR	b4663//b0074//b3806//b0301//b1165//b2530//b3806//b3269//b0655//
PaaX	b1540//b3394//
PepA	b0153//
PgrR	b3785//b2604//b0509//b3065//b0484//b0999//b1130//
PhoB	b2311//b4025//b4102//b1944//b0516//b4219//b0708//b2436//b3786//b3785//b3794//b0755//b2476//b2374//b0777//b3502//b1641//b0654//b4254//b3190//b4159//b0277//b1111//b3919//b3137//b3136//b4522//b1274//b0140//b1790//b0399//
PhoP	b3791//b1003//b2616//b3863//b3425//b3830//b3531//b1729//b1741//b0971//sroA//b2558//b4481//b1199//b0925//b2469//
PspF	b4219//
PurR	b1407//b4100//b3322//b0755//b1634//b4025//b4200//b2068//b1032//b0464//b4102//b4279//b4522//
RbsR	b3393//
RcdA	b0340//b3066//b1880//
RclR	b2147//b3860//b1481//
RcnR	b3671//
RcsAB	b1846//b4435//b3065//b0403//b1634//
RcsB	b0674//b3156//b1260//b1954//
RcsB-BglJ	b1546//b4355//b1924//b3922//b0536//b2374//b3532//b2987//b0796//b1016//b1810//
Rob	b2787//
RutR	b1886//
SdiA	b3958//
SgrR	b1714//b0698//b2060//b3062//b2559//b4699//
SoxS	b2751//b2597//b1944//b2938//b0517//b0793//
SutR	b3785//b0922//
TorR	b3137//
TrpR	b1092//b1634//b3785//b2822//b0109//b2608//b4105//b0924//
TyrR	b0273//b3744//b3959//
UidR	b4364//
UvrY	b3863//b3977//
XapR	b3338//b2503//
YdeO	b3859//b1132//
YjjQ	b3665//b1879//b1485//b3680//b0744//b2414//b0750//
YpdB	b2582//
YqhC	b4506//b4054//
ZntR	b0957//
ZraR	b4417//
Zur	b0516//b1826//b3614//b2105//b3967//
