#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2105//
Fur	b3799//b0999//b1880//b0774//b1003//b2665//b0839//b0673//b0786//b1579//b2217//b3911//b0684//b0384//b0856//b1183//yegZ//b0378//b0398//b3609//b4481//b2788//b1113//b1093//
GadX	b4094//b4450//b0925//b0153//b0688//b4134//b0860//
GcvA	b3137//b0891//
H-NS	b0891//b1183//b0792//b2538//b0031//b0515//b0399//b1946//b0111//b0970//b1914//b2311//b0799//b1000//
HU	b4201//b1333//
HcaR	b0398//b4481//b2232//b1261//b3938//b1032//
IHF	b2216//b0774//b1265//b1083//b2967//b2397//b0514//
IlvY	b2403//b1111//
IscR	b1954//b1093//b3237//b2819//b1408//b2153//b0923//b0666//
KdpE	b1411//b0860//b0294//b1879//
LeuO	b0964//b3978//b0654//b0730//b3613//b0674//
LexA	b0855//b4095//b1093//b0670//b2469//b2289//b3790//b3128//b0303//b2000//b0050//b2864//b2404//b4104//b0353//b3787//b0304//b1111//b3157//b2213//b1303//b4104//b3613//b3784//b1946//b3785//b0775//b1579//b0589//b0241//b2068//b0856//b4201//b1728//b3665//b4241//b4293//
LrhA	b2000//
Lrp	b1220//b0303//b1950//b0730//b3616//b3617//b1536//b2560//b4523//b3356//b3521//b1283//b0514//b3956//
LysR	b3781//
MalT	b1399//
MarA	b1441//b3096//
MatA	b3967//b4150//
McbR	b2396//
MetJ	b4416//b1272//b3645//b1547//b0513//
MlrA	b2060//b0796//b4025//b0353//b2427//
MngR	b0925//b1950//b0383//
MntR	b3830//b4087//
MprA	b0443//b1452//b0664//
MqsA	b1790//b1440//
MurR	b1430//
Nac	b1016//b1322//b3364//b0604//b0052//
NadR	b0654//b4292//b3547//
NagC	b2097//b3686//b2379//b1265//b1924//
NanR	b1861//b0403//
NimR	b0403//b3394//
NsrR	b3005//b3184//b3612//b0107//b3095//b1791//b1859//b1814//b4106//b2539//b1540//b3141//b4698//b2397//b4241//b3957//b2403//b2401//b1707//b0232//b0231//b1325//b2574//b0507//b0792//b1885//b1886//b0051//b1091//b0912//
NtrC	b4416//b1187//b1882//b3686//b1200//b2127//b0240//b3494//b0232//b3057//b0604//b2127//b0744//b3863//b1889//b1411//b4702//
OmpR	b3784//b1194//b3785//b1707//
OxyR	b0240//b4279//b3066//b1000//b1076//b0750//b1076//b3794//b1441//
PaaX	b4159//b1220//
PepA	b0970//
PgrR	b2684//b1902//b4105//b1707//b0874//b2476//b4484//
PhoB	b1944//b0392//b0110//b0806//b2559//yegZ//b4173//b1948//b1252//b0340//b0591//b1483//b0475//b2539//b0505//b2607//b3185//b0999//b2311//b4241//b3356//b3978//b0146//b2893//b0191//b0922//b1884//b0999//b3241//b4160//b0688//
PhoP	b0670//b0590//b3558//b4280//b4279//b2396//b3502//b0346//b3830//b2310//b3788//b3061//b3545//b1924//b3699//b1641//
PspF	b4458//
PurR	b2059//b2608//b3966//b1967//b2687//b1608//b0507//b0522//b4242//b3131//b0106//b1634//b0192//
RbsR	b3503//
RcdA	b0303//b2825//b3138//
RclR	b2153//b3185//b2560//
RcnR	b2614//
RcsAB	b2557//b2616//b2666//b4480//b1857//
RcsB	b4150//b3617//b0536//b0698//
RcsB-BglJ	b3338//b3916//b4416//b2189//b1132//b1260//b3672//b3976//b3242//b1883//b3959//
Rob	b1608//
RutR	b0786//
SdiA	b3138//
SgrR	b4002//b1948//b2063//b1229//b3138//b4293//
SoxS	b3137//b1379//b1409//b2574//b3011//b2469//
SutR	b0166//b0109//
TorR	b1925//
TrpR	b4370//b1166//b1434//sroC//b1077//b2866//b2427//b4270//
TyrR	b2893//b0216//b4513//
UidR	b1201//
UvrY	b3789//b3393//
XapR	b3140//b3699//
YdeO	b0775//b0504//
YjjQ	b0685//b1230//b0670//b1083//b2406//b4094//b2213//
YpdB	b1781//
YqhC	b3661//b0684//
ZntR	b4408//
ZraR	b2146//
Zur	b3364//b1846//b1163//b4086//b4097//
