#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b1780//
CynR	b0814//b1880//b0786//b4292//
CysB	b3364//b4702//b4175//b1608//b0486//b4368//b2821//b4098//b3066//b3525//
Dan	b3240//b1859//b0776//b0622//
DhaR	b1326//b0111//b1547//b3424//
DicA	b0340//b0189//b0779//b4613//b3645//b4260//b4174//b4097//
DnaA	b1547//b2893//
EvgA	b0590//b3798//b4523//b1608//b1187//b2059//b2062//
FNR	b3612//b3185//b4024//b0964//b2559//b1982//b1783//sroA//b2436//b3323//b1409//b4173//b3364//b1004//b4101//b3049//b1183//b2604//b0745//b0849//b3431//b4415//b2372//b1444//b3131//b4481//b0486//
FadR	b2310//b4089//b2608//b0743//b4025//b0971//b0589//b0684//
FeaR	b1072//
Fis	b3096//b1322//b0514//b1004//b1882//b0338//b1322//b2666//b1762//b1075//b4095//b3184//b1229//b3699//b3500//b0849//b1081//b3525//b3424//b3806//b3864//b0139//b0777//b4426//b3494//b3791//b2400//b1623//b0107//b1706//b2539//b1132//b4098//b0382//b0069//b4699//b4292//yegZ//b3022//b0066//b2406//b0384//b3957//b3458//b2406//b0793//b1229//b0891//b4705//b3186//b0151//b0743//b1166//b4506//b3131//b0110//
FlhDC	b4173//b2465//b0708//b1322//b4368//b0049//b2146//b3241//b2824//b2213//b4406//b4445//b2616//b4100//b1078//b3980//b2698//b1321//b2751//b2820//b0688//b0508//b0698//phnE_2//b1880//b4172//b4088//b4279//b3672//b3616//b2348//b0340//b2614//b2407//b0622//b0346//b0392//b0140//
FliZ	b3923//
Fur	b2528//b2825//b0890//b0231//b1634//b3791//b3500//b1889//b0598//b3455//b2402//b4090//b3979//b0146//b1261//b0806//b3065//b0384//b2752//b0684//b3532//b4043//b3027//b2538//
GadX	b2189//b2574//b0512//b0377//b0234//b2603//b4670//
GcvA	b1948//b1333//
H-NS	b2528//b0207//b1623//b1880//b1078//b0303//b0151//b0776//b1198//b0345//b3270//b1967//b0439//b3139//
HU	b3049//b3956//
HcaR	b3798//b1967//b4443//b1784//b0892//b1717//
IHF	b2373//b2616//b2893//b0732//b1166//b2866//b0475//
IlvY	b3063//b3006//
IscR	b3423//b1762//b0857//b0031//b2217//b3525//b2614//b2542//
KdpE	b2895//b2580//b0145//b2820//
LeuO	b4159//b3798//b2684//b1568//b3021//b3066//
LexA	b1322//b2061//b3237//b2465//b1167//b1321//b1073//b0517//b2060//b0855//b0345//b0890//b0925//b1609//b3670//b3957//b1714//b1762//b1073//b3067//b0874//b2895//b2435//b1430//b2698//b0233//b2584//b3916//b2864//b2752//b1741//b0192//b0074//b3141//b0687//b4043//b3744//
LrhA	b0964//
Lrp	b0338//b0891//b0674//b1032//b1547//b3322//b0072//b2824//b3061//b2127//b0745//b0504//b3798//b2937//
LysR	b2216//
MalT	b3441//
MarA	b2665//b2396//
MatA	b2609//b4398//
McbR	b3364//
MetJ	b4481//b1947//b1199//b1655//b4368//
MlrA	b3790//b1076//b3796//b1004//b1102//
MngR	b3049//b2146//b2427//
MntR	b1261//b1261//
MprA	b2212//b0814//b0860//
MqsA	b3787//b0774//
MurR	b4698//
Nac	b3139//b0277//b2867//b1707//b3323//
NadR	cpxQ//b3938//b4087//
NagC	b1164//b0654//b2407//b4099//b1333//
NanR	b3965//b2528//
NimR	b1944//b3322//
NsrR	b1077//b0687//b0971//b0698//b1880//b2751//b1826//b3922//b4160//b0504//b3912//b0232//b4092//b4104//b3469//b4408//b1579//b0697//b1880//b1220//b3441//b1442//b2666//b3790//b3456//b3137//b1074//b2852//b1890//b0665//
NtrC	b0060//b1914//b2528//b3011//b3608//b0708//b2379//b1411//b4702//b0216//b0921//b3186//b0152//b4241//b1130//b1303//b2171//
OmpR	b4699//b2529//b1326//b3956//
OxyR	b0598//b3796//b1728//b3454//b1166//b0080//b1400//b4098//b3960//
PaaX	b3545//b1913//
PepA	b3469//
PgrR	b2685//b4480//b2404//b1576//b3432//b3067//b1798//
PhoB	b4698//b1889//b2584//b1879//b2404//b1321//b0400//b1079//cpxQ//b3021//b4513//b1528//b1408//b2789//b3790//b0162//b3237//b3424//b1165//b3773//b0294//b2127//b0166//b4618//b4502//b3665//b0151//b1547//b0191//b0216//b4408//
PhoP	b1079//b3338//b1399//b4044//b0778//b2603//b3864//b1322//b2737//b3806//b3699//b3432//b4408//b2060//b0517//b2169//
PspF	b1016//
PurR	b3432//b1199//b0841//b1914//b0031//b1002//b3863//b2402//b0698//b3060//b3141//b3672//b1408//
RbsR	b4502//
RcdA	b0068//b0075//b4280//
RclR	b3270//b0110//b1411//
RcnR	b4671//
RcsAB	b2379//b1861//b1444//b0107//b4254//
RcsB	b1546//b0345//b0854//b1082//
RcsB-BglJ	b1198//b0687//b3806//b1399//b2060//b3614//b1032//b1883//b2789//b2189//b0192//
Rob	b4480//
RutR	b1004//
SdiA	b0995//
SgrR	b1569//b1950//b2965//b2189//b0512//b2211//
SoxS	b1409//b4450//b0604//b2938//b0795//b0698//
SutR	b3128//b3185//
TorR	b4671//
TrpR	b3063//b1091//b2557//b3060//b0273//b3966//b0778//b3607//
TyrR	b3458//b3645//b0049//
UidR	b0049//
UvrY	b3976//b2559//
XapR	b1846//b3156//
YdeO	b3243//b1184//
YjjQ	b4100//b1488//b3864//b0072//b1879//b0509//b1947//
YpdB	b3096//
YqhC	b0953//b1728//
ZntR	b4200//
ZraR	b1207//
Zur	b3938//b3916//b4160//b0516//b3338//
