#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2216//
NtrC	b1857//b4450//b3455//b0162//b1325//b1798//b1888//b4481//b0068//b0987//b3796//b4522//b2289//b3022//b2316//b3729//b1618//
OmpR	b0504//b0068//b0665//b3912//
OxyR	b3966//b3013//b2789//b4406//b2631//b0234//b0111//b1207//b0924//
PaaX	b2171//b1848//
PepA	b2541//
PgrR	b1287//b4506//b1441//b0244//b2169//b2600//b3614//
PhoB	b0190//b3431//b2404//b0536//b3686//b0400//b4699//b3061//b2818//b4663//b3431//b3558//b1814//b1878//b1321//b0684//b1717//b1566//b3183//b2213//b3027//b2469//b1127//b1132//b4089//b1164//b0145//b1729//b3976//b1075//b3670//
PhoP	b1536//b1203//b3911//b0060//b1000//b0964//b0590//b2540//b2407//b4671//b1277//b4101//b4480//b4392//b0922//b2821//
PspF	b0924//
PurR	b2290//b2537//b3608//b2604//b0654//b4702//b0598//b3965//b1440//b3140//b1654//b3131//b0732//
RbsR	b3027//
RcdA	b3607//b0207//b2539//
RclR	b1167//b3612//b3787//
RcnR	b1378//
RcsAB	b3730//b2436//b0107//b0516//b0799//
RcsB	b0863//b3863//b0891//b3243//
RcsB-BglJ	b0338//phnE_2//b1810//b0060//b0664//b2607//b2808//b3781//b1967//b0234//b2348//
Rob	b4129//
RutR	b3572//
SdiA	b1790//
SgrR	b0191//b0485//b0382//b2584//b4099//b1074//
SoxS	b2965//b0231//b2060//b1914//b3790//b4025//
SutR	b3786//b2211//
TorR	b1113//
TrpR	b0516//b1728//b1537//b1200//b1442//b0231//b1409//b4408//
TyrR	b4013//b0405//b1634//
UidR	b1016//
UvrY	b1729//b0750//
XapR	b1713//b0185//
YdeO	b2348//b3356//
YjjQ	b4364//b0688//b3502//b2528//b0152//b2427//b0107//
YpdB	b1274//
YqhC	b0304//b0557//
ZntR	b0443//
ZraR	b0774//
Zur	b0730//b1411//b1880//b1634//b0856//
