#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:59 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/simple_regulons_bnum.txt
AcrR	b2751//
FNR	b1452//b2529//b2603//b0652//b0892//b4599//b0891//b0751//b3531//b0509//b4443//b0504//b2063//b1729//b3141//b3922//b2146//b3916//b1013//b0653//b2666//b0793//b4129//b0666//b4213//yegZ//b3322//
FadR	b2312//b0924//b0516//b4401//b4523//b2372//b1452//b4024//
FeaR	b4202//
Fis	b2600//b3067//b3240//b4092//b1945//b3661//b1444//b0777//b0486//b1857//b1925//b3793//b0377//b3141//b0192//b2574//b3503//b1272//b4293//b3609//b1377//b1073//b1547//b3978//b3788//b2059//b3424//b1654//b0071//b4292//b1411//b3773//b0959//b2820//b3393//b1333//b1883//b3864//b3183//b0622//b0688//b4355//b4086//b1790//b3184//b0685//b3057//b0668//b2310//b1634//b4100//b2787//b2631//b1274//b0995//b3790//
FlhDC	b2965//b1484//b1434//b2789//b4174//b3525//b0987//b3057//b2597//b3793//b3454//b1263//b1790//b0924//b2168//b0385//b1326//b4506//b0674//b1548//b4673//b1229//b4368//b0338//b2601//b0860//b0185//b2866//b1618//b2469//b2372//b0987//b3065//b1013//b1200//b2822//b0696//b2153//
FliZ	b1091//
Fur	b1954//b4663//b0744//b0511//b3979//b0111//b2212//phnE_2//b3061//b0523//b3547//b0970//b2839//b3967//b4096//b2400//b4445//b2371//b3958//b0673//b3813//b1082//b3789//b3525//
GadX	b0970//b0745//b3744//b0654//b1567//b0652//b4200//
GcvA	b4042//b3503//
H-NS	b2169//b4671//b1877//b1954//b1187//b3469//b3671//b2614//b0685//b3671//b0071//b1081//b2414//b2608//
HU	b0151//b0123//
HcaR	b3960//b3793//b1654//b3022//b0774//b3392//
IHF	b1102//b0145//b2606//b1443//b1540//b1288//b1288//
IlvY	b2375//b4013//
IscR	b0066//b0233//b0839//b2371//b1741//b3729//b4201//b3688//
KdpE	b2348//b1719//b3788//b3911//
LeuO	b1762//b2000//b4663//b3978//b0443//phnE_2//
LexA	b1528//b3240//b3268//b3744//b3789//b0190//b2560//b4159//b3730//b1982//b4450//b0604//b1578//b4087//b3006//b4522//b0304//b4088//b3423//b0512//b0185//b2967//b4175//b2152//b4415//b2787//b1265//b2063//b4392//b1879//b0069//b1198//b1429//b0441//b2058//b0397//b1860//
LrhA	b4513//
Lrp	b3066//b3423//b2097//b0923//b1003//b2752//b0755//b0751//b0855//b4599//b0665//b1231//b4086//b0233//
LysR	b1322//
MalT	b3502//
MarA	b0891//b4173//
MatA	b3456//b3958//
McbR	b3979//
MetJ	b2530//b4406//b0922//b3785//b1261//
MlrA	b1130//b4099//b1410//b2465//b0750//
MngR	b2684//b2542//b2686//
MntR	b0655//b3008//
MprA	sroA//b2616//b3960//
MqsA	b2168//b2582//
MurR	b3013//
Nac	b3457//b3425//b1728//b3966//b1926//
NadR	b1078//b2574//b0750//
NagC	b0509//b1618//b1263//b0793//b3393//
NanR	b0517//b4102//
NimR	b0655//b1579//
NsrR	b1386//b0150//b3699//b3670//b4201//b1264//b0774//b0166//b3493//b3959//b3356//b0486//b1378//b0923//b1452//b1429//b2311//b1483//b4089//b2147//b4279//b0799//b4249//b2310//b4671//b0031//b2751//b4090//b4279//b0745//
NtrC	b0604//b1781//cpxQ//b3269//b3976//b2406//b1782//b4013//b1826//b0588//b0392//b3729//b3979//b4025//b3139//b4260//b2893//
OmpR	b0031//b1718//b4364//b4401//
OxyR	b3184//b0959//b0685//b3941//b3455//b1714//b2839//b1902//b2289//
PaaX	b0241//b1164//
PepA	b3784//
PgrR	b1283//b3431//b2557//b1379//b4279//b2789//b4175//
PhoB	b3431//b2825//b0505//b3863//b1944//b2406//b2868//b2316//b4260//b3793//b3502//b4613//b3959//b2867//b0233//b1164//b2698//b3958//b3830//b2893//b2789//b0912//b4370//b2822//b3922//b3786//b0304//b0301//b0398//b2788//b4099//
PhoP	b1948//b2291//b3789//b0074//b1132//b0654//b1199//b2539//b4613//b4213//b2528//b0999//b1481//b4450//b0111//b2819//
PspF	b1260//
PurR	b3614//b0664//b1944//b3813//b1167//b1272//b2788//b1321//b1924//b2597//b3532//b1488//b1578//
RbsR	b3773//
RcdA	b1528//b0750//b0153//
RclR	b1567//b2498//b0341//
RcnR	b0301//
RcsAB	b1430//b1321//b4150//b0511//b3157//
RcsB	b3062//b1578//b4098//b0484//
RcsB-BglJ	b1409//b0107//b1780//b4445//b0793//b4398//b3665//b4364//b1887//b1080//b4254//
Rob	b2373//
RutR	b1537//
SdiA	b4397//
SgrR	b1485//b0796//b3061//b1704//b2406//b4513//
SoxS	b2699//b2607//b2630//b1707//b0708//b4670//
SutR	b0207//b4270//
TorR	b3686//
TrpR	b3794//b1781//b1881//b1386//b3547//b2068//b4159//b3794//
TyrR	b0622//b3269//b2671//
UidR	b3958//
UvrY	b3797//b0855//
XapR	b4172//b2063//
YdeO	b2600//b1075//
YjjQ	b4599//b1569//b1092//b3863//b1078//b4292//b0398//
YpdB	b4105//
YqhC	b2290//b3456//
ZntR	b1111//
ZraR	b1379//
Zur	b3503//b3958//b1877//b2085//b2085//
