# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	mcrB//
go_0006268_9	purT//cobC//
go_0006269_6	sucB//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	fau//serC//
go_0006281_6	preA//nemA//dgoD//alkB//epmC//yigB//lpxM//glpC//hcaF//fucO//gpsA//ampH//folD//birA//glpC//rsmG//rlmJ//
go_0006283_8	
go_0006284_7	udp//nemA//frlC//rluA//gph//nagZ//
go_0006285_6	ychF//lysC//eda//uvrC//
go_0006288_8	lysC//speG//
go_0006289_7	
go_0006298_7	gabD//hflX//proS//prs//
go_0006301_7	
go_0006302_7	lysA//tynA//
go_0006307_8	rsmA//yqhD//lysS//fcl//ruvA//
go_0006308_6	argK//ghrB//ascB//prpB//
go_0006310_6	bioF//ribE//speE//hcaB//tdcE//
go_0006313_4	folD//
go_0006351_6	ubiI//yieF//
go_0006352_7	
go_0006353_7	
go_0006354_7	narY//
go_0006355_7	yigL//
go_0006357_8	
go_0006364_9	leuD//pphA//waaY//rsgA//
go_0006378_8	gor//
go_0006396_7	ppsA//fdhF//solA//ldtC//entD//
go_0006397_8	xthA//
go_0006399_8	eda//nemA//
go_0006400_7	lpxP//mnmG//panB//der//lyxK//
go_0006401_6	ruvB//pabB//ydfG//cysG//sseA//dgcT//
go_0006402_7	glgP//hemE//proC//uxaA//glxR//ldcC//tehB//
go_0006412_6	aroG//nudB//ynfH//waaA//frdA//
go_0006413_4	ycjU//
go_0006414_6	
go_0006415_7	polB//paaH//
go_0006417_7	pabC//mrcB//
go_0006418_7	aspS//psd//guaC//clsB//mobA//kdsC//nemA//umpG//xthA//fbaA//hisA//
go_0006419_8	yhdH//
go_0006420_8	ackA//
go_0006421_8	hcp//
go_0006422_8	polB//
go_0006423_8	recR//
go_0006424_8	yeaG//bglX//
go_0006425_8	nrdB//
go_0006427_8	yihX//
go_0006428_8	rph//
go_0006429_8	hyaA//
go_0006430_8	mpaA//sufS//
go_0006431_8	rimK//
go_0006432_8	lysC//
go_0006433_8	prpC//
go_0006434_8	sodA//
go_0006435_8	mpaA//
go_0006436_8	fadI//
go_0006437_8	rffM//
go_0006438_8	aroK//
go_0006448_8	
go_0006450_4	argG//lpcA//phnJ//rsmA//ansB//tdcG//
go_0006457_3	pgaB//rsmD//nfi//phnH//apt//kdsD//lpxP//
go_0006458_4	
go_0006464_6	dacA//fkpA//kdgK//gutQ//rfbB//dcm//cof//pta//
go_0006465_6	rlmC//moeB//tdcD//
go_0006468_7	murG//
go_0006470_7	ulaD//nrfA//fau//yagF//rnb//
go_0006473_8	glcB//
go_0006474_6	umuC//fau//yegS//
go_0006476_8	rlmI//
go_0006479_5	thiI//pdeR//sucA//ycjU//malQ//insI-1//
go_0006486_5	yciV//
go_0006490_5	recG//
go_0006508_5	yhdJ//lpxD//clsA//roxA//dgcZ//pyrD//queF//purD//purA//dmsB//aroH//uxaB//eptA//nrdA//udk//pgpB//yhdH//nrfC//lpxP//yjhG//proB//rsmF//glgB//malS//mmuM//lpxL//torC//ribF//cysK//nirB//pdxH//ldcA//umuD//
go_0006515_7	lpxB//argA//patA//chbG//trmH//alkB//argB//
go_0006517_6	garD//ssuE//
go_0006518_5	iscS//ulaG//
go_0006523_8	hcp//rne//
go_0006524_8	
go_0006526_8	fadH//pncB//aphA//paaB//epmB//lpxC//pgaB//
go_0006527_8	yggF//hisB//sodB//plsB//galU//
go_0006529_7	gnd//lpxT//
go_0006530_7	otsB//chbF//metH//umuC//
go_0006531_7	caiB//
go_0006532_8	argB//pldB//metE//
go_0006535_8	folD//dapB//nfsB//
go_0006537_8	rnb//
go_0006538_8	hemB//kduI//
go_0006541_7	gcvH//bacA//acpH//metK//rrrD//
go_0006542_8	glcD//nrfA//
go_0006543_8	
go_0006545_6	trmD//
go_0006546_6	pheA//aes//cysG//
go_0006554_8	yjiA//fabI//tdcE//
go_0006556_5	folE//
go_0006559_6	insI-2//
go_0006561_6	mnaT//nadD//
go_0006563_7	guaD//
go_0006564_8	moaA//ldtD//metG//rsmI//
go_0006565_8	agp//ppiC//rluE//cdh//ispF//
go_0006566_7	pdxB//
go_0006567_8	hcaE//hpt//ybiV//phnN//ribD//folM//kduI//
go_0006569_7	rffT//
go_0006571_7	gatZ//fucK//
go_0006593_7	pdeF//
go_0006598_8	umpG//mnaT//malZ//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	carA//cobC//
go_0006631_5	mnmA//coaE//dusC//yeaE//lpd//
go_0006633_6	pyrF//arnT//ampH//rnd//pphA//mcrA//narY//ddlB//fucI//yjcS//puuE//
go_0006635_6	tyrS//mraY//waaO//paaC//lsrG//gcvH//mhpB//dam//avtA//hemB//nirB//dgcM//
go_0006636_7	
go_0006637_5	ftnA//yfiC//mazG//arsC//nfsB//
go_0006646_7	
go_0006650_6	
go_0006654_7	metK//
go_0006655_7	umuC//thiD//
go_0006725_4	rihC//
go_0006729_6	gudD//metL//
go_0006730_4	rbsK//birA//pgk//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	nadC//mutL//tig//sdaB//feaB//mmuM//mraY//rlmC//asd//lgoD//idi//metK//
go_0006749_5	insI-2//opgB//
go_0006750_6	allB//yihX//
go_0006751_6	cobC//
go_0006757_5	pyrD//
go_0006760_5	fucK//
go_0006761_7	gpmA//
go_0006771_5	dgoK//
go_0006772_6	rsmI//lpxD//
go_0006777_5	torY//menB//lpxM//rbsD//ppsA//
go_0006779_6	tcdA//sdhD//ydfG//icd//pdxB//
go_0006780_7	asnA//
go_0006782_7	yhdH//nrfD//glcB//pphB//
go_0006783_5	yfeX//nirD//iaaA//murB//yajO//proA//entA//
go_0006790_4	thiM//nrdA//mutL//proB//ldtC//ydfG//lldD//hyi//waaP//trmD//
go_0006791_2	yghU//amyA//recO//
go_0006793_4	wcaJ//nudC//
go_0006798_5	yjcS//
go_0006799_5	gpsA//
go_0006801_5	proB//glxK//yihS//
go_0006805_4	plsC//murG//thrC//nrfA//
go_0006807_3	malY//dmlA//yjjG//
go_0006808_4	plsB//
go_0006810_4	puuA//yqaB//cysN//phoA//rbsD//dmsB//sgbE//rsgA//ndk//cysN//pyrH//hyaC//cysI//rlmC//yigB//pheT//gstA//alkA//yfdR//uxaC//gstB//nrdB//yciV//fbp//pta//ubiG//waaL//pnp//pykA//dhaM//nudC//otsA//mtn//rbsD//fkpA//tag//yjiA//puuB//pyrH//selD//speB//hcaE//galK//nudB//ppx//dut//entA//tmcA//hcp//argK//galU//feaB//uvrA//fadM//ruvC//gpmM//pyrC//tatD//cynS//mobA//lpxB//yagE//rutC//gpmM//murB//speB//mdh//adhE//ravA//arnA//fes//trmD//pdxB//arsC//waaF//apt//gpsA//
go_0006811_5	opgB//ubiH//acnA//uidA//lsrK//cheB//metG//leuS//ligB//tadA//preT//
go_0006812_6	rluB//spoT//
go_0006813_8	fabA//mtn//fucO//entD//glpX//lpxL//lpxD//gstA//
go_0006814_8	rsmC//yeaG//ilvA//trmH//
go_0006817_8	gcd//
go_0006820_6	roxA//adk//ogt//sdhD//mcrA//
go_0006821_8	yigB//
go_0006824_8	cpdB//ribF//ynfH//speD//
go_0006825_9	fkpA//
go_0006826_9	gstB//
go_0006828_9	truA//
go_0006829_9	puuB//dxs//astC//uxaC//nhoA//
go_0006833_6	
go_0006835_8	treA//kbaY//
go_0006847_8	argK//
go_0006855_6	selA//aldA//lpxK//proS//waaG//aroC//tatD//abgB//glpC//nrfD//ssuE//ilvM//waaA//sodA//
go_0006857_7	rrrD//gmk//proA//
go_0006863_7	abgA//
go_0006865_6	insI-1//gcd//fadE//cysN//ulaE//torZ//lacZ//manA//ushA//btuE//sdhA//phnI//rutB//folM//ilvD//metF//mltF//mltA//scpB//hemE//preA//
go_0006868_7	rdgB//
go_0006869_6	pgpA//
go_0006874_8	
go_0006876_8	pdxK//
go_0006878_9	aroG//
go_0006879_9	rluC//yihX//
go_0006880_4	mocA//aroL//
go_0006882_8	fumB//
go_0006883_8	pgpB//cfa//alaS//
go_0006884_4	
go_0006885_9	fabA//
go_0006886_5	
go_0006928_3	purA//
go_0006935_4	yjhG//dgoA//cobB//truB//tatD//
go_0006970_4	trpA//mak//phnH//rlmG//uvrC//psd//
go_0006972_5	gshB//bglX//frdA//deoC//aceF//
go_0006974_5	mutM//udp//galE//katE//pepD//speD//pdeF//frc//rfaE//trmH//rsmH//pepD//yhdJ//purC//treF//mltF//galT//tilS//sucB//ansB//spoT//tsaB//tyrB//pdeH//dnaQ//dgoA//garL//pgk//phnG//araD//purD//cof//rutC//frdA//yihX//narG//entE//katE//glgA//rffT//betB//hisI//rlmF//ppiA//tyrA//yjcS//gpt//abgA//cheR//ulaD//mmuM//fkpB//yieF//trpA//bglA//aroK//hisH//glcE//pdeF//solA//yggF//ldtC//fabH//hinT//pncB//dnaQ//paaH//ynfE//narV//araD//acnB//tyrS//rhaM//ackA//trpE//tdcD//ldcA//dapF//ybjI//argK//tmcA//mmuM//malQ//nfsB//serA//frlC//proC//hcaE//truB//queG//tmcA//ybiV//kbaY//avtA//ahr//
go_0006979_4	gloB//ldtD//ispG//aroD//lpxM//murF//glcB//tauD//melA//cynS//dusC//csdA//allB//fdhF//rihA//guaC//yccX//yeiG//murG//folA//rbn//hflX//ltaE//nemA//cysQ//curA//
go_0006986_5	atoB//
go_0006995_6	ssuE//waaB//
go_0007059_3	rimK//nudG//
go_0007062_4	
go_0007155_3	argG//
go_0007165_3	mnmC//recG//
go_0007234_5	
go_0007584_4	
go_0008033_9	ruvB//hisA//garL//mnmC//ahr//yfeX//cysN//polA//
go_0008104_4	
go_0008152_2	preT//lysA//folX//menE//dxs//melA//gloC//frdA//rihA//recO//citX//ybiV//nrfA//citC//thrS//lpxM//queC//
go_0008156_8	
go_0008219_3	
go_0008272_6	hemE//gltX//
go_0008295_6	glmS//tdcG//narV//
go_0008299_5	atoB//
go_0008360_4	ampD//astB//pnp//yghU//bglA//pdxY//proA//paaF//cheR//narI//tehB//
go_0008610_5	narI//mltB//hemA//rhaD//
go_0008615_6	yeaG//agp//lipB//phnN//yfcF//nadK//dosP//
go_0008616_8	phoA//arnA//rihA//rnpA//alsE//rsuA//
go_0008643_6	pncB//malZ//rffG//mltD//rsmG//guaB//hdhA//acpS//ilvM//dapF//phnJ//valS//recF//tdcB//dapA//yihU//yqjH//nudC//
go_0008652_5	waaZ//cysS//eptC//aes//gmhB//trmI//bglB//btuE//
go_0008653_5	
go_0008654_5	trpB//dut//entD//trpS//
go_0009050_6	nrdE//pyrC//
go_0009052_6	insI-2//fucI//kbaY//ubiG//asd//cmoA//
go_0009056_3	glmM//
go_0009058_3	rffH//aceA//rlmF//aroE//
go_0009060_6	purB//patD//ychF//fruK//galM//menD//gatD//
go_0009061_6	ynfH//kdgK//cysS//ribF//spoT//metC//ybjI//mtn//cheR//dcyD//pyrE//nudG//entF//ruvA//rlmF//deoC//cysC//guaD//tauD//purU//kduD//
go_0009062_6	proB//
go_0009063_5	nrdA//ymdB//cobS//
go_0009070_7	guaC//
go_0009073_6	ribB//nadA//lipB//leuS//mhpC//kdsB//fadD//pldB//entA//idnO//dfp//
go_0009081_5	alaA//rsmE//
go_0009082_6	hisH//cysG//aceB//argB//fkpA//rpiA//tcdA//
go_0009085_8	hchA//
go_0009086_7	trmA//wzc//purB//yihX//sbcB//
go_0009088_8	lysS//wzc//
go_0009089_6	gcvT//amiD//pgk//eutB//mutS//hisF//
go_0009090_8	sdhC//chbF//ispH//ruvA//
go_0009092_7	sufS//
go_0009093_7	
go_0009094_6	truD//waaU//tnaA//
go_0009097_7	mtgA//entF//citC//cysK//udk//
go_0009098_7	pdeR//citE//rlmF//dapD//eda//fadA//
go_0009099_7	ulaF//fdhF//trmA//ansA//eno//preT//ybjI//
go_0009102_6	pagP//dacD//alsK//narG//ybiV//mhpA//tig//garR//uxaA//
go_0009103_6	araB//nudG//ligB//yfcF//preA//hdhA//aroG//ubiD//tdcG//
go_0009106_5	frmB//
go_0009107_6	bfr//gabD//
go_0009108_6	queA//
go_0009116_5	menA//clsC//
go_0009142_7	ilvD//
go_0009143_7	entF//
go_0009152_8	preT//
go_0009157_8	nudB//
go_0009166_7	prpB//umpG//
go_0009168_9	waaA//
go_0009220_8	gcvH//citE//
go_0009224_9	mutM//
go_0009226_6	murA//lpxB//
go_0009228_7	nfi//tdcD//truA//codA//leuA//ampD//garK//lpcA//lpxD//
go_0009229_6	hemA//waaQ//
go_0009231_6	prmC//bacA//speE//rluF//psd//ssuE//paaC//
go_0009234_7	waaO//speC//udp//murD//betB//fadI//nrdA//ada//gatZ//
go_0009236_6	thiH//purN//treC//tdcD//rfaE//melA//
go_0009237_4	moaA//opgE//
go_0009239_6	aceF//fabH//hisI//ruvC//mutS//hflX//murA//otsB//
go_0009240_6	fkpA//
go_0009242_6	surA//tktA//dgcT//rnt//lldD//rfe//lpxT//apaH//
go_0009243_7	ravA//
go_0009244_7	pgaD//upp//caiD//aceB//waaC//selD//phnJ//nrdF//nrfA//puuC//rsmE//glmS//ulaE//hemE//rihC//hchA//rsmA//tesB//yfeW//hcaE//lsrK//opgE//
go_0009245_6	ydiO//waaF//cobT//allD//aroC//mazG//glyS//ilvA//puuE//
go_0009246_6	aroF//ddlB//gpsA//gatY//pgm//cheR//
go_0009249_6	torC//narZ//fadE//
go_0009250_7	
go_0009251_7	edd//
go_0009252_7	nrfA//gcvT//amyA//acnA//gcd//fadA//alkB//ydiO//galU//ilvE//nfi//pgsA//ispH//fucK//argB//fau//rluA//glgX//tadA//lpxT//dusB//speG//recJ//nadK//aroH//
go_0009253_8	tsaE//yghU//nrfD//ispB//rsmB//nagB//leuC//dapD//glgC//dmsB//
go_0009254_8	pdxK//moaE//sdhD//dnaQ//xapA//rrrD//ldtC//yfcF//thiL//cysM//aceF//
go_0009257_8	gor//ugd//deoA//tdcG//
go_0009263_6	nrfB//yeaG//
go_0009264_6	fabH//rbsD//
go_0009265_7	sodB//
go_0009266_4	pldB//aroG//plsC//pyrF//purF//selD//
go_0009267_5	clsA//tyrS//
go_0009268_4	ydiB//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	lgoD//
go_0009297_6	
go_0009298_7	dmsC//asnB//nagK//
go_0009305_7	epmB//
go_0009306_4	
go_0009311_5	
go_0009314_4	gstA//patD//rffC//frdB//bfr//lipA//rsmA//aspS//eutD//ligA//nadC//cysK//prmB//rfbC//trpD//yagE//pdeF//
go_0009372_5	ispG//apt//frdC//
go_0009396_6	ymdB//dmlA//
go_0009398_7	rfbD//
go_0009401_7	cobS//bfr//nudC//betB//purT//dut//clsB//cmoB//rnd//tsaD//ravA//mltD//gstA//nanE//bacA//ubiG//uxaC//alsE//pgpB//selB//
go_0009403_5	
go_0009405_4	
go_0009407_3	gloB//
go_0009408_4	argE//edd//fadM//frlB//entH//acpT//alkA//mutT//pgaD//gloB//amyA//bglA//eptC//xylA//yqaB//tmcA//lpoB//pbpC//dmsA//pepD//glgB//nirB//recG//puuD//rpiB//add//
go_0009409_4	tdcD//glxR//
go_0009410_4	tpiA//
go_0009411_6	fumA//betA//mug//mhpA//eno//hemG//cheR//thrA//umuC//
go_0009416_5	entA//azoR//
go_0009423_8	waaY//araD//waaS//ydfG//
go_0009432_5	mnmG//nhoA//proC//tdk//malS//
go_0009435_9	glgA//sdhB//serS//napB//ubiX//
go_0009436_6	thiH//fruK//nrfD//rlmM//
go_0009437_5	
go_0009438_5	
go_0009440_6	ddlB//dam//sucD//
go_0009442_7	ssuE//mtlD//btuE//carB//accC//
go_0009443_5	ribA//prmC//xapA//
go_0009446_6	moeB//rsmA//
go_0009447_6	hemD//xapA//pyrF//hyaB//mog//cysC//hisH//ybhA//
go_0009450_6	aspA//ahpC//mdh//lpoA//
go_0009451_6	murD//fabD//rhaM//dgoK//
go_0009593_4	
go_0009597_5	
go_0009636_4	thiC//rutD//hisI//rsmA//glnA//
go_0009637_6	
go_0009651_5	
go_0009697_5	ribA//
go_0009758_2	aroK//
go_0009785_5	
go_0009970_6	fumB//gshB//rpe//
go_0009972_10	gstB//
go_0009992_5	napC//aceA//hcaE//
go_0010033_4	
go_0010038_5	
go_0010039_6	fkpA//
go_0010041_7	cyaA//mltF//
go_0010042_6	argI//
go_0010043_6	napB//gatZ//
go_0010045_6	ydiO//
go_0010106_6	
go_0010124_4	sufS//paoC//frdD//mhpB//waaL//rimK//abgA//hypF//
go_0010133_7	cdd//
go_0010139_7	speC//
go_0010165_6	entE//gpmA//dhaL//ygjK//paaE//wcaJ//rluD//aroF//
go_0010212_5	hisB//
go_0010226_6	nfsB//
go_0010243_5	
go_0010272_6	rlmM//
go_0010273_4	puuB//fabZ//gluQ//
go_0010312_3	cdsA//
go_0010332_6	
go_0010350_6	
go_0010438_6	ycjU//nanE//
go_0010447_5	recR//yfaU//
go_0010468_6	phnI//
go_0010498_6	eptB//trpA//metH//aspC//
go_0010501_7	yegS//glpA//
go_0010557_7	
go_0010608_7	phnJ//
go_0010628_7	
go_0010629_7	yihT//
go_0010676_7	
go_0010699_4	gatD//hemN//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	sodB//surA//cheR//malS//citC//yagF//plsC//der//araB//
go_0015031_5	argB//narG//pgaB//tatD//yfcF//fabI//dnaE//yihV//
go_0015074_6	
go_0015628_5	
go_0015670_6	thyA//
go_0015673_9	speD//
go_0015675_9	kdsD//
go_0015679_10	tesB//
go_0015682_8	coaE//
go_0015684_9	eda//hemH//ilvB//cfa//
go_0015685_8	tadA//yfdR//
go_0015687_7	guaC//
go_0015688_6	yigB//nrfB//
go_0015689_8	yccX//
go_0015691_9	waaF//aspC//
go_0015692_8	xthA//
go_0015693_9	paaB//
go_0015696_6	eno//
go_0015698_7	waaY//
go_0015699_8	murQ//
go_0015700_8	bioF//
go_0015706_6	yrfG//rpiA//srlD//
go_0015707_6	paaA//lyxK//yfcF//rhaB//
go_0015709_6	waaJ//
go_0015710_8	speB//birA//
go_0015712_7	argG//
go_0015718_8	pdxH//
go_0015721_7	glyS//truC//speB//
go_0015724_7	yhdJ//
go_0015726_8	fabA//
go_0015733_7	rlmI//
go_0015734_6	murF//
go_0015736_9	accA//
go_0015739_7	katG//
go_0015740_9	cdh//trmL//pdeL//
go_0015741_10	ubiG//dmsA//
go_0015747_6	panD//
go_0015748_6	sthA//
go_0015749_7	fadH//cadA//sucA//appA//deoD//pdxK//ldtA//
go_0015751_9	mcrA//nagA//
go_0015752_9	murA//yfbR//
go_0015753_9	uxuB//nadD//
go_0015754_9	nrdF//
go_0015755_9	pheT//fucK//trpE//
go_0015756_9	gdhA//fucO//
go_0015757_9	pbpC//dhaK//ribD//tcdA//
go_0015760_8	yfbR//
go_0015761_9	nadC//
go_0015762_9	ppiA//
go_0015764_7	thiE//hmp//tadA//
go_0015765_8	proC//rluF//
go_0015767_9	moaA//yihS//xapA//
go_0015768_9	purC//metF//psuG//
go_0015769_9	waaF//
go_0015771_9	nhoA//gadB//ygjK//
go_0015772_7	entE//tmk//accD//
go_0015774_7	aroF//
go_0015778_7	folP//
go_0015793_7	rsmI//ydiB//
go_0015794_7	yqhD//rluA//
go_0015795_7	fbp//frmA//
go_0015796_7	ubiD//
go_0015797_7	dnaQ//trmJ//glcF//
go_0015803_7	ubiX//hypF//malP//
go_0015804_7	rluB//dusC//
go_0015806_6	ubiC//
go_0015807_7	fadE//purN//kbaY//bioH//murI//nanE//
go_0015808_8	hyaA//hmp//
go_0015809_7	aldA//
go_0015810_8	hyaC//ychF//
go_0015811_7	rnd//lpxC//
go_0015813_6	hyi//gstB//dnaE//
go_0015814_7	torZ//
go_0015816_6	pdxA//
go_0015817_7	rbsK//alaS//
go_0015818_7	ldtC//dhaK//
go_0015820_7	umpG//menI//waaF//recO//gadA//
go_0015821_7	cdh//rsmC//
go_0015822_7	katG//
go_0015823_7	pgk//rimK//thiL//tktA//rihB//
go_0015824_7	narI//cobT//tdcG//
go_0015825_8	glpC//
go_0015826_7	ldtB//rlmA//bioD//
go_0015827_7	pheA//nfsB//tpiA//
go_0015828_7	nrfC//menE//
go_0015829_7	pfkA//lldD//ygjK//
go_0015830_7	ahpC//
go_0015833_6	waaZ//mtgA//hchA//gabD//mcrB//ribE//dgcT//fadB//dgt//ilvC//
go_0015834_7	ydiB//queG//
go_0015835_6	pabA//
go_0015836_7	gatZ//ubiE//
go_0015839_7	dfp//
go_0015846_6	chbF//sodA//
go_0015847_7	hcaF//etk//dkgB//dam//hemN//
go_0015848_7	uvrB//sdaB//
go_0015851_6	
go_0015853_8	pdxK//aroL//
go_0015856_8	waaL//
go_0015857_6	pfkB//hemA//
go_0015858_7	hflX//hypF//cheR//
go_0015860_7	murF//fcl//
go_0015861_9	rlmD//frdA//
go_0015862_9	ravA//hisC//
go_0015863_8	citC//
go_0015864_8	glcF//
go_0015871_6	tilS//clsB//preT//tadA//
go_0015878_6	
go_0015879_9	ddlA//
go_0015882_7	tmcA//
go_0015886_6	patA//agp//
go_0015887_7	ribA//
