# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	lacZ//
go_0006436_8	sucD//
go_0006437_8	pabA//
go_0006438_8	citE//
go_0006448_8	
go_0006450_4	cfa//tyrB//pdxJ//appA//ispB//pheA//
go_0006457_3	acnA//thyA//lpoB//pheA//purC//nadD//tig//
go_0006458_4	
go_0006464_6	queF//hemA//kdsA//menA//btuE//thiE//galK//mhpD//
go_0006465_6	ybhA//pgaC//arsC//
go_0006468_7	fau//
go_0006470_7	ldtE//yeaE//dusC//ftsI//lysU//
go_0006473_8	ugd//
go_0006474_6	nirB//phnG//pgk//
go_0006476_8	phnM//
go_0006479_5	tpiA//tsaD//trmL//narY//ruvC//glpB//
go_0006486_5	cpdB//
go_0006490_5	sdaB//
go_0006508_5	lpxC//rnd//rbsD//hcp//aroF//fabI//sdhA//paoC//upp//rimK//gabT//lplA//rne//ubiI//ispG//eutB//xthA//frmA//glgP//hcaC//miaA//aroG//uxaC//gadB//udp//folD//glpK//hisS//alaS//gcvP//scpC//glpK//ssuE//
go_0006515_7	def//mrdA//mtlD//mhpA//patA//aspA//feaB//
go_0006517_6	mrcA//frdB//
go_0006518_5	epmA//araB//
go_0006523_8	epmA//pykA//
go_0006524_8	
go_0006526_8	scpC//menC//pabA//lysC//rfaE//kduI//panE//
go_0006527_8	dgcZ//adeD//murD//prpB//ubiE//
go_0006529_7	nudB//fabG//
go_0006530_7	trpB//hemE//ydiF//gabD//
go_0006531_7	lpd//
go_0006532_8	hemE//yihT//rihB//
go_0006535_8	lipB//torZ//plsB//
go_0006537_8	queC//
go_0006538_8	fadJ//thiL//
go_0006541_7	mnmG//yihV//sthA//sdhD//sbcB//
go_0006542_8	rffH//lpxP//
go_0006543_8	
go_0006545_6	gor//
go_0006546_6	treA//dxr//dgoD//
go_0006554_8	hypB//gutQ//malP//
go_0006556_5	polA//
go_0006559_6	glgB//
go_0006561_6	trmL//pyrF//
go_0006563_7	mnmA//
go_0006564_8	yihT//pgaB//otsB//paaB//
go_0006565_8	glpB//rihB//murA//aroG//rutD//
go_0006566_7	bglX//
go_0006567_8	ribC//lsrK//upp//tyrS//sucA//mutM//dkgB//
go_0006569_7	glnA//
go_0006571_7	yegS//dosP//
go_0006593_7	frdC//
go_0006598_8	recR//scpB//bglB//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	glyS//cadA//
go_0006631_5	tmk//thiC//codA//frmA//lgoD//
go_0006633_6	pgpB//nirB//purF//speA//recG//lpoA//hemD//puuB//yjcS//rutE//frdD//
go_0006635_6	thiD//speG//phnN//tdcE//thiC//asnA//ldcA//glgB//ribD//carB//purB//fucA//
go_0006636_7	
go_0006637_5	astB//folP//rluB//mnaT//rfaD//
go_0006646_7	
go_0006650_6	
go_0006654_7	aspS//
go_0006655_7	ung//yggF//
go_0006725_4	dinB//
go_0006729_6	queC//gluQ//
go_0006730_4	coaE//accA//argC//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	trmA//queC//arsC//thrS//nudF//guaD//puuE//kdsB//yjjX//spoT//hcaB//glgA//
go_0006749_5	mazG//recF//
go_0006750_6	thiE//pck//
go_0006751_6	ldcA//
go_0006757_5	cmoA//
go_0006760_5	alr//
go_0006761_7	yagF//
go_0006771_5	clsB//
go_0006772_6	lpxM//gatZ//
go_0006777_5	rlmD//serS//ligA//astC//aceF//
go_0006779_6	phnO//curA//fadA//pgsA//hinT//
go_0006780_7	udp//
go_0006782_7	serC//sgbE//ligA//fbaA//
go_0006783_5	arnB//puuD//amyA//mgsA//argK//adhP//gpsA//
go_0006790_4	ybcF//glmU//sseA//yrfG//yfiC//fkpA//truA//gcvH//lpxM//rlmF//
go_0006791_2	selD//rsmH//accA//
go_0006793_4	mltF//glgC//
go_0006798_5	ubiG//
go_0006799_5	murC//
go_0006801_5	dkgA//cysS//frdA//
go_0006805_4	rsmF//narY//nirD//purN//
go_0006807_3	tpiA//paaA//puuA//
go_0006808_4	moaE//
go_0006810_4	ygjK//acpH//deoA//rffM//sucD//yfeW//hyi//ycjU//thiI//aceA//pfkB//folM//proB//puuE//apt//trpE//murI//proC//polA//ispH//eptC//plsC//ybhA//sbcB//yciA//gpsA//yeaE//hycB//nadD//lpcA//cfa//lpxM//mdh//alaA//pncB//mutL//waaY//yjjG//waaY//accD//speF//ribF//pgl//birA//mepS//kdgK//glmU//citX//fabI//sdhD//ycaO//fadK//kefF//entE//hcaC//gpsA//trpA//arnT//trpD//plsC//kbaZ//phnL//tauD//polB//ycjU//frdA//hisS//chbG//nadB//gntK//pgl//uvrC//yggF//pdxJ//hycB//preT//waaG//
go_0006811_5	nfsB//nhoA//bioD//yjjG//lipB//rffH//phnH//rihC//selD//asnS//lipA//
go_0006812_6	lysU//pdeR//
go_0006813_8	cmoB//thrB//ybjI//hisG//ldcA//ampD//cpdB//aroL//
go_0006814_8	mnaT//ppsA//ldtE//phnO//
go_0006817_8	waaP//
go_0006820_6	proB//zwf//aspA//ribA//glxR//
go_0006821_8	folP//
go_0006824_8	purA//pphB//sucC//gpmM//
go_0006825_9	sodC//
go_0006826_9	ligA//
go_0006828_9	gcvT//
go_0006829_9	wzc//rffC//metE//nanK//rlmE//
go_0006833_6	
go_0006835_8	cysD//malP//
go_0006847_8	puuE//
go_0006855_6	insI-2//kdsD//dxs//purN//sgbU//rfbB//panB//glpA//gcvH//betA//bglB//pgpA//treC//yagF//
go_0006857_7	metE//plsB//waaL//
go_0006863_7	clsA//
go_0006865_6	purA//pyrH//ynfF//ada//astC//speD//gshA//waaF//ispF//yigB//lpxL//ansB//astB//katG//sucB//murF//waaF//yfdR//dapB//tyrB//deoC//
go_0006868_7	yieH//
go_0006869_6	aroD//
go_0006874_8	
go_0006876_8	lpxL//
go_0006878_9	cysG//
go_0006879_9	ubiX//murB//
go_0006880_4	napB//scpC//
go_0006882_8	rimK//
go_0006883_8	pgaD//ubiI//alr//
go_0006884_4	
go_0006885_9	coaE//
go_0006886_5	
go_0006928_3	rhaD//
go_0006935_4	puuD//dkgA//dgkA//ribF//sdhC//
go_0006970_4	ubiF//glk//ychF//pfkB//rlmG//gabD//
go_0006972_5	rihA//ftsI//bcsA//nirB//yjhG//
go_0006974_5	nudG//treC//fau//gcvP//fadM//ilvA//rutD//pgaD//mpaA//nfi//torC//citC//fabA//dhaL//rlmI//cysI//fadB//bioB//metB//ubiC//ubiF//ispG//tyrS//cynS//clsA//truA//gcvP//prmC//yjhH//gcl//uvrB//phnN//trmD//argH//fbaA//sdaB//allB//coaD//mog//yeaE//nagZ//nirD//purT//pgl//paaE//paoC//pldB//lysC//prpB//gpmM//glyS//argC//mtlD//hdhA//rsmI//nhoA//prpB//mobA//fadJ//bioD//ravA//tnaA//puuE//phnN//accC//xdhB//prmC//mutM//umpG//murD//chbF//hisF//trmJ//purD//treA//tilS//gpmA//frc//gluQ//pcm//gabD//gabD//pfkB//btuE//paaZ//maeA//aroD//lldD//hemA//ybjG//psuG//dgcZ//cpsG//ygeX//lpcA//
go_0006979_4	nrdA//pbpC//cueO//ligB//lsrG//scpB//tauD//yagF//lldD//dam//tatD//etp//polA//murF//pepD//gor//mutY//rpiA//kdsD//paaA//recF//cysD//dapA//abgB//pabB//rsmA//
go_0006986_5	nrdE//
go_0006995_6	frdD//frmB//
go_0007059_3	lpxP//trmO//
go_0007062_4	
go_0007155_3	mngB//
go_0007165_3	phnP//rsuA//
go_0007234_5	
go_0007584_4	
go_0008033_9	phnP//roxA//dosP//yeaE//ogt//dgcM//bglA//add//
go_0008104_4	
go_0008152_2	torY//nrdB//fadE//fucI//sucB//speC//hmp//hyaC//uvrC//ubiE//yihV//ydiB//rutA//yjhH//nagK//phnM//selB//
go_0008156_8	
go_0008219_3	
go_0008272_6	lacZ//ldtB//
go_0008295_6	lacZ//truD//phnO//
go_0008299_5	rihB//
go_0008360_4	opgE//trpA//argA//rnpA//murI//ghrB//gadB//lpoA//lpxC//ychF//lgoD//
go_0008610_5	sucD//cmk//hisS//phnL//
go_0008615_6	rlmG//murD//ftsI//fumB//argF//tsaE//fadM//
go_0008616_8	accD//prpD//dgoA//hemD//mnmC//ogt//
go_0008643_6	nrfC//yfaU//lsrK//fadM//adhP//mutY//ldtD//clsA//cheR//araB//atoB//ribF//pncB//glnA//serA//menB//sdaB//kdsC//
go_0008652_5	gdhA//trmJ//frmA//glxR//luxS//astB//pykF//citC//
go_0008653_5	
go_0008654_5	trmO//ada//uvrC//fadH//
go_0009050_6	argG//gabT//
go_0009052_6	menA//slt//umuD//allC//codA//pgm//
go_0009056_3	sdhC//
go_0009058_3	patA//serA//araD//udp//
go_0009060_6	cmoA//dacD//fau//fumC//murG//cpsB//nudF//
go_0009061_6	rluA//iaaA//ruvA//cyoE//sdaB//yigB//tgt//ampD//ribB//nanE//waaG//aspA//guaD//nth//bglA//mnmC//eptC//prmB//eno//dmlA//ileS//
go_0009062_6	luxS//
go_0009063_5	folD//sgbE//moaE//
go_0009070_7	birA//
go_0009073_6	gph//hyaC//aldA//pyrD//tynA//gatZ//thrC//dbpA//rsmE//ybiV//mdh//
go_0009081_5	pdxB//lipA//
go_0009082_6	oxc//yieH//ndh//paaZ//pgpC//pyrB//idnK//
go_0009085_8	glnA//
go_0009086_7	amyA//lpxB//pyrF//argK//glcF//
go_0009088_8	ldtE//speF//
go_0009089_6	guaA//dapD//uvrC//paaE//fau//tadA//
go_0009090_8	puuA//yigL//fadH//waaP//
go_0009092_7	sdhD//
go_0009093_7	
go_0009094_6	malY//alsK//murC//
go_0009097_7	hyaA//gadA//pgsA//add//phnJ//
go_0009098_7	hcaB//mtn//argS//slt//bglA//alsK//
go_0009099_7	betB//insI-2//menB//gdhA//yieF//rbsD//aroF//
go_0009102_6	gpsA//tdcG//cobC//dusC//gltX//alsK//gph//trpB//hcaC//
go_0009103_6	mltD//pdxJ//mhpA//murE//appA//codA//glcB//mltB//ascB//
go_0009106_5	ldcC//
go_0009107_6	glpB//pyrB//
go_0009108_6	yeaG//
go_0009116_5	gatZ//der//
go_0009142_7	etk//
go_0009143_7	ada//
go_0009152_8	hisB//
go_0009157_8	gadA//
go_0009166_7	rhaD//rnd//
go_0009168_9	spoT//
go_0009220_8	treC//ulaE//
go_0009224_9	yfiC//
go_0009226_6	dgoA//argD//
go_0009228_7	fabZ//ansB//gpmA//idi//rhaB//ahpC//gcvT//ynfE//hcaC//
go_0009229_6	rsgA//mutH//
go_0009231_6	tilS//lpxD//leuD//idnK//fabD//cmoA//patA//
go_0009234_7	rlmF//argF//ligB//entB//yciV//mhpD//def//purA//ppiC//
go_0009236_6	uxuB//kdsB//selD//ilvM//trmJ//sdhB//
go_0009237_4	rfe//argI//
go_0009239_6	torC//narV//pyrG//rutB//prs//phnI//rlmL//ilvH//
go_0009240_6	purC//
go_0009242_6	tpiA//nrdA//glxK//truA//tmcA//pyrF//hyaB//bioD//
go_0009243_7	pfkB//
go_0009244_7	eno//ldtD//fadE//ghrB//dacC//wzc//fkpB//rsmE//glgC//kbaY//tsaD//waaY//ubiG//paaK//folM//cpdA//hyaA//trmL//uxaA//lgoD//garL//pykA//
go_0009245_6	alaA//tdcG//trmL//thrB//bioA//sgbE//entE//hycB//clsA//
go_0009246_6	mutY//murF//ybjI//fau//treF//hypB//
go_0009249_6	uvrB//mhpA//yjhH//
go_0009250_7	
go_0009251_7	hcaD//
go_0009252_7	nhoA//scpB//kdsD//asnA//oxc//lgoD//sseA//ligB//argB//yihT//mtlD//relA//acnB//kdsC//glmS//sbcB//prpD//hemD//gmhB//mog//mrcB//nrdD//purN//trpE//alsK//
go_0009253_8	lpxT//glcE//araA//yjjX//otsB//ychF//sgbU//pdxJ//hinT//ssuD//
go_0009254_8	glmS//gldA//trmJ//ackA//nanE//orn//entB//citX//nadD//pabC//ubiF//
go_0009257_8	ppc//eno//nrfB//pykF//
go_0009263_6	birA//dgoD//
go_0009264_6	aphA//aphA//
go_0009265_7	psuG//
go_0009266_4	manA//zwf//ldcA//napB//pgsA//nadB//
go_0009267_5	mnmA//yfbR//
go_0009268_4	murA//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	selB//
go_0009297_6	
go_0009298_7	pgaC//glyS//entC//
go_0009305_7	tdcD//
go_0009306_4	
go_0009311_5	
go_0009314_4	ghrB//tdcE//gpsA//mnmC//araA//xthA//tcdA//dinB//gcd//guaD//rluA//entF//talB//ilvC//aroC//lpd//dapD//
go_0009372_5	panD//yihU//hyaB//
go_0009396_6	pta//waaZ//
go_0009398_7	caiB//
go_0009401_7	yjcS//tdcB//putA//cobB//gpt//moeA//lpxM//argD//rluC//abgB//tauD//entH//waaZ//aspS//nudG//kdsD//leuD//polB//pdxA//arnA//
go_0009403_5	
go_0009405_4	
go_0009407_3	cobC//
go_0009408_4	pheS//hycB//speE//kdgK//fau//hemE//fucI//uxaB//ybcF//csdA//metK//gcvH//tyrB//polA//dkgB//gcvT//glcF//yghU//ybcF//tdcG//fruK//feaB//pgpB//galM//mutM//murA//
go_0009409_4	umuD//pyrB//
go_0009410_4	trmI//
go_0009411_6	ygjK//moeB//gloC//glpA//mnmG//metE//gcvP//mazG//apt//
go_0009416_5	mngB//rlmB//
go_0009423_8	yeaE//psd//trpE//citX//
go_0009432_5	nirD//waaC//selD//glgA//puuC//
go_0009435_9	mnmC//pcm//rutA//ppiC//glpD//
go_0009436_6	leuD//hisG//bioD//zwf//
go_0009437_5	
go_0009438_5	
go_0009440_6	gcvT//gstB//thiC//
go_0009442_7	yjcS//paaG//gatY//gpmM//zwf//
go_0009443_5	ubiI//umuC//carA//
go_0009446_6	upp//hemH//
go_0009447_6	mrcA//aldB//sgbH//arsC//wcaJ//torC//dinB//uvrB//
go_0009450_6	fadA//fadD//tag//ndk//
go_0009451_6	ubiA//dgcT//epmA//aroK//
go_0009593_4	
go_0009597_5	
go_0009636_4	valS//fadJ//lysC//der//adiA//
go_0009637_6	
go_0009651_5	
go_0009697_5	galT//
go_0009758_2	mutS//
go_0009785_5	
go_0009970_6	lacZ//purF//amiD//
go_0009972_10	gatY//
go_0009992_5	torZ//pgpC//mcrB//
go_0010033_4	
go_0010038_5	
go_0010039_6	glmM//
go_0010041_7	carB//nrfA//
go_0010042_6	ppiC//
go_0010043_6	sbcB//rfe//
go_0010045_6	dgcM//
go_0010106_6	
go_0010124_4	recR//rsmE//acnA//dcm//aroH//rutE//nth//aldB//
go_0010133_7	nudC//
go_0010139_7	ilvM//
go_0010165_6	ppk//thiI//ppk//metK//paaH//yihX//dsdA//fkpB//
go_0010212_5	ribD//
go_0010226_6	ydfG//
go_0010243_5	
go_0010272_6	ispA//
go_0010273_4	glcF//ulaF//pagP//
go_0010312_3	wecB//
go_0010332_6	
go_0010350_6	
go_0010438_6	dacD//murI//
go_0010447_5	panE//gloB//
go_0010468_6	glnA//
go_0010498_6	nirB//lplA//yhdJ//eptB//
go_0010501_7	moeA//rhaD//
go_0010557_7	
go_0010608_7	rsmG//
go_0010628_7	
go_0010629_7	pncB//
go_0010676_7	
go_0010699_4	glyA//adiA//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	speB//lpxM//rne//cobS//folA//pheA//idnD//metG//fadD//
go_0015031_5	scpC//relA//nanE//mhpB//oxc//puuA//rffG//otsB//
go_0015074_6	
go_0015628_5	
go_0015670_6	hmp//
go_0015673_9	pheS//
go_0015675_9	fbaA//
go_0015679_10	hisG//
go_0015682_8	waaJ//
go_0015684_9	bacA//cysN//kdsC//alkB//
go_0015685_8	nrfA//psuG//
go_0015687_7	mraY//
go_0015688_6	ubiC//sthA//
go_0015689_8	cheR//
go_0015691_9	pgpA//gltD//
go_0015692_8	ribB//
go_0015693_9	nudG//
go_0015696_6	hisS//
go_0015698_7	nhoA//
go_0015699_8	menI//
go_0015700_8	dut//
go_0015706_6	tdcG//speD//ppk//
go_0015707_6	mtlD//hinT//ruvA//mpaA//
go_0015709_6	amiD//
go_0015710_8	pgpB//entC//
go_0015712_7	aroH//
go_0015718_8	codA//
go_0015721_7	trmL//hemA//pgsA//
go_0015724_7	phnH//
go_0015726_8	trpB//
go_0015733_7	mdh//
go_0015734_6	rffM//
go_0015736_9	prpD//
go_0015739_7	rlmI//
go_0015740_9	rpiB//nadK//trmI//
go_0015741_10	idnD//adiA//
go_0015747_6	amiD//
go_0015748_6	rdgB//
go_0015749_7	speE//glcE//moaA//rsmA//yqhD//pdeH//ansB//
go_0015751_9	galU//citG//
go_0015752_9	paoC//rhaD//
go_0015753_9	gcvH//garR//
go_0015754_9	tdcG//
go_0015755_9	ynfE//apt//mdh//
go_0015756_9	bglA//yeaE//
go_0015757_9	hypF//ubiC//lpxP//umuC//
go_0015760_8	glyA//
go_0015761_9	rdgB//
go_0015762_9	rfbB//
go_0015764_7	frdA//pgsA//relA//
go_0015765_8	folP//kdgK//
go_0015767_9	guaB//lpoB//aroA//
go_0015768_9	cheB//hcaB//idi//
go_0015769_9	patZ//
go_0015771_9	gnd//dgoK//metL//
go_0015772_7	der//curA//edd//
go_0015774_7	rlmB//
go_0015778_7	mrcA//
go_0015793_7	solA//rnt//
go_0015794_7	pdxY//hemB//
go_0015795_7	pck//metE//
go_0015796_7	glcB//
go_0015797_7	waaS//mhpD//ilvE//
go_0015803_7	patZ//rsmI//rutB//
go_0015804_7	kduD//yfeW//
go_0015806_6	oxc//
go_0015807_7	entB//orn//manA//lplA//narG//mak//
go_0015808_8	etk//bcsA//
go_0015809_7	puuE//
go_0015810_8	nirB//dosP//
go_0015811_7	betA//hemA//
go_0015813_6	yqjH//queD//ftsI//
go_0015814_7	argG//
go_0015816_6	tauD//
go_0015817_7	caiD//argK//
go_0015818_7	cheB//gldA//
go_0015820_7	paaE//gadA//hisI//aldB//glcF//
go_0015821_7	rsmJ//serS//
go_0015822_7	plsC//
go_0015823_7	mnmE//hcaB//ampH//plsC//trmA//
go_0015824_7	cof//glpB//phnM//
go_0015825_8	coaD//
go_0015826_7	gadB//pyrB//serA//
go_0015827_7	lpcA//thiD//metG//
go_0015828_7	rsmG//nrdF//
go_0015829_7	lpoB//pdxY//dmsA//
go_0015830_7	paaA//
go_0015833_6	aroE//lpxP//fumB//recO//acnB//bglX//mraY//cysD//ghrB//lpxT//
go_0015834_7	lysU//argE//
go_0015835_6	rluB//
go_0015836_7	glcE//ispF//
go_0015839_7	paaH//
go_0015846_6	astC//ndh//
go_0015847_7	nrdB//lpxK//gdhA//thiD//lldD//
go_0015848_7	ybhA//dgcM//
go_0015851_6	
go_0015853_8	allD//mngB//
go_0015856_8	glgA//
go_0015857_6	tsaD//def//
go_0015858_7	ampD//waaJ//trmH//
go_0015860_7	pgaC//gpp//
go_0015861_9	apt//metK//
go_0015862_9	accA//dacA//
go_0015863_8	puuB//
go_0015864_8	rdgB//
go_0015871_6	metF//eptC//lpxM//roxA//
go_0015878_6	
go_0015879_9	ddlA//
go_0015882_7	lpxP//
go_0015886_6	ghrB//dinB//
go_0015887_7	eda//
go_0015888_6	idnK//
