# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	pepD//
go_0006183_9	mutS//
go_0006189_10	glgA//glpB//
go_0006203_8	ispG//bioH//
go_0006206_6	pdxY//spoT//dkgA//
go_0006207_8	serB//napC//wecB//cheR//ddlB//
go_0006208_7	napA//hemF//aroK//kdsC//alsK//lysU//
go_0006209_6	hemD//
go_0006210_8	murI//
go_0006212_6	bfr//caiB//ligA//sdaA//yfeW//gpmM//gpsA//rsmA//mutS//menB//
go_0006217_9	metG//
go_0006218_9	fbaA//
go_0006220_6	fucA//
go_0006221_7	glmU//queA//acnB//
go_0006222_9	
go_0006225_9	ilvH//
go_0006226_9	idnK//mazG//
go_0006227_9	gph//
go_0006231_9	speC//
go_0006233_9	purC//
go_0006235_9	nirB//
go_0006241_9	pyrB//
go_0006259_5	yggF//gpt//mhpB//
go_0006260_6	sdaA//cysK//speD//aroD//gstA//rpiB//arnT//
go_0006261_7	thiL//nrfC//rsmG//
go_0006265_6	gshA//gatY//
go_0006266_6	aceB//gloB//dapB//
go_0006267_5	
go_0006268_9	trmO//uvrB//
go_0006269_6	ndh//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	pcm//pabC//
go_0006281_6	hisI//rutE//ilvH//glpA//menA//iscS//purT//rsmB//gluQ//glnA//sdhB//trmI//dmlA//alkB//glmM//purF//pdxY//
go_0006283_8	
go_0006284_7	mraY//paoC//nanA//lpxB//otsA//glgB//
go_0006285_6	frc//pgi//nfi//ubiD//
go_0006288_8	ruvA//phnJ//
go_0006289_7	
go_0006298_7	nadC//lpxT//clsA//wzc//
go_0006301_7	
go_0006302_7	argB//luxS//
go_0006307_8	purL//rfaD//nanE//hisB//cheR//
go_0006308_6	suhB//nadB//otsA//lpoA//
go_0006310_6	valS//hmp//fbp//entF//adk//
go_0006313_4	malS//
go_0006351_6	ansB//uxuB//
go_0006352_7	
go_0006353_7	
go_0006354_7	rutC//
go_0006355_7	purD//
go_0006357_8	
go_0006364_9	paaH//sucA//dld//rluA//
go_0006378_8	rfe//
go_0006396_7	phnH//nudB//gadB//ribF//paaC//
go_0006397_8	hisD//
go_0006399_8	miaA//asnB//
go_0006400_7	rutE//menI//gatZ//yhdJ//cfa//
go_0006401_6	aroE//adeD//prmC//murE//dinB//cobT//
go_0006402_7	sthA//phnP//menA//ogt//wecB//arnB//tsaE//
go_0006412_6	pgsA//pyrF//paaA//lgoD//pheS//
go_0006413_4	glxR//
go_0006414_6	
go_0006415_7	kdsA//alaS//
go_0006417_7	dapA//ispG//
go_0006418_7	hisD//cysE//plsB//fadE//rpiB//pfkB//gpsA//pheS//narV//lpcA//upp//
go_0006419_8	ispF//
go_0006420_8	sdhA//
go_0006421_8	murC//
go_0006422_8	nhoA//
go_0006423_8	katG//
go_0006424_8	bioH//pgaC//
go_0006425_8	apt//
go_0006427_8	btuR//
go_0006428_8	ydiO//
go_0006429_8	ackA//
go_0006430_8	sdaA//lipA//
go_0006431_8	hemC//
go_0006432_8	dcm//
go_0006433_8	entB//
go_0006434_8	glgX//
go_0006435_8	ldtD//
go_0006436_8	nadB//
go_0006437_8	ulaG//
go_0006438_8	yegS//
go_0006448_8	
go_0006450_4	mak//leuC//metC//leuB//rsmC//mpaA//
go_0006457_3	xthA//glnS//yegS//hcaF//pgsA//mltB//dapD//
go_0006458_4	
go_0006464_6	talB//polA//serC//xdhB//thiH//gltX//hisH//cpsB//
go_0006465_6	tsaD//ribF//solA//
go_0006468_7	glyS//
go_0006470_7	murF//rlmD//amiD//aroD//tktB//
go_0006473_8	hemH//
go_0006474_6	entE//ascB//mug//
go_0006476_8	nrdF//
go_0006479_5	hemN//alsK//narV//trpS//aroD//etp//
go_0006486_5	fadD//
go_0006490_5	dkgB//
go_0006508_5	dhaL//sucD//hypF//rutB//tnaA//yfeW//rluD//recR//nth//rsmE//tyrB//glgX//mutM//menE//der//mutT//mazG//cpdA//argK//nudG//speD//dhaM//pgpA//yfcG//dhaK//caiB//purU//fadB//ilvC//patA//argS//trmD//trmL//
go_0006515_7	yfdR//gph//dsdA//fabA//gmk//insI-1//yqjH//
go_0006517_6	speG//tsaB//
go_0006518_5	recF//mutY//
go_0006523_8	dgcM//pyrD//
go_0006524_8	
go_0006526_8	accB//btuE//waaA//rhaM//rutB//mrdA//purA//
go_0006527_8	glgA//frdD//rffT//gabD//aroK//
go_0006529_7	codA//mraY//
go_0006530_7	menH//tpiA//clsA//garK//
go_0006531_7	cyaA//
go_0006532_8	trpA//pyrB//aroC//
go_0006535_8	ribA//icd//rluC//
go_0006537_8	tdcB//
go_0006538_8	tyrB//mhpD//
go_0006541_7	spoT//insI-2//phr//gmd//dgt//
go_0006542_8	alaA//thiI//
go_0006543_8	
go_0006545_6	waaJ//
go_0006546_6	bfr//insI-2//udp//
go_0006554_8	nfsB//waaJ//sdhA//
go_0006556_5	aroK//
go_0006559_6	patZ//
go_0006561_6	dnaE//ilvA//
go_0006563_7	sdhD//
go_0006564_8	fabB//pyrG//adeD//ligA//
go_0006565_8	pyrG//pinE//hemL//dgt//dinB//
go_0006566_7	nirB//
go_0006567_8	lysC//nrdF//hisS//udk//tyrS//gcvH//bfr//
go_0006569_7	nirD//
go_0006571_7	galE//trpA//
go_0006593_7	rihA//
go_0006598_8	metE//asnB//ttdB//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	ilvM//acnB//
go_0006631_5	acpS//ada//ispB//dmlA//frlC//
go_0006633_6	ybiV//cobU//ppsA//paaA//tgt//metB//narZ//pgaB//mraY//acpT//trpD//
go_0006635_6	ycaO//spoT//rhaD//gstB//accB//nanE//recG//ybhA//cheR//mnaT//rhaA//ahr//
go_0006636_7	
go_0006637_5	tsaB//argE//ubiD//valS//paaE//
go_0006646_7	
go_0006650_6	
go_0006654_7	pgm//
go_0006655_7	rutE//ldtE//
go_0006725_4	pfkA//
go_0006729_6	tyrA//garL//
go_0006730_4	nhoA//metL//nirD//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	cysC//garD//mdh//dfp//opgE//etk//hisH//fadM//glpX//mltB//gatD//waaZ//
go_0006749_5	ulaG//btuE//
go_0006750_6	ppsA//murC//
go_0006751_6	epmA//
go_0006757_5	yieH//
go_0006760_5	napB//
go_0006761_7	rnb//
go_0006771_5	gloA//
go_0006772_6	slyD//pagP//
go_0006777_5	rluA//glxR//ssuD//ushA//nemA//
go_0006779_6	psd//bioH//glmU//lpoA//purF//
go_0006780_7	cynT//
go_0006782_7	trmL//mobA//fadE//yigL//
go_0006783_5	frmB//ung//kdsC//puuD//menF//narG//mepS//
go_0006790_4	rpe//tynA//luxS//yciA//hinT//narG//adiA//pyrE//malQ//ribF//
go_0006791_2	hypB//folC//rsmB//
go_0006793_4	mrdA//cueO//
go_0006798_5	speB//
go_0006799_5	rffC//
go_0006801_5	ribA//pdxY//prs//
go_0006805_4	preA//bcsA//mog//cynS//
go_0006807_3	ascB//ssuE//thiM//
go_0006808_4	ampH//
go_0006810_4	gshA//garL//dmlA//mutS//nrfA//glgX//eptC//puuA//cmoA//ldcA//argH//hypB//rlmJ//glxR//rne//hemA//ribF//dacD//eutB//luxS//waaF//moaE//mcrB//cysQ//pgm//clsB//gutQ//gloC//sdaB//prmC//srlD//ychF//polB//cmoB//trmA//ygeX//ybhA//ilvI//rluC//rlmJ//ansB//fadA//selB//ubiG//yegS//yhdH//yigB//cynT//puuE//phnJ//thiM//acpS//betB//menH//paaC//mobA//tynA//cdh//dosP//yfaU//hisS//metL//ldtC//gcvP//cysC//yjjG//rutC//torC//yihT//hyaB//mtlD//relA//hemC//adhP//galM//menD//acpT//
go_0006811_5	serS//glcD//thiL//gnd//dhaL//pyrF//fbaA//yciA//uvrC//thiD//wecB//
go_0006812_6	murE//ddlA//
go_0006813_8	rbsD//sufS//mltD//galT//yqhD//pgm//ppc//aroB//
go_0006814_8	mhpA//eda//pldB//glcB//
go_0006817_8	frmA//
go_0006820_6	ubiF//yeaE//glcD//prpD//ftnA//
go_0006821_8	eptB//
go_0006824_8	hemE//ttdA//tsaC//chbF//
go_0006825_9	preA//
go_0006826_9	sucD//
go_0006828_9	phnM//
go_0006829_9	ymdB//waaA//nadD//sad//eptC//
go_0006833_6	
go_0006835_8	plsB//fdhF//
go_0006847_8	rluE//
go_0006855_6	astC//dmlA//lysC//recR//ilvD//ygjK//sdaA//deoD//gmk//hflX//panD//ubiX//ubiC//purB//
go_0006857_7	rnt//mngB//yjhH//
go_0006863_7	paaK//
go_0006865_6	lpoB//rutB//gloA//dgoD//atoB//rnpA//rluA//yidA//galE//bfr//poxB//prpD//menI//pgaC//garL//tyrA//narH//pheT//fadK//trpS//fadM//
go_0006868_7	edd//
go_0006869_6	gshB//
go_0006874_8	
go_0006876_8	mngB//
go_0006878_9	ndh//
go_0006879_9	upp//sdhB//
go_0006880_4	yhdH//dgcZ//
go_0006882_8	idnO//
go_0006883_8	thiG//waaF//otsB//
go_0006884_4	
go_0006885_9	prpC//
go_0006886_5	
go_0006928_3	tgt//
go_0006935_4	tktA//thiG//gabD//cpsG//aspA//
go_0006970_4	gltB//ynfE//truD//dusB//waaU//glgB//
go_0006972_5	yccX//pabC//wecC//yqaB//mobA//
go_0006974_5	pdeL//waaL//waaB//ulaD//cysH//btuR//lpxL//gshA//lpoB//lysS//thiH//dkgB//moeA//treF//tehB//rluE//entF//mltD//ybjG//epmB//ldtC//rsmE//ubiG//cmoA//pdxK//ulaD//idi//kefF//rutE//pdeH//frdB//curA//tcdA//metK//nhoA//phoA//fabA//fes//sodA//galT//puuD//lyxK//dut//frmA//fabB//nadA//clsB//hemF//dinB//idnK//ssuE//glpA//lpxB//argA//recR//gph//yqaB//adeD//allC//aspS//ldtD//rnb//sbcB//nrfC//codA//cueO//pdxJ//rffM//nadA//uvrB//nudG//asnS//rsmJ//purF//kdsC//mtn//hemD//cysC//ribC//bioH//patZ//guaA//cof//gabD//rbsD//yidA//kduD//ppsA//pabB//waaJ//ilvC//betB//yihS//lyxK//fucO//
go_0006979_4	mcrB//rpiA//trmO//gudD//menH//lpxT//rluF//menA//betB//epmB//pfkB//kdsB//ilvA//fadJ//menD//nirB//tpiA//gudD//rsmC//waaP//gntK//mog//phnM//wzc//dmlA//mmuM//
go_0006986_5	ushA//
go_0006995_6	mnmC//sgbE//
go_0007059_3	pgpA//fabB//
go_0007062_4	
go_0007155_3	ddlB//
go_0007165_3	psd//fes//
go_0007234_5	
go_0007584_4	
go_0008033_9	abgA//waaZ//ravA//ldtE//hisA//speE//lsrK//lpoB//
go_0008104_4	
go_0008152_2	yqaB//rffC//abgB//nagK//pflB//psd//moeB//dapF//uvrA//metH//pta//dusB//hemL//ftnA//gluQ//pabB//fruK//
go_0008156_8	
go_0008219_3	
go_0008272_6	ushA//fkpA//
go_0008295_6	glnS//ppiA//pdxJ//
go_0008299_5	slyD//
go_0008360_4	yieF//allC//proS//rsgA//mngB//umpH//lpd//murD//clsA//ligB//ddlA//
go_0008610_5	ynfH//glcF//hemG//lysU//
go_0008615_6	astC//frlB//wrbA//dsdA//abgA//cfa//gpt//
go_0008616_8	ppk//alaA//yieH//carB//uxuB//accD//
go_0008643_6	aldB//waaG//der//fbp//mepS//mocA//ampD//wcaJ//pphA//ychF//glk//lpoA//rlmI//manA//cobS//pyrD//metC//pdeL//
go_0008652_5	eda//etp//gstA//argD//entH//icd//pabA//idnO//
go_0008653_5	
go_0008654_5	fabA//trpA//dcd//nrdA//
go_0009050_6	rluB//fumA//
go_0009052_6	paaC//mrcA//glcD//clsB//entH//edd//
go_0009056_3	pyrE//
go_0009058_3	tdcE//ldtD//nrfB//rpe//
go_0009060_6	garD//yfiC//yjhG//pdxA//glxR//garK//rfaE//
go_0009061_6	hycB//menA//cheR//pgm//sucB//fbaA//ileS//ubiC//ldtD//leuD//fklB//hyaA//opgE//surA//psuG//deoC//dhaM//gcvT//mngB//thiL//yihU//
go_0009062_6	yihT//
go_0009063_5	tesB//sdhD//cynT//
go_0009070_7	rihA//
go_0009073_6	metC//tdcE//katE//guaB//thrB//mcrA//hyaB//guaC//idnD//truD//gpmM//
go_0009081_5	sucA//fadK//
go_0009082_6	lpxK//mltF//rffC//dacD//yqhD//murD//bioF//
go_0009085_8	betB//
go_0009086_7	fadA//aspC//ttdB//prpB//ydiO//
go_0009088_8	rffH//ansA//
go_0009089_6	ycaO//fbp//hycB//gpsA//prmB//insI-2//
go_0009090_8	tdh//ndk//ansA//nirD//
go_0009092_7	etp//
go_0009093_7	
go_0009094_6	kdsD//chbG//pyrE//
go_0009097_7	bfr//yihT//cpsB//nadB//carA//
go_0009098_7	fadM//phnL//ftsI//nanK//aroE//pdeF//
go_0009099_7	citX//coaD//tgt//torC//yajO//apt//yihT//
go_0009102_6	gcvP//purD//glgP//xthA//udk//mdh//nudB//napC//ispA//
go_0009103_6	lpd//galM//prs//malP//pdxA//ppiC//hisB//leuD//nagA//
go_0009106_5	ubiC//
go_0009107_6	frdD//bglX//
go_0009108_6	rlmI//
go_0009116_5	rbsD//slt//
go_0009142_7	tdcB//
go_0009143_7	pcm//
go_0009152_8	umpH//
go_0009157_8	queA//
go_0009166_7	moeB//abgA//
go_0009168_9	wrbA//
go_0009220_8	rlmL//serB//
go_0009224_9	argE//
go_0009226_6	speE//yqaB//
go_0009228_7	pepD//fklB//lplA//opgE//cysK//adeD//paaJ//ldtC//entF//
go_0009229_6	treA//rhaA//
go_0009231_6	cobU//fabG//aceB//lpxP//tehB//nanE//acs//
go_0009234_7	abgB//paaC//hemC//rbsK//aceB//gstB//ldtA//glpA//nudG//
go_0009236_6	gstB//gcd//glxR//mltF//rihB//ghrB//
go_0009237_4	preT//rsuA//
go_0009239_6	gltX//ynfE//pgl//dgkA//dhaK//frdA//lpxH//cheR//
go_0009240_6	cysM//
go_0009242_6	yfcF//tpiA//fabD//frlC//aldA//gpt//def//treC//
go_0009243_7	kduI//
go_0009244_7	proB//hisC//leuD//gcvH//ndk//dapA//eptC//rsmB//glcE//ldcC//cysQ//torY//cysK//curA//pgi//yggF//metG//treF//garR//ubiG//pykF//gldA//
go_0009245_6	ssuD//mtlD//aroK//nagB//fruK//lgoD//paaJ//ghrB//mcrA//
go_0009246_6	fcl//waaZ//mcrA//trmI//gpsA//arnB//
go_0009249_6	kdsA//kbaY//plsC//
go_0009250_7	
go_0009251_7	treF//
go_0009252_7	menB//nemA//menF//prmC//purU//trmA//nagA//aceF//truD//azoR//tauD//narV//ribF//bglA//ribA//clsB//frdA//paaH//accB//ung//cheR//rffT//ubiC//argG//yigB//
go_0009253_8	proC//clsA//hemN//truD//trmI//lpoA//glgB//nadC//aroG//adeD//
go_0009254_8	aroC//entH//ppsA//rsmD//gcl//ulaG//purT//glk//yciA//purC//galT//
go_0009257_8	ygjK//gapA//cpdB//pyrE//
go_0009263_6	argI//yfcG//
go_0009264_6	pdxY//ddlA//
go_0009265_7	epmC//
go_0009266_4	murD//folM//glgA//glpB//glmS//ilvM//
go_0009267_5	narI//metH//
go_0009268_4	pdxJ//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	hemD//
go_0009297_6	
go_0009298_7	trmJ//lacZ//pdxH//
go_0009305_7	gmhB//
go_0009306_4	
go_0009311_5	
go_0009314_4	waaH//truD//trmD//nadE//sgbE//lipA//citC//lpxC//yfdR//rpiB//entD//nirB//idi//rfbB//abgA//paaE//aspC//
go_0009372_5	thiI//gatY//rlmA//
go_0009396_6	abgA//putA//
go_0009398_7	mepS//
go_0009401_7	ilvE//thiL//gatZ//rfe//speA//bioA//tmcA//adeD//def//queF//fadK//xylA//yggF//recG//ligB//bioF//pdxK//ruvC//mhpD//argH//
go_0009403_5	
go_0009405_4	
go_0009407_3	kduI//
go_0009408_4	yihU//nrdD//paaH//def//cueO//dsdA//glgX//torC//dgcM//cmoA//fadI//narI//gapA//mhpA//glpD//menH//nirD//dgt//metH//entF//tdcG//luxS//allB//dacC//hypB//amiD//
go_0009409_4	pheT//adhP//
go_0009410_4	dam//
go_0009411_6	fucA//puuC//yjjG//rdgB//bglA//bglB//frc//eutB//pdxY//
go_0009416_5	rutB//phnJ//
go_0009423_8	ilvD//ttdB//yeaE//mutY//
go_0009432_5	dapA//alkA//alr//yqaB//preA//
go_0009435_9	ilvI//narZ//cysH//tesB//ruvC//
go_0009436_6	malY//arnA//codA//mhpA//
go_0009437_5	
go_0009438_5	
go_0009440_6	ispB//menE//tdcD//
go_0009442_7	yigB//ldcA//hisB//puuA//rluD//
go_0009443_5	ynfE//mtgA//ravA//
go_0009446_6	scpC//epd//
go_0009447_6	insI-1//adeD//aroL//menC//otsB//waaG//spoT//mcrB//
go_0009450_6	uxuB//rutB//yeaE//waaP//
go_0009451_6	yjcS//uxaC//gcvT//prs//
go_0009593_4	
go_0009597_5	
go_0009636_4	cynS//hinT//mepS//murD//fabZ//
go_0009637_6	
go_0009651_5	
go_0009697_5	nadC//
go_0009758_2	paaA//
go_0009785_5	
go_0009970_6	dapF//dmsC//pykA//
go_0009972_10	speE//
go_0009992_5	dmsB//ssuE//nadD//
go_0010033_4	
go_0010038_5	
go_0010039_6	paaH//
go_0010041_7	adiA//pncB//
go_0010042_6	pabA//
go_0010043_6	waaZ//leuS//
go_0010045_6	citX//
go_0010106_6	
go_0010124_4	aroB//bacA//etp//murQ//aroH//pykF//alsE//cysH//
go_0010133_7	lacZ//
go_0010139_7	phnJ//
go_0010165_6	pbpC//cysH//rluB//nemA//yqjH//folX//tauD//fumB//
go_0010212_5	ilvD//
go_0010226_6	mraY//
go_0010243_5	
go_0010272_6	eda//
go_0010273_4	eptC//tdcE//clsB//
go_0010312_3	dnaQ//
go_0010332_6	
go_0010350_6	
go_0010438_6	frlC//mcrA//
go_0010447_5	ahr//rrrD//
go_0010468_6	birA//
go_0010498_6	pcm//rhaD//torY//mnmG//
go_0010501_7	sdaB//ppiA//
go_0010557_7	
go_0010608_7	panC//
go_0010628_7	
go_0010629_7	thyA//
go_0010676_7	
go_0010699_4	yjhG//yfeX//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	feaB//panD//ispH//ilvA//lyxK//murD//lldD//ansB//hemF//
go_0015031_5	prmC//proA//rpiA//gatD//bglA//ulaE//idnO//recO//
go_0015074_6	
go_0015628_5	
go_0015670_6	srlD//
go_0015673_9	rhaB//
go_0015675_9	sbcB//
go_0015679_10	mdh//
go_0015682_8	argA//
go_0015684_9	galU//araA//truB//trpS//
go_0015685_8	yihU//tyrA//
go_0015687_7	yajO//
go_0015688_6	tsaE//deoC//
go_0015689_8	narI//
go_0015691_9	ispA//ruvA//
go_0015692_8	cdh//
go_0015693_9	gloA//
go_0015696_6	mcrB//
go_0015698_7	malP//
go_0015699_8	kdsC//
go_0015700_8	ispA//
go_0015706_6	scpC//metK//hcaF//
go_0015707_6	fucO//ghrB//araD//trmA//
go_0015709_6	pfkB//
go_0015710_8	umuD//accC//
go_0015712_7	acpS//
go_0015718_8	ampD//
go_0015721_7	argD//ydiB//adhP//
go_0015724_7	udp//
go_0015726_8	metB//
go_0015733_7	paaF//
go_0015734_6	mug//
go_0015736_9	cpsG//
go_0015739_7	gcvT//
go_0015740_9	appA//yieH//ribA//
go_0015741_10	cheR//dsdA//
go_0015747_6	lsrG//
go_0015748_6	phoA//
go_0015749_7	panD//adiA//accD//edd//nrdA//hmp//alr//
go_0015751_9	rpe//ymdB//
go_0015752_9	murD//cysS//
go_0015753_9	serS//glmU//
go_0015754_9	ymdB//
go_0015755_9	gntK//waaG//folA//
go_0015756_9	mutT//ubiE//
go_0015757_9	glmU//serB//pdxY//fumC//
go_0015760_8	ghrB//
go_0015761_9	mtlD//
go_0015762_9	aroH//
go_0015764_7	dgoK//araB//mltB//
go_0015765_8	cfa//rfbD//
go_0015767_9	otsB//rlmG//purT//
go_0015768_9	trpA//paaB//eno//
go_0015769_9	agp//
go_0015771_9	gltX//pgpB//wzc//
go_0015772_7	metL//astB//ansB//
go_0015774_7	rluE//
go_0015778_7	fucA//
go_0015793_7	valS//yajO//
go_0015794_7	lipB//cysG//
go_0015795_7	fabD//suhB//
go_0015796_7	insI-2//
go_0015797_7	gph//nagK//amyA//
go_0015803_7	cadA//rrrD//gcl//
go_0015804_7	coaA//mnmE//
go_0015806_6	rpe//
go_0015807_7	sodA//sodC//idnO//queC//entH//thrB//
go_0015808_8	uxuB//accD//
go_0015809_7	nirB//
go_0015810_8	yihV//mutS//
go_0015811_7	hinT//abgA//
go_0015813_6	hemE//umuC//pgaC//
go_0015814_7	iaaA//
go_0015816_6	yieH//
go_0015817_7	fadM//waaO//
go_0015818_7	bioD//pbpC//
go_0015820_7	hyaB//napB//mtlD//hyaC//lsrG//
go_0015821_7	entE//nrfC//
go_0015822_7	wrbA//
go_0015823_7	bioA//waaC//ppiC//glxK//kduI//
go_0015824_7	frlB//rffG//glpK//
go_0015825_8	guaA//
go_0015826_7	glpC//ushA//amiD//
go_0015827_7	tdcD//queA//rfaD//
go_0015828_7	cynS//ybjI//
go_0015829_7	murQ//tehB//pfkB//
go_0015830_7	gnd//
go_0015833_6	gpsA//dacA//argD//aphA//pykF//rluE//truD//sbcB//metL//glpA//
go_0015834_7	truB//orn//
go_0015835_6	orn//
go_0015836_7	citX//eda//
go_0015839_7	serC//
go_0015846_6	rfe//tpiA//
go_0015847_7	fadA//malS//wrbA//umpH//etp//
go_0015848_7	accC//hcaE//
go_0015851_6	
go_0015853_8	mnmA//tag//
go_0015856_8	fumB//
go_0015857_6	sthA//yigL//
go_0015858_7	purB//rlmL//dnaQ//
go_0015860_7	psuG//eda//
go_0015861_9	rihC//dld//
go_0015862_9	trpA//gcvT//
go_0015863_8	fbaA//
go_0015864_8	gapA//
go_0015871_6	rlmE//gshB//ldtE//cdd//
go_0015878_6	
go_0015879_9	rimK//
go_0015882_7	pyrC//
go_0015886_6	leuC//gcvH//
go_0015887_7	ligB//
go_0015888_6	rsmA//
go_0015889_6	hisD//gcvH//prpD//
go_0015891_6	yrfG//
go_0015906_6	ileS//
go_0015909_8	pinE//
