# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ldtE//
go_0002938_8	kbaY//
go_0002939_7	ycjU//
go_0002943_8	mak//
go_0002949_8	pgl//yidA//clsC//
go_0003333_7	fkpA//pdxK//yjcS//nanK//aspA//ddlA//selA//nadD//deoB//waaS//mutM//nrdA//cynS//
go_0005975_4	ispF//scpB//lpd//galK//dmsA//mngB//tig//fucO//dgkA//mrcA//alr//frdC//entB//dxs//ushA//dgoD//
go_0005976_5	fcl//
go_0005977_6	mrdA//
go_0005978_7	murB//yqjH//ftsI//kduI//
go_0005980_7	moaD//purU//preA//
go_0005986_7	hcaC//
go_0005990_7	bioA//
go_0005992_7	uxaA//sdhB//
go_0005993_7	lpxL//rhaA//dinB//
go_0005995_7	astC//
go_0005998_7	bfr//
go_0006000_6	ssuE//
go_0006001_7	trpA//guaB//
go_0006002_5	gloA//nfsB//yihT//
go_0006006_6	abgB//cysS//ldcC//purL//arsC//
go_0006007_7	mgsA//ftsI//
go_0006011_5	tyrA//
go_0006012_6	nrdA//
go_0006013_6	dacC//
go_0006014_6	hcaF//
go_0006015_7	tcdA//panD//
go_0006020_5	preA//
go_0006044_7	metE//
go_0006046_8	alkB//asd//
go_0006047_5	gstA//hcp//
go_0006048_6	gloB//rsmB//yfcF//selD//
go_0006053_8	frmB//
go_0006062_8	rsmA//
go_0006071_6	menB//cpsG//
go_0006072_6	recF//
go_0006082_4	dapA//
go_0006083_6	etk//manA//thrS//
go_0006086_8	gltD//rfe//
go_0006090_8	guaA//ubiX//puuA//entH//dmlA//amyA//iscS//
go_0006094_7	entF//carA//murC//thrA//ruvC//thrB//trpS//ubiI//garD//
go_0006096_6	prpB//allD//ispG//yrfG//arnT//lldD//cheB//lpoA//pgaD//glxR//fabA//thiC//epmA//
go_0006097_5	arsC//serS//birA//wzb//glpA//
go_0006098_6	fkpA//hinT//yjiA//glmU//cfa//
go_0006099_4	lpxK//menA//epmA//epd//pgpB//mrcB//lgoD//dmsC//ung//pyrG//mltF//eptC//ydiO//
go_0006103_5	ndh//paaC//ybiV//puuD//
go_0006104_6	curA//
go_0006105_5	purA//
go_0006106_8	nrfC//
go_0006107_8	
go_0006108_8	frlB//dapB//rfaE//glnE//
go_0006113_5	csdA//tyrA//
go_0006115_6	mutL//
go_0006124_6	
go_0006144_6	
go_0006145_7	pgm//
go_0006146_8	narH//
go_0006148_9	rluE//
go_0006149_9	mltC//
go_0006150_9	dgkA//
go_0006152_7	hinT//ygeX//otsA//panC//amyA//
go_0006154_6	roxA//
go_0006161_9	waaH//
go_0006163_6	wrbA//
go_0006164_7	torC//pdxH//cmoA//aspA//
go_0006166_6	rsmH//
go_0006168_7	citX//kdsD//
go_0006171_9	
go_0006172_9	rfbD//
go_0006177_9	tynA//
go_0006178_7	ruvA//
go_0006183_9	pcm//
go_0006189_10	fucK//ghrB//
go_0006203_8	dbpA//astB//
go_0006206_6	yihV//rsmH//dxs//
go_0006207_8	cfa//aspS//thiH//cobC//bioA//
go_0006208_7	pgk//birA//dgcT//slyD//waaU//umuC//
go_0006209_6	ymdB//
go_0006210_8	dhaL//
go_0006212_6	eutD//dacD//deoA//accB//rlmD//sgbE//cmk//mhpD//pflB//rbsK//
go_0006217_9	ribE//
go_0006218_9	mhpA//
go_0006220_6	gpp//
go_0006221_7	mmuM//aldB//serS//
go_0006222_9	
go_0006225_9	pheS//
go_0006226_9	alsK//xdhB//
go_0006227_9	hyaB//
go_0006231_9	slyD//
go_0006233_9	ybiV//
go_0006235_9	birA//
go_0006241_9	gltX//
go_0006259_5	rlmH//rutE//rfbB//
go_0006260_6	yggF//argH//argG//caiB//waaJ//panE//yhdH//
go_0006261_7	sgbH//ttdA//pdeF//
go_0006265_6	rnt//fabA//
go_0006266_6	gudD//fabZ//icd//
go_0006267_5	
go_0006268_9	rutB//pdxA//
go_0006269_6	aroF//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	nrdE//cpsB//
go_0006281_6	asd//nrdB//proA//metB//eptC//glxK//proS//nrfA//treC//rdgB//metC//pepD//xylA//dcm//malP//wecC//hemD//
go_0006283_8	
go_0006284_7	thrS//cysS//hyaC//frdA//aes//cadA//
go_0006285_6	dapF//glnE//truD//tyrS//
go_0006288_8	galK//nirD//
go_0006289_7	
go_0006298_7	opgB//pck//eutD//pgpC//
go_0006301_7	
go_0006302_7	dgoD//fdhF//
go_0006307_8	prpD//hmp//lldD//tadA//yeiG//
go_0006308_6	tyrS//ltaE//rsmC//pfkB//
go_0006310_6	hdhA//hemB//truA//purB//fdhF//
go_0006313_4	trpE//
go_0006351_6	argG//thiH//
go_0006352_7	
go_0006353_7	
go_0006354_7	hisS//
go_0006355_7	hisI//
go_0006357_8	
go_0006364_9	dmsB//deoA//tilS//queC//
go_0006378_8	phnO//
go_0006396_7	asnB//mhpB//panC//add//mnmG//
go_0006397_8	glgB//
go_0006399_8	scpB//ldtE//
go_0006400_7	gldA//pgm//orn//folE//otsB//
go_0006401_6	murB//ppiA//insI-2//nagK//hcaF//argB//
go_0006402_7	hisG//wzc//pykA//malS//mrcA//yihU//valS//
go_0006412_6	ulaD//ftsI//rpiB//puuD//tdcG//
go_0006413_4	alaS//
go_0006414_6	
go_0006415_7	argK//birA//
go_0006417_7	leuC//umuD//
go_0006418_7	rimK//nth//menH//nrdD//hemH//ubiI//rsmH//dacD//lldD//gloC//asnA//
go_0006419_8	allD//
go_0006420_8	ruvC//
go_0006421_8	nemA//
go_0006422_8	umuC//
go_0006423_8	yeiG//
go_0006424_8	entC//nrdA//
go_0006425_8	tynA//
go_0006427_8	ubiF//
go_0006428_8	slyD//
go_0006429_8	mog//
go_0006430_8	thiD//ilvH//
go_0006431_8	napA//
go_0006432_8	entA//
go_0006433_8	otsA//
go_0006434_8	ilvN//
go_0006435_8	nudG//
go_0006436_8	purU//
go_0006437_8	pdeH//
go_0006438_8	folD//
go_0006448_8	
go_0006450_4	cysE//ldtB//yjcS//melA//eptC//hcp//
go_0006457_3	fabA//yjhH//sseA//queD//ldcC//proA//mazG//
go_0006458_4	
go_0006464_6	rhaA//hcaD//gatZ//cpsG//wecB//tdcE//dgoD//tdcB//
go_0006465_6	eno//aroF//rpiB//
go_0006468_7	rffH//
go_0006470_7	gph//hisI//abgB//phnN//fadI//
go_0006473_8	rpe//
go_0006474_6	ulaF//etp//pdxA//
go_0006476_8	insI-2//
go_0006479_5	tig//araA//murB//ttdB//dgcZ//hemB//
go_0006486_5	folE//
go_0006490_5	glmM//
go_0006508_5	metL//rnt//dkgB//gph//fadB//thiH//wrbA//ulaE//fadB//pta//coaD//frdD//queD//ymdB//hemH//tcdA//rfe//umuC//yieF//lpxD//nrfB//frlC//fumB//uvrC//apaH//ldcA//adhP//mrdA//plsC//cyaA//nanK//hcaC//murB//
go_0006515_7	eptB//rsmI//panC//epmC//hcaD//garD//murA//
go_0006517_6	bglA//gcd//
go_0006518_5	gpmM//kdsB//
go_0006523_8	menD//dmsA//
go_0006524_8	
go_0006526_8	rnt//phnL//hisH//cysD//nudB//cmoB//fabG//
go_0006527_8	dgoA//araA//pgaD//glpA//alaC//
go_0006529_7	yeiG//idnK//
go_0006530_7	lipB//uvrA//dld//fucI//
go_0006531_7	waaU//
go_0006532_8	trmI//treA//ubiE//
go_0006535_8	paaE//tyrB//ilvB//
go_0006537_8	ribE//
go_0006538_8	btuR//tktB//
go_0006541_7	nanA//patD//queC//metF//paoC//
go_0006542_8	dapA//ilvM//
go_0006543_8	
go_0006545_6	cueO//
go_0006546_6	galU//pheT//putA//
go_0006554_8	purC//metE//frdA//
go_0006556_5	paaZ//
go_0006559_6	glcB//
go_0006561_6	plsC//dapD//
go_0006563_7	yhdJ//
go_0006564_8	pldB//lpxH//cdh//epd//
go_0006565_8	gapA//cpdA//trmD//galM//lysC//
go_0006566_7	rhaM//
go_0006567_8	rsgA//rlmC//sdhD//aspS//fklB//mobA//panC//
go_0006569_7	mutT//
go_0006571_7	gnd//trpA//
go_0006593_7	mrdA//
go_0006598_8	tdcE//mog//betB//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	dmlA//araB//
go_0006631_5	glgX//dgt//apaH//mtlD//trmO//
go_0006633_6	acpT//pheS//paaJ//glgX//rnt//thrC//mdh//yihS//fabZ//nudF//cysH//
go_0006635_6	mhpD//yfeX//uvrB//ribA//gltX//nadD//scpB//btuE//truC//carA//ampH//cysC//
go_0006636_7	
go_0006637_5	uidA//ilvI//wcaJ//rsmF//argH//
go_0006646_7	
go_0006650_6	
go_0006654_7	mtn//
go_0006655_7	narZ//lpxT//
go_0006725_4	rpiB//
go_0006729_6	hmp//serA//
go_0006730_4	pyrE//araA//cynT//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	glcB//hemN//dadA//uvrA//yciV//dld//fabB//codA//sgbH//waaS//rnpA//pgi//
go_0006749_5	glnS//cyoE//
go_0006750_6	fkpB//ppk//
go_0006751_6	lpoB//
go_0006757_5	dgoK//
go_0006760_5	asd//
go_0006761_7	appA//
go_0006771_5	purL//
go_0006772_6	wecC//glnE//
go_0006777_5	scpB//sdhD//umpG//ubiF//dgcT//
go_0006779_6	rutE//hisH//cmoB//wecB//hdhA//
go_0006780_7	ghrB//
go_0006782_7	ubiF//opgE//kbaY//dosP//
go_0006783_5	phnH//rpiB//fcl//ndh//dhaL//rsmE//fkpB//
go_0006790_4	pepD//plsB//arnA//gmhB//thiE//sodC//ubiG//frmA//prpC//nanK//
go_0006791_2	zwf//dapD//hisD//
go_0006793_4	sseA//garK//
go_0006798_5	cobC//
go_0006799_5	apaH//
go_0006801_5	yciV//ppsA//yihU//
go_0006805_4	rlmL//mepS//polB//psuG//
go_0006807_3	pgaD//gapA//purT//
go_0006808_4	fcl//
go_0006810_4	hisD//hisI//dnaE//ubiC//allC//pgpC//aroD//kduI//folE//truD//yciV//yajO//menF//malS//treF//entB//hemE//pflB//thiM//hdhA//mgsA//yfcF//mltA//xdhB//uxuA//glgB//yccX//amyA//leuA//sufS//ygjK//yciV//yfeW//sodC//trmI//abgB//scpC//aroC//pdxH//yagE//asnS//yagF//ahpC//ilvM//nhoA//rlmB//dhaK//metE//paaC//nadE//tsaB//cynT//sgbU//yjcS//alsE//feaB//rfaD//dld//btuE//dacD//arnA//trpE//pnp//paaB//dxr//proC//btuE//gluQ//nudC//rsmG//lysS//ybjG//torY//patD//ndk//udp//fadA//
go_0006811_5	puuE//thiM//aphA//fkpB//yghU//ftnA//cysN//gcvP//arnB//proA//rrrD//
go_0006812_6	puuC//xdhB//
go_0006813_8	yieF//ruvC//araA//hisC//rfbC//narY//dcd//acpH//
go_0006814_8	yjhH//ynfE//ahpC//tsaC//
go_0006817_8	mutL//
go_0006820_6	sgbU//alsE//aspC//kbaY//tcdA//
go_0006821_8	paaZ//
go_0006824_8	glyA//hyaB//cmoB//mcrA//
go_0006825_9	rlmM//
go_0006826_9	rlmA//
go_0006828_9	tpiA//
go_0006829_9	sucD//mak//ilvC//glcB//nanA//
go_0006833_6	
go_0006835_8	speB//metB//
go_0006847_8	yieH//
go_0006855_6	rluF//cdd//bioB//def//metL//cynT//adk//umpG//tsaD//coaE//aroK//mutL//cysC//mltC//
go_0006857_7	ulaG//caiB//pgm//
go_0006863_7	pgaC//
go_0006865_6	fbp//malQ//glpK//menC//gutQ//purU//ymdB//lpxM//lpxD//argH//suhB//galU//pldB//tdk//ispH//adiA//yqjH//folX//solA//fabG//ravA//
go_0006868_7	ada//
go_0006869_6	phnH//
go_0006874_8	
go_0006876_8	serC//
go_0006878_9	rimK//
go_0006879_9	tnaA//mtn//
go_0006880_4	coaE//rhaD//
go_0006882_8	pphB//
go_0006883_8	pflB//cadA//glmU//
go_0006884_4	
go_0006885_9	btuR//
go_0006886_5	
go_0006928_3	relA//
go_0006935_4	eutD//ampH//ugd//dld//fadI//
go_0006970_4	agp//yidA//rpe//dgcM//ygeX//dmsC//
go_0006972_5	fabZ//yjjX//speD//glpA//rlmE//
go_0006974_5	rhaA//nudF//fbp//pykA//arnA//bioA//xylA//alr//glnA//prs//garR//dacA//xapA//folE//scpB//atoB//ahr//lysS//aphA//ttdA//sgbU//ispH//glgP//phoA//lipB//hyi//dgoK//glpB//lpxM//proC//hisB//gshB//pck//tyrB//hyaB//yjhG//moeA//dgcM//uxaA//bglB//lldD//nrdD//lplA//phnG//narG//ligA//ppiA//ilvH//nemA//purN//puuD//gdhA//mog//cysC//ravA//recF//dadA//pyrF//ispU//guaB//abgB//fbp//mutH//dbpA//trmD//rfe//accA//ppc//hypF//btuE//edd//galT//gltX//hemG//cadA//rlmB//nfsB//talB//dusC//alaC//prmC//amiD//dmsA//hisH//fes//arnA//rhaA//murB//ghrB//argA//deoD//epd//prpC//yfeW//citG//
go_0006979_4	mnmA//glgP//katG//entE//entH//lpd//tdk//aroE//fadI//ycaO//talB//gpmM//lipB//ahpC//yccX//ansA//glnE//abgB//fklB//etk//rsmH//glnE//carA//mnmG//sdhC//purD//
go_0006986_5	trmH//
go_0006995_6	rfaE//purC//
go_0007059_3	hisB//lpxB//
go_0007062_4	
go_0007155_3	nrdD//
go_0007165_3	folD//hypB//
go_0007234_5	
go_0007584_4	
go_0008033_9	rluD//adhE//aspS//ilvH//moeB//galE//yahK//prmB//
go_0008104_4	
go_0008152_2	tyrA//ispB//malS//paaA//katE//waaF//bioB//aroF//ynfE//ispF//fkpB//uvrA//deoA//ispH//hemG//deoB//tdh//
go_0008156_8	
go_0008219_3	
go_0008272_6	cobS//galE//
go_0008295_6	glyA//accD//mocA//
go_0008299_5	thrC//
go_0008360_4	dxr//edd//dgoA//nrdB//ndk//murG//cyaA//lpxC//prpC//ispB//ushA//
go_0008610_5	waaU//thiI//recJ//sufS//
go_0008615_6	lpxB//ubiD//torZ//paaJ//aroL//rffH//paaZ//
go_0008616_8	pheA//cfa//lsrG//yjhG//trmI//mutS//
go_0008643_6	pinE//dacA//murF//def//metC//ynfH//rlmA//trmH//lysA//entD//argC//yjcS//rlmB//yrfG//cyaA//cynS//pheT//ligA//
go_0008652_5	puuA//aldA//aphA//sthA//gpmM//alaS//uxaC//yihS//
go_0008653_5	
go_0008654_5	kdgK//glmS//mdh//rffM//
go_0009050_6	pgm//ogt//
go_0009052_6	etp//yjhH//dadA//rlmF//nadE//glnA//
go_0009056_3	mutH//
go_0009058_3	xdhB//trpS//cobT//narH//
go_0009060_6	ansB//aes//yqhD//gutQ//garR//rsmA//udp//
go_0009061_6	mcrB//nudC//amiD//treF//yegS//dgt//citC//rnt//cyaA//pncB//deoD//kdsC//mdh//argF//rnpA//idnD//nrdD//thiI//glpX//sufS//tatD//
go_0009062_6	pdxH//
go_0009063_5	hcp//plsC//gpp//
go_0009070_7	mhpA//
go_0009073_6	puuE//prpC//frdB//purL//gcd//pgl//mutY//napB//phnJ//lpxT//slyD//
go_0009081_5	mepS//tsaC//
go_0009082_6	ushA//recR//ubiD//purA//ppiA//eptC//recR//
go_0009085_8	upp//
go_0009086_7	recR//nrfC//yeiG//hisB//aspA//
go_0009088_8	otsA//rlmD//
go_0009089_6	argA//tsaB//argF//pykA//ynfH//mtlD//
go_0009090_8	ydiO//folC//cynT//putA//
go_0009092_7	galK//
go_0009093_7	
go_0009094_6	ubiI//betA//ybiV//
go_0009097_7	ruvA//rrrD//tgt//pbpC//rbsK//
go_0009098_7	yjhG//cysH//queG//lpxC//rnpA//yieH//
go_0009099_7	folC//ndk//agp//mog//entF//trmA//mnmE//
go_0009102_6	frdD//purD//dgcM//accA//cysE//narV//cysD//folC//phnI//
go_0009103_6	mgsA//amiD//ltaE//cysC//eptC//acnB//ampD//yigL//codA//
go_0009106_5	avtA//
go_0009107_6	ppsA//glpC//
go_0009108_6	gloB//
go_0009116_5	ilvD//def//
go_0009142_7	nagA//
go_0009143_7	phnO//
go_0009152_8	epmA//
go_0009157_8	narH//
go_0009166_7	serC//thrC//
go_0009168_9	chbF//
go_0009220_8	tdcG//yjhG//
go_0009224_9	purU//
go_0009226_6	alaA//frdC//
go_0009228_7	pgaC//thiD//nagZ//rluE//nrdD//yeaE//phnM//mak//frmA//
go_0009229_6	mutL//ltaE//
go_0009231_6	purB//fadK//scpC//melA//dmlA//pdeF//ahpC//
go_0009234_7	menI//hypF//uxuB//fadK//waaA//cynS//ybjG//astB//rpiA//
go_0009236_6	dapD//lpoA//acpT//dacC//rsmE//kefF//
go_0009237_4	speF//tyrS//
go_0009239_6	aldA//ghrB//narY//thiG//dcm//panC//glcB//rlmC//
go_0009240_6	coaA//
go_0009242_6	trmH//dxr//ribF//gudD//ycaO//def//ubiH//rluE//
go_0009243_7	torY//
go_0009244_7	yihV//purD//yagE//metL//gshA//queC//glnE//hisD//murI//lplA//wrbA//nrfA//zwf//ilvD//entE//cysH//prpB//bglX//purA//purF//hemC//nanK//
go_0009245_6	gpt//yihU//puuE//rsuA//alsK//metK//ileS//yghU//yjiA//
go_0009246_6	plsB//araD//rne//ybiV//ycjU//idnK//
go_0009249_6	fau//guaC//lpxK//
go_0009250_7	
go_0009251_7	ispG//
go_0009252_7	xylA//moaE//pdeR//ruvB//ubiG//sdhB//garL//eptC//ndh//def//abgB//azoR//paaF//rluF//ynfH//fabB//yajO//ycaO//garD//gpt//cobC//pyrC//trmA//aldB//putA//
go_0009253_8	allB//rsmA//fabH//tsaC//murB//fucO//frc//pta//trmO//lacZ//
go_0009254_8	ddlB//upp//eutD//ycaO//mngB//atoB//ddlA//tktB//yjhG//lysU//hypF//
go_0009257_8	gmd//queA//lpxD//mcrA//
go_0009263_6	treA//ldtC//
go_0009264_6	puuE//dld//
go_0009265_7	gloB//
go_0009266_4	rsuA//fadD//glpC//rsmC//pheS//deoC//
go_0009267_5	yagE//hisI//
go_0009268_4	ygeX//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	trpC//
go_0009297_6	
go_0009298_7	pgpB//gmhB//pldB//
go_0009305_7	glgP//
go_0009306_4	
go_0009311_5	
go_0009314_4	cysS//rsmB//epmC//recF//dusC//frlB//nfi//dld//paoC//pyrH//menD//metG//speB//glcD//ppiA//menI//gnd//
go_0009372_5	thrC//fadK//wcaJ//
go_0009396_6	argF//plsB//
go_0009398_7	acpH//
go_0009401_7	yihX//dsdA//gmhB//yjiA//bioF//cmoB//mhpC//prmB//sdaA//lgoD//gpmA//nfi//dnaE//valS//rrrD//dld//waaY//galK//purU//waaQ//
go_0009403_5	
go_0009405_4	
go_0009407_3	cmoB//
go_0009408_4	dgcZ//dgoA//eda//epmA//ushA//cysI//panE//nrfA//queF//paaK//rfaE//hycB//rutA//pgaC//polB//prpB//folE//recF//gadB//ileS//glgP//arsC//aceB//umpG//queC//waaY//
go_0009409_4	lplA//mngB//
go_0009410_4	hcaB//
go_0009411_6	nfsB//gshA//tyrS//pyrC//fabZ//gadB//pyrF//uvrB//pdxA//
go_0009416_5	gcd//polA//
go_0009423_8	tauD//codA//cpsG//pgsA//
go_0009432_5	glpA//deoD//xthA//dhaK//hyaC//
go_0009435_9	hflX//pepD//ribF//iaaA//yqhD//
go_0009436_6	gltB//codA//frdA//cpdA//
go_0009437_5	
go_0009438_5	
go_0009440_6	arnT//mhpC//nrfC//
go_0009442_7	maa//metC//paoC//mcrA//leuC//
go_0009443_5	astB//citX//gpp//
go_0009446_6	tmk//nanK//
go_0009447_6	glyS//yahK//citX//panE//sodA//csdA//trmA//rpiB//
go_0009450_6	ilvC//pdeR//galM//queA//
go_0009451_6	argI//murF//ruvC//uxuB//
go_0009593_4	
go_0009597_5	
go_0009636_4	phnN//pdeL//rlmL//etk//metL//
go_0009637_6	
go_0009651_5	
go_0009697_5	pgm//
go_0009758_2	polB//
go_0009785_5	
go_0009970_6	yagF//ldtE//fabH//
go_0009972_10	nadC//
go_0009992_5	argS//sdhC//paaK//
go_0010033_4	
go_0010038_5	
go_0010039_6	entA//
go_0010041_7	leuC//mhpB//
go_0010042_6	glnE//
go_0010043_6	glgP//hisB//
go_0010045_6	ahpC//
go_0010106_6	
go_0010124_4	acpS//glcE//ribD//gabD//tag//aphA//truA//rutD//
go_0010133_7	rihC//
go_0010139_7	caiD//
go_0010165_6	rutE//phnP//araB//yidA//speC//nadD//tyrA//tdk//
go_0010212_5	lpxD//
go_0010226_6	nadK//
go_0010243_5	
go_0010272_6	fabI//
go_0010273_4	mutH//nudC//chbG//
go_0010312_3	rhaA//
go_0010332_6	
go_0010350_6	
go_0010438_6	adeD//aroG//
go_0010447_5	prpD//nudC//
go_0010468_6	etk//
go_0010498_6	tdcG//cysS//araD//alaS//
go_0010501_7	pncB//gudD//
go_0010557_7	
go_0010608_7	purC//
go_0010628_7	
go_0010629_7	purB//
go_0010676_7	
go_0010699_4	metB//gltX//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	idnD//gpp//waaH//ybhA//queD//yqhD//ubiC//ssuE//entC//
go_0015031_5	alsE//cynT//ynfE//pyrC//katE//thiL//scpC//hemN//
go_0015074_6	
go_0015628_5	
go_0015670_6	murQ//
go_0015673_9	rsmJ//
go_0015675_9	wecC//
go_0015679_10	accC//
go_0015682_8	uxaB//
go_0015684_9	phnL//slt//tauD//yagF//
go_0015685_8	rluB//frdC//
go_0015687_7	gmk//
go_0015688_6	fabG//hemE//
go_0015689_8	dhaK//
go_0015691_9	lpcA//ssuD//
go_0015692_8	gcd//
go_0015693_9	dld//
go_0015696_6	der//
go_0015698_7	speE//
go_0015699_8	gabD//
go_0015700_8	epmB//
go_0015706_6	pepD//cobC//phnO//
go_0015707_6	rsmD//pheA//solA//ldtA//
go_0015709_6	carA//
go_0015710_8	ldhA//miaA//
go_0015712_7	hdhA//
go_0015718_8	ispG//
go_0015721_7	cysC//paaJ//yjjX//
go_0015724_7	ilvC//
go_0015726_8	pta//
go_0015733_7	eutD//
go_0015734_6	murC//
go_0015736_9	nadE//
go_0015739_7	puuE//
go_0015740_9	ugd//melA//paaC//
go_0015741_10	mhpD//aspA//
go_0015747_6	ansB//
go_0015748_6	fucA//
go_0015749_7	fabA//hisA//galM//folA//scpC//yfeX//csdA//
go_0015751_9	kdsB//pgpB//
go_0015752_9	nfsB//murA//
go_0015753_9	orn//preA//
go_0015754_9	iaaA//
go_0015755_9	arsC//gatD//rlmL//
go_0015756_9	rhaD//gmd//
go_0015757_9	rihA//waaB//leuB//purC//
go_0015760_8	yciA//
go_0015761_9	fau//
go_0015762_9	torY//
go_0015764_7	pheA//aroF//accB//
go_0015765_8	atoB//gloB//
go_0015767_9	ilvA//garK//acnB//
go_0015768_9	tsaC//alaA//garL//
go_0015769_9	clsC//
go_0015771_9	phnM//sodC//ddlA//
go_0015772_7	truB//frc//sucC//
go_0015774_7	ygeX//
go_0015778_7	rnpA//
go_0015793_7	paoC//coaA//
go_0015794_7	phr//deoA//
go_0015795_7	nfi//gntK//
go_0015796_7	tdcG//
go_0015797_7	pgpA//puuC//prpB//
go_0015803_7	ybiV//tyrS//codA//
go_0015804_7	pdeF//mobA//
go_0015806_6	waaP//
go_0015807_7	pepD//trmL//lipA//frdA//lpxM//mtn//
go_0015808_8	abgB//menF//
go_0015809_7	fumA//
go_0015810_8	rpe//coaD//
go_0015811_7	entE//tsaD//
go_0015813_6	dgt//rrrD//rbsK//
go_0015814_7	eda//
go_0015816_6	ltaE//
go_0015817_7	lgoD//ribF//
go_0015818_7	pabA//aspS//
go_0015820_7	opgE//kdsB//pphB//puuD//dmlA//
go_0015821_7	recO//narI//
go_0015822_7	rlmM//
go_0015823_7	tsaD//bacA//moaD//rfaE//ppx//
go_0015824_7	murE//yghU//torC//
go_0015825_8	pdeR//
go_0015826_7	aes//dcm//allB//
go_0015827_7	tdcD//sdhC//ribD//
go_0015828_7	nagK//mog//
go_0015829_7	icd//sdhC//iaaA//
go_0015830_7	katG//
go_0015833_6	yjhG//pykF//folD//rsmC//rihB//hemG//frdA//hyaA//acnA//astB//
go_0015834_7	yfbR//alkA//
go_0015835_6	cobU//
go_0015836_7	murG//acs//
go_0015839_7	cheB//
go_0015846_6	idi//rsmD//
go_0015847_7	umpG//hpt//mnmC//mutY//pdeH//
go_0015848_7	ubiX//cobB//
go_0015851_6	
go_0015853_8	ssuE//cmoB//
go_0015856_8	phnJ//
go_0015857_6	selD//gadA//
go_0015858_7	pheS//lysC//rihB//
go_0015860_7	ilvD//arnA//
go_0015861_9	galU//fumB//
go_0015862_9	talB//leuB//
go_0015863_8	pheA//
go_0015864_8	hcaB//
go_0015871_6	lysC//gpmM//cfa//wzc//
go_0015878_6	
go_0015879_9	ligA//
go_0015882_7	allD//
go_0015886_6	mnmC//nfi//
go_0015887_7	lplA//
go_0015888_6	hyaC//
go_0015889_6	gldA//accA//tauD//
go_0015891_6	tynA//
