# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rph//
go_0006281_6	hisH//dgoD//waaY//rutB//dosP//mocA//rlmG//edd//sdaA//ppc//ygjK//hypB//rsmE//thrA//wzc//alr//lpxM//
go_0006283_8	
go_0006284_7	rhaM//allC//guaD//puuC//lpcA//frdC//
go_0006285_6	ybiV//ydiF//cmoA//sbcB//
go_0006288_8	edd//moaA//
go_0006289_7	
go_0006298_7	folA//adhE//treF//gloC//
go_0006301_7	
go_0006302_7	lacZ//moeB//
go_0006307_8	ligB//dcyD//rph//bioC//frdD//
go_0006308_6	yqhD//poxB//agp//alsK//
go_0006310_6	bacA//dgkA//moaE//thiE//umuC//
go_0006313_4	yfcG//
go_0006351_6	aes//astC//
go_0006352_7	
go_0006353_7	
go_0006354_7	iscS//
go_0006355_7	queC//
go_0006357_8	
go_0006364_9	nudB//rhaM//lyxK//puuD//
go_0006378_8	argH//
go_0006396_7	ilvI//hisH//gudD//glcE//polB//
go_0006397_8	allD//
go_0006399_8	nrfC//ubiH//
go_0006400_7	waaP//aroG//cysN//dusB//uvrA//
go_0006401_6	hemE//recR//lpoA//aldA//yidA//ppsA//
go_0006402_7	cysC//dhaL//frlB//tktA//nrdE//tnaA//yfeX//
go_0006412_6	selA//waaY//astB//rutB//sdhA//
go_0006413_4	hisF//
go_0006414_6	
go_0006415_7	pdeL//mltA//
go_0006417_7	paaJ//cfa//
go_0006418_7	mltB//selD//cpsG//iscS//nrdA//hisA//queF//acnA//yigB//ubiX//rsmA//
go_0006419_8	pck//
go_0006420_8	fumA//
go_0006421_8	sucB//
go_0006422_8	dcm//
go_0006423_8	ravA//
go_0006424_8	thiI//pyrG//
go_0006425_8	lpxL//
go_0006427_8	queA//
go_0006428_8	hisS//
go_0006429_8	uidA//
go_0006430_8	wzb//folP//
go_0006431_8	trpC//
go_0006432_8	ssuE//
go_0006433_8	dacC//
go_0006434_8	chbF//
go_0006435_8	glcE//
go_0006436_8	tgt//
go_0006437_8	ispH//
go_0006438_8	phr//
go_0006448_8	
go_0006450_4	frdA//aroH//yrfG//kdgK//lysU//etp//
go_0006457_3	nth//pgk//aroF//nhoA//trpB//cadA//ppiA//
go_0006458_4	
go_0006464_6	yigB//dapD//arnT//rsmC//tktB//trpB//fabA//cadA//
go_0006465_6	rffG//yegS//fabA//
go_0006468_7	ilvB//
go_0006470_7	uidA//napB//lpxD//panC//mnmA//
go_0006473_8	ldtB//
go_0006474_6	gph//rsmC//hcaF//
go_0006476_8	lpxD//
go_0006479_5	hisH//yfbR//gltX//panC//dgoA//arnB//
go_0006486_5	galE//
go_0006490_5	speE//
go_0006508_5	fucO//maa//pinE//recG//glpK//ilvM//wzb//lplA//rlmM//kduI//purF//rffC//gadA//miaA//kbaZ//ldhA//dacC//yfcG//fadH//adeD//dapF//menB//fabG//yihU//pdxH//nfi//galE//cysD//lpxC//hchA//dgoD//mutY//argD//
go_0006515_7	araA//acpT//tpiA//acs//purC//gabT//torC//
go_0006517_6	phnP//cpsB//
go_0006518_5	sad//tmk//
go_0006523_8	glgB//kbaY//
go_0006524_8	
go_0006526_8	ubiG//gshA//glk//metH//glmU//queD//menF//
go_0006527_8	ruvA//malY//fre//hemC//ogt//
go_0006529_7	prpC//yfeW//
go_0006530_7	acpS//proB//tig//ygjK//
go_0006531_7	sgbH//
go_0006532_8	ydiO//folM//glyA//
go_0006535_8	pabC//trpB//argA//
go_0006537_8	malY//
go_0006538_8	katG//iscS//
go_0006541_7	ymdB//pdxK//galK//dfp//yfdR//
go_0006542_8	mltC//folC//
go_0006543_8	
go_0006545_6	yjjX//
go_0006546_6	phnM//tyrS//galU//
go_0006554_8	entD//iaaA//entE//
go_0006556_5	tyrS//
go_0006559_6	cysN//
go_0006561_6	rluB//relA//
go_0006563_7	ushA//
go_0006564_8	fabB//ppiC//puuD//thiC//
go_0006565_8	rffM//yagE//menE//idi//trmA//
go_0006566_7	frlB//
go_0006567_8	dut//sseA//serB//insI-2//yjhH//nrfD//hyaA//
go_0006569_7	treF//
go_0006571_7	argA//ascB//
go_0006593_7	speE//
go_0006598_8	ybcF//fbaA//amyA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	ispF//katG//
go_0006631_5	sucD//hemL//pfkB//mutS//sgbU//
go_0006633_6	wcaJ//arnB//speF//ldtC//rsmB//rhaB//aspA//torY//pyrG//menF//lysU//
go_0006635_6	tig//nanA//yigL//pyrF//treF//rutC//umuC//ymdB//glgA//trmJ//dgcM//pdeR//
go_0006636_7	
go_0006637_5	purA//pgpC//rhaM//plsC//pdxB//
go_0006646_7	
go_0006650_6	
go_0006654_7	waaH//
go_0006655_7	preA//prmC//
go_0006725_4	apaH//
go_0006729_6	dcyD//mog//
go_0006730_4	rluA//trpS//fadB//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	lpxC//glgA//thiL//glyS//mak//rfbC//cyoE//putA//gatD//deoA//umpH//murD//
go_0006749_5	sodC//arnB//
go_0006750_6	ilvH//yahK//
go_0006751_6	pfkB//
go_0006757_5	kdgK//
go_0006760_5	btuR//
go_0006761_7	udp//
go_0006771_5	ppsA//
go_0006772_6	cysM//gloC//
go_0006777_5	selD//phnH//waaL//glgP//puuE//
go_0006779_6	galK//mpaA//rnd//ppx//sdhB//
go_0006780_7	dapA//
go_0006782_7	hemN//pyrD//rsuA//dbpA//
go_0006783_5	waaZ//hycB//mtgA//epmA//sdhD//glgA//scpB//
go_0006790_4	gutQ//rihB//metH//sdhB//murI//rfaD//paaA//eptA//idi//ribC//
go_0006791_2	maeA//ygeX//ndh//
go_0006793_4	fabH//ubiA//
go_0006798_5	idnO//
go_0006799_5	ycjU//
go_0006801_5	waaZ//pheT//tyrS//
go_0006805_4	orn//hcaB//surA//argH//
go_0006807_3	lpxK//gudD//iaaA//
go_0006808_4	paaE//
go_0006810_4	umpH//waaU//lpxD//cobB//rsmB//hisA//rhaD//leuD//nadB//menC//bioH//allB//malP//ispF//gshB//hypF//rbn//umpH//ilvH//atoB//nagB//xylA//nrdB//hemE//cysK//bglX//apaH//psd//ilvB//aspS//rlmC//gabD//glcE//aceF//lpoA//umuC//ilvC//hemH//ubiI//aroC//dapB//pgpC//cysE//rbsD//tsaD//prs//umpG//rihC//kbaZ//ppx//metH//gmhB//fbp//pgi//wrbA//hemH//nrdE//ybhA//rne//trmL//pck//yccX//pyrF//fbaA//queG//rutE//ilvN//hypB//gltX//mtlD//recF//hchA//dxs//mltA//argK//paaH//rutC//
go_0006811_5	pdeF//thiE//paaJ//mpaA//thrA//ddlA//psuG//rhaB//mhpA//arnA//fkpA//
go_0006812_6	lpoB//galK//
go_0006813_8	lldD//ribF//rlmI//gor//ribC//ftnA//aceA//lpoB//
go_0006814_8	frdD//guaB//glgP//mmuM//
go_0006817_8	rrrD//
go_0006820_6	prmB//rluD//rfaE//ilvI//puuD//
go_0006821_8	ung//
go_0006824_8	yihU//lpxM//trmD//frlC//
go_0006825_9	ssuE//
go_0006826_9	arnT//
go_0006828_9	gabT//
go_0006829_9	trpE//panB//ubiF//kdsB//pcm//
go_0006833_6	
go_0006835_8	leuA//prpB//
go_0006847_8	tig//
go_0006855_6	glcB//cueO//rne//argS//truD//nhoA//fau//pykF//pphA//ldcC//deoD//gcvT//dgoA//xthA//
go_0006857_7	rsmD//lsrK//murB//
go_0006863_7	mutS//
go_0006865_6	phnO//hdhA//ubiG//pgl//fruK//argS//gloC//gpmA//fadD//gor//dapD//xylB//ravA//hypB//argE//rfbD//tgt//fabZ//epd//dkgB//cueO//
go_0006868_7	gldA//
go_0006869_6	sdhD//
go_0006874_8	
go_0006876_8	dmsA//
go_0006878_9	fadD//
go_0006879_9	yciV//nanE//
go_0006880_4	yfcF//leuD//
go_0006882_8	galU//
go_0006883_8	sucA//fadJ//garK//
go_0006884_4	
go_0006885_9	gnd//
go_0006886_5	
go_0006928_3	hyaB//
go_0006935_4	cdh//murB//dam//pncB//paaG//
go_0006970_4	cyaA//rsgA//clsC//betA//ldtD//fadJ//
go_0006972_5	ppk//nirD//mhpC//mtgA//pabC//
go_0006974_5	cdd//sufS//mmuM//recJ//mnmE//lysS//ppsA//paaF//rfaE//otsB//tesB//gldA//queC//frdD//purF//speD//phnH//hemF//cdh//dkgA//cobT//fucA//argB//waaF//fre//adk//yjjX//tdh//slyD//roxA//umuC//paaA//fucI//coaE//rne//selB//adk//fabB//mnaT//udp//rsmJ//dut//trmD//uxaC//argC//ispH//mltB//pyrG//ung//astB//folE//solA//gstA//trpB//carB//fbp//pheT//amiD//murI//upp//uvrC//idnD//srlD//sgbE//malY//amiD//roxA//ispG//lipB//rnb//fadB//maeA//pdxA//metC//hdhA//argI//galE//argH//mdh//deoC//frmA//kdsC//hyaB//rimK//metG//ahr//rluC//tatD//rffH//rpiB//upp//adiA//gloA//azoR//sucD//
go_0006979_4	yajO//metL//ulaF//tig//thrA//fkpB//gmhB//gatZ//rluB//folA//alaS//gloB//panC//pfkA//rnb//ascB//argK//dgt//menI//idnO//nadK//fadK//glpD//epmC//thrS//fadE//
go_0006986_5	truD//
go_0006995_6	cmk//dusB//
go_0007059_3	nrfC//uvrA//
go_0007062_4	
go_0007155_3	menA//
go_0007165_3	murG//ileS//
go_0007234_5	
go_0007584_4	
go_0008033_9	mhpA//ackA//nudG//uxaA//recG//ppx//phnP//zwf//
go_0008104_4	
go_0008152_2	ybiV//dgkA//ltaE//dmsC//nagA//coaD//sodA//rhaM//murE//cobB//dadA//mtn//opgB//dgt//opgB//menH//ftsI//
go_0008156_8	
go_0008219_3	
go_0008272_6	puuE//malQ//
go_0008295_6	panB//sucC//ligB//
go_0008299_5	galE//
go_0008360_4	ldhA//hflX//puuC//fumC//lysU//apaH//alaA//dinB//hyaC//rsmH//ydfG//
go_0008610_5	dsdA//lsrK//torC//cmoA//
go_0008615_6	fumA//tdcE//lpoB//gapA//hyaC//nadD//lsrG//
go_0008616_8	dgcT//prs//hcaB//tmk//roxA//thrA//
go_0008643_6	trpD//idnO//xthA//dcm//dgt//sucB//gstB//yggF//rpe//tsaD//leuS//rlmB//ybhA//murA//ldtC//glcE//mnmA//thiM//
go_0008652_5	ada//waaJ//nanA//cyoE//prpD//dld//slt//arnB//
go_0008653_5	
go_0008654_5	dhaM//tktB//eda//kduD//
go_0009050_6	ydiB//fadK//
go_0009052_6	cysQ//fabB//tauD//valS//prpB//acpH//
go_0009056_3	gstA//
go_0009058_3	ruvB//acpS//sdhD//lpoB//
go_0009060_6	cpsB//pyrD//citE//pck//gapA//menI//ileS//
go_0009061_6	lgoD//gpmM//paaG//putA//hyaB//uvrA//putA//fklB//ppx//lsrG//deoA//tcdA//cdsA//lipB//mltF//rihA//dapB//rsmI//aroK//tauD//ribD//
go_0009062_6	argC//
go_0009063_5	kefF//rhaD//hisA//
go_0009070_7	menH//
go_0009073_6	ldcA//dosP//rlmF//rsmA//recR//waaS//alsK//gatD//waaO//nanE//rutC//
go_0009081_5	fadE//carB//
go_0009082_6	eptB//rihC//ruvC//putA//malZ//add//nadK//
go_0009085_8	glmU//
go_0009086_7	argK//rsmC//recO//gcd//waaA//
go_0009088_8	lpd//metH//
go_0009089_6	rutA//ampD//etk//aroG//fbp//leuD//
go_0009090_8	rluB//polB//argB//mak//
go_0009092_7	deoC//
go_0009093_7	
go_0009094_6	mutT//folM//ung//
go_0009097_7	tsaE//aceB//yfeW//fre//edd//
go_0009098_7	dgcM//ilvN//dadA//yihV//cobB//argB//
go_0009099_7	hemG//cysI//napA//mtn//pyrE//citX//iscS//
go_0009102_6	treF//der//lpxC//kdsC//dnaE//kbaZ//aceF//guaA//aceF//
go_0009103_6	fumB//scpC//sdaA//metL//cdd//frmA//purN//poxB//rffC//
go_0009106_5	gcd//
go_0009107_6	rsmE//dam//
go_0009108_6	nth//
go_0009116_5	uxaA//gabD//
go_0009142_7	purA//
go_0009143_7	mrcA//
go_0009152_8	pta//
go_0009157_8	gloA//
go_0009166_7	yjjG//mhpB//
go_0009168_9	mocA//
go_0009220_8	cpdB//iscS//
go_0009224_9	pbpC//
go_0009226_6	rpiA//btuE//
go_0009228_7	selB//apaH//dgcM//hemG//yihS//dgoA//trpD//gutQ//mpaA//
go_0009229_6	fcl//dgt//
go_0009231_6	dmsA//adhE//cpsB//nrdD//glyA//mutL//thiH//
go_0009234_7	nrfB//paaJ//trpD//yeaE//rlmB//sgbE//yqaB//yfdR//ogt//
go_0009236_6	kduD//ubiC//glmS//pta//purL//prpD//
go_0009237_4	pdxH//lpxP//
go_0009239_6	ubiD//chbG//folA//nagA//torZ//selD//fruK//mog//
go_0009240_6	gdhA//
go_0009242_6	tauD//ilvH//hypF//rfaE//glxK//nrdF//metK//ligB//
go_0009243_7	ribB//
go_0009244_7	rnb//iscS//paaJ//scpB//cheR//mdh//fkpB//pgi//ravA//ulaG//murI//hcaC//umuC//ilvC//entH//opgB//rlmE//insI-2//murF//gabD//srlD//torZ//
go_0009245_6	sgbH//trmD//tatD//mutY//pheT//hinT//slt//uvrC//ackA//
go_0009246_6	sdhC//otsB//kbaZ//nrdB//fruK//dmsC//
go_0009249_6	ligA//uxaA//argC//
go_0009250_7	
go_0009251_7	yfdR//
go_0009252_7	nirD//mhpD//caiB//gmk//agp//dgcT//gatZ//cynS//murE//nagA//narZ//napB//hisH//cmoA//lpcA//menE//nudC//dcyD//pdeH//treC//hisH//nfsB//truC//nanK//garR//
go_0009253_8	patZ//garL//hpt//fadK//alkA//yfcF//deoC//nfsB//nanK//mrcA//
go_0009254_8	proS//dosP//lpoA//dosP//slyD//paaF//deoD//zwf//idnO//rutA//gapA//
go_0009257_8	frdB//ddlA//prmC//glgP//
go_0009263_6	yfiC//uvrB//
go_0009264_6	rsmB//nrdA//
go_0009265_7	waaP//
go_0009266_4	insI-2//rihA//malP//araD//lpxC//glnE//
go_0009267_5	gor//yhdH//
go_0009268_4	trmD//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	alkA//
go_0009297_6	
go_0009298_7	entB//tdk//araD//
go_0009305_7	dmsA//
go_0009306_4	
go_0009311_5	
go_0009314_4	dapF//serS//insI-2//rhaM//mrdA//ribA//iscS//opgE//frlB//gabD//asnB//pyrG//queC//cueO//lipA//ybjI//cysC//
go_0009372_5	rfaD//mhpC//idi//
go_0009396_6	waaL//eptC//
go_0009398_7	agp//
go_0009401_7	waaP//dusB//thiH//cpsB//argI//sdaA//nfsB//hemD//dcyD//lipA//torA//panD//gor//rlmM//agp//plsB//lplA//ansB//guaD//gluQ//
go_0009403_5	
go_0009405_4	
go_0009407_3	btuE//
go_0009408_4	dgcZ//sdhA//clsC//hisG//citC//curA//pdxA//nagB//accB//uxaA//mcrA//rlmI//argD//paaJ//uvrB//cdh//pyrH//caiB//ycaO//queF//dhaL//eda//torY//ilvE//menD//tsaC//
go_0009409_4	ybiV//idnD//
go_0009410_4	menB//
go_0009411_6	rffM//lpd//hyaC//rluE//eptA//acpS//hisC//ilvB//lacZ//
go_0009416_5	trmH//sucD//
go_0009423_8	ldcA//etp//cdh//ddlA//
go_0009432_5	glpB//preA//melA//csdA//aspC//
go_0009435_9	ndk//ydiF//trpA//ispF//alsK//
go_0009436_6	uxaC//ulaG//glpD//iscS//
go_0009437_5	
go_0009438_5	
go_0009440_6	mcrA//rsmH//amiD//
go_0009442_7	xylA//pdxK//yfeW//entC//paaH//
go_0009443_5	rihC//mhpB//purU//
go_0009446_6	gudD//dinB//
go_0009447_6	uvrA//def//mrcA//allD//nagA//ribB//lpxB//paaZ//
go_0009450_6	gpsA//ileS//ribA//pphA//
go_0009451_6	suhB//dsdA//yidA//sdhB//
go_0009593_4	
go_0009597_5	
go_0009636_4	rffM//eda//dld//insI-2//trpB//
go_0009637_6	
go_0009651_5	
go_0009697_5	pdeR//
go_0009758_2	purA//
go_0009785_5	
go_0009970_6	phr//codA//tehB//
go_0009972_10	cof//
go_0009992_5	galU//allC//hflX//
go_0010033_4	
go_0010038_5	
go_0010039_6	glxK//
go_0010041_7	mnmA//ascB//
go_0010042_6	eutD//
go_0010043_6	moeA//astC//
go_0010045_6	nth//
go_0010106_6	
go_0010124_4	lacZ//paaG//puuA//birA//preA//murI//epd//aspS//
go_0010133_7	rpiA//
go_0010139_7	yfcF//
go_0010165_6	murD//nadA//ubiH//eno//frc//lysC//waaP//bglX//
go_0010212_5	betB//
go_0010226_6	dacA//
go_0010243_5	
go_0010272_6	dgoD//
go_0010273_4	queD//ribF//menH//
go_0010312_3	ldtE//
go_0010332_6	
go_0010350_6	
go_0010438_6	purN//nadE//
go_0010447_5	sdhC//galU//
go_0010468_6	sdhD//
go_0010498_6	speG//betB//hemL//cysI//
go_0010501_7	ppk//adhE//
go_0010557_7	
go_0010608_7	queF//
go_0010628_7	
go_0010629_7	bglA//
go_0010676_7	
go_0010699_4	insI-2//kdsD//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	sad//ndh//yqhD//pgsA//torA//iaaA//asnB//cysN//rfaE//
go_0015031_5	lysA//cysM//eptC//amiD//preT//argD//yjiA//opgE//
go_0015074_6	
go_0015628_5	
go_0015670_6	dgcZ//
go_0015673_9	hmp//
go_0015675_9	hisS//
go_0015679_10	hemE//
go_0015682_8	pheT//
go_0015684_9	yqjH//cobT//fadK//rsgA//
go_0015685_8	rnpA//moaE//
go_0015687_7	argA//
go_0015688_6	phnL//murQ//
go_0015689_8	truD//
go_0015691_9	ubiE//aroF//
go_0015692_8	murF//
go_0015693_9	nudB//
go_0015696_6	ubiG//
go_0015698_7	nrfB//
go_0015699_8	gntK//
go_0015700_8	relA//
go_0015706_6	dsdA//luxS//nagA//
go_0015707_6	fabB//cobB//ppx//poxB//
go_0015709_6	pheS//
go_0015710_8	cpdB//csdA//
go_0015712_7	hyaC//
go_0015718_8	sgbU//
go_0015721_7	pheT//speG//moaA//
go_0015724_7	bioF//
go_0015726_8	glpK//
go_0015733_7	hemA//
go_0015734_6	pgi//
go_0015736_9	cheR//
go_0015739_7	manA//
go_0015740_9	fabH//galU//sufS//
go_0015741_10	rlmJ//pfkA//
go_0015747_6	tdk//
go_0015748_6	eutB//
go_0015749_7	fkpB//hcaB//abgB//gadB//leuS//nrfC//dacD//
go_0015751_9	rbn//ligA//
go_0015752_9	yqaB//eno//
go_0015753_9	icd//recF//
go_0015754_9	ilvA//
go_0015755_9	yjcS//cpdA//purB//
go_0015756_9	ppx//trpD//
go_0015757_9	hemF//yqhD//rsmB//glgB//
go_0015760_8	carA//
go_0015761_9	ahpC//
go_0015762_9	dusC//
go_0015764_7	ssuD//sodC//mutH//
go_0015765_8	apaH//lpxD//
go_0015767_9	def//hemC//cysE//
go_0015768_9	yeaG//mak//glk//
go_0015769_9	pphB//
go_0015771_9	prs//fbp//dmsB//
go_0015772_7	rfe//ldhA//waaQ//
go_0015774_7	treF//
go_0015778_7	udk//
go_0015793_7	argA//pnp//
go_0015794_7	ldcC//kdsC//
go_0015795_7	purB//treA//
go_0015796_7	entE//
go_0015797_7	yfdR//lysU//speC//
go_0015803_7	aroA//dkgA//cobT//
go_0015804_7	kduI//nudG//
go_0015806_6	hcaB//
go_0015807_7	gatZ//ubiG//paaZ//thrC//ruvC//tynA//
go_0015808_8	rlmD//gpt//
go_0015809_7	mutL//
go_0015810_8	hisH//gmk//
go_0015811_7	fkpA//glcB//
go_0015813_6	yjiA//tdcB//purU//
go_0015814_7	yccX//
go_0015816_6	ppk//
go_0015817_7	tauD//relA//
go_0015818_7	proS//mgsA//
go_0015820_7	phnO//fadH//ribB//tdh//wecB//
go_0015821_7	pnp//tauD//
go_0015822_7	amiD//
go_0015823_7	cfa//rluE//alkA//purL//argA//
go_0015824_7	ugd//yahK//fadA//
go_0015825_8	torY//
go_0015826_7	purL//tdcG//dmsB//
go_0015827_7	fadB//rhaD//glyA//
go_0015828_7	rlmB//rutC//
go_0015829_7	dnaE//dmsB//asd//
go_0015830_7	rlmE//
go_0015833_6	cdh//luxS//ttdA//thiC//abgB//tag//rfaD//truC//surA//lysA//
go_0015834_7	fdhF//kdsC//
go_0015835_6	dosP//
go_0015836_7	purT//adhE//
go_0015839_7	hemE//
go_0015846_6	pldB//waaB//
go_0015847_7	ilvN//alaS//paaZ//lipA//yfiC//
go_0015848_7	glgX//rutB//
go_0015851_6	
go_0015853_8	nrfD//dxr//
go_0015856_8	ybcF//
go_0015857_6	gor//hemG//
go_0015858_7	alaA//uxuA//ribD//
go_0015860_7	luxS//mngB//
go_0015861_9	hisC//ydiF//
go_0015862_9	argS//ligA//
go_0015863_8	opgE//
go_0015864_8	slt//
go_0015871_6	treC//nagK//gabT//queC//
go_0015878_6	
go_0015879_9	ycjU//
go_0015882_7	thiM//
go_0015886_6	pphB//bioH//
go_0015887_7	preA//
go_0015888_6	apaH//
go_0015889_6	paaB//uvrA//ynfH//
