# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ltaE//
go_0005975_4	ldtC//araA//apt//rlmH//rlmE//dmsA//ligB//aroF//ppk//sufS//dgcZ//garD//gltD//pdxK//ilvM//tadA//
go_0005976_5	speG//
go_0005977_6	aldB//
go_0005978_7	cdd//aroD//lpxB//hycB//
go_0005980_7	astC//dxr//pbpC//
go_0005986_7	metC//
go_0005990_7	polB//
go_0005992_7	yjiA//nadD//
go_0005993_7	trmA//nagA//hisD//
go_0005995_7	astB//
go_0005998_7	gatZ//
go_0006000_6	menE//
go_0006001_7	cpsB//ugd//
go_0006002_5	gltB//hemH//codA//
go_0006006_6	ribF//caiD//adhE//ruvC//umuD//
go_0006007_7	aceB//epmB//
go_0006011_5	ruvC//
go_0006012_6	trmD//
go_0006013_6	fdhF//
go_0006014_6	menB//
go_0006015_7	selA//xdhB//
go_0006020_5	zwf//
go_0006044_7	glmU//
go_0006046_8	ydiO//fcl//
go_0006047_5	bioC//rpiB//
go_0006048_6	arnB//waaG//gloC//ahr//
go_0006053_8	idnD//
go_0006062_8	sodA//
go_0006071_6	phnH//rhaM//
go_0006072_6	ilvM//
go_0006082_4	pldB//
go_0006083_6	putA//dgoK//leuC//
go_0006086_8	gapA//fadK//
go_0006090_8	avtA//ilvD//pta//argS//mltC//dkgB//rffM//
go_0006094_7	dgcT//mutT//gpsA//preT//lpxH//ttdB//tktB//hisC//dsdA//
go_0006096_6	nrfD//hemB//cysI//mhpB//dut//trpE//sgbU//fabI//ushA//nadE//ulaF//aspA//pgaB//
go_0006097_5	sdhC//psd//nagB//katE//fumA//
go_0006098_6	pdeH//moaA//gabD//metG//putA//
go_0006099_4	rffC//luxS//aceF//cobS//dacA//moaE//pabB//pfkA//mazG//gldA//cobT//dfp//waaF//
go_0006103_5	entF//dmsC//rlmC//acpH//
go_0006104_6	leuD//
go_0006105_5	cysN//
go_0006106_8	appA//
go_0006107_8	
go_0006108_8	dusB//hisI//aroE//gloC//
go_0006113_5	mltD//ldcC//
go_0006115_6	epd//
go_0006124_6	
go_0006144_6	
go_0006145_7	ilvE//
go_0006146_8	eutB//
go_0006148_9	ilvM//
go_0006149_9	yhdJ//
go_0006150_9	eptC//
go_0006152_7	cpdB//sodA//trmI//waaA//hmp//
go_0006154_6	lysA//
go_0006161_9	gutQ//
go_0006163_6	hyaA//
go_0006164_7	hcp//plsB//pyrD//yihS//
go_0006166_6	manA//
go_0006168_7	trmA//narV//
go_0006171_9	
go_0006172_9	yeaE//
go_0006177_9	kduD//
go_0006178_7	lpxD//
go_0006183_9	asnA//
go_0006189_10	hisI//frmA//
go_0006203_8	pgsA//serS//
go_0006206_6	alsK//tehB//truA//
go_0006207_8	trpS//pgpB//hcaD//adeD//waaZ//
go_0006208_7	psd//pck//mug//fadD//frdD//kbaY//
go_0006209_6	oxc//
go_0006210_8	kduI//
go_0006212_6	deoB//tdcD//queF//cysI//gcvT//ybhA//coaD//thiG//rlmM//waaF//
go_0006217_9	fabI//
go_0006218_9	ubiX//
go_0006220_6	yccX//
go_0006221_7	fumB//lpxT//hisD//
go_0006222_9	
go_0006225_9	btuE//
go_0006226_9	betB//trmL//
go_0006227_9	cfa//
go_0006231_9	glnE//
go_0006233_9	cyaA//
go_0006235_9	rpiB//
go_0006241_9	guaB//
go_0006259_5	rsmA//dadA//moeB//
go_0006260_6	ligA//ymdB//glk//talB//trmI//nadE//purL//
go_0006261_7	waaH//prpD//rsmE//
go_0006265_6	rluD//rsmA//
go_0006266_6	chbG//pphA//wcaJ//
go_0006267_5	
go_0006268_9	hemH//curA//
go_0006269_6	entC//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	pgl//ada//
go_0006281_6	nrfA//pyrH//folC//betA//pldB//fadB//tcdA//puuD//entC//prmB//frdC//aroK//nth//leuD//poxB//ribA//lysC//
go_0006283_8	
go_0006284_7	adeD//edd//dhaL//der//nagZ//waaL//
go_0006285_6	gpt//uxaB//dhaM//rlmA//
go_0006288_8	nrdD//epmA//
go_0006289_7	
go_0006298_7	tdh//pdxJ//ribF//truB//
go_0006301_7	
go_0006302_7	torZ//fadB//
go_0006307_8	miaA//maa//glyS//yjiA//mltF//
go_0006308_6	hdhA//waaU//dgkA//paaE//
go_0006310_6	alaA//argB//nanK//phnO//sufS//
go_0006313_4	pdeL//
go_0006351_6	ppiA//serB//
go_0006352_7	
go_0006353_7	
go_0006354_7	paaG//
go_0006355_7	ackA//
go_0006357_8	
go_0006364_9	ulaE//maa//betA//queA//
go_0006378_8	glgP//
go_0006396_7	katE//puuD//tdcE//talB//ydfG//
go_0006397_8	miaA//
go_0006399_8	trmJ//garD//
go_0006400_7	cheR//garK//mnaT//pinE//ymdB//
go_0006401_6	clsA//ulaD//iaaA//dosP//rnd//rsmA//
go_0006402_7	ribB//pykA//dapF//eutD//truD//pdeF//nfsB//
go_0006412_6	rfaD//dgoK//pykF//lgoD//sgbH//
go_0006413_4	idi//
go_0006414_6	
go_0006415_7	yeaG//murF//
go_0006417_7	rph//sdhC//
go_0006418_7	bioC//mutT//galU//pgaB//cmoA//lpxB//yagF//fabZ//ruvC//selB//sdhA//
go_0006419_8	rluE//
go_0006420_8	metG//
go_0006421_8	glpD//
go_0006422_8	mepS//
go_0006423_8	trmH//
go_0006424_8	dapB//fes//
go_0006425_8	ybcF//
go_0006427_8	ilvE//
go_0006428_8	kduD//
go_0006429_8	lpxB//
go_0006430_8	glpX//trmJ//
go_0006431_8	xdhB//
go_0006432_8	kdgK//
go_0006433_8	frdA//
go_0006434_8	aes//
go_0006435_8	glpA//
go_0006436_8	preT//
go_0006437_8	pbpC//
go_0006438_8	tmk//
go_0006448_8	
go_0006450_4	coaE//lplA//dacD//accA//murD//mtn//
go_0006457_3	sufS//melA//frmA//puuB//pyrB//argS//idnD//
go_0006458_4	
go_0006464_6	amiD//ttdB//glmM//gltX//hisD//cobT//tktB//rluB//
go_0006465_6	kefF//metK//pyrB//
go_0006468_7	nrfD//
go_0006470_7	curA//pdxK//mnmC//acpS//ubiG//
go_0006473_8	pgaC//
go_0006474_6	tktA//dkgA//bglX//
go_0006476_8	glgX//
go_0006479_5	menB//rfbB//tag//dxr//eutB//sad//
go_0006486_5	gnd//
go_0006490_5	cheB//
go_0006508_5	waaU//tig//pgaB//tdh//dam//bglA//gpt//iaaA//cysE//dgt//nudC//carA//nrdA//dacD//pnp//glcE//metH//trpA//aroD//panD//rfaE//aldA//cynS//murF//waaG//glpK//yrfG//ulaF//suhB//rsmD//gmhB//mltB//rlmA//
go_0006515_7	pgpC//cysG//birA//torC//nudG//yqhD//entE//
go_0006517_6	glgB//tatD//
go_0006518_5	ligB//aroF//
go_0006523_8	dsdA//hdhA//
go_0006524_8	
go_0006526_8	fabG//ybhA//hemH//cysD//mnmC//dapA//eptA//
go_0006527_8	sad//waaH//sseA//gntK//phnJ//
go_0006529_7	tdcD//tmk//
go_0006530_7	lplA//yqhD//sodC//nadD//
go_0006531_7	nrdF//
go_0006532_8	fucK//fadA//nadD//
go_0006535_8	apaH//paaG//truB//
go_0006537_8	bglB//
go_0006538_8	idnK//panC//
go_0006541_7	trpA//mnaT//lpxP//metH//glmS//
go_0006542_8	yidA//frc//
go_0006543_8	
go_0006545_6	phnO//
go_0006546_6	pdxH//thrA//speE//
go_0006554_8	murQ//cysM//queG//
go_0006556_5	hemL//
go_0006559_6	rlmG//
go_0006561_6	queF//ssuE//
go_0006563_7	prpC//
go_0006564_8	citE//pgaB//udk//phnH//
go_0006565_8	ppc//wcaJ//prmC//fbaA//yfeW//
go_0006566_7	btuR//
go_0006567_8	argK//nadD//mtlD//cysE//pdeF//folE//ispU//
go_0006569_7	rluD//
go_0006571_7	lpxT//lysC//
go_0006593_7	cysS//
go_0006598_8	bglB//sucD//trmO//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	fumB//rihA//
go_0006631_5	menC//sucC//pfkA//tcdA//gpmM//
go_0006633_6	umpG//xdhB//insI-1//btuE//menD//argF//mltC//pykF//cynT//deoB//ubiA//
go_0006635_6	alsK//lpxK//puuD//deoC//fau//btuR//queC//tgt//waaQ//kdsA//slyD//ldtA//
go_0006636_7	
go_0006637_5	entB//tktB//dfp//argB//ldtE//
go_0006646_7	
go_0006650_6	
go_0006654_7	arnB//
go_0006655_7	allC//lsrG//
go_0006725_4	narY//
go_0006729_6	cysD//mutT//
go_0006730_4	coaD//miaA//tdcG//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	pabA//yfdR//epd//hypF//spoT//ybjG//roxA//thiI//paaF//ybhA//umuD//def//
go_0006749_5	allB//mraY//
go_0006750_6	gloC//nrdF//
go_0006751_6	sodA//
go_0006757_5	fucI//
go_0006760_5	mrcA//
go_0006761_7	ilvE//
go_0006771_5	fabI//
go_0006772_6	gatZ//coaA//
go_0006777_5	nrfA//sthA//ushA//yciV//xylA//
go_0006779_6	serA//edd//eptC//cyaA//rlmF//
go_0006780_7	hemD//
go_0006782_7	uxaB//fucI//argH//pyrC//
go_0006783_5	dgoK//accB//yihU//rutB//fucA//gabT//acpT//
go_0006790_4	nudC//fucK//maeA//pyrG//abgA//dosP//pgpB//paaA//insI-2//gatZ//
go_0006791_2	srlD//rrrD//phr//
go_0006793_4	tdcB//ligA//
go_0006798_5	mak//
go_0006799_5	waaA//
go_0006801_5	cfa//rutC//yccX//
go_0006805_4	fucI//ispU//alsE//cfa//
go_0006807_3	ilvE//gshB//leuB//
go_0006808_4	tgt//
go_0006810_4	puuB//pgk//acnB//narV//rffH//aroF//pgaD//gltX//fdhF//csdA//truB//acpT//fbaA//cobT//ddlB//mcrB//rfbC//cpsG//fadA//fruK//rsmG//gadB//pgaD//narH//idnD//hyaA//phnG//cobU//hcaB//guaD//dmsC//otsA//sdaA//pabB//aroE//roxA//nagK//tdcE//coaD//fruK//fbaA//astB//prmB//prmC//ftsI//sgbU//uxaA//ahr//pdxJ//rnd//lpoB//galE//glgA//cadA//yieH//glmM//glmU//katE//kdsC//birA//yeaG//dadA//gshA//phnL//gltX//pykA//bioA//opgB//panB//guaB//mhpB//talB//dnaQ//dcm//aspA//yfiC//dsdA//
go_0006811_5	lpxB//mepS//pgm//iaaA//pck//ydiF//yigL//yhdH//rnt//proC//glmM//
go_0006812_6	argB//ulaD//
go_0006813_8	pfkA//metL//glpA//ilvC//leuA//gntK//allC//rluB//
go_0006814_8	mak//purT//ribA//ybiV//
go_0006817_8	waaP//
go_0006820_6	ybjG//mobA//yeaG//mgsA//sseA//
go_0006821_8	hemB//
go_0006824_8	truA//der//sodB//aceA//
go_0006825_9	poxB//
go_0006826_9	menI//
go_0006828_9	panD//
go_0006829_9	mngB//galE//mtn//bioH//ogt//
go_0006833_6	
go_0006835_8	waaS//menA//
go_0006847_8	rffM//
go_0006855_6	kefF//glyA//wrbA//gadB//ulaE//aroA//gstB//garR//dacA//entD//dgt//asnA//valS//nanA//
go_0006857_7	pfkA//entB//hisH//
go_0006863_7	xapA//
go_0006865_6	rfbB//nudC//rutD//kdsB//yagF//yeaG//gcd//mutT//agp//menB//ubiX//moaA//ssuE//mnmG//waaA//accD//gcvP//hisA//gltD//hisH//ynfF//
go_0006868_7	aroE//
go_0006869_6	rlmC//
go_0006874_8	
go_0006876_8	mcrB//
go_0006878_9	cpsB//
go_0006879_9	hemB//yjiA//
go_0006880_4	eutB//sgbH//
go_0006882_8	yciA//
go_0006883_8	opgB//frmB//suhB//
go_0006884_4	
go_0006885_9	fruK//
go_0006886_5	
go_0006928_3	hisB//
go_0006935_4	entH//malY//mmuM//ampH//glpX//
go_0006970_4	hemN//thiI//lpcA//wrbA//scpC//umuD//
go_0006972_5	solA//udk//fadD//hemH//ybhA//
go_0006974_5	pdeF//glgP//ilvB//lsrG//mutH//astC//yigB//rutE//nth//pgpB//rlmA//rluB//caiD//mutY//pgpC//pgm//rnd//sucA//aroF//argF//abgA//maa//waaA//paaF//tgt//gpsA//tsaD//metB//tdcB//truD//hinT//nemA//fucO//moaE//pcm//appA//wzb//ung//argE//folM//lpcA//glmU//ispF//guaC//araD//nrfB//waaJ//fabH//gabD//menC//folD//puuA//yjjG//phnN//waaS//paaA//glxK//kdgK//acnA//aroF//manA//speA//tsaE//glmU//mhpA//pinE//rsmJ//trmJ//purU//dgcZ//yfeW//ldhA//cobT//sucD//napB//fadI//folD//frmA//cheR//pfkB//dmsC//rlmA//mobA//narV//pyrH//ispF//alaS//nrfD//ubiX//pgm//arnA//lipB//rffG//kdsB//aroC//
go_0006979_4	sucC//yagF//ulaD//pabC//ycaO//rsmA//csdA//ldtD//opgE//rhaM//speE//mtgA//phnI//aroG//yeaG//yccX//pdeF//lpxL//dxr//aphA//nadK//lpxP//gpmM//folP//rffC//ldtB//
go_0006986_5	pabA//
go_0006995_6	aldA//tpiA//
go_0007059_3	ansA//rhaA//
go_0007062_4	
go_0007155_3	rffM//
go_0007165_3	asd//ahr//
go_0007234_5	
go_0007584_4	
go_0008033_9	ppiA//sodA//yihV//mnmG//proC//plsB//gabD//murA//
go_0008104_4	
go_0008152_2	yihV//argI//yfiC//otsA//rph//rimK//eptC//ldhA//lpoB//queG//fkpA//paaG//chbG//kdsD//phnN//lipB//uxaB//
go_0008156_8	
go_0008219_3	
go_0008272_6	pheS//fumC//
go_0008295_6	tauD//pgpA//rbn//
go_0008299_5	hemB//
go_0008360_4	glpK//pdxJ//cmoB//putA//nudG//wzb//ynfE//hcaB//alsK//asd//pflB//
go_0008610_5	fklB//xylB//bglX//gcd//
go_0008615_6	dkgB//argE//accB//dcyD//mgsA//truA//hycB//
go_0008616_8	truD//mocA//speF//ispG//hisD//agp//
go_0008643_6	yfcF//opgE//argD//hcaD//ilvM//waaB//fadA//rlmI//wrbA//aes//gpt//sad//rutD//adhE//allC//yqjH//ackA//nemA//
go_0008652_5	fklB//pyrF//cobT//dapD//phnG//eptA//argD//sad//
go_0008653_5	
go_0008654_5	hisG//nudB//napC//pdxB//
go_0009050_6	aspS//bioA//
go_0009052_6	yhdH//otsB//hmp//frlC//dosP//moaA//
go_0009056_3	alkB//
go_0009058_3	ribC//sgbU//moeA//dosP//
go_0009060_6	frdB//wrbA//luxS//udk//sucC//glmM//purD//
go_0009061_6	metC//rfaD//ubiE//ldtD//truD//hisD//scpC//ppk//uxaC//umuD//dkgB//serB//ldcC//cpsG//ribA//nagA//hisF//glcE//lpxT//phoA//rne//
go_0009062_6	frc//
go_0009063_5	aceB//argD//aceB//
go_0009070_7	rluA//
go_0009073_6	pgpA//fkpB//menI//folD//argF//rfaD//patD//hemG//bioB//prs//dhaM//
go_0009081_5	pflB//pyrF//
go_0009082_6	alkA//rlmH//dfp//gluQ//tatD//kbaZ//rpe//
go_0009085_8	frc//
go_0009086_7	glpB//glmU//ldtE//rluB//pdeL//
go_0009088_8	ydiB//dgcM//
go_0009089_6	rsmH//cof//cobT//yjcS//aceB//queC//
go_0009090_8	kdsC//mak//tig//proA//
go_0009092_7	hdhA//
go_0009093_7	
go_0009094_6	mazG//mngB//epmB//
go_0009097_7	asnS//cysK//ansA//aceF//lpxT//
go_0009098_7	tynA//bfr//uvrB//tynA//ubiX//nadK//
go_0009099_7	trmD//gltD//solA//panC//clsB//ampD//rbn//
go_0009102_6	rdgB//dgt//paaK//leuC//dgoA//dxr//murA//trmL//acpS//
go_0009103_6	clsA//narI//lpoB//dhaL//cynT//waaH//maeA//cof//leuA//
go_0009106_5	ttdA//
go_0009107_6	yihV//rdgB//
go_0009108_6	ndk//
go_0009116_5	ribD//arnA//
go_0009142_7	tgt//
go_0009143_7	zwf//
go_0009152_8	pncB//
go_0009157_8	hyi//
go_0009166_7	prpC//dapD//
go_0009168_9	ttdA//
go_0009220_8	yidA//lsrG//
go_0009224_9	rsmC//
go_0009226_6	rsuA//mrdA//
go_0009228_7	garK//mhpD//waaZ//rph//fabA//waaY//betB//fadK//ribE//
go_0009229_6	ribC//rutD//
go_0009231_6	proS//ulaG//panE//orn//thiI//nemA//lipB//
go_0009234_7	queG//aroA//gadA//appA//sgbE//nirD//polA//yihT//recG//
go_0009236_6	udk//lpd//cheR//selD//alaC//cadA//
go_0009237_4	bfr//purT//
go_0009239_6	nadE//frdD//plsC//rsmC//fabB//tdk//hyaC//putA//
go_0009240_6	aroH//
go_0009242_6	nadD//rpe//xylB//ppx//bioD//asnA//aldB//cheR//
go_0009243_7	ahpC//
go_0009244_7	def//yeaG//murB//murD//bfr//rhaB//paaF//ldcA//nudB//pyrC//torC//cysE//yrfG//gor//rlmD//thiI//acpT//ispB//poxB//uvrC//nfsB//napC//
go_0009245_6	thiD//uxuB//aroK//truC//accA//hemN//leuS//aldA//dacC//
go_0009246_6	menF//pncB//paaF//guaB//sthA//cysI//
go_0009249_6	glgA//rfbC//hyaA//
go_0009250_7	
go_0009251_7	yigL//
go_0009252_7	speF//garD//opgB//dhaM//cobC//metC//pdeH//gcvP//nemA//glmS//lpoA//pyrF//tktB//edd//nrdA//truB//pgl//nfi//argF//uxaB//thiH//nudC//rihA//gmk//thiM//
go_0009253_8	ubiF//cyoE//atoB//ackA//dam//araD//folE//xapA//rbn//purB//
go_0009254_8	purD//mnmA//nadB//dsdA//ynfE//paaB//dld//mhpC//thiI//hflX//umpH//
go_0009257_8	ulaE//truB//gstA//poxB//
go_0009263_6	fucO//cysG//
go_0009264_6	aroL//dusC//
go_0009265_7	ybjI//
go_0009266_4	fadJ//menI//apaH//pta//accB//dgoK//
go_0009267_5	lsrG//pck//
go_0009268_4	treC//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	pgpA//
go_0009297_6	
go_0009298_7	rsmJ//phnJ//metE//
go_0009305_7	rlmL//
go_0009306_4	
go_0009311_5	
go_0009314_4	gutQ//ubiF//yeaE//ybjG//scpB//argE//dnaQ//betB//rlmM//napB//mrcB//paaZ//galE//hemB//ndk//hyi//cysD//
go_0009372_5	nemA//glnE//mepS//
go_0009396_6	csdA//yjcS//
go_0009398_7	hisI//
go_0009401_7	yihT//argH//nirD//hisB//gatZ//galT//dapA//hisB//lpxT//eutD//gcvT//pepD//idnK//mtlD//rdgB//ilvM//preA//folE//speB//prpD//
go_0009403_5	
go_0009405_4	
go_0009407_3	cysG//
go_0009408_4	fabH//yegS//rffG//alsE//etp//mltC//rhaA//mnmA//metL//serS//sdhD//ispH//gstB//udp//mltA//ampH//queC//rnt//aldA//lyxK//yjcS//fbp//nrfD//malS//aes//glcD//
go_0009409_4	mnmE//mrcA//
go_0009410_4	folP//
go_0009411_6	yqaB//menE//ada//ubiI//ruvB//tag//ulaF//nrfB//dut//
go_0009416_5	frdD//rhaA//
go_0009423_8	dkgA//yihS//waaS//rfaD//
go_0009432_5	ppsA//epmC//leuB//waaF//dfp//
go_0009435_9	lysA//tnaA//aroH//srlD//moaD//
go_0009436_6	leuB//mrdA//purD//wrbA//
go_0009437_5	
go_0009438_5	
go_0009440_6	opgB//lyxK//waaJ//
go_0009442_7	murD//hemL//etp//pabC//pbpC//
go_0009443_5	kdsD//pncB//nadE//
go_0009446_6	ligB//chbF//
go_0009447_6	xthA//luxS//cysQ//caiD//dut//valS//kduD//polA//
go_0009450_6	pheA//aldB//arnB//mhpA//
go_0009451_6	nadC//ydiO//yeaG//cysQ//
go_0009593_4	
go_0009597_5	
go_0009636_4	idnD//hycB//astC//malZ//nanK//
go_0009637_6	
go_0009651_5	
go_0009697_5	atoB//
go_0009758_2	fadA//
go_0009785_5	
go_0009970_6	yieH//guaC//aldB//
go_0009972_10	dadA//
go_0009992_5	menC//queA//puuC//
go_0010033_4	
go_0010038_5	
go_0010039_6	nrfD//
go_0010041_7	waaU//maeA//
go_0010042_6	entC//
go_0010043_6	ogt//accC//
go_0010045_6	gshA//
go_0010106_6	
go_0010124_4	roxA//thiH//tdk//gltX//nrfD//hemC//cysQ//apaH//
go_0010133_7	aroC//
go_0010139_7	yagF//
go_0010165_6	dosP//malQ//rffM//lpoA//gloC//yggF//araA//cysG//
go_0010212_5	dmlA//
go_0010226_6	dusB//
go_0010243_5	
go_0010272_6	lpxL//
go_0010273_4	mog//rfbB//trmA//
go_0010312_3	cheR//
go_0010332_6	
go_0010350_6	
go_0010438_6	yfcG//kefF//
go_0010447_5	gluQ//bglB//
go_0010468_6	add//
go_0010498_6	gshA//eutD//proC//trmH//
go_0010501_7	astC//ghrB//
go_0010557_7	
go_0010608_7	sucD//
go_0010628_7	
go_0010629_7	glpX//
go_0010676_7	
go_0010699_4	fabZ//uvrA//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	araD//dld//sufS//ddlB//scpC//dgcM//lldD//ybiV//birA//
go_0015031_5	waaG//lacZ//pphB//hyaB//napB//pykA//nrdE//mraY//
go_0015074_6	
go_0015628_5	
go_0015670_6	sdaA//
go_0015673_9	hisI//
go_0015675_9	yciA//
go_0015679_10	thiE//
go_0015682_8	arsC//
go_0015684_9	umuD//gltB//ubiF//nudC//
go_0015685_8	entE//serB//
go_0015687_7	ruvC//
go_0015688_6	sdaA//rsmH//
go_0015689_8	dkgA//
go_0015691_9	phnN//nagZ//
go_0015692_8	plsC//
go_0015693_9	hdhA//
go_0015696_6	argC//
go_0015698_7	aceA//
go_0015699_8	solA//
go_0015700_8	ahpC//
go_0015706_6	rluA//rihC//pyrE//
go_0015707_6	pdeH//pyrD//polB//fucI//
go_0015709_6	menD//
go_0015710_8	nudB//aroL//
go_0015712_7	katG//
go_0015718_8	hcp//
go_0015721_7	trpB//glpA//clsC//
go_0015724_7	hcaD//
go_0015726_8	gpp//
go_0015733_7	hyaA//
go_0015734_6	queC//
go_0015736_9	entD//
go_0015739_7	gpmM//
go_0015740_9	rnt//insI-2//uvrA//
go_0015741_10	gatZ//paaC//
go_0015747_6	rfe//
go_0015748_6	yjhH//
go_0015749_7	ybjG//dfp//ldhA//entA//ahr//rfbB//ybjG//
go_0015751_9	garK//mhpC//
go_0015752_9	tsaD//ansB//
go_0015753_9	gpt//lldD//
go_0015754_9	dgoD//
go_0015755_9	sdhD//ubiI//eda//
go_0015756_9	argB//gshB//
go_0015757_9	glcF//fruK//kdsA//rph//
go_0015760_8	argS//
go_0015761_9	paaA//
go_0015762_9	ldtB//
go_0015764_7	cobS//gluQ//hemH//
go_0015765_8	rlmF//thiE//
go_0015767_9	pdeR//sgbE//yigL//
go_0015768_9	sdhC//birA//lsrK//
go_0015769_9	panE//
go_0015771_9	sdaB//cmoB//cysK//
go_0015772_7	panC//preA//nagK//
go_0015774_7	aroF//
go_0015778_7	cheR//
go_0015793_7	ubiC//purT//
go_0015794_7	sdhD//pyrF//
go_0015795_7	ugd//sgbE//
go_0015796_7	nrfC//
go_0015797_7	rlmF//aroE//hisS//
go_0015803_7	ydiO//rluE//bioA//
go_0015804_7	clsB//ssuE//
go_0015806_6	nadA//
go_0015807_7	epmA//dinB//alsE//garK//aphA//rbsK//
go_0015808_8	accC//gluQ//
go_0015809_7	sufS//
go_0015810_8	paaC//waaA//
go_0015811_7	aroB//gadA//
go_0015813_6	aroB//narZ//ynfE//
go_0015814_7	cobT//
go_0015816_6	ubiX//
go_0015817_7	amiD//galU//
go_0015818_7	folA//trmH//
go_0015820_7	rluB//trpA//aes//narY//rsmD//
go_0015821_7	eptC//glxK//
go_0015822_7	suhB//
go_0015823_7	yqaB//rfaE//kdsD//ndk//phoA//
go_0015824_7	rluA//purL//tdh//
go_0015825_8	bglX//
go_0015826_7	ubiF//gapA//rsmF//
go_0015827_7	ugd//citC//glgA//
go_0015828_7	tesB//garD//
go_0015829_7	tnaA//sdhC//narH//
go_0015830_7	maeA//
go_0015833_6	trmL//napA//cysE//sdaA//iaaA//lysS//patD//mcrB//nfi//rsgA//
go_0015834_7	phoA//trmI//
go_0015835_6	abgB//
go_0015836_7	torA//lpxC//
go_0015839_7	mhpC//
go_0015846_6	aes//tdcB//
go_0015847_7	sucA//uvrB//glxR//yggF//waaC//
go_0015848_7	tauD//menC//
go_0015851_6	
go_0015853_8	galM//glmU//
go_0015856_8	napB//
go_0015857_6	tsaE//rutD//
go_0015858_7	serC//nrfB//cobB//
go_0015860_7	aspA//leuA//
go_0015861_9	btuE//fabH//
go_0015862_9	mltD//pflB//
go_0015863_8	hisH//
go_0015864_8	ribA//
go_0015871_6	napB//tdcG//waaS//rluC//
go_0015878_6	
go_0015879_9	uxaB//
go_0015882_7	mnmC//
go_0015886_6	rsmJ//deoC//
go_0015887_7	thiE//
go_0015888_6	dgkA//
go_0015889_6	ftnA//gudD//napB//
