# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	malY//
go_0009061_6	wzb//rsmG//narY//hdhA//pepD//malY//cysQ//tyrS//rnd//queC//dacC//fadH//hisG//plsB//cyoE//proC//asnB//metC//frlB//alaA//purU//
go_0009062_6	gabT//
go_0009063_5	mcrB//xdhB//mnmE//
go_0009070_7	ppx//
go_0009073_6	rlmH//plsC//ynfH//ung//hisD//prmC//asnA//gatY//ssuD//lpcA//iaaA//
go_0009081_5	agp//asd//
go_0009082_6	epd//cpdA//yfeX//rlmA//mhpA//leuC//serS//
go_0009085_8	pphB//
go_0009086_7	gltX//entF//rbsK//cobC//tyrB//
go_0009088_8	talB//glmS//
go_0009089_6	rpiA//waaC//pgpA//frmA//ispH//acnB//
go_0009090_8	ynfF//waaZ//menB//fruK//
go_0009092_7	rrrD//
go_0009093_7	
go_0009094_6	ubiD//cdd//apt//
go_0009097_7	rpe//argS//pgsA//rfaE//ldcC//
go_0009098_7	uxaC//gloC//dusB//dcm//rlmD//tynA//
go_0009099_7	nrdF//gapA//murI//hemB//ldtC//hmp//hisD//
go_0009102_6	ghrB//alaC//nrfC//pldB//feaB//dusC//paaF//ybhA//rfaD//
go_0009103_6	hisG//lacZ//waaJ//hcaD//folM//tdcG//rluD//hpt//asnB//
go_0009106_5	tyrA//
go_0009107_6	paaH//gcvP//
go_0009108_6	mmuM//
go_0009116_5	arsC//ppx//
go_0009142_7	ubiH//
go_0009143_7	codA//
go_0009152_8	pyrF//
go_0009157_8	nhoA//
go_0009166_7	ravA//metC//
go_0009168_9	speB//
go_0009220_8	narG//bglX//
go_0009224_9	hisB//
go_0009226_6	ubiF//ung//
go_0009228_7	tsaB//frlC//waaC//gmk//oxc//ubiD//malS//rutC//murI//
go_0009229_6	nagB//cynT//
go_0009231_6	alkB//tsaE//lpxD//ilvE//pflB//prpC//menB//
go_0009234_7	yjcS//yihT//entA//rluF//trmO//bioB//paaE//galT//lpxL//
go_0009236_6	scpC//dkgA//cdh//rfbC//mutS//sseA//
go_0009237_4	lysU//ssuE//
go_0009239_6	idi//yciA//fcl//alkB//nadB//iscS//murD//fumC//
go_0009240_6	serS//
go_0009242_6	acs//yidA//serS//pagP//aceF//rihB//thiL//ygjK//
go_0009243_7	rpiB//
go_0009244_7	wecB//gatY//narH//hflX//ribA//tmcA//dgoA//avtA//rpe//hcaC//cdh//rlmD//adhP//cysM//rffH//nrdE//ligA//napB//metC//dgt//plsB//garR//
go_0009245_6	argF//thiI//pheA//lpoA//glgA//pdeR//aroD//lysA//rluB//
go_0009246_6	idi//plsB//rlmI//selB//fbp//ahpC//
go_0009249_6	kdsB//sucC//dsdA//
go_0009250_7	
go_0009251_7	mcrA//
go_0009252_7	cdh//fdhF//garL//roxA//lysS//cobU//pyrF//folA//dld//lldD//ldtA//acpT//wzb//mutS//proC//waaF//xthA//ydiB//argH//dut//rffC//glcD//arnB//puuA//uidA//
go_0009253_8	curA//pdxJ//yajO//bacA//ilvM//dgcZ//nadE//dcm//ribB//cobT//
go_0009254_8	aspC//ddlA//pyrF//gcvH//iscS//folE//frdC//sdhD//cysC//glpC//napC//
go_0009257_8	maa//bglB//dosP//entA//
go_0009263_6	ydiF//fcl//
go_0009264_6	lpxL//phnJ//
go_0009265_7	fucA//
go_0009266_4	sucD//puuA//idi//waaZ//nudC//ssuD//
go_0009267_5	oxc//phr//
go_0009268_4	uxuA//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	uxuA//
go_0009297_6	
go_0009298_7	yfeW//rrrD//rihB//
go_0009305_7	alaS//
go_0009306_4	
go_0009311_5	
go_0009314_4	lpoA//uxaA//pgaD//insI-1//hcaB//rsmD//pdxY//tauD//umuC//dapD//pldB//puuD//ttdB//napB//manA//fau//nanA//
go_0009372_5	ppiC//murI//dxr//
go_0009396_6	lpxK//purN//
go_0009398_7	dacD//
go_0009401_7	nagK//torA//glgB//rsmA//surA//rsuA//lplA//nanK//rlmL//yagF//napB//bacA//pdeL//lpxD//uvrB//insI-2//aldB//recJ//thiI//rlmI//
go_0009403_5	
go_0009405_4	
go_0009407_3	mepS//
go_0009408_4	torY//nfi//citE//ghrB//orn//prpC//frlC//cysH//tadA//yigB//trpS//speG//ilvE//amyA//fucA//rihB//kduI//alaS//mobA//rlmL//rpiA//ilvB//yeaG//mnmE//puuA//dgkA//
go_0009409_4	mtgA//yfiC//
go_0009410_4	putA//
go_0009411_6	ghrB//aroD//bacA//cysS//phnN//lpxC//purC//nudC//ilvD//
go_0009416_5	ubiI//hisD//
go_0009423_8	sgbE//iscS//fes//cobU//
go_0009432_5	lpxP//sucD//cheR//kdsC//opgB//
go_0009435_9	narV//rhaA//waaH//galT//yihS//
go_0009436_6	puuD//dmsA//metH//poxB//
go_0009437_5	
go_0009438_5	
go_0009440_6	ppc//psuG//waaO//
go_0009442_7	hyi//yieH//rpiA//maa//gcvH//
go_0009443_5	lpxD//glgX//pykF//
go_0009446_6	dcyD//fumB//
go_0009447_6	cysM//nrfD//rfaE//roxA//rsmB//rsgA//mnmG//recR//
go_0009450_6	mltD//mutS//frdA//pta//
go_0009451_6	ybjI//galU//coaE//coaD//
go_0009593_4	
go_0009597_5	
go_0009636_4	psuG//glmU//tsaB//mrdA//rsmF//
go_0009637_6	
go_0009651_5	
go_0009697_5	narI//
go_0009758_2	tktA//
go_0009785_5	
go_0009970_6	mutH//argI//nadA//
go_0009972_10	hemD//
go_0009992_5	sdaA//prpB//orn//
go_0010033_4	
go_0010038_5	
go_0010039_6	epd//
go_0010041_7	cyoE//ilvB//
go_0010042_6	hemB//
go_0010043_6	sgbU//rlmI//
go_0010045_6	gstA//
go_0010106_6	
go_0010124_4	lysS//dgcT//paaG//yihX//trmH//hisG//tcdA//purD//
go_0010133_7	fumB//
go_0010139_7	argI//
go_0010165_6	gluQ//ydfG//serC//pfkA//garK//phnH//rlmL//yieF//
go_0010212_5	pdxK//
go_0010226_6	kduD//
go_0010243_5	
go_0010272_6	bioD//
go_0010273_4	ynfH//proB//prs//
go_0010312_3	rlmM//
go_0010332_6	
go_0010350_6	
go_0010438_6	ldtD//entH//
go_0010447_5	prs//pdxK//
go_0010468_6	fadI//
go_0010498_6	yfiC//rlmG//ilvA//mltD//
go_0010501_7	pabB//glmM//
go_0010557_7	
go_0010608_7	gudD//
go_0010628_7	
go_0010629_7	entF//
go_0010676_7	
go_0010699_4	rsmJ//yfeW//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	epd//adk//lsrK//hinT//ldhA//moaE//lpxD//ribE//sthA//
go_0015031_5	cmoB//wcaJ//napA//trmO//aroL//ilvE//ppk//mog//
go_0015074_6	
go_0015628_5	
go_0015670_6	oxc//
go_0015673_9	bioB//
go_0015675_9	hcaD//
go_0015679_10	pdxY//
go_0015682_8	ybjI//
go_0015684_9	ygeX//folP//ackA//puuA//
go_0015685_8	pyrB//rpiA//
go_0015687_7	argH//
go_0015688_6	tynA//ldcC//
go_0015689_8	adk//
go_0015691_9	tyrA//moeB//
go_0015692_8	moaA//
go_0015693_9	yagE//
go_0015696_6	ilvN//
go_0015698_7	malY//
go_0015699_8	moeA//
go_0015700_8	rimK//
go_0015706_6	coaD//dnaQ//thiI//
go_0015707_6	glmU//trpA//alkA//fadJ//
go_0015709_6	waaU//
go_0015710_8	lpxD//hisI//
go_0015712_7	rlmJ//
go_0015718_8	speB//
go_0015721_7	mazG//waaA//recJ//
go_0015724_7	ghrB//
go_0015726_8	murI//
go_0015733_7	hcaE//
go_0015734_6	lysS//
go_0015736_9	ilvB//
go_0015739_7	apaH//
go_0015740_9	mhpB//pgaD//wecB//
go_0015741_10	idnK//lplA//
go_0015747_6	aphA//
go_0015748_6	ubiA//
go_0015749_7	yigB//ydiB//uxuB//waaS//ribE//tyrA//sdhC//
go_0015751_9	fkpB//fklB//
go_0015752_9	dacA//ilvE//
go_0015753_9	cdd//poxB//
go_0015754_9	cysN//
go_0015755_9	cynS//ybiV//aroB//
go_0015756_9	paoC//cpdB//
go_0015757_9	fabD//fucK//rbsK//purC//
go_0015760_8	ldtB//
go_0015761_9	napB//
go_0015762_9	ilvM//
go_0015764_7	fau//fadA//ttdA//
go_0015765_8	proC//fkpB//
go_0015767_9	tesB//ruvC//pdeF//
go_0015768_9	folD//pyrH//ribD//
go_0015769_9	hisI//
go_0015771_9	pyrF//pdxY//cheB//
go_0015772_7	carB//thrS//sthA//
go_0015774_7	ilvI//
go_0015778_7	pdxB//
go_0015793_7	mnmC//malQ//
go_0015794_7	hdhA//putA//
go_0015795_7	melA//etk//
go_0015796_7	prs//
go_0015797_7	tilS//aroK//kdgK//
go_0015803_7	lpcA//rbsD//etk//
go_0015804_7	maeA//yihX//
go_0015806_6	menC//
go_0015807_7	waaU//betA//hemL//bioA//napB//ispG//
go_0015808_8	waaS//glyA//
go_0015809_7	nanA//
go_0015810_8	leuS//gltX//
go_0015811_7	aroD//acnA//
go_0015813_6	nagA//pheS//gmd//
go_0015814_7	moeA//
go_0015816_6	citG//
go_0015817_7	cpsB//pykA//
go_0015818_7	treA//mutS//
go_0015820_7	prs//sseA//pgpC//sodA//otsA//
go_0015821_7	uxuB//yidA//
go_0015822_7	prpC//
go_0015823_7	malY//agp//sufS//preT//tynA//
go_0015824_7	moaD//thiH//acnB//
go_0015825_8	fumB//
go_0015826_7	arnA//murF//guaD//
go_0015827_7	alaC//pphB//entH//
go_0015828_7	rbn//serB//
go_0015829_7	pphB//insI-1//yhdJ//
go_0015830_7	hypB//
go_0015833_6	cof//idnK//yihX//agp//mltA//rffT//kduI//waaU//pinE//fucK//
go_0015834_7	aroK//thiE//
go_0015835_6	cysS//
go_0015836_7	fkpB//trpS//
go_0015839_7	lpcA//
go_0015846_6	tdcG//rph//
go_0015847_7	glmU//gpt//rfbB//dmsB//rihC//
go_0015848_7	patA//murF//
go_0015851_6	
go_0015853_8	lpxH//purF//
go_0015856_8	speD//
go_0015857_6	deoA//luxS//
go_0015858_7	clsC//srlD//tatD//
go_0015860_7	selB//paaK//
go_0015861_9	hemL//ribB//
go_0015862_9	insI-1//cmoA//
go_0015863_8	hisH//
go_0015864_8	metH//
go_0015871_6	miaB//phnG//aroF//waaO//
go_0015878_6	
go_0015879_9	citX//
go_0015882_7	deoC//
go_0015886_6	alsK//dacD//
