# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rhaD//
go_0005986_7	puuA//
go_0005990_7	truA//
go_0005992_7	waaY//pfkB//
go_0005993_7	ispH//uxaB//cobT//
go_0005995_7	ldtE//
go_0005998_7	ilvH//
go_0006000_6	fadE//
go_0006001_7	puuB//lpoA//
go_0006002_5	panB//ilvM//sthA//
go_0006006_6	pyrB//iaaA//lipB//gpmM//serA//
go_0006007_7	betA//paaB//
go_0006011_5	nadD//
go_0006012_6	lpxL//
go_0006013_6	xthA//
go_0006014_6	idnK//
go_0006015_7	lsrK//frdB//
go_0006020_5	cynT//
go_0006044_7	ispU//
go_0006046_8	ydiO//cpdB//
go_0006047_5	yahK//aphA//
go_0006048_6	nudC//napA//tgt//rutA//
go_0006053_8	gshB//
go_0006062_8	mltC//
go_0006071_6	lplA//mhpA//
go_0006072_6	insI-1//
go_0006082_4	wzc//
go_0006083_6	gdhA//torZ//dusB//
go_0006086_8	pldB//arnB//
go_0006090_8	yeiG//waaG//sad//alaC//mutM//nudG//accB//
go_0006094_7	fbp//gstA//rlmA//nadB//otsA//btuE//preT//katG//yjhG//
go_0006096_6	alkB//nrdB//gpmM//tcdA//ychF//narZ//rlmF//waaS//nth//slt//ddlA//yfcF//purF//
go_0006097_5	sdhC//phnO//ligB//mrcA//hisH//
go_0006098_6	wzb//rnb//tsaB//umpH//opgB//
go_0006099_4	ubiF//argE//gmk//rhaA//nadK//rfaE//gloA//ydiB//menE//ada//accB//narY//recO//
go_0006103_5	gatD//paaJ//mtn//nfsB//
go_0006104_6	fucO//
go_0006105_5	alaS//
go_0006106_8	gmd//
go_0006107_8	
go_0006108_8	phoA//yigL//yieF//ilvA//
go_0006113_5	ogt//iscS//
go_0006115_6	uxaA//
go_0006124_6	
go_0006144_6	
go_0006145_7	hisC//
go_0006146_8	acs//
go_0006148_9	phr//
go_0006149_9	yeaE//
go_0006150_9	fklB//
go_0006152_7	fkpA//thiE//lgoD//wecC//pheS//
go_0006154_6	aroE//
go_0006161_9	truD//
go_0006163_6	glxR//
go_0006164_7	asd//deoD//preA//tag//
go_0006166_6	aceA//
go_0006168_7	gntK//hisA//
go_0006171_9	
go_0006172_9	betB//
go_0006177_9	ssuE//
go_0006178_7	lpxL//
go_0006183_9	fdhF//
go_0006189_10	nanA//gadA//
go_0006203_8	allD//fucO//
go_0006206_6	ltaE//purC//yihS//
go_0006207_8	ssuE//rlmF//fcl//thiL//sucC//
go_0006208_7	etk//cysH//ygjK//asnB//ynfF//rnd//
go_0006209_6	fabA//
go_0006210_8	mnmE//
go_0006212_6	pgm//cmoA//paaZ//hycB//fabZ//wecC//sgbE//acpT//citE//ssuE//
go_0006217_9	fklB//
go_0006218_9	kefF//
go_0006220_6	ubiC//
go_0006221_7	lsrK//ldtE//aroA//
go_0006222_9	
go_0006225_9	glk//
go_0006226_9	lldD//malS//
go_0006227_9	ddlA//
go_0006231_9	folD//
go_0006233_9	uxuB//
go_0006235_9	ulaE//
go_0006241_9	dinB//
go_0006259_5	nrdF//nadE//aphA//
go_0006260_6	gcvT//epmB//phnI//maeA//sufS//mtn//mutL//
go_0006261_7	hcaD//ygjK//nrfD//
go_0006265_6	phnG//proB//
go_0006266_6	napB//entA//yggF//
go_0006267_5	
go_0006268_9	panE//hpt//
go_0006269_6	gmk//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	truA//murB//
go_0006281_6	frdA//ruvC//gstA//rfbC//kdsC//ftnA//glcE//apaH//purC//guaD//entE//rfaD//caiB//hycB//cysI//dbpA//moaE//
go_0006283_8	
go_0006284_7	nirB//tmcA//lyxK//leuS//scpB//selA//
go_0006285_6	proA//queA//tsaB//mngB//
go_0006288_8	paaB//wzc//
go_0006289_7	
go_0006298_7	argE//yjjG//lplA//yahK//
go_0006301_7	
go_0006302_7	mhpC//mrdA//
go_0006307_8	icd//malS//tdcB//uxuA//murE//
go_0006308_6	rlmJ//acpT//gadA//rffM//
go_0006310_6	deoA//thiH//tyrA//lacZ//yeaG//
go_0006313_4	roxA//
go_0006351_6	yieH//nrfC//
go_0006352_7	
go_0006353_7	
go_0006354_7	kdsC//
go_0006355_7	nudF//
go_0006357_8	
go_0006364_9	phnL//frc//srlD//ldcC//
go_0006378_8	uvrC//
go_0006396_7	betB//hcaC//ldtC//puuE//mutM//
go_0006397_8	mug//
go_0006399_8	thyA//menF//
go_0006400_7	rsmB//tcdA//idnO//allC//maa//
go_0006401_6	fcl//treC//lipA//trpA//aspS//yihX//
go_0006402_7	rlmH//cysK//paaG//nagZ//deoD//pdxA//appA//
go_0006412_6	recR//malS//nrdA//fadI//glxR//
go_0006413_4	lpoA//
go_0006414_6	
go_0006415_7	selA//rluA//
go_0006417_7	dapA//rlmF//
go_0006418_7	yhdJ//purB//melA//pdeF//metK//gloB//katG//mnaT//torA//pepD//trpD//
go_0006419_8	recG//
go_0006420_8	rutB//
go_0006421_8	yqhD//
go_0006422_8	sad//
go_0006423_8	chbG//
go_0006424_8	rph//kefF//
go_0006425_8	mltF//
go_0006427_8	rrrD//
go_0006428_8	folE//
go_0006429_8	hisS//
go_0006430_8	guaD//patA//
go_0006431_8	deoA//
go_0006432_8	rhaA//
go_0006433_8	citE//
go_0006434_8	fadH//
go_0006435_8	mak//
go_0006436_8	hisD//
go_0006437_8	avtA//
go_0006438_8	phnI//
go_0006448_8	
go_0006450_4	gpp//mobA//ubiX//frc//yfcF//recJ//
go_0006457_3	gcvH//dacD//rfe//rbsD//waaQ//pdxB//bglX//
go_0006458_4	
go_0006464_6	proA//frdD//nadE//ynfF//ppc//nhoA//aphA//mtgA//
go_0006465_6	pcm//guaB//cyoE//
go_0006468_7	pheS//
go_0006470_7	malY//entF//codA//fadA//hemD//
go_0006473_8	thiE//
go_0006474_6	serS//pflB//uvrC//
go_0006476_8	nudF//
go_0006479_5	ldhA//sgbE//moaD//waaL//chbF//fruK//
go_0006486_5	hisA//
go_0006490_5	ynfE//
go_0006508_5	der//cynS//pncB//etk//ilvE//tyrB//dnaE//gcvP//kdsA//lgoD//rlmH//panD//hisA//maa//dut//ispH//ilvA//eda//mtlD//thiD//gor//hemE//hisG//kbaZ//pabB//bioH//queA//acpH//waaS//glgA//dapB//dgcT//adeD//
go_0006515_7	folP//ftnA//napB//mnmG//purT//yihU//hycB//
go_0006517_6	curA//xylA//
go_0006518_5	pdxB//dkgB//
go_0006523_8	uvrA//cysD//
go_0006524_8	
go_0006526_8	aspC//tauD//mutT//ldcA//nudG//guaD//rnd//
go_0006527_8	galT//cobT//lpoA//rluA//miaA//
go_0006529_7	ispA//bglB//
go_0006530_7	rlmI//pgk//speC//gloB//
go_0006531_7	pinE//
go_0006532_8	cdh//sufS//menC//
go_0006535_8	idnO//udp//tyrA//
go_0006537_8	trmO//
go_0006538_8	thiH//ybjG//
go_0006541_7	cdd//yccX//purA//folD//gluQ//
go_0006542_8	glpA//pyrE//
go_0006543_8	
go_0006545_6	nrdD//
go_0006546_6	glnS//argH//yqhD//
go_0006554_8	yqjH//rlmA//roxA//
go_0006556_5	cysG//
go_0006559_6	mnaT//
go_0006561_6	nagB//glnS//
go_0006563_7	dam//
go_0006564_8	tsaE//nudC//tmk//rsmE//
go_0006565_8	torC//sbcB//aspC//speF//patZ//
go_0006566_7	tcdA//
go_0006567_8	hcaC//gmk//mnmG//tehB//nadB//lsrG//icd//
go_0006569_7	malY//
go_0006571_7	cobU//menB//
go_0006593_7	hinT//
go_0006598_8	gntK//paaK//yfbR//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	lgoD//hcaF//
go_0006631_5	torA//aroH//ldtD//glmU//wrbA//
go_0006633_6	garR//rlmC//cmoA//argE//dgcZ//deoA//yfbR//gmhB//ghrB//rlmJ//pyrF//
go_0006635_6	katE//yjiA//hemN//galM//roxA//arnB//rnpA//mgsA//argK//lpxM//fadJ//yieH//
go_0006636_7	
go_0006637_5	ulaF//ppk//gpsA//trpD//selD//
go_0006646_7	
go_0006650_6	
go_0006654_7	ubiE//
go_0006655_7	folE//mtn//
go_0006725_4	speF//
go_0006729_6	uxuB//yfcF//
go_0006730_4	ldhA//pdxB//nrfD//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	cmk//guaC//yfiC//bglB//aroB//hemE//ybhA//rfbB//glxR//dgt//curA//talB//
go_0006749_5	glxK//uvrA//
go_0006750_6	aldA//glpA//
go_0006751_6	yeaG//
go_0006757_5	trmL//
go_0006760_5	accD//
go_0006761_7	hisB//
go_0006771_5	pyrB//
go_0006772_6	murB//sucA//
go_0006777_5	purU//alaA//rfbB//sgbE//recR//
go_0006779_6	fkpA//galE//gpmA//queF//fau//
go_0006780_7	fadE//
go_0006782_7	nagA//yfbR//garK//lpxB//
go_0006783_5	scpB//dapF//frdC//moaD//leuS//hemH//hemG//
go_0006790_4	ghrB//hcaD//cheR//ribA//yigL//ppc//cysK//waaA//kdsA//ynfH//
go_0006791_2	alaA//sucB//csdA//
go_0006793_4	tgt//pdxY//
go_0006798_5	upp//
go_0006799_5	nanK//
go_0006801_5	malS//leuA//menB//
go_0006805_4	tktB//deoC//galK//asnB//
go_0006807_3	ftnA//leuD//hisA//
go_0006808_4	pagP//
go_0006810_4	guaA//ydiF//yjhG//rlmF//dosP//rfe//waaQ//mutT//glpD//hyaB//aes//lysA//trmH//mrdA//purB//ruvB//rlmE//gstA//wecB//gcd//pgsA//sdhB//dapA//rfbD//gudD//ilvB//pdxY//dinB//gpmA//aceA//miaA//ssuD//ftsI//pphB//trpC//gor//prmB//mtgA//nrfA//gadA//dacC//rffC//katE//pyrE//thiI//yihU//serB//rimK//rutC//avtA//glgC//carB//trpD//glgC//hemA//kdsB//patD//frc//thiD//speF//accA//zwf//mgsA//paaF//cysK//pdxY//bioD//tyrS//purA//waaL//astC//mutY//dcd//glpD//serA//sodA//sucD//
go_0006811_5	umpG//fadK//ydiB//pyrG//mnmG//aldA//folX//narI//aroF//xdhB//kduD//
go_0006812_6	aceB//rnt//
go_0006813_8	panC//rutD//folE//plsC//moaA//ftsI//moaD//nagA//
go_0006814_8	glnS//malS//rlmA//abgA//
go_0006817_8	sdhB//
go_0006820_6	hisA//menH//frlB//pphA//tdcD//
go_0006821_8	nrfC//
go_0006824_8	lpxP//hemE//ilvB//allD//
go_0006825_9	aphA//
go_0006826_9	gatY//
go_0006828_9	hyi//
go_0006829_9	oxc//narZ//ribD//mgsA//puuE//
go_0006833_6	
go_0006835_8	xthA//yieF//
go_0006847_8	trmH//
go_0006855_6	thiE//alaC//poxB//ppc//katE//lpxP//sucB//tnaA//ruvC//mltA//kdsD//ansA//pyrC//nagZ//
go_0006857_7	pdeL//alr//purD//
go_0006863_7	pta//
go_0006865_6	nanA//ilvA//aldA//tig//asnS//nadC//dacA//lyxK//kdsC//gabD//lipB//hisD//prpB//waaZ//napA//rne//yjjX//truC//guaA//mnmG//purT//
go_0006868_7	phnH//
go_0006869_6	bioB//
go_0006874_8	
go_0006876_8	aroC//
go_0006878_9	metF//
go_0006879_9	nadA//pagP//
go_0006880_4	serS//sgbH//
go_0006882_8	glcB//
go_0006883_8	waaC//glk//nrdA//
go_0006884_4	
go_0006885_9	kbaZ//
go_0006886_5	
go_0006928_3	cdd//
go_0006935_4	purU//metL//frmA//carB//gltX//
go_0006970_4	thrB//yfeW//pabB//cpsG//proC//moaD//
go_0006972_5	dxr//napC//dgoK//avtA//fucO//
go_0006974_5	glcB//mog//gshB//ribF//yahK//ascB//yfbR//yfaU//preT//adeD//ynfF//hyi//ghrB//clsC//thiL//patA//melA//umpH//leuD//rluE//pfkA//truA//nth//gpp//uxaB//dgoD//phr//rsmE//cysN//aroD//aroL//nadD//ldhA//mutS//tmk//puuC//gltD//gph//rsuA//pyrG//appA//ldtE//rsmD//ldtC//guaA//pgaD//trmL//hisD//cpsG//ilvI//fadH//mmuM//sufS//garR//umpG//aspC//chbG//yfiC//pyrH//rpiB//sdaA//alkA//cobT//hisC//abgB//chbF//ychF//rne//yagE//cynS//lipA//ttdA//rsmH//murD//rsmB//narZ//gltD//rluA//gcvP//napB//mpaA//aroK//ribB//lsrK//rutB//dgcT//pdxY//adeD//rffG//gstA//mutS//paaF//sodC//nrdF//rsmG//
go_0006979_4	alsK//aroG//dxr//opgE//waaZ//trmH//hisA//dhaK//nudF//araD//nrdB//metE//hycB//dadA//malY//bioF//serS//cyaA//spoT//rnt//pyrF//hisS//hcaE//ygjK//yjiA//waaL//
go_0006986_5	gmd//
go_0006995_6	fabD//nfi//
go_0007059_3	pncB//mocA//
go_0007062_4	
go_0007155_3	pbpC//
go_0007165_3	fumA//sodA//
go_0007234_5	
go_0007584_4	
go_0008033_9	lyxK//fkpB//ribF//kdsA//argE//waaH//dgt//wecB//
go_0008104_4	
go_0008152_2	aceA//eptA//phnJ//adk//trpE//ndk//puuE//ubiH//rlmC//mtgA//hisB//acnB//ilvH//mnmA//roxA//lpxP//guaD//
go_0008156_8	
go_0008219_3	
go_0008272_6	gatY//dapA//
go_0008295_6	paaE//dhaM//kdsA//
go_0008299_5	acnA//
go_0008360_4	ogt//dmsB//lsrK//ribA//btuE//apaH//hemA//ppsA//glcB//hisS//pdxJ//
go_0008610_5	gldA//otsB//astC//gcvP//
go_0008615_6	dacC//katE//galU//trpB//cheB//rlmD//pphA//
go_0008616_8	dmsA//nrfB//menB//hisI//deoB//prpB//
go_0008643_6	murE//rsmA//gdhA//rlmM//agp//ldcA//mtlD//thiG//gpsA//gluQ//pdxY//ppiC//glpX//frdD//pyrG//aceB//rhaA//argE//
go_0008652_5	ampH//phnG//aldB//cpdA//cueO//leuA//purN//aroD//
go_0008653_5	
go_0008654_5	selB//hcaB//lysC//preA//
go_0009050_6	rlmA//kdsA//
go_0009052_6	birA//speA//coaD//ygeX//tmcA//wecB//
go_0009056_3	bioH//
go_0009058_3	yjiA//mhpB//hisA//recR//
go_0009060_6	aroB//ilvD//leuC//orn//fabD//trmL//ushA//
go_0009061_6	paaG//kdsA//metK//caiB//psd//yeiG//mug//ampD//rsmI//mhpD//rfbB//folC//aroH//ulaG//cobB//lpoA//aldB//pyrD//fkpA//folD//rbsD//
go_0009062_6	paaF//
go_0009063_5	bglX//rfbC//thiD//
go_0009070_7	xylA//
go_0009073_6	ribA//bioC//pabC//rsgA//tsaB//etp//wzc//yegS//cyoE//guaB//narZ//
go_0009081_5	dgcT//preA//
go_0009082_6	fucA//ynfH//narY//ubiH//apaH//ispG//glxR//
go_0009085_8	fabH//
go_0009086_7	galE//bioH//yeaE//nfsB//cobC//
go_0009088_8	umpG//citG//
go_0009089_6	aroK//panC//pck//glmM//kbaY//ribC//
go_0009090_8	cueO//srlD//coaE//napB//
go_0009092_7	yjhH//
go_0009093_7	
go_0009094_6	yqjH//cysG//bioB//
go_0009097_7	menI//ldcA//gph//lysC//ilvA//
go_0009098_7	clsB//gutQ//ldcC//glcE//yihT//ppk//
go_0009099_7	lsrG//ybjG//fucO//mhpC//pykF//lpxM//rfbD//
go_0009102_6	ldtE//etp//hpt//rluE//entA//waaQ//aldB//yieF//relA//
go_0009103_6	araB//uxaB//dam//trpS//carB//sdhB//acpS//hyi//gnd//
go_0009106_5	nadC//
go_0009107_6	ydiF//otsB//
go_0009108_6	yjhG//
go_0009116_5	mnmC//glpX//
go_0009142_7	frdC//
go_0009143_7	metE//
go_0009152_8	tig//
go_0009157_8	sodC//
go_0009166_7	rbn//yfiC//
go_0009168_9	gloA//
go_0009220_8	ribE//lgoD//
go_0009224_9	mug//
go_0009226_6	kduI//rpe//
go_0009228_7	tmk//mazG//cmk//cobU//phoA//yidA//garK//fucA//iaaA//
go_0009229_6	recG//sdhD//
go_0009231_6	cheB//pck//fucK//argF//cdsA//rlmC//ribD//
go_0009234_7	ddlB//araA//treA//pgaC//fcl//yagE//ribB//relA//rlmH//
go_0009236_6	narZ//mepS//ada//rnd//recO//rlmL//
go_0009237_4	menI//fadB//
go_0009239_6	moaE//glk//tyrA//kdsC//nudB//cdsA//sgbU//truC//
go_0009240_6	cobT//
go_0009242_6	rrrD//ppiC//paaF//malQ//ycjU//glnA//aceA//xapA//
go_0009243_7	ydfG//
go_0009244_7	metF//tyrA//pdeF//guaD//dhaK//etk//lipB//aldB//nemA//surA//bioA//rsmE//sufS//aphA//chbG//aroH//ppk//der//mltD//yahK//xylA//leuC//
go_0009245_6	eno//glgA//frmA//cobB//trpE//paaB//thiI//appA//sodA//
go_0009246_6	waaY//araD//metK//galK//gpsA//yajO//
go_0009249_6	hycB//dapD//napB//
go_0009250_7	
go_0009251_7	tauD//
go_0009252_7	menF//thiH//yggF//cdh//gshB//pcm//nanK//bioB//lldD//dkgB//rluF//gcvP//argE//pgk//yieH//gpsA//cysC//dosP//aldA//thyA//alaA//fau//arnA//sucB//tdcE//
go_0009253_8	yciV//pgsA//entD//ychF//argK//gatD//uidA//fkpA//aroL//cysH//
go_0009254_8	yigB//paaF//caiB//ghrB//mmuM//cadA//ymdB//yghU//fkpB//fau//tadA//
go_0009257_8	sgbU//rfaD//dapB//katG//
go_0009263_6	hemC//fre//
go_0009264_6	queD//pflB//
go_0009265_7	scpC//
go_0009266_4	rhaD//mrcB//aroD//treC//gph//birA//
go_0009267_5	fadA//gabD//
go_0009268_4	phnO//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	truA//
go_0009297_6	
go_0009298_7	ilvB//birA//cysG//
go_0009305_7	speD//
go_0009306_4	
go_0009311_5	
go_0009314_4	iscS//dxs//entE//gltX//waaJ//iaaA//allB//murE//rlmM//hisG//paaH//yjhG//pgk//der//ravA//carA//hisG//
go_0009372_5	arsC//cfa//nrfC//
go_0009396_6	dcyD//nrfA//
go_0009398_7	gdhA//
go_0009401_7	tdcE//gabD//frmA//paoC//proC//alkB//cadA//araD//rpiB//plsC//argB//bfr//amiD//glpC//appA//nfi//fabD//gadA//bfr//ydiB//
go_0009403_5	
go_0009405_4	
go_0009407_3	hemB//
go_0009408_4	trmA//cyoE//hisB//argS//pdxJ//rhaB//galK//paaC//cynT//ydiO//ndk//yeiG//gltD//hisH//mak//guaC//rfbB//glgB//rimK//deoD//entB//dfp//frmA//ybjG//yfeX//rluF//
go_0009409_4	pgi//galK//
go_0009410_4	trmL//
go_0009411_6	acpH//murQ//chbF//fucK//rlmD//metG//lpxD//rffM//deoB//
go_0009416_5	queF//nrdF//
go_0009423_8	yeaG//nrdE//ndh//asnA//
go_0009432_5	moaA//rhaM//hyi//thiH//fumA//
go_0009435_9	phoA//pphB//rsmC//ilvM//dsdA//
go_0009436_6	fucO//nrdE//fabA//folD//
go_0009437_5	
go_0009438_5	
go_0009440_6	rffG//dapB//rluC//
go_0009442_7	dam//ispG//valS//yjhG//ubiA//
go_0009443_5	lpxP//galT//glk//
go_0009446_6	aphA//murE//
go_0009447_6	dkgA//gpmM//serB//melA//mnmC//fre//patZ//fumC//
go_0009450_6	sbcB//rffM//araA//pyrH//
go_0009451_6	mutS//phnP//pdeF//rdgB//
go_0009593_4	
go_0009597_5	
go_0009636_4	pagP//glyA//aceF//gabT//leuS//
go_0009637_6	
go_0009651_5	
go_0009697_5	ybjI//
go_0009758_2	aroD//
go_0009785_5	
go_0009970_6	gltX//clsC//ubiE//
go_0009972_10	nadB//
go_0009992_5	otsB//mngB//ampD//
go_0010033_4	
go_0010038_5	
go_0010039_6	ligB//
go_0010041_7	kdsA//trmJ//
go_0010042_6	hemG//
go_0010043_6	entD//cpdA//
go_0010045_6	nadA//
go_0010106_6	
go_0010124_4	slyD//lyxK//narV//pfkB//ppx//pgk//mltD//rpiB//
go_0010133_7	yjhG//
go_0010139_7	pyrB//
go_0010165_6	fabD//gloB//lplA//speE//nrdD//tsaB//dmlA//rutC//
go_0010212_5	folX//
go_0010226_6	relA//
go_0010243_5	
go_0010272_6	lpxT//
go_0010273_4	dut//hcaC//sad//
go_0010312_3	agp//
go_0010332_6	
go_0010350_6	
go_0010438_6	etp//dhaL//
go_0010447_5	dmlA//mhpA//
go_0010468_6	dacC//
go_0010498_6	tsaC//ispB//hcaB//mtlD//
go_0010501_7	xapA//cysD//
go_0010557_7	
go_0010608_7	dxs//
go_0010628_7	
go_0010629_7	folP//
go_0010676_7	
go_0010699_4	gshA//mltF//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	yihT//glyA//cof//asnS//truA//nrdD//nadD//nth//xapA//
go_0015031_5	menI//ispF//pheT//nagZ//glcD//scpC//puuA//uvrA//
go_0015074_6	
go_0015628_5	
go_0015670_6	paaC//
go_0015673_9	rnpA//
go_0015675_9	pnp//
go_0015679_10	rluD//
go_0015682_8	yidA//
go_0015684_9	ldcA//yigL//speB//rimK//
go_0015685_8	fdhF//glxR//
go_0015687_7	glnS//
go_0015688_6	btuE//tehB//
go_0015689_8	paaA//
go_0015691_9	ghrB//wcaJ//
go_0015692_8	aroB//
go_0015693_9	cobT//
go_0015696_6	ribE//
go_0015698_7	talB//
go_0015699_8	yieH//
go_0015700_8	yeaG//
go_0015706_6	nrfB//hemB//rutA//
go_0015707_6	lplA//yieF//tdh//rpiB//
go_0015709_6	lplA//
go_0015710_8	dadA//bglA//
go_0015712_7	pphB//
go_0015718_8	speB//
go_0015721_7	kdsA//frlB//prmC//
go_0015724_7	lpcA//
go_0015726_8	aceF//
go_0015733_7	hcaF//
go_0015734_6	serC//
go_0015736_9	cobT//
go_0015739_7	epmB//
go_0015740_9	metK//aldA//ycaO//
go_0015741_10	sgbE//cadA//
go_0015747_6	napC//
go_0015748_6	mmuM//
go_0015749_7	hemB//eutD//paaB//tpiA//asnS//menA//hisC//
go_0015751_9	epmB//argG//
go_0015752_9	mazG//folX//
go_0015753_9	gcvH//mdh//
go_0015754_9	ndh//
go_0015755_9	yjhH//rlmB//surA//
go_0015756_9	glpA//sdaA//
go_0015757_9	eutD//sodC//aceA//cmoA//
go_0015760_8	gapA//
go_0015761_9	nirD//
go_0015762_9	dmsA//
go_0015764_7	waaA//proC//hemN//
go_0015765_8	napA//codA//
go_0015767_9	abgB//clsB//fdhF//
go_0015768_9	cfa//ldcC//galT//
go_0015769_9	gluQ//
go_0015771_9	cmk//asnB//pheS//
go_0015772_7	fre//aroB//phoA//
go_0015774_7	fadJ//
go_0015778_7	ubiE//
go_0015793_7	chbG//gatY//
go_0015794_7	cysN//bglB//
go_0015795_7	cdd//coaD//
go_0015796_7	carB//
go_0015797_7	ilvD//waaA//rsmJ//
go_0015803_7	rsmF//rsuA//uxuB//
go_0015804_7	adiA//bcsA//
go_0015806_6	adeD//
go_0015807_7	nagB//rhaA//purD//gudD//rlmH//dld//
go_0015808_8	lysU//mnmA//
go_0015809_7	ycjU//
go_0015810_8	mutT//yqjH//
go_0015811_7	gmk//dgkA//
go_0015813_6	argE//ddlB//hemG//
go_0015814_7	pgl//
go_0015816_6	serS//
go_0015817_7	carA//ppiA//
go_0015818_7	cmoB//argI//
go_0015820_7	rutE//aphA//fabA//pyrE//yfaU//
go_0015821_7	yqaB//puuE//
go_0015822_7	dgoD//
go_0015823_7	dmsA//chbF//moaD//recO//dapB//
go_0015824_7	yccX//purL//pfkA//
go_0015825_8	dcd//
go_0015826_7	speC//phoA//ymdB//
go_0015827_7	eutB//glpA//btuE//
go_0015828_7	pgaC//yjhG//
go_0015829_7	xthA//tig//tdcE//
go_0015830_7	menH//
go_0015833_6	sodB//argA//fabB//nrfC//hflX//fadH//rluA//aldA//thrC//purN//
go_0015834_7	cysC//yeaG//
go_0015835_6	entB//
go_0015836_7	pbpC//nanK//
go_0015839_7	hycB//
go_0015846_6	asnS//malS//
go_0015847_7	proC//tcdA//pyrH//galK//chbF//
go_0015848_7	arnB//nudB//
go_0015851_6	
go_0015853_8	gmd//malQ//
go_0015856_8	lpxL//
go_0015857_6	pdxA//nanE//
go_0015858_7	waaH//gldA//malS//
go_0015860_7	fucI//ubiI//
go_0015861_9	xylA//adiA//
go_0015862_9	malZ//nrdD//
go_0015863_8	frc//
go_0015864_8	bioD//
go_0015871_6	acpT//sdhD//cheB//uvrC//
go_0015878_6	
go_0015879_9	tig//
go_0015882_7	gstA//
go_0015886_6	sufS//tyrB//
go_0015887_7	rfaD//
go_0015888_6	ldtB//
