# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	frmA//
go_0003333_7	lpxL//etp//cynS//gpmM//rihC//ligA//waaH//cysK//bioH//trmH//amiD//dmlA//fabZ//
go_0005975_4	pyrD//gudD//aspA//fucA//mutS//nrdF//caiD//bioD//fabH//rihA//dgcM//btuE//aroF//lpxL//lyxK//mocA//
go_0005976_5	dosP//
go_0005977_6	ubiF//
go_0005978_7	ftnA//mepS//mltF//fdhF//
go_0005980_7	moeA//trpD//pyrF//
go_0005986_7	rutE//
go_0005990_7	leuS//
go_0005992_7	entA//ilvB//
go_0005993_7	pck//dnaE//kbaY//
go_0005995_7	fcl//
go_0005998_7	dgt//
go_0006000_6	fucO//
go_0006001_7	betB//waaC//
go_0006002_5	waaJ//ybcF//asnA//
go_0006006_6	adhE//ubiI//chbF//ribB//tyrB//
go_0006007_7	ssuE//rhaD//
go_0006011_5	rlmE//
go_0006012_6	insI-2//
go_0006013_6	hisC//
go_0006014_6	tdh//
go_0006015_7	ilvB//ydfG//
go_0006020_5	aldB//
go_0006044_7	acpS//
go_0006046_8	mcrB//fabG//
go_0006047_5	ispA//menH//
go_0006048_6	waaC//waaJ//tyrA//gabD//
go_0006053_8	glgB//
go_0006062_8	ligA//
go_0006071_6	rhaM//menF//
go_0006072_6	miaA//
go_0006082_4	recJ//
go_0006083_6	folD//frdB//yggF//
go_0006086_8	etp//oxc//
go_0006090_8	glpB//thrS//menC//rlmC//nrdE//lpxD//xapA//
go_0006094_7	sseA//uxaA//narI//mhpC//argB//cysS//aroL//dacC//speD//
go_0006096_6	caiD//leuD//ltaE//dsdA//ampD//yfeX//aroA//ubiH//ndk//metH//uvrB//gloB//tmk//
go_0006097_5	rfaD//narI//betB//metK//pinE//
go_0006098_6	dgoD//eutD//garD//pdxH//speE//
go_0006099_4	purT//lpxT//gshB//menE//citE//trpS//patA//arnB//proB//cheB//prpB//ydiO//deoB//
go_0006103_5	arnT//yfcF//selB//mtlD//
go_0006104_6	tgt//
go_0006105_5	dcyD//
go_0006106_8	dhaM//
go_0006107_8	
go_0006108_8	ybcF//tyrB//dhaK//hemL//
go_0006113_5	ydiB//yidA//
go_0006115_6	rluE//
go_0006124_6	
go_0006144_6	
go_0006145_7	ulaE//
go_0006146_8	ddlA//
go_0006148_9	wecC//
go_0006149_9	queA//
go_0006150_9	uxaB//
go_0006152_7	puuB//nrfA//patD//rutA//tdh//
go_0006154_6	pta//
go_0006161_9	cysH//
go_0006163_6	xylB//
go_0006164_7	ispB//idi//ldcA//ydiB//
go_0006166_6	pgm//
go_0006168_7	gcvH//phr//
go_0006171_9	
go_0006172_9	pdxY//
go_0006177_9	mhpD//
go_0006178_7	pinE//
go_0006183_9	fabG//
go_0006189_10	panE//queA//
go_0006203_8	murI//paaE//
go_0006206_6	argA//sucB//thrC//
go_0006207_8	aspS//nth//pgaD//btuE//narY//
go_0006208_7	glpD//dmsC//phnI//thrC//fbp//deoB//
go_0006209_6	gloA//
go_0006210_8	rlmC//
go_0006212_6	gltB//xapA//gatZ//yrfG//dkgB//mraY//arnT//cadA//srlD//truC//
go_0006217_9	pdeL//
go_0006218_9	sdhC//
go_0006220_6	oxc//
go_0006221_7	amyA//yeaE//poxB//
go_0006222_9	
go_0006225_9	lgoD//
go_0006226_9	mltD//thiG//
go_0006227_9	fau//
go_0006231_9	dapF//
go_0006233_9	galM//
go_0006235_9	rrrD//
go_0006241_9	argS//
go_0006259_5	nadK//menE//ubiH//
go_0006260_6	fdhF//galM//moaA//mrcB//ppiC//slt//mcrB//
go_0006261_7	selD//treA//gcvH//
go_0006265_6	waaA//yjhG//
go_0006266_6	patA//melA//acpS//
go_0006267_5	
go_0006268_9	ldtD//rlmI//
go_0006269_6	glpD//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	waaL//waaO//
go_0006281_6	malY//ackA//mazG//dusB//hemL//ilvE//glcE//bglX//ribA//ahr//proA//yihX//speE//polA//phnP//orn//purN//
go_0006283_8	
go_0006284_7	hemF//gdhA//appA//adiA//cof//hmp//
go_0006285_6	pyrF//fre//gabD//bacA//
go_0006288_8	psd//rfaD//
go_0006289_7	
go_0006298_7	rsuA//xapA//mltD//cysH//
go_0006301_7	
go_0006302_7	astC//hcaC//
go_0006307_8	thrS//pdxJ//ilvA//hcaC//guaC//
go_0006308_6	tmk//menH//deoD//lpxT//
go_0006310_6	phoA//eutB//phnP//yqhD//yciA//
go_0006313_4	lpxB//
go_0006351_6	thrC//rffT//
go_0006352_7	
go_0006353_7	
go_0006354_7	yagF//
go_0006355_7	serC//
go_0006357_8	
go_0006364_9	wecC//truC//waaH//adhE//
go_0006378_8	mobA//
go_0006396_7	rluF//hemH//napC//frdC//ogt//
go_0006397_8	trpA//
go_0006399_8	dmlA//thrA//
go_0006400_7	argE//pyrF//avtA//citE//pcm//
go_0006401_6	nagB//ampD//mepS//acpH//malY//ubiF//
go_0006402_7	ubiX//fkpA//recG//torA//bioD//icd//frmB//
go_0006412_6	rutE//waaF//yhdH//dgcZ//phnL//
go_0006413_4	mcrB//
go_0006414_6	
go_0006415_7	yidA//rsmJ//
go_0006417_7	narH//moeB//
go_0006418_7	hisS//pyrH//astB//sodC//rutE//accC//fumA//insI-2//hemF//dgcM//glnS//
go_0006419_8	ispG//
go_0006420_8	rluF//
go_0006421_8	trpS//
go_0006422_8	cmoA//
go_0006423_8	leuB//
go_0006424_8	rnb//sucD//
go_0006425_8	ppiA//
go_0006427_8	murA//
go_0006428_8	speC//
go_0006429_8	fabZ//
go_0006430_8	lpxH//gatY//
go_0006431_8	bioC//
go_0006432_8	rlmB//
go_0006433_8	hemC//
go_0006434_8	xdhB//
go_0006435_8	menC//
go_0006436_8	mrcB//
go_0006437_8	lacZ//
go_0006438_8	gloB//
go_0006448_8	
go_0006450_4	ldtE//surA//treC//sdhC//rffT//uxuB//
go_0006457_3	cysK//ruvC//glyA//speD//trpB//proS//eptA//
go_0006458_4	
go_0006464_6	tadA//aldB//chbF//waaL//pdeL//panE//moeB//fabH//
go_0006465_6	clsC//adhE//clsB//
go_0006468_7	adiA//
go_0006470_7	tesB//pdeL//pgaB//ribC//cadA//
go_0006473_8	mnmC//
go_0006474_6	gmd//yhdH//yfcF//
go_0006476_8	yieF//
go_0006479_5	dapF//cysQ//ung//ndh//yahK//edd//
go_0006486_5	ada//
go_0006490_5	apt//
go_0006508_5	eda//rutE//epmB//bioB//tdcG//galE//serA//wecC//galK//dkgA//eno//tyrS//hycB//psuG//bglA//alkA//lacZ//sucB//argE//katE//nudG//frdD//sucA//uvrB//mnmC//cmoB//hypB//recO//frdC//orn//speG//purC//katE//
go_0006515_7	fadJ//trmA//narG//ycjU//nrfA//uxaB//gabT//
go_0006517_6	frmB//frlB//
go_0006518_5	phnJ//cysM//
go_0006523_8	xdhB//gadA//
go_0006524_8	
go_0006526_8	bioF//yccX//moaD//yciV//aceF//gcvH//cueO//
go_0006527_8	iscS//glpA//yjhH//menF//napC//
go_0006529_7	mutM//yjjX//
go_0006530_7	glpD//fabD//aroL//tsaB//
go_0006531_7	cpdB//
go_0006532_8	yajO//lysS//slt//
go_0006535_8	fumC//lysC//citG//
go_0006537_8	rsmC//
go_0006538_8	ispA//paaF//
go_0006541_7	cysQ//mazG//iaaA//alaS//adeD//
go_0006542_8	puuC//bfr//
go_0006543_8	
go_0006545_6	napC//
go_0006546_6	ldhA//sucA//murF//
go_0006554_8	leuD//rluA//nirB//
go_0006556_5	thiD//
go_0006559_6	murE//
go_0006561_6	pdxA//ttdB//
go_0006563_7	katG//
go_0006564_8	menD//prpD//katG//recO//
go_0006565_8	tnaA//folP//sad//aceB//yigB//
go_0006566_7	rlmH//
go_0006567_8	murF//hyaB//frmB//ddlA//aroF//speC//yajO//
go_0006569_7	sodC//
go_0006571_7	ppk//tesB//
go_0006593_7	argK//
go_0006598_8	putA//waaS//trmL//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	rfbD//trpS//
go_0006631_5	argK//gltX//aroH//nrfD//malP//
go_0006633_6	rsmD//chbG//ycjU//ilvH//cueO//ilvM//yihV//tmk//gmk//gcl//dacD//
go_0006635_6	hcaB//rbn//kdgK//maa//napB//entC//glnA//murQ//idnD//ppc//dgcZ//mutL//
go_0006636_7	
go_0006637_5	gltD//ugd//gatY//thiE//fucA//
go_0006646_7	
go_0006650_6	
go_0006654_7	gstA//
go_0006655_7	yfdR//gmhB//
go_0006725_4	queC//
go_0006729_6	gltD//nirB//
go_0006730_4	tsaD//gshB//dgoK//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	pdxA//tdcD//pcm//cheB//gluQ//hisD//kdsB//ileS//purD//def//fklB//sucA//
go_0006749_5	maa//nadC//
go_0006750_6	entE//aroC//
go_0006751_6	queF//
go_0006757_5	mgsA//
go_0006760_5	pheS//
go_0006761_7	rluC//
go_0006771_5	folC//
go_0006772_6	ubiC//murB//
go_0006777_5	pheA//alaC//rfe//thrC//btuR//
go_0006779_6	nirD//citC//cmoA//bfr//gpp//
go_0006780_7	rhaD//
go_0006782_7	dacD//yfeX//menE//murI//
go_0006783_5	waaZ//oxc//apt//aroG//bioA//nrfD//ubiX//
go_0006790_4	ppc//murE//rsmI//rluF//pgsA//fabZ//recJ//waaA//dsdA//rutE//
go_0006791_2	sseA//thiG//nadA//
go_0006793_4	cysK//gpp//
go_0006798_5	relA//
go_0006799_5	gnd//
go_0006801_5	hcaD//cmoB//murF//
go_0006805_4	gapA//purL//pyrG//waaF//
go_0006807_3	murQ//lysU//hemF//
go_0006808_4	argA//
go_0006810_4	sgbU//yigL//fes//yfdR//rnt//tdcD//glpK//sgbH//rfbD//sad//moeB//galE//wcaJ//pgsA//speE//slt//dbpA//nagB//mmuM//selD//garD//pabB//sdaB//hycB//lpd//rdgB//pdeR//speE//ribE//manA//slyD//fbaA//cobS//yjhH//menI//ydiB//ahpC//hyaA//citC//gmhB//panD//alsE//rsmI//fadK//yeaG//garD//citE//thrA//yccX//rlmE//kdsB//hisF//sdhB//deoC//thrB//dacD//gpt//metG//dkgA//fkpB//paaA//thiG//pbpC//hisS//purA//lysU//cueO//hcaD//phnN//aspC//sthA//nrfB//nanA//sdhB//coaA//rlmJ//accA//
go_0006811_5	proB//dcd//uxuA//yieH//mngB//ubiF//cobS//caiB//cmk//glgA//fabZ//
go_0006812_6	hisC//rpiB//
go_0006813_8	folA//pykF//patA//kduD//mug//nrdB//eptA//cyaA//
go_0006814_8	kdsD//pdeF//yjjX//nfsB//
go_0006817_8	galK//
go_0006820_6	uxaC//sodC//rne//gatY//yfaU//
go_0006821_8	ppx//
go_0006824_8	acs//citC//idnK//aroH//
go_0006825_9	speF//
go_0006826_9	abgA//
go_0006828_9	fadM//
go_0006829_9	mutS//lpd//pdeH//ybjG//kdsA//
go_0006833_6	
go_0006835_8	dnaE//mltD//
go_0006847_8	murA//
go_0006855_6	carA//folM//gluQ//nadA//prpD//hisD//mgsA//umuC//dcm//thyA//fre//tdcB//maa//hemN//
go_0006857_7	dkgA//nrfA//bacA//
go_0006863_7	waaS//
go_0006865_6	leuA//nanA//serB//pfkB//opgE//nagA//malY//gpmM//rsmJ//mnaT//nrdE//mhpA//waaU//rsmJ//alr//ilvH//paaC//gltD//tgt//ruvA//rnpA//
go_0006868_7	pdxY//
go_0006869_6	nudB//
go_0006874_8	
go_0006876_8	pdxH//
go_0006878_9	cdh//
go_0006879_9	araB//frmA//
go_0006880_4	glyA//waaB//
go_0006882_8	tyrS//
go_0006883_8	ydiB//truB//gutQ//
go_0006884_4	
go_0006885_9	dmsC//
go_0006886_5	
go_0006928_3	argI//
go_0006935_4	fcl//gpp//fucA//rlmG//yeaE//
go_0006970_4	tmcA//menE//rsmG//nrfD//menB//menD//
go_0006972_5	gmd//idnO//ribC//solA//argD//
go_0006974_5	asnS//mmuM//accB//selB//hemH//bioF//yqaB//abgA//galE//hemG//serB//fes//frdB//gshB//lpcA//rlmE//trmI//gstA//yagF//uxaC//pgpC//sbcB//dhaL//rpe//pdxA//garK//murG//gcd//ung//dkgA//leuS//slt//narH//slyD//cysG//tig//yfiC//rluB//nrdF//apaH//apaH//ubiF//rlmE//cysS//proC//glcF//ubiI//ghrB//trpA//pyrG//cyaA//dxr//ilvD//uxuA//mltF//fumC//ppiA//alkB//arnA//pyrD//cueO//ppsA//menI//metE//yccX//galM//recR//glgA//torA//yegS//feaB//tatD//trmJ//epmA//glcB//tdcG//lysS//adeD//hisA//trmO//rhaA//prmC//dusC//yrfG//ribA//slyD//speF//umuD//aroC//serC//moeA//lysU//menB//aspS//deoC//
go_0006979_4	udp//abgB//tnaA//mutH//cobT//menE//eptB//ydiO//nemA//iscS//nrfD//hpt//ynfE//cpsG//xylA//cysG//queA//purN//hcp//purF//sad//rffM//clsC//sdaB//argB//phnM//
go_0006986_5	tktA//
go_0006995_6	pyrE//ugd//
go_0007059_3	hemF//malZ//
go_0007062_4	
go_0007155_3	accA//
go_0007165_3	recJ//lldD//
go_0007234_5	
go_0007584_4	
go_0008033_9	truB//cof//paaA//iscS//mrdA//mraY//yihX//sucB//
go_0008104_4	
go_0008152_2	cpsB//mcrA//pgm//amiD//ydfG//moeB//pgl//ddlB//rffT//yciA//frmA//pdxY//nirD//cdh//glcF//allC//serA//
go_0008156_8	
go_0008219_3	
go_0008272_6	entE//acnB//
go_0008295_6	serA//rfe//tmk//
go_0008299_5	mutM//
go_0008360_4	hyi//fre//apaH//gpmM//tsaC//fkpA//gmk//rlmG//rsmJ//appA//aroE//
go_0008610_5	glpA//tdcB//miaB//acpH//
go_0008615_6	astC//yigB//sgbE//pgpB//xthA//dgt//ubiX//
go_0008616_8	dgoD//hemD//xdhB//ygeX//dnaQ//queA//
go_0008643_6	lpxH//rsmD//ribD//iaaA//mltC//hcaC//wzc//fbp//rnd//umuC//kdsA//tmk//entH//psd//rluB//nrdF//purU//paaF//
go_0008652_5	pdxH//waaL//ldcC//sdhD//gph//lipA//yihU//speF//
go_0008653_5	
go_0008654_5	hchA//yghU//nanA//deoD//
go_0009050_6	ghrB//hyaB//
go_0009052_6	panE//gcl//nemA//murG//atoB//dinB//
go_0009056_3	pdxK//
go_0009058_3	aroA//ldtC//pdxH//argE//
go_0009060_6	rsgA//chbF//uxaC//tdh//tesB//rsmG//rfbD//
go_0009061_6	astC//metB//suhB//tyrA//idi//fadH//cysM//dmsA//frmA//yidA//mutY//ybjG//aroL//pabA//dhaK//ubiH//rlmM//rne//dgcM//dkgB//napC//
go_0009062_6	yeiG//
go_0009063_5	argA//paaK//pepD//
go_0009070_7	preT//
go_0009073_6	uvrA//dxr//frdA//yghU//tag//araA//eptA//betA//guaA//otsA//idi//
go_0009081_5	hycB//gutQ//
go_0009082_6	apaH//def//garK//glxR//gdhA//rfaE//bfr//
go_0009085_8	waaZ//
go_0009086_7	kdsB//selB//fadB//gcl//idnK//
go_0009088_8	mhpB//sufS//
go_0009089_6	hcaD//ampH//add//rluC//mhpC//rlmL//
go_0009090_8	galU//dapA//rsmD//asd//
go_0009092_7	lpxT//
go_0009093_7	
go_0009094_6	aroK//rutD//dhaM//
go_0009097_7	rlmI//ubiE//rph//epmB//gadB//
go_0009098_7	murC//mrcA//pgk//paaH//thiH//ilvB//
go_0009099_7	yqaB//gatD//garD//ansB//appA//ilvH//torA//
go_0009102_6	btuE//rsmJ//uxaA//dam//hyaC//glpA//mutM//mhpD//mog//
go_0009103_6	rffH//adiA//frlB//phoA//ascB//torA//sad//tsaD//acs//
go_0009106_5	pyrH//
go_0009107_6	ybjG//panE//
go_0009108_6	scpB//
go_0009116_5	gatZ//argA//
go_0009142_7	pgpA//
go_0009143_7	wcaJ//
go_0009152_8	fadJ//
go_0009157_8	thrA//
go_0009166_7	narG//argS//
go_0009168_9	thrS//
go_0009220_8	mak//pgaC//
go_0009224_9	aroE//
go_0009226_6	alsE//ttdB//
go_0009228_7	thiH//suhB//dhaL//kdsD//rbsD//ampH//eptC//mhpA//prs//
go_0009229_6	mltA//sdaB//
go_0009231_6	pgaB//mocA//nudF//csdA//rsmA//hemC//ispB//
go_0009234_7	dkgB//sgbH//fadM//hemG//recG//tatD//ldcC//proC//dnaQ//
go_0009236_6	pheA//rsmD//lpxP//queG//kduD//folA//
go_0009237_4	ileS//hisI//
go_0009239_6	xylB//dgkA//hcaC//sbcB//mtn//argS//rnd//yccX//
go_0009240_6	argS//
go_0009242_6	aes//bioA//kdsB//galT//narI//rsmE//pgpC//nrdD//
go_0009243_7	gor//
go_0009244_7	fumB//ycaO//rlmL//napC//garR//waaS//tdk//waaJ//rutC//sodB//mtgA//fbp//pgi//argH//yihU//rlmH//fadJ//purL//frdD//yihX//guaD//hmp//
go_0009245_6	ycjU//serC//hemN//menC//dam//gshA//cmoB//ppk//glnA//
go_0009246_6	rutA//waaB//lpcA//hisF//iaaA//roxA//
go_0009249_6	fcl//thrS//phr//
go_0009250_7	
go_0009251_7	rrrD//
go_0009252_7	gadA//birA//trpD//paaG//gntK//panE//yciV//entA//nrdD//bioD//wcaJ//ydiF//hyaC//ung//recG//garL//etk//phoA//glpK//galK//waaU//valS//gltB//yajO//metG//
go_0009253_8	accC//tyrB//cof//nudB//yfcF//idi//ribA//yfiC//preT//rsmB//
go_0009254_8	bioF//sthA//dnaQ//panC//bglX//umuD//rffT//bfr//torC//scpC//ubiH//
go_0009257_8	ygeX//dxs//astB//carA//
go_0009263_6	tdcD//mcrA//
go_0009264_6	pyrB//rlmC//
go_0009265_7	folC//
go_0009266_4	mtlD//lysU//trmA//trmH//btuE//metE//
go_0009267_5	rpe//guaA//
go_0009268_4	etk//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	ileS//
go_0009297_6	
go_0009298_7	pphB//bfr//dam//
go_0009305_7	ndk//
go_0009306_4	
go_0009311_5	
go_0009314_4	tktB//aceF//yihU//rlmD//speC//chbF//ldtB//mrcB//gcvP//pdeH//hchA//rdgB//dapA//pyrC//aldB//waaG//lpxT//
go_0009372_5	menI//hisH//prpB//
go_0009396_6	ftnA//mpaA//
go_0009398_7	thiG//
go_0009401_7	sbcB//narH//lyxK//yjcS//glmU//aes//nrdF//truD//metG//frlC//trmI//mutY//bioB//lsrK//nfsB//yfeX//gdhA//alkB//pck//ruvB//
go_0009403_5	
go_0009405_4	
go_0009407_3	apt//
go_0009408_4	yfcF//miaA//pflB//glgB//pyrD//yqjH//dacA//galU//prpB//gmk//hyi//ribE//hchA//ansB//pyrD//yihU//entF//coaA//rffT//nrdE//apaH//glcB//frdB//galK//deoD//dacC//
go_0009409_4	yieH//aroG//
go_0009410_4	epmA//
go_0009411_6	purA//phr//sdhC//nrfB//folA//mpaA//lpxH//carB//gcvH//
go_0009416_5	rfbB//pheT//
go_0009423_8	metG//phnH//tatD//epd//
go_0009432_5	yfeW//glgB//rlmH//fadI//idnK//
go_0009435_9	alaA//kdsD//uvrC//pinE//caiD//
go_0009436_6	cdh//nudG//alaC//lpxB//
go_0009437_5	
go_0009438_5	
go_0009440_6	ygeX//menE//phnP//
go_0009442_7	fdhF//dcd//ldtA//narH//hemA//
go_0009443_5	allC//ttdB//recO//
go_0009446_6	uvrB//dinB//
go_0009447_6	manA//ydiB//ilvE//menE//manA//clsC//alaA//lsrK//
go_0009450_6	plsC//ybjG//cysK//gloB//
go_0009451_6	nfsB//dld//waaB//lpoA//
go_0009593_4	
go_0009597_5	
go_0009636_4	mhpA//argK//insI-2//glpC//hisI//
go_0009637_6	
go_0009651_5	
go_0009697_5	nrfA//
go_0009758_2	narV//
go_0009785_5	
go_0009970_6	purT//ydiO//katG//
go_0009972_10	ubiA//
go_0009992_5	guaA//fabI//bacA//
go_0010033_4	
go_0010038_5	
go_0010039_6	ldtD//
go_0010041_7	ulaE//dmsB//
go_0010042_6	tgt//
go_0010043_6	menB//lpxP//
go_0010045_6	rsmF//
go_0010106_6	
go_0010124_4	ymdB//lplA//folM//glpX//trpB//astB//acpT//nrfD//
go_0010133_7	garR//
go_0010139_7	glgA//
go_0010165_6	ubiI//adiA//fabD//lplA//yfbR//tdcG//clsC//deoB//
go_0010212_5	mug//
go_0010226_6	allB//
go_0010243_5	
go_0010272_6	valS//
go_0010273_4	hyi//yrfG//tcdA//
go_0010312_3	ispF//
go_0010332_6	
go_0010350_6	
go_0010438_6	purU//garD//
go_0010447_5	sodA//ppiA//
go_0010468_6	rnpA//
go_0010498_6	mtgA//rihC//lpxT//thiH//
go_0010501_7	glnS//nirD//
go_0010557_7	
go_0010608_7	hemG//
go_0010628_7	
go_0010629_7	dgkA//
go_0010676_7	
go_0010699_4	rutE//metG//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	treC//fadK//ugd//gshB//adiA//gnd//gltB//selA//nrdF//
go_0015031_5	paaF//rlmA//rsmA//fabB//acpT//asnS//rihB//phnN//
go_0015074_6	
go_0015628_5	
go_0015670_6	ogt//
go_0015673_9	rhaD//
go_0015675_9	malP//
go_0015679_10	psd//
go_0015682_8	gmk//
go_0015684_9	spoT//ansA//gldA//treC//
go_0015685_8	bioF//kduI//
go_0015687_7	ruvB//
go_0015688_6	sucD//yfiC//
go_0015689_8	queA//
go_0015691_9	nrfC//tyrS//
go_0015692_8	tilS//
go_0015693_9	tadA//
go_0015696_6	ilvE//
go_0015698_7	rhaD//
go_0015699_8	entF//
go_0015700_8	fadB//
go_0015706_6	iscS//carB//nfi//
go_0015707_6	arnB//mcrA//asd//gpsA//
go_0015709_6	nrfA//
go_0015710_8	menB//ung//
go_0015712_7	fumB//
go_0015718_8	araD//
go_0015721_7	adhP//rffH//purF//
go_0015724_7	apaH//
go_0015726_8	asnS//
go_0015733_7	umpH//
go_0015734_6	rpiB//
go_0015736_9	tdk//
go_0015739_7	ttdA//
go_0015740_9	fruK//dnaE//rpe//
go_0015741_10	eda//purD//
go_0015747_6	malQ//
go_0015748_6	rsmD//
go_0015749_7	patZ//udp//yfeW//hcp//rnb//hcaC//rph//
go_0015751_9	argE//dacC//
go_0015752_9	rdgB//betA//
go_0015753_9	dxr//prmC//
go_0015754_9	fadJ//
go_0015755_9	rne//asnS//cueO//
go_0015756_9	waaC//tdcG//
go_0015757_9	tyrA//yihX//phnJ//mak//
go_0015760_8	trpE//
go_0015761_9	lplA//
go_0015762_9	entC//
go_0015764_7	entA//fadB//thrB//
go_0015765_8	entA//mobA//
go_0015767_9	yajO//lpd//pta//
go_0015768_9	glnE//maa//panC//
go_0015769_9	allD//
go_0015771_9	gph//rihB//lpxB//
go_0015772_7	ackA//pgi//malY//
go_0015774_7	pck//
go_0015778_7	tatD//
go_0015793_7	torA//nrdB//
go_0015794_7	pheS//entH//
go_0015795_7	mnmA//cysG//
go_0015796_7	paaK//
go_0015797_7	slt//ilvI//tktB//
go_0015803_7	thiD//ldtE//purN//
go_0015804_7	nadE//trmD//
go_0015806_6	nudB//
go_0015807_7	katG//glpC//mrdA//glcB//uvrA//ruvC//
go_0015808_8	mdh//ydfG//
go_0015809_7	adk//
go_0015810_8	alsE//trmJ//
go_0015811_7	xylB//lysA//
go_0015813_6	ldtA//preT//nrdB//
go_0015814_7	pgpB//
go_0015816_6	yeiG//
go_0015817_7	btuR//fabI//
go_0015818_7	ilvC//rutE//
go_0015820_7	pheA//rlmJ//arnA//atoB//pgm//
go_0015821_7	torA//frlC//
go_0015822_7	rsmG//
go_0015823_7	ansA//glgC//tyrB//cmoA//kduD//
go_0015824_7	nirD//yieF//srlD//
go_0015825_8	kduD//
go_0015826_7	preT//clsC//argG//
go_0015827_7	murE//selB//mltD//
go_0015828_7	kdsB//mutM//
go_0015829_7	ltaE//rpiB//moeA//
go_0015830_7	amyA//
go_0015833_6	atoB//kduI//paaA//murF//paaG//dacA//selD//menH//sucB//patA//
go_0015834_7	cdh//waaZ//
go_0015835_6	hypB//
go_0015836_7	panE//adk//
go_0015839_7	eda//
go_0015846_6	folX//plsB//
go_0015847_7	ynfE//asnA//nrdB//ltaE//caiB//
go_0015848_7	entH//mrcB//
go_0015851_6	
go_0015853_8	rfaD//gatY//
go_0015856_8	pheA//
go_0015857_6	murG//pgpB//
go_0015858_7	mltA//folD//paaE//
go_0015860_7	fucK//thiG//
go_0015861_9	yeiG//yccX//
go_0015862_9	garK//ruvC//
go_0015863_8	malP//
go_0015864_8	solA//
go_0015871_6	glcB//uxaC//queA//queG//
go_0015878_6	
go_0015879_9	proC//
go_0015882_7	tdcB//
go_0015886_6	lsrK//lpxP//
go_0015887_7	nrdB//
go_0015888_6	epmB//
go_0015889_6	serS//rpe//waaC//
go_0015891_6	xthA//
go_0015906_6	thrC//
