# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	pta//
go_0002939_7	ynfH//
go_0002943_8	lpxP//
go_0002949_8	paoC//thrS//ligA//
go_0003333_7	cysN//garD//dhaK//pcm//fadD//paaK//dacA//yccX//btuR//dapB//hisI//hflX//paaC//
go_0005975_4	pck//purC//pta//trpC//ygeX//fadD//fkpB//garK//uidA//mpaA//ilvM//lpxC//fdhF//queC//iaaA//waaF//
go_0005976_5	kduI//
go_0005977_6	acpT//
go_0005978_7	aspC//waaZ//fabG//sucB//
go_0005980_7	mocA//idnO//thrC//
go_0005986_7	ilvA//
go_0005990_7	ynfH//
go_0005992_7	hypF//bacA//
go_0005993_7	mdh//speF//aroD//
go_0005995_7	betA//
go_0005998_7	pdxK//
go_0006000_6	dld//
go_0006001_7	alsE//mocA//
go_0006002_5	deoD//mrcA//ldtC//
go_0006006_6	dsdA//tmcA//rlmH//paaE//rsmF//
go_0006007_7	pcm//patD//
go_0006011_5	serB//
go_0006012_6	nadK//
go_0006013_6	hcaF//
go_0006014_6	rluE//
go_0006015_7	pbpC//yjiA//
go_0006020_5	rsmD//
go_0006044_7	murA//
go_0006046_8	dacC//feaB//
go_0006047_5	rsmD//acpS//
go_0006048_6	glnE//rffM//rsmG//gshB//
go_0006053_8	rlmH//
go_0006062_8	mdh//
go_0006071_6	bfr//rluB//
go_0006072_6	frmA//
go_0006082_4	sdaB//
go_0006083_6	malP//asnS//dgoK//
go_0006086_8	metL//gabT//
go_0006090_8	rutB//fucA//dacA//bioH//patD//argS//deoA//
go_0006094_7	leuB//ispU//ygeX//metH//etk//cdd//tmcA//dhaL//tehB//
go_0006096_6	rsmD//eutB//dacA//idnD//cynS//mngB//hcaE//betA//sgbE//zwf//pgl//gapA//ulaG//
go_0006097_5	gadB//leuS//lysA//ribA//eno//
go_0006098_6	fumA//ddlB//lipA//entD//uxaC//
go_0006099_4	solA//alkA//rsmC//tyrB//dfp//rsmF//pck//coaE//mtlD//cadA//udk//proS//astC//
go_0006103_5	gcvP//rlmF//tktA//hyaB//
go_0006104_6	mgsA//
go_0006105_5	aroK//
go_0006106_8	trmO//
go_0006107_8	
go_0006108_8	astC//yieF//recJ//umpH//
go_0006113_5	purL//ldtD//
go_0006115_6	recF//
go_0006124_6	
go_0006144_6	
go_0006145_7	garD//
go_0006146_8	frdD//
go_0006148_9	frdC//
go_0006149_9	murI//
go_0006150_9	rfaE//
go_0006152_7	yeaE//rluA//murA//lpoA//tsaB//
go_0006154_6	sad//
go_0006161_9	ung//
go_0006163_6	nrdE//
go_0006164_7	miaB//putA//rhaB//rutB//
go_0006166_6	cysI//
go_0006168_7	wecB//gcvT//
go_0006171_9	
go_0006172_9	fabG//
go_0006177_9	dadA//
go_0006178_7	glgC//
go_0006183_9	arnA//
go_0006189_10	hcaD//ada//
go_0006203_8	guaB//codA//
go_0006206_6	panE//hisH//rlmD//
go_0006207_8	moeA//dfp//rpiB//gatY//sthA//
go_0006208_7	glnE//fklB//plsB//bioC//fumC//dsdA//
go_0006209_6	dacD//
go_0006210_8	caiD//
go_0006212_6	btuR//waaQ//mtn//rlmI//nudB//lgoD//chbF//fumA//ybiV//roxA//
go_0006217_9	maa//
go_0006218_9	yciA//
go_0006220_6	menC//
go_0006221_7	sgbU//ppc//hyaA//
go_0006222_9	
go_0006225_9	glyS//
go_0006226_9	rfaE//lpoB//
go_0006227_9	pabB//
go_0006231_9	acs//
go_0006233_9	ppk//
go_0006235_9	dgcT//
go_0006241_9	malY//
go_0006259_5	rnb//lpxT//mltA//
go_0006260_6	puuB//psuG//fabI//phnO//gadB//metH//hyaA//
go_0006261_7	cysH//gutQ//ampH//
go_0006265_6	ycaO//etk//
go_0006266_6	ribC//dsdA//tyrA//
go_0006267_5	
go_0006268_9	dkgB//cysD//
go_0006269_6	purL//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	rutB//rutA//
go_0006281_6	hcaC//yjcS//recJ//recR//dld//hisI//luxS//epmC//frdC//amiD//phnH//narG//sgbU//hemN//ispH//apaH//glpD//
go_0006283_8	
go_0006284_7	fcl//betB//speE//glxK//leuC//fadD//
go_0006285_6	rutC//glnE//ubiH//puuB//
go_0006288_8	waaO//ppsA//
go_0006289_7	
go_0006298_7	cueO//luxS//dinB//mutM//
go_0006301_7	
go_0006302_7	uxaA//rph//
go_0006307_8	panD//deoD//rhaB//aceB//cdh//
go_0006308_6	thiI//panC//ligB//curA//
go_0006310_6	birA//rluC//glcB//hisF//gcvT//
go_0006313_4	cysM//
go_0006351_6	accC//recG//
go_0006352_7	
go_0006353_7	
go_0006354_7	kdsB//
go_0006355_7	dhaK//
go_0006357_8	
go_0006364_9	mnmG//etk//ruvA//nrfA//
go_0006378_8	rsmE//
go_0006396_7	arnB//atoB//chbF//uxuA//ddlB//
go_0006397_8	fbp//
go_0006399_8	phoA//lpxL//
go_0006400_7	glnS//ispF//cpdB//rpiB//fadK//
go_0006401_6	insI-1//rnb//nagA//guaA//ribC//lgoD//
go_0006402_7	trmD//selA//lsrK//fabD//pabC//ynfH//epmB//
go_0006412_6	uxaB//mtn//wecB//cysC//rne//
go_0006413_4	acnB//
go_0006414_6	
go_0006415_7	hemC//dnaE//
go_0006417_7	eutD//argK//
go_0006418_7	rne//tmcA//fabD//yihV//gph//lpoA//citC//pdxB//gltB//uxaC//ilvC//
go_0006419_8	galT//
go_0006420_8	scpB//
go_0006421_8	prs//
go_0006422_8	mhpB//
go_0006423_8	aldA//
go_0006424_8	glnE//wecC//
go_0006425_8	maa//
go_0006427_8	polA//
go_0006428_8	trpS//
go_0006429_8	mcrB//
go_0006430_8	dapA//pck//
go_0006431_8	fau//
go_0006432_8	glgX//
go_0006433_8	murG//
go_0006434_8	nrfB//
go_0006435_8	clsA//
go_0006436_8	argD//
go_0006437_8	ubiX//
go_0006438_8	srlD//
go_0006448_8	
go_0006450_4	alkB//alsK//paaC//frmA//amyA//gltX//
go_0006457_3	lipB//alkB//hisB//gloC//pcm//hypF//bglA//
go_0006458_4	
go_0006464_6	cdd//rluF//thyA//pldB//yqjH//rluB//menI//paaK//
go_0006465_6	purT//ychF//metL//
go_0006468_7	rsmD//
go_0006470_7	uvrC//acnB//garK//glmM//yccX//
go_0006473_8	eno//
go_0006474_6	cobU//rutD//paaZ//
go_0006476_8	solA//
go_0006479_5	hdhA//ubiF//queA//dusC//mltF//nagZ//
go_0006486_5	aroG//
go_0006490_5	rsmF//
go_0006508_5	ilvN//purD//sufS//mltB//dxs//glgX//acpS//dacC//ttdA//tdcD//leuD//aroK//pyrD//rlmI//fadJ//uxuA//fabB//rhaD//tadA//cysC//fucO//lpoA//tauD//aspS//murD//aspS//sdhC//serB//hdhA//rffC//murA//otsA//tehB//
go_0006515_7	ispB//pabC//hyaA//ahpC//folM//paaZ//argH//
go_0006517_6	betB//kduD//
go_0006518_5	proB//argK//
go_0006523_8	pyrB//rsmD//
go_0006524_8	
go_0006526_8	puuC//serS//phnP//mltA//hemB//plsC//lplA//
go_0006527_8	xthA//ilvD//dosP//cynT//sthA//
go_0006529_7	dgcT//fabG//
go_0006530_7	yeaG//thiE//yajO//mtgA//
go_0006531_7	argS//
go_0006532_8	hdhA//queA//gldA//
go_0006535_8	nrfB//rluB//pdeH//
go_0006537_8	waaY//
go_0006538_8	ygeX//paaF//
go_0006541_7	mepS//rluD//pncB//cobT//hinT//
go_0006542_8	pepD//ligB//
go_0006543_8	
go_0006545_6	nrdF//
go_0006546_6	fabG//uvrA//kbaY//
go_0006554_8	nadC//nadB//fucA//
go_0006556_5	pfkA//
go_0006559_6	allB//
go_0006561_6	metG//ribF//
go_0006563_7	gcvP//
go_0006564_8	rsmJ//alaC//nadD//sucA//
go_0006565_8	mutY//rfe//thiD//ppx//epmA//
go_0006566_7	plsB//
go_0006567_8	epmA//rsmE//sad//nfsB//chbG//rlmI//eptC//
go_0006569_7	entH//
go_0006571_7	waaY//folM//
go_0006593_7	yfaU//
go_0006598_8	pdxA//mnmE//yjiA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	rhaM//argD//
go_0006631_5	hycB//ubiA//sdhB//moeB//aes//
go_0006633_6	sodC//pcm//mltF//dcm//mgsA//cysE//mcrA//ansA//rbn//sdhA//rlmD//
go_0006635_6	alkB//paaK//rutA//dhaK//phnL//speB//melA//rihB//pdxJ//paaF//ybjG//pgsA//
go_0006636_7	
go_0006637_5	talB//thrA//oxc//menE//dapB//
go_0006646_7	
go_0006650_6	
go_0006654_7	kdsD//
go_0006655_7	sucC//rffM//
go_0006725_4	uvrA//
go_0006729_6	clsA//gadA//
go_0006730_4	folP//pdeR//agp//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	aspC//waaS//ampH//yahK//pfkB//eutB//malQ//lpd//proA//icd//nrdA//glpX//
go_0006749_5	rhaD//rihA//
go_0006750_6	clsA//dapB//
go_0006751_6	argG//
go_0006757_5	pgaB//
go_0006760_5	panD//
go_0006761_7	arnA//
go_0006771_5	paoC//
go_0006772_6	mug//alaC//
go_0006777_5	nagZ//serB//bacA//ubiX//rihC//
go_0006779_6	murB//argE//rph//lldD//alaS//
go_0006780_7	bioB//
go_0006782_7	kbaZ//lgoD//thrB//uxuB//
go_0006783_5	nrdE//uxaB//insI-1//rpiB//waaA//mltC//cmoB//
go_0006790_4	pcm//ghrB//rbsD//rlmC//citE//fruK//mltA//nirB//fabZ//dapD//
go_0006791_2	rutC//aroF//deoC//
go_0006793_4	acs//ispA//
go_0006798_5	lysU//
go_0006799_5	galE//
go_0006801_5	rlmH//hisG//glyS//
go_0006805_4	purT//ymdB//argC//garL//
go_0006807_3	paaA//ddlA//ybhA//
go_0006808_4	fadM//
go_0006810_4	lpoB//pck//nudB//rsmA//hyi//mnmE//yqhD//malS//fklB//ilvH//rutC//yeiG//gntK//cysG//sthA//gloA//rffG//tag//rnt//gatD//rsmC//folX//moaE//ahr//waaS//rsmG//sdaA//apt//ispG//tauD//asd//ribA//proB//rlmI//xdhB//gabT//ldhA//waaQ//aroG//murF//kduD//waaB//pgpB//ribC//folA//argS//yagE//trmO//ynfH//mltD//fabH//miaB//gmd//gloC//yigB//rsmF//avtA//ansB//yeaG//pgpA//lpxM//adeD//rph//suhB//pphA//amiD//menF//ribD//lpxL//dbpA//paaH//serS//aldB//uxuA//ilvI//ruvB//dinB//
go_0006811_5	fadD//plsC//yidA//insI-1//ispA//patA//ubiF//nemA//betB//insI-1//guaD//
go_0006812_6	proB//metE//
go_0006813_8	frdC//purD//entH//ybhA//rlmD//mgsA//waaY//thiC//
go_0006814_8	thiM//ldtE//tnaA//ribD//
go_0006817_8	ldtD//
go_0006820_6	ynfH//murI//ynfH//cpdA//entB//
go_0006821_8	prmC//
go_0006824_8	rhaD//ppx//dcm//frdC//
go_0006825_9	preT//
go_0006826_9	truB//
go_0006828_9	paaE//
go_0006829_9	tdcD//hisH//yfbR//alaA//acpT//
go_0006833_6	
go_0006835_8	ldtE//garK//
go_0006847_8	rluF//
go_0006855_6	ndk//murG//ulaF//yciA//mpaA//recO//tesB//glnE//malY//lpoA//gpp//yeaG//yigL//ldtD//
go_0006857_7	mhpC//dhaK//pyrH//
go_0006863_7	cadA//
go_0006865_6	nagZ//cynS//hcaE//lpxK//gltB//menB//dut//lysA//queD//nanA//sgbE//entD//ynfF//waaL//ackA//fucK//oxc//nrdF//mutL//kbaZ//lpxD//
go_0006868_7	serS//
go_0006869_6	gstA//
go_0006874_8	
go_0006876_8	mnaT//
go_0006878_9	ttdB//
go_0006879_9	rluA//recG//
go_0006880_4	selA//uxaC//
go_0006882_8	yihU//
go_0006883_8	fau//dmlA//frdB//
go_0006884_4	
go_0006885_9	trpB//
go_0006886_5	
go_0006928_3	murD//
go_0006935_4	apaH//tdh//ispU//paaA//folA//
go_0006970_4	asnB//ogt//metC//thiC//wecC//metK//
go_0006972_5	ilvM//bioH//pgi//recO//dacD//
go_0006974_5	dut//prmB//ssuD//nrfA//ychF//alsE//yagE//frlB//aldB//gltB//pcm//ldcA//phnN//eda//mug//mak//yfeW//umuC//purA//narI//hyaB//pgk//dacD//sbcB//dhaL//ilvC//moeA//proS//rsmI//pgaB//birA//yieF//udk//aldA//trpA//bglB//nadA//phoA//hcaF//paaB//alaC//serA//frmB//alaC//tag//ubiA//yeiG//yrfG//iaaA//glgC//fre//ubiC//yhdJ//iaaA//fabZ//chbG//dbpA//waaP//valS//ldcC//gabT//udk//rsmC//mrcB//hisI//glpD//hypF//hemD//trmA//mak//ydiB//galM//ligB//yeiG//hemE//hmp//pflB//mhpB//bglX//nadE//etp//mutM//asnA//napB//abgA//yegS//waaA//cpsG//asnB//menH//ubiE//leuD//dcyD//ubiF//kdsA//
go_0006979_4	scpB//tyrS//mgsA//ilvA//dgcM//pnp//rhaM//nadB//cpsB//gutQ//cysN//purA//deoB//ftsI//mhpA//pgm//pfkB//dgcM//udk//wrbA//gltD//citC//tsaE//cysG//kefF//serS//
go_0006986_5	ydiB//
go_0006995_6	tdk//ppx//
go_0007059_3	fucA//kdsB//
go_0007062_4	
go_0007155_3	sdaA//
go_0007165_3	hemG//pdxY//
go_0007234_5	
go_0007584_4	
go_0008033_9	argS//ilvM//yhdH//galU//tynA//lsrK//paaC//acpT//
go_0008104_4	
go_0008152_2	ycaO//argA//ribE//folD//umpH//trpS//slt//sdhC//nrdE//serB//ppsA//pgl//pnp//wzc//ldhA//pncB//rluD//
go_0008156_8	
go_0008219_3	
go_0008272_6	dmsB//gloA//
go_0008295_6	paaK//ynfH//uxaA//
go_0008299_5	pphA//
go_0008360_4	agp//gnd//trpD//moeA//lpoB//frmB//murE//frmA//argK//rsmB//pabA//
go_0008610_5	queF//cpsB//mdh//recF//
go_0008615_6	gpp//rutA//kbaZ//rsmD//nadD//idnO//mltB//
go_0008616_8	rfbC//aldA//tpiA//murB//glpB//dadA//
go_0008643_6	tesB//mcrB//paaH//ndh//ribE//dacA//serB//glnS//rffG//srlD//citE//waaA//amiD//ackA//galT//srlD//metC//gabT//
go_0008652_5	betA//nadB//fucO//ogt//mcrA//folE//dcd//ldcA//
go_0008653_5	
go_0008654_5	truD//dapB//dosP//allC//
go_0009050_6	ydiO//pcm//
go_0009052_6	aroH//waaJ//carB//lacZ//orn//rbsK//
go_0009056_3	moaA//
go_0009058_3	pdeF//menA//epmB//mutS//
go_0009060_6	folC//dmsC//arnT//narY//pgi//epmB//ulaF//
go_0009061_6	cfa//pgpA//frlB//ppiA//acnA//ldtA//ribD//abgA//hyi//glnS//ribB//metK//fadJ//mltC//betB//pcm//rffG//rffH//glpX//ribF//folE//
go_0009062_6	ydiB//
go_0009063_5	frdC//thyA//ndk//
go_0009070_7	ldtC//
go_0009073_6	rutC//mug//glpD//tsaB//insI-1//nrdA//lpxM//amyA//hisH//folE//deoD//
go_0009081_5	kdsD//prs//
go_0009082_6	hisD//sodB//sdaB//dgoA//def//mltF//citG//
go_0009085_8	arnA//
go_0009086_7	rfbD//nadA//glgB//gpsA//bacA//
go_0009088_8	argI//waaL//
go_0009089_6	patD//dkgA//dacD//sseA//lacZ//uxuB//
go_0009090_8	ynfF//mrcA//proC//phnP//
go_0009092_7	uidA//
go_0009093_7	
go_0009094_6	gldA//aspC//hemN//
go_0009097_7	hisD//sucB//mmuM//sodA//trmI//
go_0009098_7	epmC//rhaD//ppiA//tilS//waaF//pfkA//
go_0009099_7	folC//pgpA//rsmH//hisG//cof//aroB//cysH//
go_0009102_6	paaB//prmC//panD//roxA//cyoE//pinE//purB//thiE//chbF//
go_0009103_6	fumC//nagK//proB//dhaL//bacA//udp//menH//bioF//fucO//
go_0009106_5	accA//
go_0009107_6	pyrD//yihT//
go_0009108_6	rihB//
go_0009116_5	tdcD//gpmM//
go_0009142_7	mtgA//
go_0009143_7	fabD//
go_0009152_8	narG//
go_0009157_8	epmB//
go_0009166_7	rlmE//mak//
go_0009168_9	paaJ//
go_0009220_8	idi//eno//
go_0009224_9	gcl//
go_0009226_6	thyA//asnS//
go_0009228_7	lpxH//argK//serA//pgpB//ydfG//nagK//hisG//idnK//lysU//
go_0009229_6	fes//dfp//
go_0009231_6	yjjG//mocA//clsB//lgoD//ldcA//lysU//paaH//
go_0009234_7	tag//entH//phnG//amiD//arnB//nadC//fucO//valS//cynS//
go_0009236_6	acpT//idi//cobC//lsrK//glnS//pabC//
go_0009237_4	pinE//feaB//
go_0009239_6	hypB//queF//trpA//ilvI//ilvH//sdhD//cobU//sucB//
go_0009240_6	fabG//
go_0009242_6	ydiB//hisS//yfeX//uxaA//lacZ//pheA//cdd//nadK//
go_0009243_7	hcaB//
go_0009244_7	aphA//opgE//recJ//pgpA//mltB//ilvI//idnD//galE//caiB//lpxT//tdk//fumA//ybhA//idnK//hemL//rlmI//pldB//yqaB//purD//folA//ndh//rluE//
go_0009245_6	feaB//allB//sdhB//folE//clsA//hisC//glpA//puuC//fucO//
go_0009246_6	gldA//hemH//recJ//katE//yigB//accB//
go_0009249_6	lsrG//purC//cysI//
go_0009250_7	
go_0009251_7	cyaA//
go_0009252_7	srlD//murA//yajO//accD//dmsC//gadB//trpE//yccX//aceA//gloB//pgpA//dosP//hemN//hemB//gcd//ampH//murD//lplA//cpsB//gabT//ldtD//treF//scpB//ftsI//sucB//
go_0009253_8	birA//alkB//accD//betA//hyaA//cobS//puuE//ispA//ileS//yajO//
go_0009254_8	glyA//ravA//menB//prpB//fadI//metF//pheT//yggF//aldB//hisC//hemC//
go_0009257_8	malP//galM//rrrD//insI-2//
go_0009263_6	hemB//gatZ//
go_0009264_6	hemE//rrrD//
go_0009265_7	citE//
go_0009266_4	ubiX//gluQ//lsrK//ybjI//galE//lgoD//
go_0009267_5	frmB//rsmD//
go_0009268_4	ahpC//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	narI//
go_0009297_6	
go_0009298_7	pabB//cdd//ahpC//
go_0009305_7	menF//
go_0009306_4	
go_0009311_5	
go_0009314_4	garK//yhdJ//malZ//galT//glmS//proC//proC//panB//lgoD//yieH//mrcA//pgm//aroE//murG//purD//cynT//gph//
go_0009372_5	dapB//xapA//mnmE//
go_0009396_6	acnA//coaE//
go_0009398_7	mltB//
go_0009401_7	hcaE//rlmM//pflB//yfcG//rimK//purA//accB//kbaZ//entB//plsB//hemA//epmA//yfcF//waaY//rsmG//tdcE//frdA//epmC//nadE//miaB//
go_0009403_5	
go_0009405_4	
go_0009407_3	rffG//
go_0009408_4	dusC//pepD//trmI//recF//gltB//eptA//moeA//truA//rluD//pheS//nemA//apaH//btuR//selA//dgcT//serS//gnd//der//dnaQ//phnH//psuG//nth//birA//pgpA//tdh//treC//
go_0009409_4	cysM//rfaD//
go_0009410_4	aldA//
go_0009411_6	fumB//arnA//metK//tig//ubiG//dapB//rlmB//ttdA//ydiO//
go_0009416_5	araD//rffT//
go_0009423_8	gabD//otsB//ldtD//aspA//
go_0009432_5	yfaU//sucA//gluQ//etp//mdh//
go_0009435_9	orn//prpB//patA//asnA//lysA//
go_0009436_6	carA//queC//ruvC//menC//
go_0009437_5	
go_0009438_5	
go_0009440_6	mutL//cobC//rph//
go_0009442_7	panC//glpC//cdsA//sdhD//tig//
go_0009443_5	coaD//trpC//trmD//
go_0009446_6	waaZ//xylB//
go_0009447_6	metG//idnK//nadC//glgA//deoC//yihV//ppx//dcm//
go_0009450_6	aspS//cysQ//plsC//pheA//
go_0009451_6	gshB//rhaD//sad//agp//
go_0009593_4	
go_0009597_5	
go_0009636_4	galT//acs//roxA//trpA//dusC//
go_0009637_6	
go_0009651_5	
go_0009697_5	rluB//
go_0009758_2	gltB//
go_0009785_5	
go_0009970_6	mocA//rluC//rluF//
go_0009972_10	ampD//
go_0009992_5	ligB//dapB//kbaY//
go_0010033_4	
go_0010038_5	
go_0010039_6	alkA//
go_0010041_7	hisF//nth//
go_0010042_6	udp//
go_0010043_6	cysC//cobT//
go_0010045_6	xdhB//
go_0010106_6	
go_0010124_4	ldhA//nrfB//rlmL//bglA//tnaA//rsgA//def//ilvN//
go_0010133_7	truB//
go_0010139_7	ybjG//
go_0010165_6	fucO//spoT//acnB//sgbH//ppiC//rluA//hisI//trmH//
go_0010212_5	phoA//
go_0010226_6	pdxA//
go_0010243_5	
go_0010272_6	mutM//
go_0010273_4	ubiA//clsB//sad//
go_0010312_3	galT//
go_0010332_6	
go_0010350_6	
go_0010438_6	acs//cysK//
go_0010447_5	uvrA//dgkA//
go_0010468_6	folM//
go_0010498_6	rluB//araD//rsmH//cysK//
go_0010501_7	gatZ//gutQ//
go_0010557_7	
go_0010608_7	lpxK//
go_0010628_7	
go_0010629_7	rutB//
go_0010676_7	
go_0010699_4	rnt//araA//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	dusB//rsgA//fkpA//ilvI//gluQ//idnK//pta//rnt//kdsB//
go_0015031_5	rsmG//yghU//rluC//rrrD//kdsC//tyrB//phnN//dusB//
go_0015074_6	
go_0015628_5	
go_0015670_6	srlD//
go_0015673_9	glnA//
go_0015675_9	phnG//
go_0015679_10	mpaA//
go_0015682_8	pcm//
go_0015684_9	puuC//cueO//add//bioA//
go_0015685_8	fadM//astB//
go_0015687_7	entH//
go_0015688_6	recG//eptC//
go_0015689_8	kbaY//
go_0015691_9	pdxB//cobT//
go_0015692_8	purC//
go_0015693_9	sucD//
go_0015696_6	rlmH//
go_0015698_7	argI//
go_0015699_8	menA//
go_0015700_8	xapA//
go_0015706_6	ubiE//pheT//eutD//
go_0015707_6	yqhD//kefF//yfcF//yegS//
go_0015709_6	citG//
go_0015710_8	gltX//gatY//
go_0015712_7	nrfD//
go_0015718_8	pnp//
go_0015721_7	hemD//nagK//uxaA//
go_0015724_7	tmk//
go_0015726_8	hemF//
go_0015733_7	fabZ//
go_0015734_6	nanE//
go_0015736_9	aldA//
go_0015739_7	metG//
go_0015740_9	pgpC//dkgB//tatD//
go_0015741_10	murI//hisD//
go_0015747_6	cmoA//
go_0015748_6	pcm//
go_0015749_7	ldtB//eptB//acpS//rsmA//umpG//nirD//cdh//
go_0015751_9	cyoE//lpxK//
go_0015752_9	guaD//pyrC//
go_0015753_9	rfbB//phnO//
go_0015754_9	patD//
go_0015755_9	trpD//yeaE//speB//
go_0015756_9	phnM//rutA//
go_0015757_9	fau//rnt//agp//curA//
go_0015760_8	ubiH//
go_0015761_9	gmd//
go_0015762_9	garK//
go_0015764_7	nfsB//narI//xylA//
go_0015765_8	speB//ilvH//
go_0015767_9	gloB//cysQ//rimK//
go_0015768_9	rfaE//dacA//csdA//
go_0015769_9	entB//
go_0015771_9	nagZ//nanA//acnB//
go_0015772_7	sseA//bcsA//sdhB//
go_0015774_7	yqhD//
go_0015778_7	rsmJ//
go_0015793_7	idnK//mpaA//
go_0015794_7	phnP//arnT//
go_0015795_7	entB//miaB//
go_0015796_7	codA//
go_0015797_7	ulaG//rnb//fumC//
go_0015803_7	narI//frdD//cysD//
go_0015804_7	yfcF//tcdA//
go_0015806_6	mltA//
go_0015807_7	aphA//rnd//prpC//pcm//agp//ravA//
go_0015808_8	dfp//tatD//
go_0015809_7	yigB//
go_0015810_8	treC//rdgB//
go_0015811_7	gpt//hcaC//
go_0015813_6	yggF//malZ//rsmJ//
go_0015814_7	menF//
go_0015816_6	ampD//
go_0015817_7	srlD//ppc//
go_0015818_7	paaZ//sucA//
go_0015820_7	moaD//nudF//ghrB//pyrG//frdB//
go_0015821_7	accC//gcvH//
go_0015822_7	rsmE//
go_0015823_7	yeaE//gabD//yfiC//bglA//waaG//
go_0015824_7	argK//nudG//queD//
go_0015825_8	napC//
go_0015826_7	xylA//thiL//lyxK//
go_0015827_7	yqjH//menI//tdk//
go_0015828_7	metC//truD//
go_0015829_7	ispA//ansB//tdcB//
go_0015830_7	adiA//
go_0015833_6	bglA//rbn//pyrD//napC//ttdA//lsrK//hemG//ppiC//lpd//narH//
go_0015834_7	kdsB//fabA//
go_0015835_6	ygeX//
go_0015836_7	mltC//fabI//
go_0015839_7	ycjU//
go_0015846_6	panB//sad//
go_0015847_7	lysC//sdhA//tyrA//fadE//yjcS//
go_0015848_7	bacA//tynA//
go_0015851_6	
go_0015853_8	rlmF//ilvI//
go_0015856_8	bfr//
go_0015857_6	plsC//recG//
go_0015858_7	hisF//nadK//csdA//
go_0015860_7	chbG//astB//
go_0015861_9	accC//waaC//
go_0015862_9	gntK//ilvC//
go_0015863_8	nagZ//
go_0015864_8	katE//
go_0015871_6	arnT//nrfA//hisD//melA//
go_0015878_6	
go_0015879_9	nrfB//
go_0015882_7	yigB//
go_0015886_6	cpsG//nudB//
go_0015887_7	phnL//
go_0015888_6	nrfD//
go_0015889_6	udp//mutY//uxuB//
go_0015891_6	tyrB//
