# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	murI//
go_0006099_4	nth//hemE//nrfA//ilvD//umuD//fadM//recR//hdhA//pta//gadB//pgk//rph//tyrA//
go_0006103_5	nadB//pyrG//patZ//aes//
go_0006104_6	yrfG//
go_0006105_5	ispH//
go_0006106_8	umpG//
go_0006107_8	
go_0006108_8	lacZ//aes//cysN//yjhH//
go_0006113_5	ribA//valS//
go_0006115_6	avtA//
go_0006124_6	
go_0006144_6	
go_0006145_7	yeaE//
go_0006146_8	mltA//
go_0006148_9	prmB//
go_0006149_9	udp//
go_0006150_9	purU//
go_0006152_7	pdxJ//mnmA//panC//der//tauD//
go_0006154_6	phnH//
go_0006161_9	ushA//
go_0006163_6	ravA//
go_0006164_7	maeA//murF//gatZ//ttdA//
go_0006166_6	dapD//
go_0006168_7	hchA//garK//
go_0006171_9	
go_0006172_9	sucD//
go_0006177_9	udp//
go_0006178_7	murA//
go_0006183_9	yfeX//
go_0006189_10	hisF//ynfE//
go_0006203_8	carA//ubiD//
go_0006206_6	recJ//gor//tnaA//
go_0006207_8	ymdB//rutE//yccX//eda//malQ//
go_0006208_7	queA//glmU//rhaD//folE//fabH//ldtD//
go_0006209_6	waaY//
go_0006210_8	phnL//
go_0006212_6	glxR//dadA//hmp//torY//adiA//fes//citG//metK//alr//malQ//
go_0006217_9	phnN//
go_0006218_9	fabH//
go_0006220_6	cynT//
go_0006221_7	entH//rutC//apt//
go_0006222_9	
go_0006225_9	dgcM//
go_0006226_9	ulaF//lpxB//
go_0006227_9	clsB//
go_0006231_9	dusB//
go_0006233_9	hyaC//
go_0006235_9	frdA//
go_0006241_9	glcB//
go_0006259_5	hisS//rsmG//mraY//
go_0006260_6	rutE//frdA//edd//purU//lpxK//cpsG//queG//
go_0006261_7	eda//cpsB//mltB//
go_0006265_6	tsaC//puuB//
go_0006266_6	thiE//aes//dusB//
go_0006267_5	
go_0006268_9	sdhB//hisG//
go_0006269_6	tag//
go_0006270_6	
go_0006271_7	
go_0006274_6	
go_0006275_7	
go_0006276_3	allD//selB//
go_0006281_6	rlmJ//nudB//gabT//yeiG//galM//alaA//gatD//ycjU//sucB//lysS//apaH//yciV//pykF//abgB//tsaD//rhaB//ubiH//
go_0006283_8	
go_0006284_7	nadB//yjiA//murC//mltC//speG//alkB//
go_0006285_6	ribF//narH//tpiA//amiD//
go_0006288_8	nrfC//manA//
go_0006289_7	
go_0006298_7	folA//yggF//coaA//glpA//
go_0006301_7	
go_0006302_7	pflB//truA//
go_0006307_8	tsaB//nudF//entF//gdhA//hcp//
go_0006308_6	fumA//rffT//argD//glmM//
go_0006310_6	mmuM//rsmB//fdhF//rffC//wzb//
go_0006313_4	alkA//
go_0006351_6	hisB//pykA//
go_0006352_7	
go_0006353_7	
go_0006354_7	xapA//
go_0006355_7	napA//
go_0006357_8	
go_0006364_9	fabI//hcp//mpaA//ybiV//
go_0006378_8	tdk//
go_0006396_7	cdh//feaB//deoC//trpS//solA//
go_0006397_8	ppiC//
go_0006399_8	yihS//narH//
go_0006400_7	truB//yihV//yjjX//prmB//cdsA//
go_0006401_6	ymdB//thiG//waaZ//folP//cysM//add//
go_0006402_7	paaA//trpB//yagE//glgX//pgpB//trmA//speF//
go_0006412_6	rlmA//ppsA//yhdH//gcl//hyaA//
go_0006413_4	hypF//
go_0006414_6	
go_0006415_7	mnmE//ogt//
go_0006417_7	def//alaA//
go_0006418_7	aldA//panC//udk//cof//astB//aroL//yccX//pdxH//dmsA//trmJ//wcaJ//
go_0006419_8	sbcB//
go_0006420_8	clsA//
go_0006421_8	ttdB//
go_0006422_8	yeiG//
go_0006423_8	cysG//
go_0006424_8	trmI//fdhF//
go_0006425_8	menH//
go_0006427_8	astC//
go_0006428_8	clsC//
go_0006429_8	dosP//
go_0006430_8	tilS//udp//
go_0006431_8	entH//
go_0006432_8	ribA//
go_0006433_8	nagZ//
go_0006434_8	speE//
go_0006435_8	tdk//
go_0006436_8	fucI//
go_0006437_8	ligB//
go_0006438_8	ybcF//
go_0006448_8	
go_0006450_4	lpxL//oxc//kdsC//cobB//tag//nrfA//
go_0006457_3	hemG//pta//dapB//pgaD//panD//fadJ//ubiX//
go_0006458_4	
go_0006464_6	fadM//rrrD//argK//hemC//murC//bglX//asnB//apaH//
go_0006465_6	narG//selD//gmhB//
go_0006468_7	valS//
go_0006470_7	curA//pbpC//gabD//ldcC//hemB//
go_0006473_8	nadA//
go_0006474_6	dapA//tgt//rffG//
go_0006476_8	mrdA//
go_0006479_5	yfcF//waaB//ldtE//acpS//dapA//katE//
go_0006486_5	napA//
go_0006490_5	clsB//
go_0006508_5	menB//waaY//mhpD//phoA//accB//gloC//cysH//patZ//deoD//pdeL//rluF//uvrC//rnd//prpB//sgbE//gloA//entD//rimK//torA//caiD//rnb//yihV//ldtE//gcl//rrrD//cobT//rlmB//selB//rfe//slt//cysC//nrdE//glpC//
go_0006515_7	selB//garD//mutL//yjhH//proS//dgoK//yccX//
go_0006517_6	pdxA//ddlB//
go_0006518_5	fabA//speG//
go_0006523_8	trmJ//ychF//
go_0006524_8	
go_0006526_8	nrdD//pdxJ//citG//nadE//rhaB//waaP//fucO//
go_0006527_8	hflX//fes//suhB//ldhA//glpB//
go_0006529_7	yciV//dacD//
go_0006530_7	glnA//queA//gloB//insI-2//
go_0006531_7	gcd//
go_0006532_8	lpxK//slt//malZ//
go_0006535_8	pinE//hcaC//proS//
go_0006537_8	dacA//
go_0006538_8	rsmA//yjjX//
go_0006541_7	moaA//lyxK//nfi//selA//hemL//
go_0006542_8	dgcT//gatD//
go_0006543_8	
go_0006545_6	cysQ//
go_0006546_6	nadC//mhpB//cynS//
go_0006554_8	roxA//tdcD//folP//
go_0006556_5	hyaC//
go_0006559_6	ribB//
go_0006561_6	umpH//yagF//
go_0006563_7	hinT//
go_0006564_8	cpsB//gabD//cobT//nudF//
go_0006565_8	tatD//narV//ubiA//hemB//miaB//
go_0006566_7	waaC//
go_0006567_8	ttdB//orn//glmU//dapF//frc//folE//yghU//
go_0006569_7	paoC//
go_0006571_7	proS//phnH//
go_0006593_7	dmsC//
go_0006598_8	gluQ//bioF//selA//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	acpH//pheS//
go_0006631_5	nrdB//sdaB//sodC//rluF//tyrA//
go_0006633_6	hyaA//glgC//leuC//waaY//phr//aroC//dcd//allD//aroL//ybcF//yjiA//
go_0006635_6	dmlA//tdcD//cheB//ruvA//menA//dfp//garR//yfcF//epd//mrdA//rihC//fumC//
go_0006636_7	
go_0006637_5	pinE//btuR//btuR//lpxK//alaS//
go_0006646_7	
go_0006650_6	
go_0006654_7	pcm//
go_0006655_7	murG//rfaD//
go_0006725_4	betA//
go_0006729_6	trpC//hcaE//
go_0006730_4	tatD//selA//entA//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	eno//phoA//waaH//alr//chbF//ispG//azoR//folM//sdhC//dgcT//mngB//arnB//
go_0006749_5	moaE//folX//
go_0006750_6	arnT//yjjG//
go_0006751_6	folD//
go_0006757_5	yeiG//
go_0006760_5	ndh//
go_0006761_7	nrdF//
go_0006771_5	rhaM//
go_0006772_6	cysM//dosP//
go_0006777_5	rlmH//hyaB//adeD//lsrK//pyrH//
go_0006779_6	tdcE//cmoA//polB//thrC//ldtA//
go_0006780_7	yjiA//
go_0006782_7	pdxA//ubiD//mepS//truB//
go_0006783_5	ubiG//sgbU//metK//pinE//gutQ//tyrS//mtgA//
go_0006790_4	abgB//phnJ//prpB//uxaC//trmD//mak//hcaD//mtn//pykF//rpe//
go_0006791_2	narH//tmk//rsmH//
go_0006793_4	deoA//yfcF//
go_0006798_5	ubiI//
go_0006799_5	curA//
go_0006801_5	hisB//tyrB//mpaA//
go_0006805_4	pyrF//ldtE//srlD//mepS//
go_0006807_3	opgB//ansA//apaH//
go_0006808_4	torC//
go_0006810_4	yjjG//mpaA//idnK//yegS//aroK//thiC//surA//fadI//rffM//citC//murB//aceB//gloB//roxA//tsaB//fadH//ppsA//katE//astB//polA//ydfG//nadE//gldA//bglB//mcrB//waaC//pdxK//ppx//scpB//aroA//phnP//tsaB//rnpA//cysH//ldcC//nagB//trmJ//ppk//ldhA//rpiA//waaU//glyS//scpB//tatD//thiH//nrdF//ansB//lpxT//waaZ//katE//ribF//ubiH//frdB//preA//kdsB//ilvH//galT//cpsG//narY//hemN//hypF//trmO//tauD//nrdB//sgbH//surA//ndh//nanK//maeA//yagE//metE//ldtC//ruvB//rluC//nudC//nagZ//etp//
go_0006811_5	yggF//glcE//fadK//fadH//prmC//dinB//sbcB//acpT//nirD//arnA//yggF//
go_0006812_6	ascB//edd//
go_0006813_8	xylB//dxs//lplA//frmB//accB//carA//dgoK//rsmD//
go_0006814_8	miaB//kefF//ygjK//moaA//
go_0006817_8	waaL//
go_0006820_6	hisB//glgP//pta//pgpB//guaC//
go_0006821_8	arsC//
go_0006824_8	fumA//rffH//hisA//puuB//
go_0006825_9	cueO//
go_0006826_9	zwf//
go_0006828_9	waaO//
go_0006829_9	puuB//sdhB//yidA//thrA//entH//
go_0006833_6	
go_0006835_8	pinE//hinT//
go_0006847_8	dhaL//
go_0006855_6	ydfG//glnS//glyA//proB//apt//btuR//dapD//gpmM//yqhD//yieF//mobA//eptB//ubiI//pgpA//
go_0006857_7	sgbU//aroE//ampH//
go_0006863_7	clsC//
go_0006865_6	putA//mltF//rsmG//phnM//ilvE//ribF//yagE//mrcB//yfcG//pgsA//nirD//gnd//sgbU//glpB//ssuE//mutS//ubiE//dgoA//allC//sdhC//pbpC//
go_0006868_7	glpA//
go_0006869_6	lpxP//
go_0006874_8	
go_0006876_8	ttdB//
go_0006878_9	mepS//
go_0006879_9	malS//nrfA//
go_0006880_4	thiD//gshA//
go_0006882_8	lplA//
go_0006883_8	katE//alkB//hinT//
go_0006884_4	
go_0006885_9	speB//
go_0006886_5	
go_0006928_3	betA//
go_0006935_4	epmC//rnd//ispG//rimK//rfaE//
go_0006970_4	fucO//garK//dusB//tsaD//ugd//kduD//
go_0006972_5	yciA//phnO//leuD//metG//upp//
go_0006974_5	bacA//ldtA//tcdA//recO//cysQ//pagP//lacZ//truC//murG//solA//mpaA//tynA//waaC//trmH//pykF//suhB//deoB//ldtE//nudC//argE//pyrG//ppx//dfp//ispA//nagZ//aspC//tpiA//glcB//leuA//glnE//aroD//fucK//cdsA//prpC//rlmD//menI//mnmC//dosP//oxc//paaG//ubiH//ispH//ileS//proA//metH//rlmE//yigB//sucC//ispA//cobT//puuE//ilvI//glpK//rbsD//hemH//dapA//nrdD//dhaK//sdhC//tdcE//rlmC//hdhA//gph//hcaF//tyrS//argH//cysE//garK//dadA//lpxB//hyaC//yhdJ//eda//ndh//galK//rlmA//waaO//sodC//gltX//opgB//alaC//otsA//dgcM//folC//fadA//kbaY//pgsA//betA//ddlB//sucC//mutS//yjiA//mltF//rluE//puuD//
go_0006979_4	malY//mhpB//pgaB//pgm//otsA//selB//trpA//rimK//pyrC//aes//ybiV//torY//glpK//mngB//ubiE//wzb//thrS//prpB//gabT//glxR//gloB//slt//puuB//slt//mutL//bioF//
go_0006986_5	ppx//
go_0006995_6	nanE//rlmC//
go_0007059_3	paaK//galE//
go_0007062_4	
go_0007155_3	dut//
go_0007165_3	sseA//selD//
go_0007234_5	
go_0007584_4	
go_0008033_9	pcm//wrbA//ribF//ilvM//moeA//eptB//wzc//rsmH//
go_0008104_4	
go_0008152_2	fadE//alkB//hisS//hcp//cof//waaB//hisI//cysK//polB//sbcB//trpE//fes//dcd//waaO//rnd//ldcA//gloB//
go_0008156_8	
go_0008219_3	
go_0008272_6	queA//yccX//
go_0008295_6	citG//argF//lysS//
go_0008299_5	ansA//
go_0008360_4	yfbR//fadH//sucA//hcaE//dcm//waaS//yhdJ//rutA//acpS//frmA//gor//
go_0008610_5	murD//alkB//slt//ldhA//
go_0008615_6	hdhA//alsE//kduD//lysU//nth//umpH//nrfC//
go_0008616_8	zwf//rihB//cobU//gpsA//rffH//arsC//
go_0008643_6	wecB//galT//glnA//citG//gatY//mrcA//mnmG//truB//dapF//ampH//dinB//ribD//truD//ppiA//pta//uxaC//murF//entF//
go_0008652_5	dgkA//alsK//maeA//melA//rbn//tsaC//patD//ispG//
go_0008653_5	
go_0008654_5	udk//ybiV//moeB//avtA//
go_0009050_6	murC//folP//
go_0009052_6	mobA//rutB//ubiX//waaJ//hcaB//rhaA//
go_0009056_3	aphA//
go_0009058_3	pfkB//gpp//ppsA//rhaD//
go_0009060_6	ldtE//ttdA//alsK//dgcZ//pheA//citG//aldB//
go_0009061_6	tag//nadE//serS//dkgB//mltB//arnB//nfi//adiA//dnaQ//mobA//glpX//murI//lpxB//nagK//nhoA//cysK//hyi//truB//kdsA//hyi//folA//
go_0009062_6	speE//
go_0009063_5	apaH//umpH//eda//
go_0009070_7	ldtE//
go_0009073_6	aroL//aldB//leuS//yidA//paaZ//glgA//eutB//phoA//ahr//maa//lpxC//
go_0009081_5	metE//ybjI//
go_0009082_6	yfdR//allD//mrdA//astC//pyrC//cof//rnpA//
go_0009085_8	speD//
go_0009086_7	wrbA//rlmB//gcd//mhpA//yieH//
go_0009088_8	fruK//btuE//
go_0009089_6	ansA//ldhA//deoA//waaA//ruvA//pykF//
go_0009090_8	galU//argE//phnL//adiA//
go_0009092_7	pheA//
go_0009093_7	
go_0009094_6	nrfC//puuA//yqhD//
go_0009097_7	sseA//mpaA//torZ//ascB//idnO//
go_0009098_7	alsE//yjhH//pagP//pdeF//allD//ldtA//
go_0009099_7	argI//glxK//rutB//ppsA//glnS//yihS//kdsA//
go_0009102_6	hemC//bglX//ispG//pheS//dgoA//yghU//carA//leuD//glpK//
go_0009103_6	leuS//panC//rne//rlmJ//pepD//ilvD//rnt//menH//pgpB//
go_0009106_5	thiL//
go_0009107_6	frlB//tktA//
go_0009108_6	rhaA//
go_0009116_5	nanA//rlmJ//
go_0009142_7	dapA//
go_0009143_7	rlmJ//
go_0009152_8	narY//
go_0009157_8	guaB//
go_0009166_7	mutY//abgB//
go_0009168_9	hdhA//
go_0009220_8	gudD//cysH//
go_0009224_9	pgi//
go_0009226_6	purC//yciV//
go_0009228_7	glcE//selA//purL//ttdA//waaQ//hinT//murF//frdA//ddlA//
go_0009229_6	mrcA//cysS//
go_0009231_6	dgkA//paaF//truA//thiL//leuS//ddlB//upp//
go_0009234_7	fadK//pdeL//pdeH//dapD//ybjI//tauD//dgcM//dut//garK//
go_0009236_6	entD//chbG//purD//narH//rfaE//rlmL//
go_0009237_4	tsaC//trpC//
go_0009239_6	tesB//proB//fucK//rsgA//rihC//mraY//glgX//glcF//
go_0009240_6	speA//
go_0009242_6	amyA//tsaE//pgm//speF//aceA//citC//etk//menA//
go_0009243_7	dnaQ//
go_0009244_7	alaS//rsmB//wecC//ispB//otsB//rsmE//glpC//paaF//lpxB//tpiA//thiG//tsaC//mepS//allC//ilvN//hypB//mltB//etp//maeA//waaF//malS//ilvH//
go_0009245_6	proC//queA//mltA//trpC//avtA//eno//agp//nadB//araD//
go_0009246_6	xdhB//gltX//pgpC//ssuD//mhpB//cysK//
go_0009249_6	hisA//pgaC//ubiI//
go_0009250_7	
go_0009251_7	dbpA//
go_0009252_7	deoA//gcvP//ilvM//sseA//tatD//ada//lsrG//pdxK//bglA//ftsI//glmS//fadM//serB//argE//ilvN//ilvD//rnpA//aroE//cysN//rhaA//mrcA//betA//aceF//arnT//rluE//
go_0009253_8	pabB//torY//curA//purL//cysE//gatY//acs//pgk//dgcT//pfkA//
go_0009254_8	waaB//gstA//pfkA//nrfD//carA//rlmC//lysU//selD//dgcM//dadA//aes//
go_0009257_8	serB//waaP//pabA//dadA//
go_0009263_6	ampD//gltX//
go_0009264_6	ubiH//nagA//
go_0009265_7	yqjH//
go_0009266_4	frdD//argC//hemD//ndh//rsmE//fumB//
go_0009267_5	glnS//cobS//
go_0009268_4	glgC//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	gltB//
go_0009297_6	
go_0009298_7	rlmG//gdhA//preA//
go_0009305_7	dgt//
go_0009306_4	
go_0009311_5	
go_0009314_4	glpA//alaS//kduI//glxR//hisH//frdC//rffT//ldtE//fadH//rpe//udk//dkgB//rpiA//rsgA//nagB//phnG//udp//
go_0009372_5	poxB//menE//ubiH//
go_0009396_6	yhdJ//mhpC//
go_0009398_7	hemB//
go_0009401_7	sdhB//birA//mutM//allB//lpxH//ruvC//pck//fucA//idnK//dgoD//cmk//xthA//purB//sdhC//thrS//coaD//sucA//tktA//hypF//mnmA//
go_0009403_5	
go_0009405_4	
go_0009407_3	malS//
go_0009408_4	rffH//glpA//fumB//ssuD//rfbD//hcaE//katE//thrS//serC//thiE//truA//mngB//folM//tag//gpsA//nemA//asnB//tsaE//dgcM//narY//hisI//trmJ//accB//gudD//hemN//fabH//
go_0009409_4	rlmM//rhaA//
go_0009410_4	pdxA//
go_0009411_6	ushA//uxuA//metE//pheA//waaS//recF//cobB//malS//fbaA//
go_0009416_5	uvrB//malP//
go_0009423_8	ppsA//citC//purU//puuA//
go_0009432_5	pinE//phr//cobS//cysM//gpt//
go_0009435_9	hisF//rpiA//rfbB//murQ//yeaE//
go_0009436_6	alaA//yieH//folC//frdD//
go_0009437_5	
go_0009438_5	
go_0009440_6	moaA//pheT//adhP//
go_0009442_7	opgE//argD//lysC//yigB//aroD//
go_0009443_5	rutD//ttdB//cpsG//
go_0009446_6	guaC//ynfF//
go_0009447_6	asnA//rsuA//rrrD//cynT//katG//metF//rlmB//ribA//
go_0009450_6	aroK//putA//cpdB//mltC//
go_0009451_6	gldA//tdcG//ulaE//rbsD//
go_0009593_4	
go_0009597_5	
go_0009636_4	coaD//rsmA//truD//bioB//dhaM//
go_0009637_6	
go_0009651_5	
go_0009697_5	recJ//
go_0009758_2	pgpA//
go_0009785_5	
go_0009970_6	paaJ//mepS//epmC//
go_0009972_10	dxs//
go_0009992_5	treF//allD//queC//
go_0010033_4	
go_0010038_5	
go_0010039_6	apaH//
go_0010041_7	entA//trmJ//
go_0010042_6	menF//
go_0010043_6	lysC//ispU//
go_0010045_6	guaB//
go_0010106_6	
go_0010124_4	slt//waaY//argB//aspC//lacZ//narG//mgsA//metG//
go_0010133_7	tmcA//
go_0010139_7	waaU//
go_0010165_6	cpsG//aes//gapA//rnpA//yfeX//phr//narG//araD//
go_0010212_5	lpxH//
go_0010226_6	ygjK//
go_0010243_5	
go_0010272_6	glcD//
go_0010273_4	clsB//nagZ//lyxK//
go_0010312_3	thrS//
go_0010332_6	
go_0010350_6	
go_0010438_6	yigB//mrcA//
go_0010447_5	pgpB//yagF//
go_0010468_6	ppiA//
go_0010498_6	glyA//cheB//tdcB//glnA//
go_0010501_7	fucO//waaU//
go_0010557_7	
go_0010608_7	yihU//
go_0010628_7	
go_0010629_7	rlmC//
go_0010676_7	
go_0010699_4	trmD//mutT//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	pdxY//rne//mutT//adiA//adhP//nadK//trmD//kefF//pgaC//
go_0015031_5	edd//ybcF//nagA//nadC//gldA//prs//mtgA//epmA//
go_0015074_6	
go_0015628_5	
go_0015670_6	lpxD//
go_0015673_9	oxc//
go_0015675_9	mazG//
go_0015679_10	tdcB//
go_0015682_8	folD//
go_0015684_9	argE//gluQ//ygjK//fkpB//
go_0015685_8	ubiC//ubiE//
go_0015687_7	frc//
go_0015688_6	lpd//rfaD//
go_0015689_8	accC//
go_0015691_9	aldB//napC//
go_0015692_8	azoR//
go_0015693_9	acpT//
go_0015696_6	gcvP//
go_0015698_7	arnA//
go_0015699_8	dapB//
go_0015700_8	uxaC//
go_0015706_6	truC//pyrH//pykA//
go_0015707_6	rluA//lpcA//murB//yeiG//
go_0015709_6	nrfD//
go_0015710_8	rlmG//hisB//
go_0015712_7	ppiA//
go_0015718_8	nadB//
go_0015721_7	moaD//mpaA//frdD//
go_0015724_7	tdcD//
go_0015726_8	tsaB//
go_0015733_7	mrdA//
go_0015734_6	pdxK//
go_0015736_9	trmH//
go_0015739_7	lpxP//
go_0015740_9	kefF//malY//ubiE//
go_0015741_10	insI-2//astB//
go_0015747_6	iaaA//
go_0015748_6	fucA//
go_0015749_7	nrdA//tynA//phnM//cynS//fadI//acnA//mltD//
go_0015751_9	dcd//gdhA//
go_0015752_9	queA//thrB//
go_0015753_9	paaB//pdxK//
go_0015754_9	tilS//
go_0015755_9	bioC//avtA//ycaO//
go_0015756_9	hypB//gabT//
go_0015757_9	purA//argH//dxs//waaQ//
go_0015760_8	murG//
go_0015761_9	paaE//
go_0015762_9	proB//
go_0015764_7	dgcZ//gluQ//kefF//
go_0015765_8	ydiO//cheR//
go_0015767_9	ispG//ssuD//ldcC//
go_0015768_9	glnS//gatD//lpxL//
go_0015769_9	rnt//
go_0015771_9	moeA//lpxH//ribA//
go_0015772_7	waaB//dhaL//folM//
go_0015774_7	ogt//
go_0015778_7	ybhA//
go_0015793_7	scpC//fau//
go_0015794_7	mnaT//trpD//
go_0015795_7	murF//csdA//
go_0015796_7	pdxY//
go_0015797_7	rffG//rph//tehB//
go_0015803_7	nanA//fau//fdhF//
go_0015804_7	ung//speB//
go_0015806_6	rffT//
go_0015807_7	moaD//tadA//fbaA//citG//thiH//moaE//
go_0015808_8	pgaC//napC//
go_0015809_7	clsB//
go_0015810_8	lgoD//icd//
go_0015811_7	acpT//murI//
go_0015813_6	trmH//glpX//ruvC//
go_0015814_7	patD//
go_0015816_6	ubiE//
go_0015817_7	gltB//mhpC//
go_0015818_7	tktA//guaA//
go_0015820_7	tsaE//rne//rfbB//selB//waaG//
go_0015821_7	ldtD//pgaB//
go_0015822_7	pyrC//
go_0015823_7	yghU//ycaO//pyrB//alr//mutL//
go_0015824_7	recO//caiD//ftnA//
go_0015825_8	mtlD//
go_0015826_7	azoR//hinT//phnP//
go_0015827_7	pyrD//yegS//cueO//
go_0015828_7	dapA//rfaE//
go_0015829_7	gpmM//narG//pepD//
go_0015830_7	alaC//
go_0015833_6	pheT//menC//pnp//dusB//argD//nhoA//waaO//adiA//kdsD//mltB//
go_0015834_7	gdhA//dmsA//
go_0015835_6	nrdD//
go_0015836_7	pphB//rutD//
go_0015839_7	trpS//
go_0015846_6	adiA//cobB//
go_0015847_7	phnM//patA//lyxK//pfkA//alaS//
go_0015848_7	entA//glcD//
go_0015851_6	
go_0015853_8	dadA//cyaA//
go_0015856_8	yahK//
go_0015857_6	adiA//aldA//
go_0015858_7	ygeX//thiI//fkpB//
go_0015860_7	ymdB//moeB//
go_0015861_9	yeaG//hisG//
go_0015862_9	glk//rsmD//
go_0015863_8	fadA//
go_0015864_8	mhpA//
go_0015871_6	ahr//fklB//apt//mraY//
go_0015878_6	
go_0015879_9	ruvC//
go_0015882_7	slyD//
go_0015886_6	aroK//uxaA//
go_0015887_7	pdxB//
go_0015888_6	tktB//
go_0015889_6	ispB//fabB//hisI//
go_0015891_6	purB//
