# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	dusB//
go_0006301_7	
go_0006302_7	sdhB//putA//
go_0006307_8	lpxC//purC//malZ//fucO//rsmD//
go_0006308_6	kbaY//dapD//yihT//rutD//
go_0006310_6	thiC//nadD//ribF//gltB//dapF//
go_0006313_4	hcaD//
go_0006351_6	moaD//cynS//
go_0006352_7	
go_0006353_7	
go_0006354_7	lpxC//
go_0006355_7	entH//
go_0006357_8	
go_0006364_9	murG//hcaE//dapB//yajO//
go_0006378_8	ileS//
go_0006396_7	ppx//ppiC//hypF//glgB//purL//
go_0006397_8	panE//
go_0006399_8	pyrH//glgC//
go_0006400_7	cheR//malQ//pepD//yidA//sucA//
go_0006401_6	yieH//dxs//phnI//lyxK//rhaD//waaP//
go_0006402_7	tdk//pdxH//accA//trpE//insI-1//ychF//ogt//
go_0006412_6	pykF//frdB//prpC//nagA//queD//
go_0006413_4	dxr//
go_0006414_6	
go_0006415_7	xylA//lgoD//
go_0006417_7	alsK//tesB//
go_0006418_7	phnH//lpxM//tsaC//aroC//pdeR//dkgB//betB//pgpC//abgA//cheR//murA//
go_0006419_8	ygeX//
go_0006420_8	tsaC//
go_0006421_8	tsaC//
go_0006422_8	hemN//
go_0006423_8	sodB//
go_0006424_8	pdxY//lpxM//
go_0006425_8	yfbR//
go_0006427_8	rsmE//
go_0006428_8	dkgA//
go_0006429_8	hemN//
go_0006430_8	hcaB//truA//
go_0006431_8	pgpB//
go_0006432_8	mutY//
go_0006433_8	mmuM//
go_0006434_8	frmB//
go_0006435_8	mtlD//
go_0006436_8	hycB//
go_0006437_8	recJ//
go_0006438_8	uxaC//
go_0006448_8	
go_0006450_4	aroA//queG//lldD//kdsA//ispF//mtgA//
go_0006457_3	ahpC//ppk//menB//udk//dut//ruvA//otsB//
go_0006458_4	
go_0006464_6	gldA//clsA//ynfE//hemD//dsdA//rne//mnmG//purT//
go_0006465_6	ascB//mak//pabB//
go_0006468_7	glcD//
go_0006470_7	sdhB//epd//yfiC//asnA//phnL//
go_0006473_8	caiB//
go_0006474_6	tmcA//rbsK//udp//
go_0006476_8	acpS//
go_0006479_5	prpD//tilS//ybiV//pabB//epd//alr//
go_0006486_5	ung//
go_0006490_5	bglX//
go_0006508_5	gcl//paaE//alaC//glpK//opgB//frdC//entE//hcaB//hypB//lpxM//arnA//argH//queC//pyrF//proA//ahpC//gadA//phr//leuC//selA//fabD//folE//ogt//mpaA//mltB//menC//pabB//srlD//murA//hemB//yfcG//dnaE//pphB//
go_0006515_7	pdeF//leuA//alsE//hcaD//nrfA//eutB//nirB//
go_0006517_6	kdsA//pta//
go_0006518_5	upp//sgbU//
go_0006523_8	hisG//mnmC//
go_0006524_8	
go_0006526_8	pheS//hchA//entA//tsaD//ubiH//ybjG//trpS//
go_0006527_8	rsmI//katG//mtn//curA//hinT//
go_0006529_7	ilvI//umpG//
go_0006530_7	agp//feaB//ndk//paaF//
go_0006531_7	ispF//
go_0006532_8	def//mutS//iaaA//
go_0006535_8	ynfF//hcaF//uxaA//
go_0006537_8	proS//
go_0006538_8	ybjG//mgsA//
go_0006541_7	pepD//ilvB//cysI//alsK//nrdD//
go_0006542_8	xthA//pgm//
go_0006543_8	
go_0006545_6	carA//
go_0006546_6	ndh//cyaA//miaB//
go_0006554_8	cheR//arnT//ispF//
go_0006556_5	aroA//
go_0006559_6	napB//
go_0006561_6	dhaK//rfbD//
go_0006563_7	rsmD//
go_0006564_8	pdxH//ligA//srlD//yfeX//
go_0006565_8	hisC//ribC//fucO//glpD//rsmE//
go_0006566_7	aceF//
go_0006567_8	wecC//rsgA//fadB//argK//mgsA//waaL//mog//
go_0006569_7	ppsA//
go_0006571_7	dacD//pykA//
go_0006593_7	eptB//
go_0006598_8	deoC//cmk//nanK//
go_0006605_6	
go_0006612_6	
go_0006614_8	
go_0006616_7	
go_0006629_4	dacC//rffT//
go_0006631_5	def//ndk//waaS//rlmA//rlmA//
go_0006633_6	plsC//ldcC//lpxD//pcm//pyrF//thiD//waaS//rffM//fadH//waaL//pgk//
go_0006635_6	ispH//gpt//ubiH//nrfA//folA//glxK//tdcB//acnA//mpaA//pgpC//dcd//icd//
go_0006636_7	
go_0006637_5	yfbR//umuC//tsaE//ispB//yfeX//
go_0006646_7	
go_0006650_6	
go_0006654_7	sgbU//
go_0006655_7	glpK//dmlA//
go_0006725_4	bglA//
go_0006729_6	patD//queC//
go_0006730_4	frdB//panD//pyrH//
go_0006734_9	
go_0006740_4	
go_0006741_9	
go_0006742_8	
go_0006744_7	fadK//cmoB//phnL//maeA//yeiG//fadJ//hemA//sgbH//sucC//pyrB//ycjU//aldB//
go_0006749_5	folX//thrS//
go_0006750_6	ddlB//orn//
go_0006751_6	dgkA//
go_0006757_5	gpmM//
go_0006760_5	treF//
go_0006761_7	metH//
go_0006771_5	acnB//
go_0006772_6	torZ//pdeL//
go_0006777_5	gph//fklB//appA//mrcA//pyrD//
go_0006779_6	aroL//yfeW//ulaD//hflX//accC//
go_0006780_7	betA//
go_0006782_7	rsmJ//mepS//thiE//pyrE//
go_0006783_5	ssuD//ligB//tyrB//yihU//rnb//tsaC//ghrB//
go_0006790_4	sufS//fucA//alaA//gpp//mrdA//apt//metF//folE//rffG//apt//
go_0006791_2	menB//deoC//glpK//
go_0006793_4	aroE//nudB//
go_0006798_5	dusC//
go_0006799_5	bioA//
go_0006801_5	gapA//pheS//fumA//
go_0006805_4	selD//nrfB//arnB//mazG//
go_0006807_3	feaB//maa//trmI//
go_0006808_4	rlmA//
go_0006810_4	queC//yeiG//rsmJ//mutH//aroD//murQ//tgt//pncB//sodA//entB//guaD//lpcA//fadI//yqjH//rsmJ//rpe//gntK//cueO//srlD//fkpB//metK//yihX//pgaD//patZ//acnB//ppx//acpS//waaS//ftsI//abgA//garR//ispB//yqaB//gadA//luxS//yagE//kdsD//fadK//entE//bioD//argA//dusC//adhP//folD//umpH//metG//cynT//pgl//glmS//patA//idnD//pdeF//putA//idnO//treF//rlmM//yeaE//umpH//mepS//mepS//mgsA//hflX//ubiE//nrdB//tsaD//fklB//bglX//xylA//pnp//trmA//yjhG//rlmI//uxaC//cyaA//dmlA//ppk//gshA//
go_0006811_5	waaL//gnd//pbpC//tgt//dapD//lipB//dusB//hemA//rnb//sodB//rfbB//
go_0006812_6	fadI//fbp//
go_0006813_8	nagA//rffC//cysE//hisI//rsmI//rlmH//fruK//recJ//
go_0006814_8	umpG//idnD//narZ//tag//
go_0006817_8	murI//
go_0006820_6	waaC//hisS//fabI//coaD//preT//
go_0006821_8	srlD//
go_0006824_8	purT//polA//tesB//rlmB//
go_0006825_9	dxs//
go_0006826_9	accD//
go_0006828_9	gpmM//
go_0006829_9	preT//gpt//acpS//hisS//murD//
go_0006833_6	
go_0006835_8	bioD//fbaA//
go_0006847_8	murI//
go_0006855_6	tmcA//galE//dnaQ//kbaZ//sdhC//garL//puuD//speB//mepS//malY//rluA//rpiB//xthA//pgaD//
go_0006857_7	pphB//dacD//rsmC//
go_0006863_7	tadA//
go_0006865_6	udp//lpxL//phnJ//accA//fkpA//abgB//rihA//ilvA//sgbH//nadK//tyrA//paoC//lpxP//gdhA//opgB//dhaL//pfkA//acs//glgX//rutC//gadA//
go_0006868_7	tynA//
go_0006869_6	lysA//
go_0006874_8	
go_0006876_8	paaC//
go_0006878_9	mutY//
go_0006879_9	epmC//wzc//
go_0006880_4	sucA//dgkA//
go_0006882_8	frdC//
go_0006883_8	lpxK//fumC//ilvC//
go_0006884_4	
go_0006885_9	ldtE//
go_0006886_5	
go_0006928_3	waaF//
go_0006935_4	rsmD//rfbB//trmL//add//hisS//
go_0006970_4	recF//lpxK//truD//pheS//fadE//cmoA//
go_0006972_5	tilS//add//birA//purC//dmsB//
go_0006974_5	phnO//yagF//mdh//dsdA//puuB//entB//fcl//manA//nrfD//udp//amyA//rph//aphA//trpB//miaB//aroC//thiI//serC//nadD//yihU//nagK//eno//nagK//umuC//tauD//pnp//lpxP//sodB//ftsI//tdcE//gpmM//ackA//alsE//tgt//xapA//psuG//sucD//rsmD//gmk//murA//recJ//slt//hcaC//ligA//dosP//acnA//yjjX//selD//phr//mutS//cysE//fbaA//gstA//dapA//fabI//tauD//glcE//sufS//lipB//treF//rlmI//gabT//ilvE//paaA//umpH//cobB//hypF//ispH//mnmG//pyrB//trpB//waaP//gltX//aroD//ubiH//prmC//ilvI//lpd//pgl//cdh//alsK//acnB//menD//yahK//wzb//chbF//luxS//yfcG//surA//hisD//tcdA//tdh//aroK//hinT//pheA//
go_0006979_4	hemF//ilvE//ppk//ddlA//dgkA//trpS//nrdE//cobB//kdsA//metH//argK//trmH//rsmF//nrdE//guaA//garK//tktB//entE//kdsC//frdB//frdC//sgbH//kdgK//paaJ//serC//sgbE//
go_0006986_5	fucK//
go_0006995_6	alkB//aes//
go_0007059_3	gpt//prpB//
go_0007062_4	
go_0007155_3	trmH//
go_0007165_3	tsaC//moaA//
go_0007234_5	
go_0007584_4	
go_0008033_9	wcaJ//mnmA//ppc//murB//speE//rfbD//atoB//thiE//
go_0008104_4	
go_0008152_2	hyaA//prpC//pgpB//suhB//gpmM//nadE//pgaD//ubiA//ulaD//alr//waaY//mug//rne//pheT//der//yjhH//pdxH//
go_0008156_8	
go_0008219_3	
go_0008272_6	lyxK//nemA//
go_0008295_6	tyrA//bioF//apaH//
go_0008299_5	gmd//
go_0008360_4	gpp//moeB//dnaE//nudC//waaF//napC//fadJ//asd//yagE//cobS//pgpA//
go_0008610_5	tdcE//queA//rlmJ//fucO//
go_0008615_6	ispH//bioC//rsmG//hchA//narY//sucB//glpK//
go_0008616_8	appA//umpH//ubiD//mak//selA//lpoA//
go_0008643_6	aroD//napA//rimK//polA//btuE//carA//waaU//ldtD//allB//nagK//napB//gloA//entC//tcdA//lyxK//alsE//paaC//argS//
go_0008652_5	rsmC//narV//ilvB//ydiB//pheA//mutY//prmC//folA//
go_0008653_5	
go_0008654_5	waaZ//yihT//mltF//aldB//
go_0009050_6	yfeW//acs//
go_0009052_6	mhpA//ttdB//hemN//asnS//gntK//rnd//
go_0009056_3	cysN//
go_0009058_3	argG//nadE//gatD//phnI//
go_0009060_6	tauD//pdxB//dmlA//umpH//cof//rph//rsmB//
go_0009061_6	fabG//mtgA//moaD//sdhA//tsaC//rlmH//mak//pabC//sucD//waaF//lpxM//fbp//pdeF//deoA//pykA//cmoB//arnB//accA//hcp//glk//folX//
go_0009062_6	ribB//
go_0009063_5	glxK//lldD//dacA//
go_0009070_7	dsdA//
go_0009073_6	carB//folD//treC//slyD//cmk//ligA//deoC//uvrA//accA//folC//ubiC//
go_0009081_5	tpiA//tehB//
go_0009082_6	argI//betB//fucO//purC//glxK//ldtA//ybhA//
go_0009085_8	rfe//
go_0009086_7	sufS//rihB//hemE//speE//mltA//
go_0009088_8	nadK//rfaE//
go_0009089_6	alsE//fabI//idnD//phnM//slyD//waaZ//
go_0009090_8	thrB//miaA//rbn//lpoB//
go_0009092_7	lysA//
go_0009093_7	
go_0009094_6	uxaC//murE//folP//
go_0009097_7	malS//ybcF//queA//ravA//nudB//
go_0009098_7	psd//ada//ltaE//nadB//cmoB//dut//
go_0009099_7	cysD//trpS//hyaC//bioF//yciV//gstA//frlB//
go_0009102_6	yjjX//epmB//cysM//gltB//gmk//sseA//ilvE//yhdH//gutQ//
go_0009103_6	frmA//gadB//cysN//speE//queA//ssuE//ddlB//rihA//gshB//
go_0009106_5	metL//
go_0009107_6	panC//dxs//
go_0009108_6	argK//
go_0009116_5	asnA//trmO//
go_0009142_7	mutS//
go_0009143_7	gpmA//
go_0009152_8	ubiX//
go_0009157_8	gloC//
go_0009166_7	ddlA//pheA//
go_0009168_9	mmuM//
go_0009220_8	proB//frdA//
go_0009224_9	lpoA//
go_0009226_6	pdeF//mepS//
go_0009228_7	pyrD//cysI//arnA//hisF//thrB//arnB//ppk//prpD//rrrD//
go_0009229_6	tcdA//sgbE//
go_0009231_6	betB//sad//dgoK//speD//pfkB//suhB//deoD//
go_0009234_7	uxaA//xthA//cmoA//tehB//yjiA//gutQ//aes//paaF//eutB//
go_0009236_6	ampH//hcp//wzb//recJ//carA//cysG//
go_0009237_4	pgi//nrfC//
go_0009239_6	murF//torY//edd//fadB//ppiA//folC//srlD//amiD//
go_0009240_6	kdgK//
go_0009242_6	pta//mrcA//uidA//hinT//prpB//thiM//arnB//luxS//
go_0009243_7	lipB//
go_0009244_7	pcm//nrdA//add//hcaF//menF//paaJ//slt//mutM//eno//lpd//umpH//ubiC//yfcG//pheS//epmA//frmA//pyrC//insI-1//dsdA//moaE//murF//yqaB//
go_0009245_6	trpB//hisC//ydiF//mcrB//nudC//glmU//atoB//cysQ//rhaM//
go_0009246_6	yihT//tyrS//dgcZ//proS//hisG//ydiF//
go_0009249_6	rffC//galT//pdxA//
go_0009250_7	
go_0009251_7	rsuA//
go_0009252_7	pdxJ//cysE//mmuM//speG//lpxL//nfsB//ravA//poxB//asnB//argG//metG//sgbU//hmp//menI//glgB//udp//lpcA//pyrE//eno//galT//truA//allC//idnD//pfkA//aspA//
go_0009253_8	ribE//prmC//phnG//rbsK//paaZ//yfeW//ubiE//glmS//wecC//malY//
go_0009254_8	dhaM//narG//etk//fabA//ilvB//accB//hemH//alkB//paaB//mak//trpC//
go_0009257_8	cpdB//katG//azoR//alaA//
go_0009263_6	pphA//rlmA//
go_0009264_6	mnaT//rrrD//
go_0009265_7	dacD//
go_0009266_4	glnS//mocA//rlmI//phr//dhaM//argK//
go_0009267_5	garR//narG//
go_0009268_4	miaB//
go_0009271_4	
go_0009273_5	
go_0009290_6	
go_0009294_5	pgaD//
go_0009297_6	
go_0009298_7	glpX//abgA//cysM//
go_0009305_7	queA//
go_0009306_4	
go_0009311_5	
go_0009314_4	pdxJ//folC//rnt//paaH//gmd//adk//yfeX//mltB//ansB//yagF//wzb//rutA//hisC//kduD//uxaC//hcaD//argA//
go_0009372_5	pykF//bcsA//acnA//
go_0009396_6	thrB//lpxD//
go_0009398_7	puuA//
go_0009401_7	serC//pncB//moeA//waaJ//glpK//eutD//ispB//trmL//mocA//prs//cysH//rimK//fadJ//speD//argH//metG//uxaA//mutS//yfiC//ilvA//
go_0009403_5	
go_0009405_4	
go_0009407_3	rutD//
go_0009408_4	galT//dgoK//rlmH//dnaE//rne//menF//araA//dkgA//zwf//pgpC//aphA//cobC//ynfF//pagP//pdeR//sodB//birA//sdhC//ftsI//nrdA//sgbU//trmO//adhP//napB//waaS//mcrA//
go_0009409_4	panE//aroB//
go_0009410_4	gluQ//
go_0009411_6	folP//galM//speF//hcaB//yghU//speA//leuD//cmk//acpT//
go_0009416_5	allB//glmU//
go_0009423_8	dgt//pdxY//chbF//miaB//
go_0009432_5	frc//glgA//uvrA//galT//yieH//
go_0009435_9	xthA//gmd//narH//sgbE//mhpB//
go_0009436_6	gabD//rffT//upp//rutA//
go_0009437_5	
go_0009438_5	
go_0009440_6	paaC//ubiD//btuE//
go_0009442_7	mltF//icd//acnA//phr//hisS//
go_0009443_5	glpC//entC//ubiA//
go_0009446_6	dhaL//speD//
go_0009447_6	queA//malQ//pdxJ//clsC//glcB//glpB//moaE//yieH//
go_0009450_6	pcm//ansB//rlmM//entD//
go_0009451_6	dnaE//pyrC//ilvH//sodC//
go_0009593_4	
go_0009597_5	
go_0009636_4	tsaC//hisC//waaL//garD//alaA//
go_0009637_6	
go_0009651_5	
go_0009697_5	cysE//
go_0009758_2	glxK//
go_0009785_5	
go_0009970_6	lyxK//dkgB//lpd//
go_0009972_10	fadB//
go_0009992_5	rpiA//ilvD//cobS//
go_0010033_4	
go_0010038_5	
go_0010039_6	hypF//
go_0010041_7	dgcZ//fadM//
go_0010042_6	sgbU//
go_0010043_6	bioF//pabA//
go_0010045_6	cof//
go_0010106_6	
go_0010124_4	trpB//mpaA//cpdA//waaO//hycB//selD//ybhA//yegS//
go_0010133_7	mtgA//
go_0010139_7	mhpD//
go_0010165_6	ruvC//thiG//gcvP//ansB//suhB//yidA//nadC//rfaD//
go_0010212_5	glpK//
go_0010226_6	lysU//
go_0010243_5	
go_0010272_6	gdhA//
go_0010273_4	mutS//ynfF//paaG//
go_0010312_3	glnS//
go_0010332_6	
go_0010350_6	
go_0010438_6	cobB//yrfG//
go_0010447_5	ung//tesB//
go_0010468_6	bglA//
go_0010498_6	ubiH//pflB//frdB//dgkA//
go_0010501_7	ilvI//yjhH//
go_0010557_7	
go_0010608_7	patA//
go_0010628_7	
go_0010629_7	cysS//
go_0010676_7	
go_0010699_4	trpB//surA//
go_0010810_5	
go_0010876_4	
go_0010911_5	
go_0010921_6	
go_0010951_8	
go_0010967_6	
go_0010974_7	
go_0012501_4	
go_0014070_5	idnO//guaC//surA//argB//umpG//fcl//adk//orn//hemC//
go_0015031_5	aspS//paaB//gcl//arnT//hemL//miaB//rlmE//aphA//
go_0015074_6	
go_0015628_5	
go_0015670_6	sdaA//
go_0015673_9	btuE//
go_0015675_9	gstA//
go_0015679_10	hisC//
go_0015682_8	adhP//
go_0015684_9	ygjK//pbpC//dbpA//glcE//
go_0015685_8	dmlA//dacD//
go_0015687_7	lpxD//
go_0015688_6	ycjU//torA//
go_0015689_8	torY//
go_0015691_9	trmD//ispF//
go_0015692_8	coaE//
go_0015693_9	mnmG//
go_0015696_6	ulaD//
go_0015698_7	treA//
go_0015699_8	dsdA//
go_0015700_8	ubiF//
go_0015706_6	malS//hcaF//eptB//
go_0015707_6	rsmJ//hisF//betB//sucB//
go_0015709_6	aceB//
go_0015710_8	gph//miaB//
go_0015712_7	gpmM//
go_0015718_8	fkpA//
go_0015721_7	serB//cysS//gltD//
go_0015724_7	cheB//
go_0015726_8	deoD//
go_0015733_7	allD//
go_0015734_6	yfeW//
go_0015736_9	ndh//
go_0015739_7	pabA//
go_0015740_9	rdgB//ruvB//nudB//
go_0015741_10	cmoB//caiB//
go_0015747_6	talB//
go_0015748_6	ispA//
go_0015749_7	cobB//fumA//fau//adk//ycjU//murC//kduI//
go_0015751_9	argE//galM//
go_0015752_9	leuB//apaH//
go_0015753_9	napA//malZ//
go_0015754_9	aldB//
go_0015755_9	rlmE//eptC//fkpB//
go_0015756_9	rihB//preT//
go_0015757_9	gatY//hinT//speG//lpxB//
go_0015760_8	yjcS//
go_0015761_9	cysS//
go_0015762_9	folA//
go_0015764_7	rutE//asnS//frdA//
go_0015765_8	nrfD//rpiA//
go_0015767_9	gloC//ushA//glgP//
go_0015768_9	yccX//kdsC//metG//
go_0015769_9	nudG//
go_0015771_9	cobC//rlmD//argE//
go_0015772_7	dut//rlmH//leuA//
go_0015774_7	pgl//
go_0015778_7	ldcC//
go_0015793_7	phnM//folD//
go_0015794_7	lpxH//garR//
go_0015795_7	argH//slt//
go_0015796_7	bioA//
go_0015797_7	rsmE//thrC//cobS//
go_0015803_7	bglA//murA//ada//
go_0015804_7	kdsC//murQ//
go_0015806_6	frdC//
go_0015807_7	prpD//panE//yciV//pyrC//pgsA//trpE//
go_0015808_8	nudG//gshA//
go_0015809_7	lpoB//
go_0015810_8	nrfD//cysE//
go_0015811_7	folM//panE//
go_0015813_6	cobT//ispU//csdA//
go_0015814_7	rnd//
go_0015816_6	pnp//
go_0015817_7	phnO//yigB//
go_0015818_7	glmM//der//
go_0015820_7	rsmF//rpe//lpxT//glyS//dld//
go_0015821_7	pgi//nrdD//
go_0015822_7	acpT//
go_0015823_7	rlmH//yggF//rhaM//ybcF//yfcG//
go_0015824_7	glxK//rfaE//dld//
go_0015825_8	ydiF//
go_0015826_7	glmM//citX//folA//
go_0015827_7	recF//sbcB//ddlA//
go_0015828_7	asnS//menB//
go_0015829_7	dgoD//rlmH//rlmD//
go_0015830_7	alkA//
go_0015833_6	ascB//rluF//cysH//rrrD//hisD//cdd//tesB//tyrB//pyrB//rihB//
go_0015834_7	waaB//truA//
go_0015835_6	yihV//
go_0015836_7	mtgA//nudC//
go_0015839_7	dapA//
go_0015846_6	ampD//nrdA//
go_0015847_7	yahK//dsdA//kdsA//rihA//hisD//
go_0015848_7	alaA//murD//
go_0015851_6	
go_0015853_8	thyA//yihT//
go_0015856_8	glk//
go_0015857_6	mutM//bioB//
go_0015858_7	waaF//ltaE//ygjK//
go_0015860_7	dapD//hyaB//
go_0015861_9	ilvE//plsC//
go_0015862_9	glmM//nth//
go_0015863_8	lipB//
go_0015864_8	mtgA//
go_0015871_6	citG//ilvE//sodB//dgkA//
go_0015878_6	
go_0015879_9	mrcA//
go_0015882_7	tadA//
go_0015886_6	polB//dam//
go_0015887_7	dcm//
go_0015888_6	gpt//
