#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:16:17 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/all_tus_bnum_uniq.txt
C0067	b2976//
asd	b4183//
aslA	b2371//
aslB	b1639//
asmA	b4321//
asnA	b0991//
asnB	b2184//
asnC	b3813//
asnC-mioC	b0502//b0760//
asnC-mioC-mnmG	b3123//b1751//b1757//
asnS	b1800//
asnT	b4302//
asnU	b4101//
asnV	b2624//
asnW	b4327//
aspA	b3919//
aspA-dcuA	b0933//b1294//
aspC	b1187//
aspS	b4463//
aspT	b0254//
aspU	b4366//
aspV	b0788//
asr	b4137//
astCADBE	b3256//b2305//b1253//b2138//b3649//
atl	b2917//
atoDAEB	b0605//b1726//b2463//b0695//
atoSC	b1006//b1606//
atpBEFHAGDC	b3616//b3432//b3002//b2109//b1256//b4513//b3366//b0109//
atpIBEFHAGDC	b3103//b0262//b1104//b0936//b1493//b0356//b4366//b2552//b3516//
avtA	maoP//
azoR	b3231//
azuC	b1260//
bacA	b0878//
baeSR	b0176//b4139//
bamA	b1116//
bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE	b4436//b1317//b1161//b4314//b1616//b1992//b3729//b1858//
bamB-der	b2628//b1618//
bamC	b2879//
bamD	b4309//
bamE	b0180//
barA	b0384//
basRS	b4422//b2284//
bax	b1183//
bcp	b0459//
bcr	b1830//
bcsABZC	b0580//b4011//b1864//b0070//
bcsBZ	b2296//b0247//
bcsEFG	b2587//b0015//b0790//
bcsQ	b4243//
bdcA	b3091//
bdcR	b0752//
bdm-sra	b2028//b1420//
bepA-yfgD	b2981//b2464//
betIBA	b4098//b0452//b0720//
betT	b1695//
bfd-bfr	b1068//b3238//
bglA	b4475//
bglG	b0035//
bglGFB	b0610//b1939//b0952//
bglH-yieLK	insB-7_2//b0755//b3711//
bglX	b3141//
bhsA	ynfP//
bioA	yjgX_1//
bioBFCD	b3864//b4687//b4449//b3447//
bioH	b1064//
bipA	b2748//
bisC	b3047//
blc	b2433//
blr	b2049//
bluF	b2251//
bluR	b0270//
bolA	b4544//
borD	b0630//
brnQ-proY	b1467//b0094//
bsmA	b4279//
bssR	b1318//
bssS	b1115//
btuB-murI	b1231//b4367//
btuCED	b2866//b3844//b4157//
cadA	b0683//
cadBA	b0524//b2746//
cadC	b0244//
caiCDE	b1506//b3128//b3116//
caiF	b4015//
caiTABCDE	b0433//b3199//b1558//b4595//b0615//b4444//
can	b0869//
carAB	b3469//b0512//
carB	b2014//
cas2	b3142//
cas3	b0915//
casABCDE12	b0728//b0755//b1439//b1004//b3148//b0624//b1746//
casDE12	b0091//b0127//b3663//b1193//
cbl	b0009//
cbpAM	b3674//b3859//
cbrA	b4153//
cbrB	b3048//
cbrBC	b2883//b2330//
cbrC	b2003//
ccmABCDEFGH	b2455//b0354//b0221//b1790//b2315//b4616//b0228//b2126//
cdaR	b0420//
cdd	b0688//
cdgI	b3899//
cdh	b2270//
cdsA	b4616//
cecR-ybhGFSR	b0212//b0457//b1269//b1438//b1095//
cedA	b2582//
cfa	b2529//
chaA	b0239//
chaBC	b2223//b2320//
chaC	b1919//
chbBCARFG	b4134//b3207//b4406//b2249//b0741//b2542//
chiA	b4268//
chiP-ybfN	b1896//b0688//
chiX	b3691//
cho	b1277//
chpSB	b2541//b4367//
cirA	b4502//
citCDEFXG	b0647//b3802//b0251//b0034//b2082//b2407//
citT	IS128//
clcA	b2745//
clcB	b2288//
clpA	b0344//
clpB	b2194//
clpPX	b3778//b2788//
clpS	b3226//
clpX-lon	b1229//b3031//
clsA-yciU	b1001//b2075//
clsC	b3082//
cmk-rpsA	b2170//b1657//
cmoM-mukFEB	b0150//b1128//b0386//b3369//
cmtBA-yggPFDC	b4663//b3823//b2870//b1918//b2698//b2573//
cnu	b0008//
coaA	b3223//
coaE-zapD-yacG	b3805//b0674//b2475//
cobUST	b3748//b1847//b0926//
codBA	b3616//b4663//
cof	b1723//
comR	b4155//
copA	b1664//
corA	b2099//
cpdB	b3565//
cpxPQ	b4479//b1751//
cpxRA	b3141//b2141//
cra	b0986//
crcB	b4305//
creABC	b3940//b2823//b2715//
creABCD	b3351//b1922//b2609//b1051//
creD	b3964//
crfC-yjcZ	b4147//b4167//
crl	b3508//
crp	b3511//
crr	b2118//
csdAE	b1177//b4033//
csgBAC	b1271//b1863//b3104//
csgC	b4174//
csgDEFG	b2218//b0851//b2766//b0403//
csiD-lhgO-gabDTP	b0747//b2216//b3616//b3225//b3131//
csiE	b4040//
csiR	b3250//
cspA	b0735//
cspB	b1739//
cspD	b4360//
cspE	b0417//
cspF	b1807//
cspG	b0330//
cspH	b1314//
cspI	b3361//
csrA	b0168//
csrB	b1014//
csrC	b0385//
csrD	b4237//
cstA	b0905//
cueO	b2093//
cueR	b0023//
curA	b0187//
cusCFBA	b1127//b2745//b2433//b4249//
cusRS	b4035//b1832//
cutA	b0936//
cvpA-purF-ubiX	b3366//b3030//b0020//
cvrA	b2078//
cyaA	b1888//
cyaR	b4108//
cyaY	b2452//
cybB	b1910//
cybC	b2938//
cycA	b3574//
cydAB	b2465//b3801//
cydDC	b2926//b3485//
cydX-ybgE	b0357//b0919//
cynR	b4210//
cynTS	b2530//b0717//
cynTSX	b0159//b1163//b3296//
cyoABCDE	b1433//tp2//b3010//b1072//b1581//
cysB	b3095//
cysDNC	b0265//b3959//b3859//
cysE	b2164//
cysG	b1558//
cysH	b2428//
cysJIH	b2392//b0379//b2683//
cysK	b1801//
cysPUWAM	b1650//b1086//b1295//b1580//b0412//
cysQ	b4191//
cysS	b2381//
cysZ	b0113//
cytR	b2551//
dacA	b0173//
dacB	b3050//
dacC	b1257//
dacD	b1508//
dadAX	b0610//b1512//
dam-rpe-gph-trpS	b1935//b3283//b3073//b2520//
damX-dam-rpe-gph-trpS	b0824//b3605//b0634//b2717//b2105//
dapA-bamC	b4139//b3527//
dapB	b1527//
dapD	b4523//
dapE-ypfN	b3632//b1073//
dauA	b0615//
dcd	b4123//
dcm-vsr	b1801//b4409//
dcp	b1872//
dcrB	b3327//
dctA	b1263//
dcuA	ftp//
dcuB-fumB	b0057//b3635//
dcuC	b1606//
dcuD	b2559//
dcuR	b3518//
dcuSR	b2032//b3500//
dcyD-tcyLN	b3438//b0875//b2054//
ddlA	b0848//
ddpXABCDF	b0258//b4065//b1958//b3096//b1218//b0054//
deaD	b1882//
decR	b1353//
def-fmt	b0774//b2769//
degP	b3151//
degQ	b3959//
degQS	b0910//C0299//
degS	b2144//
deoABD	b3290//b0137//b2193//
deoBD	b0844//b0887//
deoCABD	ybfG//b2372//b3961//yedN_2//
deoR	b2573//
dfp	b2215//
dgcC	b0727//
dgcE	b4378//
dgcF	b0496//
dgcJ	b3331//
dgcM	b3497//
dgcP	b1845//
dgcQ	b3711//
dgcT	ychG_2//
dgcZ	b0698//
dgkA	b0380//
dgoRKADT	b4249//b3533//b0926//b1412//b3425//
dgt	b4169//
dhaKLM	b0850//b0162//b2776//
dhaM	b0378//
dhaR	b1648//
diaA	b4111//
dicA	b2262//
dicB-ydfDE-insD-intQ	b0801//b3307//b2872//b3340//b3498//
dicC-ydfXW	b3241//b2779//b0056//
dicF	b3854//
dinB-yafNOP	b0713//b0696//b1079//b4421//
dinD	b1527//
dinG	b2394//
dinI	b0002//
dinJ-yafQ	b3980//b3725//
dinQ	b1385//
djlA	b1078//
dkgA	b3113//
dkgB	b0504//
dksA-gluQ	b0190//b4125//
dld	b0288//
dmlA	b0907//
dmlR	b1490//
dmsABC	b4386//b1158//b3051//
dnaAN-recF	b1524//b4548//b4204//
dnaB	b2150//
dnaK-tpke11-dnaJ	b2528//b2507//b4471//
dnaN-recF	b4702//b4458//
dnaQ	b2243//
dnaTC	b0478//b1036//
dnaTC-yjjA	b2523//b1683//b2396//
dnaX	insB-7_1//
dosCP	b1568//b3165//
dpiBA	b3455//b0388//
dppABCDF	b0044//b1410//b1011//b4060//b3809//
dps	b1657//
dsbA	b1562//
dsbB	b3099//
dsbC	b3103//
dsbC-recJ-prfB	b1130//b3505//b1271//
dsbD-yjdC	b1863//b0173//
dsbG	b1704//
dsdA	b1314//
dsdC	b1076//
dsdXA	b1944//b1703//
dsrA	b3988//
dsrB	b3179//
dtpA	b0362//
dtpB	b0249//
dtpC	b1036//
dtpD	b0281//
dusA	b3747//
dusB-fis	b0018//b0866//
dusC	b2540//
dut-slmA	b4219//b0136//
dxr	b2669//
eaeH-insEF-1E-1F-1	b4417//b1093//b3077//b3646//
eamA	b4687//
eamB	b0722//
ebgAC	b0795//b2121//
ebgR	b2851//
ecnAB	b3879//b2683//
ecnB	b0981//
eco	b2450//
ecpA	b4525//
ecpBCDE	b2090//b2782//b2390//b3369//
ecpR	b1451//
eda	b0322//
edd-eda	b2203//b2300//
efeOB	b3119//b2645//
efeU_1U_2	b2525//b4157//
efp	b3619//
elaA	b4712//
elaB	b2531//
elaD	b3204//
elbB-mtgA	b4033//b2135//
elfA	b1682//
elfDCG-ycbUVF	b0706//b3668//b3640//b3216//b2875//b0258//
elyC	b3548//
emrD	b4188//
emrE	b2201//
emrKY	b0371//b2036//
emtA	b4339//
endA	b2422//
eno	b3806//
entCEBAH	b0553//b0075//b3952//b0590//b0316//
entH	b3366//
entS	icdC//
envR	b3624//
envY-ompT	b3971//b3440//
epd-pgk	b1529//b2887//
epd-pgk-fbaA	b3642//b3365//b0328//
epmA	b0062//
epmB	b3533//
eptA	b1579//
eptB	b2297//
eptC	b3335//
erpA	b3234//
esrE	b2478//
essD-rrrD-rzpD	b0549//b2563//b4183//
essQ-ydfR-rrrQ-rzpQ	b3297//b1446//b3572//b1189//
ettA	b2454//
eutBCLKR	b0470//b2141//b4293//b4476//b3106//
eutHA	b3792//b1761//
eutNEJG	b3031//b2701//b1646//b3584//
eutSPQTDM	b4478//b1734//b3301//ycgH_2//b3355//b0881//
evgAS	b2186//b0074//
exbBD	b1652//b3807//
exbD	b1728//
exuR	b3397//
exuT	b4469//
fabA	b2177//
fabB	b4327//
fabDG-acpP	b3341//b0445//b3783//
fabF	b0946//
fabG-acpP	b2530//b0114//
fabHDG	b2945//b0347//b1807//
fabI	b0553//
fabR-yijD	b2404//b0769//
fabZ	b0075//
fadBA	b3344//b0902//
fadD-sroD	b2507//b0037//
fadE	b4456//
fadH	b1350//
fadIJ	b3091//b0594//
fadL	b2248//
fadM	b3354//
fadR	b2046//
fbaB	b0464//
fbp	b1921//
fdhD	ecpB//
fdhF	b2194//
fdnGHI	b2514//b4346//b4233//
fdoGHI-fdhE	b3348//b1191//b1174//b1685//
fdrA-ylbEF-ybcF	qseG//b1023//b0211//b2505//
feaB	b3747//
feaR	b3556//
fecABCDE	b4476//b1449//b0631//b1012//b3479//
fecIR	b3532//b2096//
feoABC	b0493//b4020//b2186//
feoC	b0597//
fepA-entD	b0075//b0699//
fepB	b0425//
fepDGC	b2034//b2574//b0414//
fes-ybdZ-entF-fepE	b1719//b2850//b1179//b2618//
fetAB	b4243//b2721//
ffh	b1583//
ffs	b0528//
fhuACDB	b2997//b0080//b3201//b2189//
fhuE	b4353//
fhuF	b4555//
ficA-fic-pabA	b0070//b1154//b0830//
fieF	b4315//
fimAICDFGH	b3244//b2057//b4164//b1771//b1827//b1162//b2528//
fimB	b3961//
fimE	b3523//
fimZ	b2997//
fiu	b3378//
fixABCX	b0949//b1774//yjiV//b0517//
fklB	b4129//
fkpA	b3861//
fldA-uof-fur	b3023//b2731//b0048//
fldB	b0221//
flgAMN	b0637//b1596//b3404//
flgBCDEFGHIJ	b0805//b4027//b1647//b3071//b0054//b2138//b3185//ydbA_2//b0895//
flgKL	b0095//b0278//
flgMN	b1526//b3410//
flhBAE	b4142//b4484//b2519//
flhDC	b4314//b2530//
fliAZ-tcyJ	b0174//b4453//b3589//
fliC	b3214//
fliDST	b1389//b2048//icdC//
fliE	b0018//
fliFGHIJK	b4018//b4378//b2085//b3152//b3943//b4145//
fliLMNOPQR	b1858//b0008//b1359//b4427//b0806//b0829//b2246//
flk	b0479//
flu	b3571//
flxA	b2360//
fnr	b1041//
fnrS	b2375//
focA-pflB	b2464//b3163//
folA	b1116//
folB	b1371//
folC-dedD	b2526//b3567//
folD-ybcJ	b0223//b0639//
folE-yeiB	b2611//b3770//
folP-glmM	b2012//b2794//
folX-yfcH	b4669//b0891//
fpr	b1263//
frc	b4249//
frdABCD	b1771//b3710//b2049//b4019//
fre	b2632//
frlABCDR	b3005//insAB-4//b2500//b4454//b0081//
frmRAB	b0927//b3937//b1561//
frr	b2145//
frsA	pbl//
fruBKA	b3854//b1331//b1890//
frvABXR	b2649//b4471//b2535//b2509//
frwCB	b3647//3'ETS<sup><i>leuZ</i></sup>//
frwD	b2325//
fryBC-ypdFE-fryA	b1293//b2494//b1275//b4057//b3578//
fsaA	b0905//
fsr	b4232//
ftnA	b4596//
ftnB	b3158//
ftp	b3918//
ftsAZ	b1025//b0329//
ftsB	b2780//
ftsK	b4257//
ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	b1197//insEF-5//b3561//b1920//b0566//b1281//b3514//b2832//b0207//b3656//b2133//b4183//b2139//b1386//
ftsP	b1547//
ftsQ	b2914//
ftsQAZ	b3668//b2816//b3311//
ftsYEX	b2666//b2708//b2290//
ftsZ	b2205//
fucAO	b2159//b3276//
fucPIKUR	b2501//b2077//b0451//b1887//b3099//
fucR	b2226//
fumA	b4137//
fumAC	b1047//b1249//
fumB	b1277//
fumC	b1278//
fur	b4336//
fusA-tufA	b4483//b1064//
fxsA	b3821//
gabDTP	b0429//b2349//b2375//
gadAX	b3570//b1038//
gadBC	b1386//b1682//
gadC	b1667//
gadEF	b3447//b2561//
gadEF-mdtEF	b0940//b2054//b1102//b0138//
gadW	b1114//
gadX	b4017//
gadXW	b1868//b4380//
gadY	b1098//
galE	b1838//
galET	b0065//b1057//
galETK	b2867//b0362//b1459//
galETKM	b2701//b0642//b2832//b3119//
galF	b3268//
galK	b1358//
galP	b1521//
galR	b4109//
galS	b2153//
galU	b1815//
gapA	b0466//
gapA-yeaD	b2795//b2689//
gapC_1C_2	ychE_1//b0859//
garD	b1010//
garPLRK-rnpB	b3982//b4473//b1566//b3326//b2193//
gatR_1	b0216//
gatR_2	b0421//
gatYZABCD	b3587//yeeL_2//b3497//b2002//b2249//b0403//
gatZABCD	b2507//b0146//b0386//b4207//b0774//
gcd	b0036//
gcl-hyi-glxR-ybbW-allB-ybbY-glxK	b4302//b3855//b3270//b3188//b3985//b0435//b3857//
gcvA	b2154//
gcvB	b4340//
gcvP	b2674//
gcvR	b2717//
gcvTHP	b3148//b4407//b1833//
gdhA	b4339//
gfcA	b1652//
gfcBCD	b4147//b0048//b2745//
gfcE-etp-etk	b2443//b2514//b2090//
ggt	b3727//
ghoST	b1328//b1232//
ghrA	b2483//
ghrB	b0083//
ghxP	b0856//
glcBA	b0654//b4149//
glcC	b1085//
glcDEFGBA	b3368//b3406//b0855//b4308//b2424//b2785//
glf-wbbH	b3374//b0662//
glgAP	b0053//b0658//
glgBXCAP	b3277//b3955//b2843//b1356//b1219//
glgCAP	b3010//b4510//b1068//
glgS	b2106//
glk	b0330//
glmUS	b2487//phnE_2//
glmY	b3606//
glmZ	insAB-4//
glnA	b1147//
glnALG	b1334//b3761//b3074//
glnB	b4425//
glnD	b1645//
glnHPQ	b0612//b1711//b2869//
glnK-amtB	b3314//b1982//
glnLG	b2010//b1003//
glnQ	b1900//
glnS	b4436//
glnW-metU-glnVX	b0502//b3148//b2258//b4501//
gloA	b2164//
gloB	b2203//
glpABC	b1647//b0135//b1673//
glpD	b2955//
glpEGR	b0314//b3743//b4361//
glpFKX	b0146//b3524//b3531//
glpGR	b1322//b1339//
glpR	b0328//
glpTQ	b3160//b1130//
glrK	b2384//
glrR	b1091//
glrR-glnB	b3032//b0442//
gltA	b0193//
gltBDF	b4180//b4501//b2223//
gltI-sroC-gltJKL	b1194//b1026//b4598//b3190//b3343//
gltP	b2159//
gltS	b2436//
gltX	b2182//
glvCBG-ysdC	b2435//b4567//b1725//b1924//
glxK	b4326//
glyA	b2837//
glyQS	b1124//b4482//
glyU	b4410//
glyVXY	b2395//b0356//b0269//
glyW-cysT-leuZ-3'ETS<sup><i>leuZ</i></sup>	b2270//ilvG_2//b2088//b0221//
gmhB	3'ETS<sup><i>leuZ</i></sup>//
gmk	b1369//
gnd	b2649//
gnsB	b1117//
gntK	b2001//
gntKU	b1705//b0947//
gntP	b3545//
gntR	b0466//
gntRKU	b1606//b1104//b1077//
gntT	b4299//
gntU	b4373//
gntX-nfuA	b1634//b1168//
gor	b4454//
gpmA	b2691//
gpmM-envC-yibQ	b1779//b3127//b0319//
gpp	b0130//
gpr	b1935//
gpt	b3581//
grcA	b2323//
greA	b1625//
greB	b4373//
groL	b1887//
groSL	b3398//b2277//
grpE	b1792//
grxA	b1693//
grxB	b1298//
grxC	b0273//
grxD	b0131//
gshA	b0429//
gsk	b2096//
gspAB	b3173//b0258//
gspCDEFGHIJKLMO	b3797//b3900//b0646//b3655//b2394//b3388//b3492//b3747//b3080//b1917//b2090//b2706//
gss	b1737//
gstA	b1426//
gstB	b3056//
guaBA	b0259//b1849//
guaC	b4389//
gudPXD	b2226//b1877//b4255//
gyrA	b2747//
gyrB	b2694//
hcaEFCBD	b4368//b2567//b3527//b2521//b2389//
hcaR	b0505//
hcaT	b0848//
hchA	b2438//
hcp-hcr	yjgX_2//b2263//
hda	lfhA//
hdeAB-yhiD	b0537//b3174//b2447//
hdeD	b3966//
hdfR	b0650//
hdhA	b0351//
helD	b2306//
hemA	b3129//
hemA-prfA-prmC	b0742//b1216//b0040//
hemB	b4296//
hemCDXY	b1080//b0489//b4376//b4132//
hemF	b2155//
hemH	b1634//
hemL	b1839//
hemN	b0724//
hflD-purB	b4112//b3686//
hfq-hflXKC	b1313//b3502//tpke70//b3657//
hicAB	xisR//b2703//
higBA	b2055//b1474//
hinT-ycfL-lpoB-thiK-nagZ-ycfP	b3194//b4329//b3827//b3356//b3972//insEF-2//
hipBA	b1482//yfaS_2//
hisBHAFI	b1310//b3579//b4160//b2988//b3902//
hisJQMP	C0362//b2546//b0584//b0029//
hisL	b3402//
hisLGDCBHAFI	b3595//b2911//b4101//b0748//b4358//b4545//b1948//b1403//b4355//
hisS	b1278//
hlyE	b4234//
hmp	b4181//
hns	b2788//
hofMNOP	b3277//b0618//b0206//b4536//
hofQ	b1463//
hokA	arpB_2//
hokB	b1570//
hokD	b0856//
hokE	b1909//
holC	b4023//
holC-valS	b1195//b2777//
holD-rimI-yjjG	b0064//b1652//b3808//
holE	b0418//
hpt	b0860//
hrpA	b2103//
hrpB	b0731//
hscBA-fdx-iscX	b3506//b1612//b2501//b2072//
hscC	b3633//
hsdMS	b1227//b4408//
hsdRMS	b0317//b0082//b3312//
hslJ	b3341//
hslO	b1943//
hslRO	b2894//b3720//
hslVU	tpke70//b1947//
hspQ	b3564//
htgA	b3879//
htpG	b3650//
htpX	b2784//
htrL	b3544//
hupA	b0880//
hupB	b3137//
hyaABCDEF	b2940//b1706//b3145//b1864//b3612//b3516//
hybOABCDEFG	b0010//b1708//b0052//b2098//b0541//b1793//b1573//b3203//
hycABCDEFGHI	b2060//b3939//b4252//molR_3//b4214//b1089//b4483//b2495//b3370//
hydN-hypF	b1562//b2559//
hyfABCDEFGHIJR-focB	lafU//b2027//cpxQ//b2282//b3324//b2271//b2154//b1450//b4515//b0779//b4223//b2852//
hypABCDE	b1993//b2454//b0144//b3080//b0957//
hypABCDE-fhlA	b1099//b0207//b4568//b1199//b4108//b3509//
hypBCDE	b0300//b3519//b1403//b2016//
hypBCDE-fhlA	b2966//b2996//b0493//b0650//b0248//
hypF	b3180//
hypT	b2122//
hyuA	b3340//
iaaA-gsiABCD	b0163//b0826//b1545//b2844//b3976//
iap	b3102//
ibaG	yghX_1//
ibaG-murA	b4220//ysdC//
ibpAB	b4248//b4373//
ibpB	b3079//
icd	b3348//
icdC	b3399//
iclR	b3534//
idi	b1752//
idnDOTR	b2210//b3750//b3462//b3872//
idnK	b0628//
idnR	b3390//
ihfA	b0147//
ihfB	b3770//
ileS-lspA-fkpB-ispH	b3922//b2807//b1021//b1689//
ileX	b0243//
ileY	b1790//
ilvA	b3770//
ilvC	b4061//
ilvEDA	b2352//b3808//b3205//
ilvIH	b0261//b0216//
ilvL	b0630//
ilvLXG_1G_2MEDA	b2076//b0097//b4171//b0380//b1663//b4230//b1108//b2673//
ilvY	b0909//
inaA	b2010//
infA	b1270//
infC	b2459//
infC-rpmI-rplT	b1366//b1548//b1952//
insA-1AB-1B-1	b4430//b1692//b0479//
insA-2AB-2B-2-afuBC	b1712//b2849//b1211//b2108//b1102//
insA-3AB-3B-3	b3407//b0973//b1768//
insA-4AB-4B-4	b2005//b4455//b0008//
insA-5AB-5B-5	b1851//b3005//b2834//
insA-7	b0168//
insB-7_1B-7_2	b2686//b3485//
insC-1CD-1D-1	b1649//b0648//b4039//
insC-2CD-2D-2	b2449//b4108//b3344//
insC-3CD-3D-3	b3629//b2188//b0047//
insC-4CD-4D-4-ygeONM	b0039//b1996//b3886//b2394//b3264//b3748//
insC-5CD-5D-5-yqiGHI	b4155//b1131//b3929//b0253//b2583//b2618//
insC-6CD-6D-6	b1429//b0602//b0995//
insE-2EF-2F-2	b2000//b3997//b1501//
insE-3EF-3F-3	b2471//b0089//b2892//
insE-4EF-4F-4	b1191//b1493//b1791//
insE-5EF-5F-5	b1542//b2164//yrhA//
insG	b2200//
insH-1	b3437//
insH-10	b0106//
insH-11	b3599//
insH-2	b0989//
insH-3	b3717//
insH-4	b2010//
insH-5	b0119//
insH-6	b2204//
insH-7	b4403//
insH-8	b1882//
insH-9	b1672//
insI-2	b3761//
insJ	b3807//
insK	b2253//
insL-1	b4252//
insL-2	b2169//
insL-3	b1128//
insMI-3	b1245//b2697//
insN-1I-1O-1	b0719//b2918//b2350//
insN-2	b1202//
insO-2-yjhWV	b2300//b3709//b0742//
intA	b2503//
intB	b3851//
intD	b1195//
intF	b0241//
intG	b1641//
intS	b3575//
intZ	b3857//
iraD	b4255//
iraM	b3259//
iraP	b1122//
iscRSUA	b3942//b0419//b3811//b2157//
ispB	b4347//
ispDF	b1384//b0902//
ispG-sroE	b0083//b0520//
ispU	b2393//
isrB	b2671//
isrC	b2794//
isrC-flu	b1029//b3893//
istR-1	b2807//
istR-2	b4292//
ivbL	b0649//
ivbL-ilvBN	b2795//b0091//b4168//
ivbL-ilvBN-uhpABC	b3433//b2498//b2902//b2995//b0091//b3506//
ivy	b1970//
katE	b2778//
katG	b4235//
kbaZ-agaVWA	yhiK//b0054//b3805//b0869//
kbl-tdh	b3493//b1679//
kbp	b2965//
kch	b4377//
kdgK	b1328//
kdgR	b0985//
kdgT	b0275//
kdpDE	b1392//b4040//
kdpFABC	b3757//b4511//b1924//b1569//
kdsA	b4126//
kdsC-lptCAB	b3371//b3451//b1421//b0320//
kduD	b1026//
kduI	b1589//
kefFC	b3823//b1390//
kefGB-yheV	b1389//b2930//b0491//
kgtP	b2218//
kilR-ydaE	b1130//b3282//
kptA	b1646//
kup	b0191//
lacI	b1677//
lacYA	b2319//b1131//
lacZYA	b0391//b1478//b1377//
lafU	b2319//
lapAB	b3241//b2474//
lapAB-pyrF-yciH	b4374//b3039//b2049//b1145//
ldcA	b2027//
ldcC	b3151//
ldhA	b0903//
ldrA	b0205//
ldrB	b2697//
ldrC	b0485//
ldrD	b1086//
ldtA	b1011//
ldtB	b2542//
ldtC	b4245//
ldtD	b3612//
ldtE	b1376//
lepAB	ylbE//b2248//
leuE	b1610//
leuL	b3629//
leuLABCD	b1166//b1373//b0072//b2847//b2484//
leuO	b3717//
leuQPV	b0191//b3278//b3986//
leuS-lptE-holA-nadD-cobC	b0027//b2920//b2016//b0459//b3608//
leuU	b1708//
leuX	b2002//
lexA-dinF	b1438//b1262//
lfhA	b1063//
lgoD	b3633//
lgoR	b3091//
lgoT	b1105//
lgt	b1632//
lgt-thyA	b0253//b3854//
lhr	b3902//
ligA-ypeB	insCD-1//b1234//
