#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b0245//yjgX//b2610//b0026//
go_0006281_6	b4262//b2476//b0424//b4078//b4192//b0708//b1380//b2303//b3062//b4177//b4024//b1114//b0737//b3754//b4465//b2609//b1827//b0478//b0312//b2673//b1388//b4471//b2067//b1655//b4392//
go_0006283_8	b4113//
go_0006284_7	b0006//b3113//b0106//b1021//b3891//b3605//
go_0006285_6	b1071//b1718//b2757//b3780//
go_0006288_8	b2552//b2140//
go_0006289_7	b4337//
go_0006298_7	b1430//b1376//b3297//b1269//b0183//b4358//b0320//b3134//b4241//b3317//
go_0006301_7	b2801//
go_0006302_7	b2518//b3433//rpnB//b2748//b3421//b0810//b4238//b1637//b2980//
go_0006307_8	b4470//b2281//b2788//b0139//b2958//
go_0006308_6	b1920//b0411//b3685//b2341//b3892//b4187//b0576//b2896//b1478//b1531//b3734//
go_0006310_6	b2025//b3083//b2040//b2114//b2541//b4193//b2133//b0183//b2734//b3341//b1360//b3875//b2143//b2342//b0284//b4034//b1392//b2667//b1227//b4682//b0140//b0750//b2943//b2481//b3893//b1610//b0904//
go_0006313_4	b3892//b2731//b3407//b0570//b4005//b2079//b0590//
go_0006351_6	b1881//b4034//b2231//b4255//b0486//b2219//b1513//b1082//b2608//b1564//b3441//b2069//b0804//b3452//b0931//b2711//b3465//b0178//b3146//b3566//b0785//b1592//b2763//b0002//b0367//b0355//b0840//b0785//b1992//b4323//b2361//b2163//b1100//b0844//b1077//b1394//b2674//b0768//b3460//xisR//b0842//b1088//b2338//b3702//b3738//b1091//b2548//b4280//b0049//b0415//b3162//b0424//b2362//b3621//b1080//b0213//b4052//b3198//b0930//b3074//b4297//b1602//b2762//b2838//b3726//b1398//b3567//b2993//b2011//b0008//b4014//b4237//b2493//b3689//b3574//b4365//b0924//b2934//b0924//b3540//b2435//b2335//b0200//b2724//b3018//b1370//b4138//b1271//b4347//b1296//b3414//b1344//b0634//b3901//b0680//b1858//b0512//b4059//b0029//b1842//b0487//b1882//b4231//b2712//b0826//b3985//b4020//b3591//b0893//b3653//b4352//b0143//b1002//b2431//b1890//b3030//b0889//b1779//b0421//
go_0006352_7	b3601//b4046//ftp//
go_0006353_7	b3006//b0612//
go_0006354_7	b4460//b4318//
go_0006355_7	b1258//b2603//b1694//b2580//b2756//b2998//b1011//b1449//b4602//b2428//b0693//b0997//b3023//b0638//b3568//b4062//b2664//b1925//b2367//b1650//b1050//b0121//b4026//b1159//b0284//b3119//b0348//b2524//b2759//b3465//b3833//b0676//b3229//b3608//b4667//b4089//b0461//b1861//b3169//b3782//b2232//rhmD//b2103//b1603//b1071//b3210//b2870//b3502//b3437//b3807//b1732//b0026//b3568//b2216//b0918//b3965//b3321//b0436//b4365//b1071//b0521//b2243//b2843//b0891//b1266//b4311//b3453//b0313//b2209//b1723//b3786//b1071//b0739//b0239//b0070//b2916//b0629//b2752//b0754//b2202//b0726//b1185//b3228//b0038//b3943//b1472//b3519//b3298//b0133//b2386//b4230//b3301//b3720//b4004//b3206//b1333//b3613//b0002//b0930//b3747//b3892//b1506//b4004//b2217//b3287//b0595//b3751//b1362//b3893//b4088//b3034//b2882//b0432//b2559//b3620//b4169//b0346//
go_0006357_8	b2062//
go_0006364_9	b3227//b3554//hiuH//b1098//b2893//
go_0006378_8	b2837//b2674//
go_0006396_7	b3253//b3628//b3867//b3636//b3911//
go_0006397_8	b0226//b1094//
go_0006399_8	b0683//b0064//
go_0006400_7	b1870//b0121//b0531//b0427//b3227//
go_0006401_6	b4321//b1422//b0085//b0576//b4031//b4083//b0182//b0564//
go_0006402_7	b1376//b0530//b3813//b3597//b0792//b3428//b0394//b0437//b1099//b4146//b0027//
go_0006412_6	b0096//b0054//b0154//b0353//b0783//b0962//b0344//b3672//b1579//b0040//b3093//b2243//b1463//b3424//b3175//b1698//b3509//b2961//b3312//b0661//b0085//b0243//b4071//b3667//b0624//b1638//b1206//b3139//b2320//b2743//b1531//b3190//b4062//b2527//b3386//b0400//b3746//b1886//b1279//b0349//b0608//b1791//gapC//b1225//b1059//b3931//b3336//b1472//b0754//
go_0006413_4	b4299//b1526//
go_0006414_6	b3496//b1391//b4352//b2529//b0979//
go_0006415_7	b3641//b2193//b0829//b2686//b3341//b1804//
go_0006417_7	b1008//b3205//b1185//b0154//b0657//
go_0006418_7	b0462//b3870//b4245//b3889//b1129//b0739//b3114//b1913//b1927//b3068//b0995//b0612//
go_0006419_8	b0254//
go_0006420_8	b3190//
go_0006421_8	b3213//
go_0006422_8	b0603//
go_0006423_8	b2949//
go_0006424_8	b1610//b2497//
go_0006425_8	b3885//
go_0006427_8	b2819//
go_0006428_8	b2802//
go_0006429_8	b4080//
go_0006430_8	b0854//b3300//
go_0006431_8	b1476//
go_0006432_8	b1429//b2175//
go_0006433_8	b2558//
go_0006434_8	b2310//
go_0006435_8	b2477//
go_0006436_8	b3297//
go_0006437_8	b0316//
go_0006438_8	b4192//
go_0006448_8	b3722//
go_0006450_4	b3540//b2688//b3771//b3413//b3997//b0265//b0238//
go_0006457_3	b3117//b0946//b1745//b0717//b3343//b2710//b2548//b0263//b3925//b0046//b2521//b1042//b2058//bioD2//b4532//b3173//b3650//b1314//b0413//b2949//
go_0006458_4	b3067//
go_0006464_6	b4177//b2277//b4453//b0185//b3029//b0331//b3811//b3667//b1434//b3011//b4214//b1094//
go_0006465_6	b3900//b2955//b2242//
go_0006468_7	b3672//b3501//b0949//b2132//b4230//b2038//b3511//b3132//b3507//b2373//
go_0006470_7	b0938//b0065//b0796//b3026//b1639//b2209//b0464//b3458//b0469//b1658//b0983//b3266//b0081//
go_0006473_8	b3828//b3176//b3991//b2897//b1362//
go_0006474_6	b3929//b0655//b0437//b1595//b1319//
go_0006476_8	b3800//
go_0006479_5	b0717//b3729//b2935//b1463//b0320//b0042//
go_0006486_5	b3813//
go_0006490_5	b2333//
go_0006508_5	b0949//b2233//b0935//b2740//b3431//msrP//b2994//b0445//b3222//b3197//b0828//b1683//b3458//b1298//b0325//b0990//b2544//b1098//b2676//b3670//b1533//b2218//b1009//b2282//b1474//b1644//b3743//b1074//b0080//b1829//b0874//b4467//b0695//b2930//b0627//b0466//b0840//b0215//b2558//b0186//b1610//b3358//b0597//b3676//
go_0006515_7	b4209//b3026//b0299//b0169//
go_0006517_6	b1289//b3034//b1612//b3318//
go_0006518_5	b2516//b2903//
go_0006523_8	b4141//b1363//
go_0006524_8	b4214//
go_0006526_8	b0574//b3553//b1704//b2252//b1731//b3520//b2608//
go_0006527_8	b1612//b0731//b1633//b0445//b4203//
go_0006529_7	b3686//b4000//
go_0006530_7	b0437//b1244//
go_0006531_7	b0484//
go_0006532_8	b1124//b2313//
go_0006535_8	b0529//b2442//b2212//
go_0006537_8	b3725//hprS//b0312//b3056//b3292//b3547//b2817//
go_0006538_8	b2266//b2800//
go_0006541_7	b3024//b1844//b4130//b2456//b3626//
go_0006542_8	b4354//b2303//
go_0006543_8	b0880//b3062//b0069//b0121//
go_0006545_6	b2093//
go_0006546_6	b1176//b3384//
go_0006554_8	b0723//b2919//
go_0006556_5	b0812//
go_0006559_6	b2341//b2794//
go_0006561_6	b4391//b0032//
go_0006563_7	b2752//
go_0006564_8	b0862//b2705//b1988//b3216//
go_0006565_8	b4116//b1448//b0245//rpnC//b1576//
go_0006566_7	b1613//b3018//
go_0006567_8	b0343//b3754//b4220//b4124//b1882//b4667//b3305//b3279//
go_0006569_7	b3727//
go_0006571_7	b2041//b1398//
go_0006593_7	b1391//
go_0006598_8	b0329//b1815//b3409//
go_0006605_6	b1709//b2628//
go_0006612_6	b4355//
go_0006614_8	b0337//
go_0006616_7	b3942//b1606//b3876//
go_0006629_4	b0014//b3965//b2817//b1018//b3179//
go_0006631_5	b4586//b3949//b1288//b0650//b1718//
go_0006633_6	insI4//b1860//b1330//b3060//b2025//b4668//b2673//b2530//b0397//hexR//b2524//b0939//b3424//
go_0006635_6	b1099//b0974//b3771//b3360//b3073//b3636//b0316//b1293//b2921//b2624//b0478//b3917//b1235//
go_0006636_7	b2975//
go_0006637_5	b1435//b0539//b2683//b1465//
go_0006646_7	b3507//
go_0006650_6	b0694//
go_0006654_7	qorA//
go_0006655_7	b3788//b2515//
go_0006725_4	b0490//
go_0006729_6	b4035//b0476//
go_0006730_4	b2078//b3543//b4381//
go_0006734_9	b3179//
go_0006740_4	b0676//b3068//
go_0006741_9	b4393//
go_0006742_8	b2920//
go_0006744_7	b0397//b2049//b2373//b1260//b4356//b0546//b3180//b0756//b0587//b3702//b3516//b0621//b3093//
go_0006749_5	b0341//b2340//b4034//
go_0006750_6	b2871//b1261//
go_0006751_6	b0394//b2890//
go_0006757_5	b1905//
go_0006760_5	b3703//
go_0006761_7	b3911//
go_0006771_5	b1413//
go_0006772_6	b3228//b3261//
go_0006777_5	b3089//b1014//b3626//b2898//b3144//b3089//b4477//b3625//
go_0006779_6	b4053//b2724//b3986//b1681//b4483//b2965//
go_0006780_7	b0891//
go_0006782_7	b3219//b4409//b0339//b3503//
go_0006783_5	b1515//b0709//b1848//b3703//b2242//b2411//b3640//b1600//
go_0006790_4	b2991//b1042//b0077//b3421//b2569//b0041//b0655//b3009//b2559//b1082//b1838//b4201//b1280//
go_0006791_2	b2113//b1390//b3529//b0401//
go_0006793_4	b3562//b0546//b0225//
go_0006798_5	b4187//
go_0006799_5	b1638//
go_0006801_5	b2554//b1991//b0592//
go_0006805_4	b3303//b3330//b4098//b2712//
go_0006807_3	b0855//b3426//b2995//b3805//
go_0006808_4	b3577//b1737//
go_0006810_4	b3209//b1380//b0907//b4279//b3474//b3879//b0329//b3784//b0698//b2528//b0027//b0020//b0350//b1501//b3526//b1884//b1380//b3541//b2178//b0847//b3690//b0908//b3429//glsA1//b4460//b1291//b0177//b0554//b0967//b4059//b1593//b2666//b4305//b3050//b4365//b4301//b4511//b3240//b2883//b4637//b1944//b1092//b0184//b2235//b0222//b2261//b0912//b3441//b3568//b0003//b4027//b2407//b0200//b0832//b0729//b2806//b1118//b1277//b4032//b1718//b1291//b3771//b3688//b3515//b3424//b2580//b3812//b0225//b1084//b0001//b0405//b0981//b3029//b2943//b3583//b2548//b0939//b3481//b0905//b2058//b2148//b0607//b0633//b1649//b4399//b2568//b2336//b3813//b0958//b2677//b3631//b2717//b4510//b2301//b2323//b2438//b4241//b0616//b1105//b1299//b2148//b3192//b2425//b3562//b4382//b3450//b0722//b4363//b4082//b2361//b1302//b3787//b2788//b1879//b3197//b0262//b0721//b2634//b2561//b2564//b2027//b4637//b2320//b0188//b2631//b2519//b0644//b3781//b3140//b1660//b3534//b0414//b3556//b1284//b2091//b1227//b1118//b0949//b2924//b0842//b3113//b3172//b3451//glsA//b3230//b4133//b2425//b3309//b0829//b4258//
go_0006811_5	b3307//b0102//b2366//b3070//b2386//b1479//b2796//b3804//b1294//b3888//b3774//b0681//b3828//b1540//b1545//b2053//b0196//b2573//
go_0006812_6	b2926//b3301//
go_0006813_8	b4352//b2067//b2208//b0934//b1422//b0933//b3881//b1440//b3309//b3706//b3870//b1924//b3400//
go_0006814_8	b0709//b0893//b1313//b2095//
go_0006817_8	b1054//b2508//b1892//b1779//
go_0006820_6	b3165//b3096//b0681//b2378//b0032//
go_0006821_8	b3720//b4484//
go_0006824_8	b1507//b1441//b0054//b4314//
go_0006825_9	b1468//b2514//b0059//
go_0006826_9	b0754//
go_0006828_9	b0046//
go_0006829_9	yjgX//b0920//b1554//b3114//b0111//b1110//
go_0006833_6	b4239//
go_0006835_8	b4258//b1861//
go_0006847_8	b0554//
go_0006855_6	b1350//b2400//b2565//b0233//b0881//b0195//b3812//b1288//b0789//b2754//b0847//b0038//b0344//b0446//b3729//b3364//b0904//b0443//hxpA//b0742//b2206//b2746//b3163//b3228//
go_0006857_7	b4196//b3457//b0264//
go_0006863_7	b4220//
go_0006865_6	b2760//b3163//b3524//b3684//b2418//b3838//b2821//b3454//b0287//b4115//b2573//b1074//b1535//b1953//b1075//b1256//b1619//b0382//b3926//b4340//b1040//b1299//b3594//b4471//b0806//b1973//
go_0006868_7	b3413//b3949//b4112//
go_0006869_6	b2739//b3212//
go_0006874_8	b3189//
go_0006876_8	b0341//
go_0006878_9	b0399//b1871//b0733//b2147//b0819//
go_0006879_9	b2386//b2017//b2865//b3870//b0633//b2930//
go_0006880_4	b3775//b2295//b3733//
go_0006882_8	b0678//
go_0006883_8	b4142//b3060//b0161//
go_0006884_4	b4136//
go_0006885_9	b2491//
go_0006886_5	b0741//b4471//b2811//
go_0006928_3	b0381//b0334//b3963//b4175//b3981//b4352//b3534//b1688//
go_0006935_4	b1888//b4354//b2667//b3891//b3780//b0589//b0679//b0945//b4384//b3133//b1084//b4132//b3177//
go_0006970_4	b4265//b1552//b2997//b0299//b1379//b2738//b1264//ftp//b1397//b2136//b3460//b0792//b3028//b3241//b1099//b4401//
go_0006972_5	b4122//glsA2//b3047//b3497//b0210//b2888//b3009//b3400//
go_0006974_5	b1294//b2725//b1107//b0355//b3503//b0918//b1828//b1166//b3022//b0912//b3754//b1884//b3744//b0875//b3714//b0807//b0874//b3727//b2136//b1753//b3725//b0988//b4511//b4668//b2429//b1850//b3521//b4173//b0110//b4403//b0956//b2427//b2526//b1379//b2058//b3580//b1059//b4288//b1252//b4003//b1009//b2792//b1588//b0173//b4203//b1205//b0734//b1536//b4300//b3415//b3012//b0764//b3152//b3884//b3225//b2143//b0043//b0408//b0963//b3128//b2725//b3417//b0129//b0763//b2303//b0237//b1863//gapC//b1188//b2684//b1535//b1990//b1093//b0053//b4152//hprR//b1694//b1244//b3819//b3470//b4378//b4136//b2893//b4221//b1718//b1053//b2038//b1166//b1046//b0612//b0628//b3455//b2670//b2156//b3863//b3781//b3460//b1761//b3872//b1943//b1844//b3952//b1269//b2339//b1069//b2284//b3752//b3559//b3633//b3175//b1733//b2580//b3522//b0637//b2964//b1873//b2267//b1412//b2537//b2078//b4520//b2674//mltG//b0732//b0350//b4177//b3735//b0296//b1651//b0125//b0792//b0988//b2770//b2519//b3225//b3499//b0369//b2167//b4255//b1252//b3697//b1167//b4193//b2820//b4351//b1007//b3451//b4327//hxpB//b3522//b0486//b0115//b1776//b2498//b3396//b2330//b0584//b1472//b2503//b2919//b1386//b3326//b3813//b2136//b2506//b3176//b3705//b1828//b3389//b3187//b3635//b3409//b2704//b1307//b3009//b4265//b3258//b2604//b1493//b0161//b3351//b0828//b3046//b0103//b3919//b1882//b3574//b0215//b1617//b1129//b2630//b1430//b1857//b1724//b1861//b2242//b3615//b3571//b3166//b0365//b0878//
go_0006979_4	b0023//b3067//b2167//b2610//b0827//b4393//b0775//b2877//b3319//b2780//b0174//b0970//b1166//b3501//yjgX//b4114//b1897//b1713//b3417//b4362//b1133//b0127//b0893//b1433//b0632//b3910//b2104//b3155//b1809//b4020//b4358//b1344//b2179//b4137//b4415//b3981//b3699//b3426//b0727//b1049//b2910//b1465//b2155//b2032//
go_0006986_5	b0052//b4319//b1594//b3778//b0947//b3823//
go_0006995_6	b1944//b0024//
go_0007059_3	b0924//b0847//b3791//b3933//b3023//b0415//b1132//b0826//b0002//b2730//
go_0007062_4	b3366//b3063//b4269//b1296//
go_0007155_3	b1107//b2733//b1711//b0097//b0621//b3746//b3067//b1545//b3177//b0268//b3068//b0155//b2136//b1123//b3212//b2263//b0674//b3984//b1859//b0551//b1232//b2164//b0900//
go_0007165_3	b3238//b0607//b3249//b1113//b2262//b0465//b3265//b3823//b2242//
go_0007234_5	b0556//
go_0007584_4	b0019//
go_0008033_9	b0588//b1472//b1536//b0528//b2379//b4128//b0311//b0159//
go_0008104_4	b3196//
go_0008152_2	arcC//b2004//b1103//b0782//b0533//b0862//b1444//b2761//b2465//b0797//b3718//b2952//b3829//b2477//b0729//b3140//b0636//b0182//b3095//b3049//b0083//b0400//b1071//xisR//b3878//
go_0008156_8	b1072//
go_0008219_3	b1927//b2570//b3703//
go_0008272_6	b3653//b1429//b1634//b0195//
go_0008295_6	b1210//b3166//b3206//
go_0008299_5	b0439//b1071//
go_0008360_4	b0355//b2810//b4125//b2159//b1804//b1944//b2592//b1664//b2567//b1679//b3349//b1089//b2208//b3899//b2537//b2061//
go_0008610_5	b1488//b3835//b3363//b3547//b4079//
go_0008615_6	b1743//b1853//b3738//b4064//b4115//b3231//b1973//
go_0008616_8	b2894//b0891//b1611//b1218//b1584//b2174//b4357//
go_0008643_6	b0484//b0438//b2048//b3891//b1664//b4116//b1876//b2092//b1201//b0782//b0928//b0270//b2380//b4353//b1183//b1684//b2038//b0405//b1186//b4160//b2206//b3892//b4251//b2413//b3330//
go_0008652_5	b4662//b3141//b0211//b3134//b3368//b3676//b4550//b2869//
go_0008653_5	b4113//b1448//
go_0008654_5	b0982//maoP//b0038//b4524//b2409//b3860//
go_0009050_6	b0912//b2153//
go_0009052_6	b0835//b2714//b4005//b3192//b3574//b4377//b3456//
go_0009056_3	b0435//
go_0009058_3	b1098//b1842//b0269//
go_0009060_6	b4190//b1232//b0924//b3060//b3962//b2542//b1066//b0575//b2285//b1692//b1728//b3219//b4034//b4237//b0832//b2231//b3084//b0896//b2151//b2248//b1252//b0443//
go_0009061_6	b0811//b0813//b1474//b3711//b2290//b1127//b2258//b4011//b2243//b3247//b0041//b0065//b0232//b1010//b4391//b3924//b3973//b2082//b2584//b2178//b4254//b0640//b3087//b2540//b0613//b2235//b3232//b4662//b0730//b3050//b0841//b1897//msrQ//b2788//b1344//b1096//b3724//b2844//b4483//b1890//b3689//b2798//b2661//b1767//b3071//b1621//b2242//b1902//b3707//b0189//b4159//b0687//b0427//b1445//b0784//
go_0009062_6	b2159//
go_0009063_5	b4468//b1435//b0776//b3685//
go_0009070_7	b2498//
go_0009073_6	b2628//b2108//b1165//b0401//b0632//rpnD//b3732//b1844//b2264//b1916//
go_0009081_5	b1278//
go_0009082_6	b2761//b1374//b0627//b0857//b3743//
go_0009085_8	b3578//
go_0009086_7	b1696//b0010//b2427//b3789//b1662//
go_0009088_8	b3018//b1981//
go_0009089_6	b4005//b1831//b0470//b3022//b3153//b2715//b3210//
go_0009090_8	b2479//b1712//b0287//b3361//
go_0009092_7	b2277//
go_0009093_7	mltG//b0729//b3092//
go_0009094_6	b2834//b1779//b2307//
go_0009097_7	b1245//b1291//b3110//b0644//b0967//b4349//b2314//
go_0009098_7	b2960//b1042//b0178//b2813//b4202//b0462//b3526//
go_0009099_7	b3769//b3185//b1763//b3679//b3494//b2663//b3991//b0583//b2669//b2005//
go_0009102_6	maoP//b0819//b0199//b0627//b1536//b4355//b3877//b3787//b0829//b0765//b0171//b3134//b2958//
go_0009103_6	b1535//b2340//b3919//b2987//b3190//b1828//b0517//b3452//b0420//b0111//b4148//
go_0009106_5	b3529//
go_0009107_6	b1833//b2287//
go_0009108_6	b3238//
go_0009116_5	b2914//b0535//
go_0009142_7	b3753//b2245//b4052//
go_0009143_7	b2813//
go_0009152_8	b1487//
go_0009157_8	b4290//
go_0009166_7	b4481//b1992//
go_0009168_9	b0836//
go_0009220_8	b2079//b1723//
go_0009224_9	b3925//b0564//
go_0009226_6	b1035//b1008//
go_0009228_7	b3770//b4319//b2975//b3747//b1183//b4557//b1113//b1817//b2893//
go_0009229_6	b0954//b3546//
go_0009231_6	b2926//b3176//b2802//b3994//b2209//b3306//b3143//
go_0009234_7	b1728//b3165//b0098//b3012//b0532//b1104//b2738//b0530//b1748//b1078//
go_0009236_6	b2708//b1854//b0093//b3361//b1850//b2383//
go_0009237_4	b0847//
